<p>
LONDON	NP	LONDON
Authority	NP	Authority
,	,	,
according	VBG	accord
to	TO	to
a	DT	a
statement	NN	statement
by	IN	by
the	DT	the
UK	NP	UK
government	NN	government
.	SENT	.
<p>
The	DT	the
agreement	NN	agreement
reaffirms	VBZ	reaffirm
both	DT	both
parties	NNS	party
'	POS	'
commitment	NN	commitment
to	TO	to
a	DT	a
two-state	NN	two-state
solution	NN	solution
and	CC	and
underscores	VBZ	underscore
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
'	POS	'
s	JJ	<unknown>
status	NN	status
as	IN	as
the	DT	the
sole	JJ	sole
legitimate	JJ	legitimate
governing	VBG	govern
body	NN	body
in	IN	in
the	DT	the
Occupied	JJ	occupied
Palestinian	NP	Palestinian
Territories	NP	Territories
.	SENT	.
<p>
The	DT	the
MoU	NP	Mou
also	RB	also
highlights	VBZ	highlight
the	DT	the
urgent	JJ	urgent
need	NN	need
to	TO	to
reunify	VB	reunify
Gaza	NP	Gaza
and	CC	and
the	DT	the
West	NP	West
Bank	NP	Bank
under	IN	under
PA	NN	pa
authority	NN	authority
and	CC	and
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
,	,	,
the	DT	the
UK	NP	UK
is	VBZ	be
unveiling	VBG	unveil
a	DT	a
significant	JJ	significant
package	NN	package
of	IN	of
financial	JJ	financial
support	NN	support
aimed	VBN	aim
at	IN	at
addressing	VBG	address
urgent	JJ	urgent
humanitarian	JJ	humanitarian
needs	NNS	need
and	CC	and
bolstering	VBG	bolster
PA	NN	pa
institutions	NNS	institution
.	SENT	.
<p>
The	DT	the
coordinated	VBN	coordinate
approach	NN	approach
to	TO	to
Gaza	NP	Gaza
'	POS	'
s	NN	S
future	NN	future
,	,	,
developed	VBN	develop
in	IN	in
partnership	NN	partnership
with	IN	with
Arab	JJ	Arab
and	CC	and
Palestinian-led	JJ	<unknown>
initiatives	NNS	initiative
,	,	,
will	MD	will
also	RB	also
be	VB	be
a	DT	a
major	JJ	major
focus	NN	focus
of	IN	of
the	DT	the
visit	NN	visit
.	SENT	.
<p>
"	''	"
This	DT	this
visit	NN	visit
marks	VBZ	mark
a	DT	a
significant	JJ	significant
step	NN	step
in	IN	in
strengthening	VBG	strengthen
our	PP$	our
relationship	NN	relationship
with	IN	with
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
--	:	--
a	DT	a
key	JJ	key
partner	NN	partner
for	IN	for
peace	NN	peace
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
--	:	--
at	IN	at
a	DT	a
critical	JJ	critical
moment	NN	moment
,	,	,
"	''	"
said	VBD	say
Lammy	NP	<unknown>
.	SENT	.
<p>
"	``	"
The	DT	the
UK	NP	UK
is	VBZ	be
clear	JJ	clear
that	IN	that
there	EX	there
can	MD	can
be	VB	be
no	DT	no
role	NN	role
for	IN	for
Hamas	NNS	<unknown>
in	IN	in
the	DT	the
future	NN	future
of	IN	of
Gaza	NP	Gaza
,	,	,
and	CC	and
we	PP	we
are	VBP	be
committed	VBN	commit
to	TO	to
working	VBG	work
with	IN	with
the	DT	the
Palestinian	NP	Palestinian
Authority	NP	Authority
as	IN	as
the	DT	the
only	RB	only
legitimate	JJ	legitimate
governing	VBG	govern
entity	NN	entity
in	IN	in
the	DT	the
Occupied	JJ	occupied
Palestinian	NP	Palestinian
Territories	NP	Territories
,	,	,
"	''	"
he	PP	he
noted	VBD	note
.	SENT	.
<p>
"	``	"
We	PP	we
will	MD	will
not	RB	not
give	VB	give
up	RP	up
on	IN	on
the	DT	the
two-state	NN	two-state
solution	NN	solution
,	,	,
with	IN	with
a	DT	a
Palestinian	JJ	Palestinian
state	NN	state
and	CC	and
Israel	NP	Israel
living	NN	living
side-by-side	NN	side-by-side
in	IN	in
peace	NN	peace
,	,	,
dignity	NN	dignity
and	CC	and
security	NN	security
.	SENT	.
I	PP	I
reaffirm	VBP	reaffirm
the	DT	the
UK	NP	UK
'	POS	'
s	JJ	<unknown>
commitment	NN	commitment
to	TO	to
recognising	VBG	recognise
a	DT	a
Palestinian	JJ	Palestinian
state	NN	state
as	IN	as
a	DT	a
contribution	NN	contribution
to	TO	to
that	DT	that
process	NN	process
,	,	,
at	IN	at
a	DT	a
time	NN	time
that	WDT	that
has	VBZ	have
the	DT	the
greatest	JJS	great
impact	NN	impact
.	SENT	.
"	''	"
<h>
Download	NP	<unknown>
STSS	NP	<unknown>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
highlights	VBZ	highlight
Sarawak-centric	JJ	Sarawak-centric
news	NN	news
and	CC	and
other	JJ	other
stories	NNS	story
of	IN	of
relevance	NN	relevance
to	TO	to
Sarawak.Today	NP	Sarawak.Today
,	,	,
Sarawak	NP	Sarawak
Tribune	NP	Tribune
focuses	VBZ	focus
on	IN	on
happenings	NNS	happening
in	IN	in
Sarawak	NP	Sarawak
'	POS	'
s	NN	S
cities	NNS	city
,	,	,
towns	NNS	town
and	CC	and
small	JJ	small
places	NNS	place
no	DT	no
matter	NN	matter
how	WRB	how
remote	JJ	remote
these	DT	these
are	VBP	be
and	CC	and
events	NNS	event
of	IN	of
relevance	NN	relevance
in	IN	in
other	JJ	other
states	NNS	state
of	IN	of
Malaysia	NP	Malaysia
and	CC	and
other	JJ	other
countries	NNS	country
.	SENT	.
