<h>
Trending	VBG	trend
to	TO	to
the	DT	the
children	NNS	child
from	IN	from
whom	WP	whom
they	PP	they
have	VBP	have
been	VBN	be
separated	VBN	separate
for	IN	for
months	NNS	month
.	SENT	.
<p>
In	IN	in
the	DT	the
second	JJ	second
video	NN	video
,	,	,
each	DT	each
young	JJ	young
woman	NN	woman
and	CC	and
her	PP$	her
parents	NNS	parent
are	VBP	be
shown	VBN	show
greeting	VBG	greet
other	JJ	other
relatives	NNS	relative
and	CC	and
friends	NNS	friend
.	SENT	.
A	DT	a
third	JJ	third
video	NN	video
shows	VBZ	show
the	DT	the
first	JJ	first
footage	NN	footage
of	IN	of
Ariev	NP	<unknown>
,	,	,
Gilboa	NP	<unknown>
,	,	,
Levy	NP	Levy
and	CC	and
Albag	NP	<unknown>
after	IN	after
they	PP	they
were	VBD	be
transferred	VBN	transfer
from	IN	from
Hamas	NN	<unknown>
to	TO	to
the	DT	the
Red	NP	Red
Cross	NP	Cross
and	CC	and
headed	VBN	head
toward	IN	toward
the	DT	the
hospital	NN	hospital
in	IN	in
Israel	NP	Israel
.	SENT	.
<p>
The	DT	the
four	CD	four
women	NNS	woman
were	VBD	be
among	IN	among
several	JJ	several
lookouts	NNS	lookout
who	WP	who
were	VBD	be
kidnapped	VBN	kidnap
from	IN	from
the	DT	the
Nahal	NP	<unknown>
Oz	NP	Oz
outpost	NN	outpost
on	IN	on
October	NP	October
7	CD	@card@
,	,	,
2023	CD	@card@
.	SENT	.
Israeli	JJ	Israeli
news	NN	news
outlet	NN	outlet
Ynet	NP	<unknown>
reported	VBD	report
their	PP$	their
mothers	NNS	mother
were	VBD	be
especially	RB	especially
vocal	JJ	vocal
members	NNS	member
of	IN	of
the	DT	the
Mother	NP	Mother
'	POS	'
s	NN	S
Protest	NN	protest
,	,	,
also	RB	also
known	VBN	know
was	VBD	be
Watch	VB	watch
101	CD	@card@
.	SENT	.
<p>
Ayelet	NP	<unknown>
Levy-Shahar	NP	Levy-Shahar
recently	RB	recently
told	VBD	tell
the	DT	the
outlet	NN	outlet
at	IN	at
a	DT	a
vigil	NN	vigil
,	,	,
"	''	"
The	DT	the
girls	NNS	girl
are	VBP	be
out	RB	out
there	RB	there
in	IN	in
the	DT	the
rain	NN	rain
and	CC	and
cold	JJ	cold
.	SENT	.
Without	IN	without
coats	NNS	coat
,	,	,
without	IN	without
their	PP$	their
freedom	NN	freedom
and	CC	and
without	IN	without
their	PP$	their
mothers	NNS	mother
.	SENT	.
My	PP$	my
heart	NN	heart
ca	MD	ca
n't	RB	n't
dwell	VB	dwell
on	IN	on
it	PP	it
for	IN	for
more	JJR	more
than	IN	than
a	DT	a
few	JJ	few
seconds	NNS	second
--	:	--
it	PP	it
'	POS	'
s	NNS	<unknown>
unbearable	JJ	unbearable
.	SENT	.
The	DT	the
entire	JJ	entire
nation	NN	nation
owes	VBZ	owe
these	DT	these
hostages	NNS	hostage
their	PP$	their
rescue	NN	rescue
.	SENT	.
"	''	"
<p>
Despite	IN	despite
the	DT	the
successful	JJ	successful
handover	NN	handover
,	,	,
Israel	NP	Israel
has	VBZ	have
since	RB	since
accused	VBN	accuse
Hamas	NNS	<unknown>
of	IN	of
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
failed	VBN	fail
to	TO	to
return	VB	return
civilian	JJ	civilian
hostage	NN	hostage
Arbel	NP	Arbel
Yehud	NP	<unknown>
.	SENT	.
Israel	NP	Israel
announced	VBD	announce
the	DT	the
country	NN	country
will	MD	will
in	RB	in
return	VB	return
delay	VB	delay
the	DT	the
ability	NN	ability
of	IN	of
Palestinians	NPS	Palestinians
to	TO	to
return	VB	return
to	TO	to
what	WP	what
is	VBZ	be
left	VBN	leave
of	IN	of
their	PP$	their
homes	NNS	home
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
.	SENT	.
Hamas	NP	<unknown>
has	VBZ	have
said	VBN	say
Yehud	NP	<unknown>
will	MD	will
be	VB	be
returned	VBN	return
next	JJ	next
week	NN	week
.	SENT	.
<p>
Unlike	IN	unlike
last	JJ	last
week	NN	week
'	POS	'
s	JJ	<unknown>
return	NN	return
of	IN	of
hostages	NNS	hostage
Romi	NP	Romi
Gonen	NP	<unknown>
,	,	,
Emily	NP	Emily
Damari	NP	Damari
and	CC	and
Doron	NP	Doron
Steinbrecher	NP	Steinbrecher
,	,	,
which	WDT	which
was	VBD	be
chaotic	JJ	chaotic
in	IN	in
nature	NN	nature
,	,	,
this	DT	this
week	NN	week
'	POS	'
s	JJ	<unknown>
hostage	NN	hostage
return	NN	return
appeared	VBD	appear
much	RB	much
more	RBR	more
organized	JJ	organized
.	SENT	.
Ariev	NP	<unknown>
,	,	,
Gilboa	NP	<unknown>
,	,	,
Levy	NP	Levy
and	CC	and
Albag	NP	<unknown>
were	VBD	be
escorted	VBN	escort
out	RP	out
of	IN	of
cars	NNS	car
by	IN	by
masked	JJ	masked
gunmen	NNS	gunman
to	TO	to
a	DT	a
stage	NN	stage
set	VBN	set
up	RP	up
in	IN	in
the	DT	the
square	NN	square
,	,	,
where	WRB	where
they	PP	they
waved	VBD	wave
at	IN	at
the	DT	the
crowd	NN	crowd
of	IN	of
Hamas	JJ	<unknown>
members	NNS	member
and	CC	and
Palestinians	NNS	Palestinian
.	SENT	.
<p>
Also	RB	also
today	RB	today
200	CD	@card@
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
were	VBD	be
released	VBN	release
from	IN	from
Israeli	JJ	Israeli
prisons	NNS	prison
to	TO	to
the	DT	the
West	NP	West
Bank	NP	Bank
,	,	,
where	WRB	where
celebrations	NNS	celebration
were	VBD	be
held	VBN	hold
upon	IN	upon
their	PP$	their
return	NN	return
.	SENT	.
<p>
The	DT	the
first	JJ	first
stage	NN	stage
of	IN	of
the	DT	the
ceasefire	NN	ceasefire
deal	NN	deal
struck	VBN	strike
after	IN	after
months	NNS	month
of	IN	of
negotiations	NNS	negotiation
between	IN	between
Egypt	NP	Egypt
,	,	,
Qatar	NP	Qatar
and	CC	and
the	DT	the
United	NP	United
States	NPS	States
will	MD	will
bring	VB	bring
freedom	NN	freedom
to	TO	to
33	CD	@card@
hostages	NNS	hostage
over	IN	over
six	CD	six
weeks	NNS	week
.	SENT	.
<p>
An	DT	an
Israeli	JJ	Israeli
official	NN	official
told	VBD	tell
CNN	NP	CNN
Saturday	NP	Saturday
the	DT	the
country	NN	country
has	VBZ	have
not	RB	not
been	VBN	be
given	VBN	give
a	DT	a
list	NN	list
of	IN	of
which	WDT	which
hostages	NNS	hostage
are	VBP	be
dead	JJ	dead
or	CC	or
alive	JJ	alive
.	SENT	.
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
