<p>
Two	CD	two
at	IN	at
the	DT	the
end	NN	end
of	IN	of
raid	NN	raid
that	WDT	that
closed	VBD	close
his	PP$	his
hospital	NN	hospital
,	,	,
the	DT	the
last	JJ	last
major	JJ	major
functioning	NN	functioning
health	NN	health
facility	NN	facility
in	IN	in
northern	JJ	northern
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
being	VBG	be
used	VBN	use
as	IN	as
a	DT	a
base	NN	base
by	IN	by
Hamas	NP	<unknown>
.	SENT	.
<p>
In	IN	in
an	DT	an
interview	NN	interview
from	IN	from
Deir	NP	Deir
al-Balah	NP	<unknown>
in	IN	in
central	JJ	central
Gaza	NP	Gaza
on	IN	on
Thursday	NP	Thursday
,	,	,
Hassouna	NP	<unknown>
told	VBD	tell
CNN	NP	CNN
that	IN	that
when	WRB	when
he	PP	he
saw	VBD	see
Abu	NP	Abu
Safiya	NP	Safiya
at	IN	at
Sde	NP	Sde
Teiman	NP	<unknown>
,	,	,
he	PP	he
was	VBD	be
"	``	"
exhausted	VBN	exhaust
"	''	"
and	CC	and
unable	JJ	unable
to	TO	to
speak	VB	speak
at	IN	at
first	JJ	first
.	SENT	.
But	CC	but
the	DT	the
former	JJ	former
detainees	NNS	detainee
said	VBD	say
they	PP	they
did	VBD	do
not	RB	not
believe	VB	believe
Abu	NP	Abu
Safiya	NP	Safiya
had	VBD	have
been	VBN	be
tortured	VBN	torture
.	SENT	.
<p>
A	DT	a
CNN	NP	CNN
investigation	NN	investigation
previously	RB	previously
revealed	VBD	reveal
allegations	NNS	allegation
of	IN	of
abuse	NN	abuse
at	IN	at
the	DT	the
detention	NN	detention
center	NN	center
,	,	,
including	VBG	include
doctors	NNS	doctor
who	WP	who
had	VBD	have
amputated	VBN	amputate
prisoners	NNS	prisoner
'	POS	'
limbs	NNS	limb
due	JJ	due
to	TO	to
injuries	NNS	injury
sustained	VBN	sustain
from	IN	from
constant	JJ	constant
handcuffing	VBG	handcuff
;	:	;
of	IN	of
medical	JJ	medical
procedures	NNS	procedure
sometimes	RB	sometimes
performed	VBN	perform
by	IN	by
underqualified	JJ	underqualified
medics	NNS	medic
;	:	;
and	CC	and
where	WRB	where
the	DT	the
air	NN	air
is	VBZ	be
filled	VBN	fill
with	IN	with
the	DT	the
smell	NN	smell
of	IN	of
neglected	JJ	neglected
wounds	NNS	wound
left	VBD	leave
to	TO	to
rot	VB	rot
.	SENT	.
<p>
A	DT	a
lawyer	NN	lawyer
from	IN	from
Physicians	NPS	Physicians
for	IN	for
Human	NP	Human
Rights	NPS	Rights
Israel	NP	Israel
(	(	(
PHRI	NP	<unknown>
)	)	)
,	,	,
a	DT	a
human	JJ	human
rights	NNS	right
organization	NN	organization
,	,	,
told	VBD	tell
CNN	NP	CNN
Friday	NP	Friday
that	IN	that
Abu	NP	Abu
Safiya	NP	Safiya
was	VBD	be
taken	VBN	take
to	TO	to
a	DT	a
court	NN	court
in	IN	in
Ashkelon	NP	<unknown>
without	IN	without
the	DT	the
knowledge	NN	knowledge
or	CC	or
presence	NN	presence
of	IN	of
a	DT	a
lawyer	NN	lawyer
,	,	,
and	CC	and
that	IN	that
Israeli	JJ	Israeli
authorities	NNS	authority
extended	VBD	extend
his	PP$	his
detention	NN	detention
until	IN	until
February	NP	February
13	CD	@card@
.	SENT	.
<p>
The	DT	the
IDF	NP	IDF
told	VBD	tell
CNN	NP	CNN
Friday	NP	Friday
that	IN	that
Abu	NP	Abu
Safiya	NP	Safiya
"	''	"
is	VBZ	be
currently	RB	currently
being	VBG	be
investigated	VBN	investigate
by	IN	by
Israeli	JJ	Israeli
security	NN	security
forces	NNS	force
.	SENT	.
"	''	"
<p>
Al-Ramlawi	NP	Al-Ramlawi
told	VBD	tell
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
him	PP	him
to	TO	to
the	DT	the
detention	NN	detention
center	NN	center
at	IN	at
around	RB	around
10	CD	@card@
p.m.	NN	p.m.
on	IN	on
December	NP	December
27	CD	@card@
.	SENT	.
<p>
"	''	"
Abu	NP	Abu
Safiya	NP	Safiya
came	VBD	come
to	TO	to
us	PP	us
in	IN	in
a	DT	a
very	RB	very
poor	JJ	poor
condition	NN	condition
,	,	,
"	''	"
Al-Ramlawi	NP	Al-Ramlawi
said	VBD	say
.	SENT	.
<p>
"	''	"
We	PP	we
asked	VBD	ask
him	PP	him
what	WP	what
was	VBD	be
wrong	JJ	wrong
,	,	,
and	CC	and
he	PP	he
said	VBD	say
he	PP	he
was	VBD	be
humiliated	VBN	humiliate
and	CC	and
mistreated	VBN	mistreat
,	,	,
"	''	"
Al-Ramlawi	NP	Al-Ramlawi
said	VBD	say
,	,	,
adding	VBG	add
that	IN	that
Abu	NP	Abu
Safiya	NP	Safiya
told	VBD	tell
him	PP	him
and	CC	and
other	JJ	other
detainees	NNS	detainee
that	IN	that
the	DT	the
Israeli	JJ	Israeli
army	NN	army
"	``	"
came	VBD	come
to	TO	to
the	DT	the
hospital	NN	hospital
,	,	,
killed	VBD	kill
five	CD	five
medical	JJ	medical
staff	NN	staff
members	NNS	member
,	,	,
and	CC	and
burned	VBD	burn
Kamal	NP	Kamal
Adwan	NP	<unknown>
Hospital	NP	Hospital
in	IN	in
front	NN	front
of	IN	of
the	DT	the
doctor	NN	doctor
'	POS	'
s	NN	S
eyes	NNS	eye
.	SENT	.
"	''	"
<p>
Al-Ramlawi	NP	Al-Ramlawi
said	VBD	say
that	IN	that
Abu	NP	Abu
Safiya	NP	Safiya
was	VBD	be
known	VBN	know
to	TO	to
have	VB	have
restricted	VBN	restrict
entry	NN	entry
into	IN	into
Kamal	NP	Kamal
Adwan	NP	<unknown>
hospital	NN	hospital
,	,	,
especially	RB	especially
towards	IN	towards
the	DT	the
end	NN	end
of	IN	of
his	PP$	his
time	NN	time
there	RB	there
.	SENT	.
The	DT	the
doctor	NN	doctor
did	VBD	do
so	RB	so
to	TO	to
make	VB	make
sure	RB	sure
the	DT	the
medical	JJ	medical
facility	NN	facility
was	VBD	be
not	RB	not
being	VBG	be
used	VBN	use
by	IN	by
any	DT	any
factions	NNS	faction
,	,	,
Al-Ramlawi	NP	Al-Ramlawi
said	VBD	say
,	,	,
referring	VBG	refer
to	TO	to
Hamas	JJ	<unknown>
militants	NNS	militant
and	CC	and
other	JJ	other
armed	JJ	armed
groups	NNS	group
.	SENT	.
<p>
"	``	"
If	IN	if
they	PP	they
(	(	(
the	DT	the
IDF	NP	IDF
)	)	)
really	RB	really
had	VBD	have
anything	NN	anything
on	IN	on
Dr.	NP	Dr.
Hussam	NP	Hussam
Abu	NP	Abu
Safiya	NP	Safiya
,	,	,
they	PP	they
would	MD	would
have	VB	have
killed	VBN	kill
him	PP	him
at	IN	at
Kamal	NP	Kamal
Adwan	NP	<unknown>
Hospital	NP	Hospital
,	,	,
"	''	"
Hassouna	NP	<unknown>
said	VBD	say
.	SENT	.
<h>
Mistreatment	NN	mistreatment
of	IN	of
detainees	NNS	detainee
<p>
Both	CC	both
of	IN	of
the	DT	the
former	JJ	former
detainees	NNS	detainee
described	VBN	describe
rough	RB	rough
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
,	,	,
which	WDT	which
doubles	VBZ	double
as	IN	as
a	DT	a
detention	NN	detention
facility	NN	facility
.	SENT	.
They	PP	they
both	CC	both
said	VBD	say
that	IN	that
Abu	NP	Abu
Safiya	NP	Safiya
was	VBD	be
held	VBN	hold
in	IN	in
"	``	"
cell	NN	cell
number	NN	number
two	CD	two
.	SENT	.
"	``	"
Their	PP$	their
area	NN	area
of	IN	of
detention	NN	detention
included	VBD	include
four	CD	four
barracks	NN	barracks
and	CC	and
six	CD	six
cells	NNS	cell
,	,	,
one	CD	one
detainee	NN	detainee
said	VBD	say
.	SENT	.
<p>
Abu	NP	Abu
Safiya	NP	Safiya
has	VBZ	have
not	RB	not
been	VBN	be
seen	VBN	see
publicly	RB	publicly
since	IN	since
he	PP	he
was	VBD	be
arrested	VBN	arrest
late	JJ	late
December	NP	December
.	SENT	.
He	PP	he
had	VBD	have
previously	RB	previously
been	VBN	be
detained	VBN	detain
at	IN	at
the	DT	the
end	NN	end
of	IN	of
October	NP	October
but	CC	but
was	VBD	be
released	VBN	release
several	JJ	several
hours	NNS	hour
later	RBR	later
.	SENT	.
His	PP$	his
mother	NN	mother
died	VBD	die
of	IN	of
a	DT	a
heart	NN	heart
attack	NN	attack
this	DT	this
week	NN	week
,	,	,
his	PP$	his
family	NN	family
said	VBD	say
in	IN	in
a	DT	a
statement	NN	statement
on	IN	on
Tuesday	NP	Tuesday
.	SENT	.
<p>
Both	DT	both
Al-Ramlawi	NP	Al-Ramlawi
and	CC	and
Hassouna	NP	<unknown>
said	VBD	say
they	PP	they
were	VBD	be
tortured	VBN	torture
at	IN	at
Sde	NP	Sde
Teiman	NP	<unknown>
.	SENT	.
<p>
"	``	"
We	PP	we
are	VBP	be
suffering	VBG	suffer
from	IN	from
many	JJ	many
things	NNS	thing
,	,	,
including	VBG	include
lack	NN	lack
of	IN	of
food	NN	food
and	CC	and
severe	JJ	severe
cold	NN	cold
,	,	,
"	''	"
Al-Rimlai	NP	<unknown>
told	VBD	tell
CNN	NP	CNN
,	,	,
noting	VBG	note
that	IN	that
prisoners	NNS	prisoner
were	VBD	be
forced	VBN	force
to	TO	to
sit	VB	sit
in	IN	in
painful	JJ	painful
positions	NNS	position
for	IN	for
hours	NNS	hour
on	IN	on
end	NN	end
.	SENT	.
<p>
"	''	"
The	DT	the
humiliation	NN	humiliation
is	VBZ	be
unbearable	JJ	unbearable
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
"	''	"
The	DT	the
treatment	NN	treatment
given	VBN	give
to	TO	to
us	PP	us
by	IN	by
the	DT	the
military	NN	military
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
bad	JJ	bad
.	SENT	.
"	''	"
<p>
Hassouna	NP	<unknown>
said	VBD	say
soldiers	NNS	soldier
discharged	VBD	discharge
pepper	NN	pepper
spray	NN	spray
into	IN	into
prisoners	NNS	prisoner
'	POS	'
eyes	NNS	eye
and	CC	and
used	VBN	use
dogs	NNS	dog
to	TO	to
frighten	VB	frighten
them	PP	them
.	SENT	.
<p>
In	IN	in
response	NN	response
to	TO	to
the	DT	the
allegations	NNS	allegation
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
mistreatment	NN	mistreatment
of	IN	of
detainees	NNS	detainee
during	IN	during
their	PP$	their
detention	NN	detention
is	VBZ	be
against	IN	against
the	DT	the
law	NN	law
and	CC	and
the	DT	the
IDF	NP	IDF
'	POS	'
s	NN	S
orders	NNS	order
and	CC	and
is	VBZ	be
therefore	RB	therefore
strictly	RB	strictly
prohibited	VBN	prohibit
.	SENT	.
"	``	"
<p>
The	DT	the
IDF	NP	IDF
"	``	"
rejects	VBZ	reject
allegations	NNS	allegation
of	IN	of
systemic	JJ	systemic
abuse	NN	abuse
of	IN	of
detainees	NNS	detainee
,	,	,
including	VBG	include
through	IN	through
violence	NN	violence
or	CC	or
torture	NN	torture
,	,	,
"	''	"
the	DT	the
statement	NN	statement
said	VBD	say
,	,	,
adding	VBG	add
that	IN	that
"	``	"
in	IN	in
certain	JJ	certain
cases	NNS	case
,	,	,
members	NNS	member
of	IN	of
the	DT	the
detention	NN	detention
staff	NN	staff
have	VBP	have
been	VBN	be
dismissed	VBN	dismiss
for	IN	for
not	RB	not
behaving	VBG	behave
as	RB	as
expected	VBN	expect
and	CC	and
in	IN	in
accordance	NN	accordance
with	IN	with
the	DT	the
facility	NN	facility
'	POS	'
s	NN	S
procedures	NNS	procedure
.	SENT	.
"	''	"
<p>
Al-Ramlawi	NP	Al-Ramlawi
said	VBD	say
that	IN	that
on	IN	on
his	PP$	his
last	JJ	last
day	NN	day
at	IN	at
Sde	NP	Sde
Teiman	NP	<unknown>
,	,	,
Abu	NP	Abu
Safiya	NP	Safiya
asked	VBD	ask
him	PP	him
to	TO	to
contact	VB	contact
his	PP$	his
wife	NN	wife
and	CC	and
son	NN	son
in	IN	in
Gaza	NP	Gaza
,	,	,
and	CC	and
to	TO	to
ask	VB	ask
his	PP$	his
family	NN	family
to	TO	to
"	``	"
reach	VB	reach
out	RP	out
to	TO	to
the	DT	the
press	NN	press
,	,	,
the	DT	the
Red	NP	Red
Cross	NP	Cross
,	,	,
or	CC	or
any	DT	any
organization	NN	organization
to	TO	to
help	VB	help
with	IN	with
his	PP$	his
situation	NN	situation
and	CC	and
the	DT	the
crisis	NN	crisis
he	PP	he
is	VBZ	be
in	IN	in
.	SENT	.
"	''	"
<p>
Former	JJ	former
detainees	NNS	detainee
told	VBD	tell
CNN	NP	CNN
that	IN	that
all	DT	all
detainees	NNS	detainee
brought	VBD	bring
to	TO	to
Sde	NP	Sde
Teiman	NP	<unknown>
are	VBP	be
interrogated	VBN	interrogate
and	CC	and
are	VBP	be
asked	VBN	ask
the	DT	the
same	JJ	same
questions	NNS	question
about	IN	about
the	DT	the
whereabouts	NN	whereabouts
of	IN	of
the	DT	the
Israeli	JJ	Israeli
hostages	NNS	hostage
,	,	,
the	DT	the
tunnels	NNS	tunnel
used	VBN	use
by	IN	by
Hamas	NN	<unknown>
and	CC	and
where	WRB	where
Hamas	NP	<unknown>
keeps	VBZ	keep
its	PP$	its
weapons	NNS	weapon
.	SENT	.
<p>
Correction	NN	correction
:	:	:
This	DT	this
story	NN	story
has	VBZ	have
been	VBN	be
updated	VBN	update
to	TO	to
reflect	VB	reflect
that	DT	that
information	NN	information
about	IN	about
interrogations	NNS	interrogation
in	IN	in
Sde	NP	Sde
Teiman	NP	<unknown>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
