<h>
Seeking	VBG	seek
Images	VBZ	image
<p>
The	DT	the
meetings	NNS	meeting
,	,	,
which	WDT	which
were	VBD	be
described	VBN	describe
as	IN	as
heated	VBN	heat
by	IN	by
those	DT	those
in	IN	in
the	DT	the
room	NN	room
,	,	,
included	VBD	include
Dearborn	NP	Dearborn
Mayor	NP	Mayor
Abdullah	NP	Abdullah
Hammoud	NP	<unknown>
and	CC	and
Detroit	NP	Detroit
Mayor	NP	Mayor
Mike	NP	Mike
Duggan	NP	Duggan
,	,	,
as	RB	as
well	RB	well
as	IN	as
members	NNS	member
of	IN	of
the	DT	the
Muslim	JJ	Muslim
and	CC	and
Arab	JJ	Arab
American	JJ	American
communities	NNS	community
.	SENT	.
According	VBG	accord
to	TO	to
a	DT	a
source	NN	source
,	,	,
the	DT	the
administration	NN	administration
was	VBD	be
there	RB	there
to	TO	to
listen	VB	listen
and	CC	and
acknowledge	VB	acknowledge
mistakes	NNS	mistake
they	PP	they
had	VBD	have
made	VBN	make
in	IN	in
handling	VBG	handle
the	DT	the
conflict	NN	conflict
,	,	,
though	IN	though
the	DT	the
mayors	NNS	mayor
and	CC	and
members	NNS	member
of	IN	of
the	DT	the
communities	NNS	community
proposed	VBD	propose
no	DT	no
plans	NNS	plan
of	IN	of
actions	NNS	action
other	JJ	other
than	IN	than
a	DT	a
cease-fire	NN	cease-fire
.	SENT	.
<p>
"	``	"
We	PP	we
want	VBP	want
to	TO	to
give	VB	give
them	PP	them
the	DT	the
space	NN	space
to	TO	to
have	VB	have
a	DT	a
meeting	NN	meeting
that	WDT	that
certainly	RB	certainly
has	VBZ	have
candor	NN	candor
,	,	,
"	''	"
White	NP	White
House	NP	House
press	NN	press
secretary	NN	secretary
Karine	NP	Karine
Jean-Pierre	NP	Jean-Pierre
said	VBD	say
on	IN	on
Thursday	NP	Thursday
.	SENT	.
"	``	"
We	PP	we
want	VBP	want
to	TO	to
hear	VB	hear
directly	RB	directly
from	IN	from
them	PP	them
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
hear	VB	hear
their	PP$	their
concerns	NNS	concern
.	SENT	.
We	PP	we
believe	VBP	believe
it	PP	it
'	''	'
s	NNS	<unknown>
important	JJ	important
for	IN	for
these	DT	these
leaders	NNS	leader
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
speak	VB	speak
directly	RB	directly
to	TO	to
officials	NNS	official
in	IN	in
the	DT	the
White	NP	White
House	NP	House
.	SENT	.
"	``	"
<p>
Hamas	NNS	<unknown>
,	,	,
which	WDT	which
the	DT	the
U.S.	NP	U.S.
has	VBZ	have
designated	VBN	designate
as	IN	as
a	DT	a
terrorist	JJ	terrorist
organization	NN	organization
,	,	,
launched	VBD	launch
a	DT	a
surprise	NN	surprise
attack	NN	attack
on	IN	on
Israel	NP	Israel
on	RB	on
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
in	IN	in
Gaza	NP	Gaza
since	IN	since
Israel	NP	Israel
launched	VBD	launch
a	DT	a
counter-offensive	NN	counter-offensive
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
Hamas-run	NP	<unknown>
Gaza	NP	Gaza
Health	NP	Health
Ministry	NP	Ministry
.	SENT	.
In	IN	in
Israel	NP	Israel
,	,	,
at	IN	at
least	JJS	least
1,200	CD	@card@
people	NNS	people
have	VBP	have
been	VBN	be
killed	VBN	kill
by	IN	by
Hamas	JJ	<unknown>
and	CC	and
other	JJ	other
Palestinian	JJ	Palestinian
militants	NNS	militant
since	IN	since
Oct.	NP	Oct.
7	CD	@card@
,	,	,
according	VBG	accord
to	TO	to
Israeli	JJ	Israeli
officials	NNS	official
.	SENT	.
<p>
Dozens	NNS	dozen
of	IN	of
protesters	NNS	protester
gathered	VBN	gather
outside	IN	outside
the	DT	the
meeting	NN	meeting
space	NN	space
in	IN	in
Dearborn	NP	Dearborn
,	,	,
dismayed	VBD	dismay
that	IN	that
the	DT	the
meeting	NN	meeting
took	VBD	take
place	NN	place
without	IN	without
any	DT	any
action	NN	action
toward	IN	toward
a	DT	a
cease-fire	NN	cease-fire
.	SENT	.
<p>
"	``	"
It	PP	it
'	POS	'
s	NN	S
critical	JJ	critical
to	TO	to
understand	VB	understand
that	IN	that
our	PP$	our
decision	NN	decision
to	TO	to
engage	VB	engage
in	IN	in
dialogue	NN	dialogue
with	IN	with
the	DT	the
administration	NN	administration
was	VBD	be
not	RB	not
taken	VBN	take
lightly	RB	lightly
,	,	,
"	''	"
Turfe	NP	<unknown>
said	VBD	say
.	SENT	.
"	''	"
We	PP	we
entered	VBD	enter
this	DT	this
conversation	NN	conversation
because	IN	because
of	IN	of
the	DT	the
necessity	NN	necessity
for	IN	for
our	PP$	our
voices	NNS	voice
to	TO	to
be	VB	be
heard	VBN	hear
.	SENT	.
Our	PP$	our
community	NN	community
'	POS	'
s	NN	S
pain	NN	pain
must	MD	must
be	VB	be
acknowledged	VBN	acknowledge
.	SENT	.
This	DT	this
was	VBD	be
about	RB	about
ensuring	VBG	ensure
the	DT	the
administration	NN	administration
sees	VBZ	see
the	DT	the
real	JJ	real
impact	NN	impact
of	IN	of
its	PP$	its
policies	NNS	policy
,	,	,
not	RB	not
just	RB	just
on	IN	on
foreign	JJ	foreign
soil	NN	soil
but	CC	but
right	RB	right
here	RB	here
,	,	,
affecting	VBG	affect
our	PP$	our
people	NNS	people
,	,	,
our	PP$	our
families	NNS	family
.	SENT	.
"	''	"
<p>
National	NP	National
Executive	NP	Executive
Director	NP	Director
of	IN	of
the	DT	the
American-Arab	JJ	American-Arab
Anti-Discrimination	JJ	anti-discrimination
Committee	NP	Committee
Abed	NP	Abed
Ayoub	NP	Ayoub
said	VBD	say
he	PP	he
feels	VBZ	feel
that	IN	that
the	DT	the
meetings	NNS	meeting
were	VBD	be
"	``	"
poorly	RB	poorly
planned	VBN	plan
and	CC	and
executed	VBN	execute
.	SENT	.
"	''	"
He	PP	he
told	VBD	tell
ABC	NP	ABC
News	NP	News
that	IN	that
meetings	NNS	meeting
would	MD	would
not	RB	not
be	VB	be
enough	JJ	enough
for	IN	for
this	DT	this
community	NN	community
--	:	--
they	PP	they
would	MD	would
need	VB	need
to	TO	to
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
people	NNS	people
protesting	VBG	protest
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
attacks	NNS	attack
in	IN	in
Gaza	NP	Gaza
,	,	,
Thursday	NP	Thursday
,	,	,
Feb.	NP	Feb.
8	CD	@card@
,	,	,
2024	CD	@card@
in	IN	in
Dearborn	NP	Dearborn
,	,	,
Mich	NP	Mich
.	SENT	.
The	DT	the
protesters	NNS	protester
gathered	VBD	gather
hoping	VBG	hope
to	TO	to
be	VB	be
heard	VBN	hear
by	IN	by
members	NNS	member
of	IN	of
the	DT	the
Biden	NP	Biden
White	NP	White
House	NP	House
who	WP	who
were	VBD	be
scheduled	VBN	schedule
to	TO	to
meet	VB	meet
in	IN	in
suburban	JJ	suburban
Detroit	NP	Detroit
with	IN	with
Muslim	NP	Muslim
and	CC	and
Arab	JJ	Arab
American	JJ	American
leaders	NNS	leader
.	SENT	.
<p>
Carlos	NP	Carlos
Osorio/AP	NP	<unknown>
<p>
"	``	"
The	DT	the
demands	NNS	demand
have	VBP	have
been	VBN	be
made	VBN	make
clear	JJ	clear
since	IN	since
October	NP	October
,	,	,
"	''	"
Ayoub	NP	Ayoub
said	VBD	say
.	SENT	.
"	``	"
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
point	NN	point
in	IN	in
meetings	NNS	meeting
until	IN	until
we	PP	we
see	VBP	see
action	NN	action
from	IN	from
the	DT	the
administration	NN	administration
.	SENT	.
And	CC	and
anybody	NN	anybody
that	WDT	that
thinks	VBZ	think
otherwise	RB	otherwise
,	,	,
or	CC	or
anybody	NN	anybody
planning	NN	planning
to	TO	to
coordinate	VB	coordinate
otherwise	RB	otherwise
,	,	,
is	VBZ	be
handling	VBG	handle
it	PP	it
the	DT	the
wrong	JJ	wrong
way	NN	way
.	SENT	.
"	''	"
<p>
Biden	NP	Biden
rebuked	VBD	rebuke
Israel	NP	Israel
in	IN	in
strong	JJ	strong
terms	NNS	term
Thursday	NP	Thursday
evening	NN	evening
when	WRB	when
he	PP	he
told	VBD	tell
reporters	NNS	reporter
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
response	NN	response
in	IN	in
Gaza	NP	Gaza
has	VBZ	have
been	VBN	be
"	``	"
over	IN	over
the	DT	the
top	NN	top
.	SENT	.
"	''	"
Biden	NP	Biden
advocated	VBD	advocate
for	IN	for
a	DT	a
hostage	NN	hostage
deal	NN	deal
that	WDT	that
could	MD	could
lead	VB	lead
to	TO	to
a	DT	a
long-term	JJ	long-term
pause	NN	pause
in	IN	in
fighting	VBG	fight
before	IN	before
noting	VBG	note
the	DT	the
loss	NN	loss
of	IN	of
lives	NNS	life
and	CC	and
treatment	NN	treatment
of	IN	of
Palestinians	NPS	Palestinians
has	VBZ	have
"	``	"
got	VBN	get
to	TO	to
stop	VB	stop
.	SENT	.
"	''	"
<p>
"	``	"
I	NP	I
'	POS	'
m	NN	m
of	IN	of
the	DT	the
view	NN	view
,	,	,
as	IN	as
you	PP	you
know	VBP	know
,	,	,
that	IN	that
the	DT	the
conduct	NN	conduct
of	IN	of
the	DT	the
response	NN	response
in	IN	in
Gaza	NP	Gaza
--	:	--
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
--	:	--
has	VBZ	have
been	VBN	be
over	IN	over
the	NP	the
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
working	VBG	work
tirelessly	RB	tirelessly
on	IN	on
this	DT	this
deal	NN	deal
--	:	--
how	WRB	how
can	MD	can
I	PP	I
say	VB	say
this	DT	this
without	IN	without
revealing	JJ	revealing
--	:	--
to	TO	to
lead	VB	lead
to	TO	to
a	DT	a
sustained	JJ	sustained
pause	NN	pause
in	IN	in
the	DT	the
fighting	NN	fighting
,	,	,
in	IN	in
the	DT	the
actions	NNS	action
taking	VBG	take
place	NN	place
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
And	CC	and
because	IN	because
I	PP	I
think	VBP	think
if	IN	if
we	PP	we
can	MD	can
get	VB	get
the	DT	the
delay	NN	delay
for	IN	for
that	DT	that
,	,	,
an	DT	an
initial	JJ	initial
delay	NN	delay
,	,	,
I	PP	I
think	VBP	think
that	IN	that
we	PP	we
would	MD	would
be	VB	be
able	JJ	able
to	TO	to
extend	VB	extend
that	IN	that
,	,	,
so	IN	so
that	WDT	that
we	PP	we
can	MD	can
increase	VB	increase
the	DT	the
prospect	NN	prospect
that	IN	that
this	DT	this
fighting	NN	fighting
in	IN	in
Gaza	NP	Gaza
changes	NNS	change
.	SENT	.
"	''	"
<p>
As	IN	as
their	PP$	their
demands	NNS	demand
for	IN	for
a	DT	a
cease-fire	NN	cease-fire
grow	VB	grow
,	,	,
some	DT	some
groups	NNS	group
in	IN	in
the	DT	the
Michigan	NP	Michigan
Muslim	NP	Muslim
and	CC	and
Arab	JJ	Arab
American	JJ	American
communities	NNS	community
are	VBP	be
actively	RB	actively
campaigning	VBG	campaign
against	IN	against
Biden	NP	Biden
in	IN	in
the	DT	the
pivotal	JJ	pivotal
battleground	NN	battleground
state	NN	state
for	IN	for
the	DT	the
upcoming	JJ	upcoming
2024	CD	@card@
election	NN	election
.	SENT	.
<p>
About	RB	about
three	CD	three
dozen	NN	dozen
people	NNS	people
protesting	VBG	protest
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
attacks	NNS	attack
in	IN	in
Gaza	NP	Gaza
gather	NN	gather
,	,	,
Thursday	NP	Thursday
,	,	,
Feb.	NP	Feb.
8	CD	@card@
,	,	,
2024	CD	@card@
in	IN	in
Dearborn	NP	Dearborn
,	,	,
Mich	NP	Mich
.	SENT	.
The	DT	the
protesters	NNS	protester
gathered	VBD	gather
hoping	VBG	hope
to	TO	to
be	VB	be
heard	VBN	hear
by	IN	by
members	NNS	member
of	IN	of
the	DT	the
Biden	NP	Biden
White	NP	White
House	NP	House
who	WP	who
were	VBD	be
scheduled	VBN	schedule
to	TO	to
meet	VB	meet
in	IN	in
suburban	JJ	suburban
Detroit	NP	Detroit
with	IN	with
Muslim	NP	Muslim
and	CC	and
Arab	JJ	Arab
American	JJ	American
leaders	NNS	leader
.	SENT	.
<p>
Carlos	NP	Carlos
Osorio/AP	NP	<unknown>
<p>
On	IN	on
Wednesday	NP	Wednesday
,	,	,
activists	NNS	activist
launched	VBD	launch
the	DT	the
"	``	"
Listen	NN	listen
to	TO	to
Michigan	NP	Michigan
"	''	"
campaign	NN	campaign
as	IN	as
they	PP	they
actively	RB	actively
try	VBP	try
to	TO	to
encourage	VB	encourage
members	NNS	member
of	IN	of
the	NP	the
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
27	CD	@card@
Democratic	JJ	Democratic
primary	NN	primary
.	SENT	.
<p>
The	DT	the
campaign	NN	campaign
,	,	,
which	WDT	which
is	VBZ	be
being	VBG	be
led	VBN	lead
by	IN	by
Michigan	NP	Michigan
Rep.	NP	Rep.
Rashida	NP	Rashida
Tlaib	NP	<unknown>
'	POS	'
s	NN	S
sister	NN	sister
,	,	,
Layla	NP	Layla
Elabed	NP	<unknown>
,	,	,
was	VBD	be
inspired	VBN	inspire
by	IN	by
former	JJ	former
President	NP	President
Barack	NP	<unknown>
Obama	NP	<unknown>
'	POS	'
s	NN	S
2008	CD	@card@
campaign	NN	campaign
after	IN	after
he	PP	he
withdrew	VBD	withdraw
his	PP$	his
name	NN	name
from	IN	from
the	DT	the
primary	NN	primary
when	WRB	when
the	DT	the
Democratic	JJ	Democratic
National	NP	National
Committee	NP	Committee
sanctioned	VBD	sanction
Michigan	NP	Michigan
for	IN	for
holding	VBG	hold
its	PP$	its
primary	NN	primary
out	RP	out
of	IN	of
order	NN	order
.	SENT	.
That	DT	that
year	NN	year
,	,	,
nearly	RB	nearly
240,000	CD	@card@
Michiganders	NNS	Michigander
voted	VBD	vote
"	``	"
uncommitted	JJ	uncommitted
"	''	"
in	IN	in
support	NN	support
of	IN	of
Obama	NP	<unknown>
.	SENT	.
Biden	NP	Biden
only	RB	only
narrowly	RB	narrowly
won	VBD	win
the	DT	the
state	NN	state
in	IN	in
2020	CD	@card@
by	IN	by
some	DT	some
150,000	CD	@card@
votes	NNS	vote
.	SENT	.
<p>
"	''	"
We	PP	we
made	VBD	make
it	PP	it
clear	JJ	clear
that	IN	that
any	DT	any
future	JJ	future
engagement	NN	engagement
with	IN	with
the	DT	the
administration	NN	administration
is	VBZ	be
conditional	JJ	conditional
upon	IN	upon
real	JJ	real
action	NN	action
,	,	,
"	''	"
said	VBD	say
Turfe	NP	<unknown>
.	SENT	.
"	``	"
The	DT	the
developments	NNS	development
in	IN	in
Gaza	NP	Gaza
will	MD	will
serve	VB	serve
as	IN	as
the	DT	the
benchmark	NN	benchmark
for	IN	for
evaluating	VBG	evaluate
the	DT	the
effectiveness	NN	effectiveness
of	IN	of
the	DT	the
administration	NN	administration
'	POS	'
s	NN	S
actions	NNS	action
.	SENT	.
The	DT	the
Biden	NP	Biden
administration	NN	administration
must	MD	must
act	VB	act
swiftly	RB	swiftly
and	CC	and
decisively	RB	decisively
to	TO	to
end	VB	end
this	DT	this
violence	NN	violence
,	,	,
honoring	VBG	honor
the	DT	the
principles	NNS	principle
of	IN	of
justice	NN	justice
and	CC	and
human	JJ	human
rights	NNS	right
.	SENT	.
"	``	"
