<p>
(	(	(
.	SENT	.
<p>
British	NP	British
Foreign	NP	Foreign
Secretary	NP	Secretary
David	NP	David
Lammy	NP	<unknown>
,	,	,
who	WP	who
has	VBZ	have
previously	RB	previously
described	VBN	describe
the	DT	the
ministers	NNS	minister
'	POS	'
calls	NNS	call
to	TO	to
expel	VB	expel
Palestinians	NPS	Palestinians
as	IN	as
"	``	"
monstrous	JJ	monstrous
,	,	,
"	''	"
accused	VBD	accuse
Ben-Gvir	NP	<unknown>
and	CC	and
Smotrich	NP	Smotrich
of	IN	of
inciting	VBG	incite
violence	NN	violence
and	CC	and
human	JJ	human
rights	NNS	right
abuses	NNS	abuse
.	SENT	.
<p>
"	``	"
These	DT	these
actions	NNS	action
are	VBP	be
not	RB	not
acceptable	JJ	acceptable
.	SENT	.
This	DT	this
is	VBZ	be
why	WRB	why
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
to	TO	to
account	VB	account
,	,	,
"	''	"
Lammy	NP	<unknown>
said	VBD	say
in	IN	in
a	DT	a
joint	JJ	joint
statement	NN	statement
with	IN	with
the	DT	the
foreign	JJ	foreign
ministers	NNS	minister
of	IN	of
the	DT	the
other	JJ	other
four	CD	four
countries	NNS	country
.	SENT	.
<p>
Anita	NP	Anita
Anand	NP	Anand
,	,	,
Canada	NP	Canada
'	POS	'
s	JJ	<unknown>
minister	NN	minister
of	IN	of
foreign	JJ	foreign
affairs	NNS	affair
,	,	,
said	VBD	say
in	IN	in
a	DT	a
statement	NN	statement
that	IN	that
while	IN	while
the	DT	the
sanctions	NNS	sanction
were	VBD	be
tied	VBN	tie
to	TO	to
Canada	NP	Canada
'	POS	'
s	JJ	<unknown>
opposition	NN	opposition
to	TO	to
the	DT	the
expansion	NN	expansion
of	IN	of
settlements	NNS	settlement
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
,	,	,
they	PP	they
were	VBD	be
also	RB	also
linked	VBN	link
to	TO	to
the	DT	the
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
"	``	"
These	DT	these
measures	NNS	measure
focus	VBP	focus
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
,	,	,
but	CC	but
of	IN	of
course	NN	course
this	DT	this
can	MD	can
not	RB	not
be	VB	be
seen	VBN	see
in	IN	in
isolation	NN	isolation
from	IN	from
the	DT	the
catastrophe	NN	catastrophe
in	IN	in
Gaza	NP	Gaza
.	SENT	.
Canada	NP	Canada
continues	VBZ	continue
to	TO	to
be	VB	be
appalled	VBN	appall
by	IN	by
the	DT	the
immense	JJ	immense
suffering	NN	suffering
of	IN	of
civilians	NNS	civilian
,	,	,
including	VBG	include
the	DT	the
denial	NN	denial
of	IN	of
essential	JJ	essential
aid	NN	aid
.	SENT	.
There	EX	there
must	MD	must
be	VB	be
no	DT	no
unlawful	JJ	unlawful
transfer	NN	transfer
of	IN	of
Palestinians	NPS	Palestinians
from	IN	from
Gaza	NP	Gaza
or	CC	or
within	IN	within
the	DT	the
West	NP	West
Bank	NP	Bank
,	,	,
nor	CC	nor
any	DT	any
reduction	NN	reduction
in	IN	in
the	DT	the
territory	NN	territory
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
Canada	NP	Canada
will	MD	will
continue	VB	continue
to	TO	to
work	VB	work
with	IN	with
the	DT	the
Israeli	JJ	Israeli
Government	NN	government
and	CC	and
a	DT	a
range	NN	range
of	IN	of
partners	NNS	partner
.	SENT	.
Canada	NP	Canada
will	MD	will
strive	VB	strive
to	TO	to
ensure	VB	ensure
an	DT	an
immediate	JJ	immediate
ceasefire	NN	ceasefire
,	,	,
the	DT	the
release	NN	release
now	RB	now
of	IN	of
the	DT	the
remaining	VBG	remain
hostages	NNS	hostage
and	CC	and
for	IN	for
the	DT	the
unhindered	JJ	unhindered
flow	NN	flow
of	IN	of
humanitarian	JJ	humanitarian
aid	NN	aid
including	VBG	include
food	NN	food
,	,	,
"	''	"
read	VBD	read
the	DT	the
statement	NN	statement
from	IN	from
Global	NP	Global
Affairs	NPS	Affairs
Canada	NP	Canada
.	SENT	.
<p>
In	RB	in
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
seeking	VBG	seek
to	TO	to
pressure	VB	pressure
the	DT	the
Israeli	JJ	Israeli
government	NN	government
to	TO	to
halt	VB	halt
settlement	NN	settlement
expansion	NN	expansion
and	CC	and
curb	VB	curb
settler	NN	settler
violence	NN	violence
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
move	NN	move
toward	IN	toward
a	DT	a
ceasefire	NN	ceasefire
in	IN	in
Gaza	NP	Gaza
.	SENT	.
The	DT	the
measures	NNS	measure
are	VBP	be
also	RB	also
meant	VBN	mean
to	TO	to
preserve	VB	preserve
the	DT	the
possibility	NN	possibility
of	IN	of
a	DT	a
two-state	NN	two-state
solution	NN	solution
to	TO	to
the	DT	the
Israeli-Palestinian	JJ	Israeli-Palestinian
conflict	NN	conflict
.	SENT	.
<p>
The	DT	the
news	NN	news
drew	VBD	draw
sharp	JJ	sharp
reactions	NNS	reaction
from	IN	from
Israeli	JJ	Israeli
officials	NNS	official
,	,	,
including	VBG	include
Israeli	NP	Israeli
Foreign	NP	Foreign
Minister	NP	Minister
Gideon	NP	Gideon
Saar	NP	Saar
,	,	,
who	WP	who
called	VBD	call
the	DT	the
sanctions	NNS	sanction
"	``	"
scandalous	JJ	scandalous
and	CC	and
unacceptable	JJ	unacceptable
.	SENT	.
"	''	"
<p>
"	``	"
The	DT	the
diplomatic	JJ	diplomatic
pressure	NN	pressure
on	IN	on
Israel	NP	Israel
,	,	,
which	WDT	which
takes	VBZ	take
various	JJ	various
forms	NNS	form
,	,	,
has	VBZ	have
one	CD	one
goal	NN	goal
:	:	:
causing	VBG	cause
a	DT	a
ceasefire	NN	ceasefire
without	IN	without
accomplishing	VBG	accomplish
the	DT	the
war	NN	war
'	POS	'
s	NN	S
objectives	NNS	objective
,	,	,
while	IN	while
allowing	VBG	allow
Hamas	NNS	<unknown>
to	TO	to
continue	VB	continue
ruling	NN	ruling
in	IN	in
Gaza	NP	Gaza
and	CC	and
threatening	JJ	threatening
Israeli	JJ	Israeli
security	NN	security
,	,	,
"	''	"
Saar	NP	Saar
said	VBD	say
in	IN	in
a	DT	a
post	NN	post
on	IN	on
X.	NP	X.
<p>
The	DT	the
reaction	NN	reaction
from	IN	from
Saar	NP	Saar
,	,	,
as	RB	as
well	RB	well
as	IN	as
those	DT	those
from	IN	from
Ben-Gvir	NP	<unknown>
and	CC	and
Smotrich	NP	Smotrich
,	,	,
invoked	VBD	invoke
the	DT	the
era	NN	era
of	IN	of
Mandatory	JJ	mandatory
Palestine	NP	Palestine
,	,	,
when	WRB	when
the	DT	the
Zionist	JJ	Zionist
movement	NN	movement
fought	VBN	fight
against	IN	against
British	JJ	British
rule	NN	rule
to	TO	to
establish	VB	establish
a	DT	a
Jewish	JJ	Jewish
state	NN	state
.	SENT	.
<p>
"	''	"
Britain	NP	Britain
tried	VBD	try
once	RB	once
before	IN	before
to	TO	to
prevent	VB	prevent
us	PP	us
from	IN	from
settling	VBG	settle
our	PP$	our
ancestral	JJ	ancestral
land	NN	land
and	CC	and
we	PP	we
wo	MD	wo
n't	RB	n't
let	VB	let
them	PP	them
do	VBP	do
so	RB	so
again	RB	again
,	,	,
"	''	"
Smotrich	NP	Smotrich
wrote	VBD	write
.	SENT	.
"	``	"
We	PP	we
are	VBP	be
determined	VBN	determine
,	,	,
with	IN	with
God	NP	God
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
announcement	NN	announcement
of	IN	of
the	DT	the
sanctions	NNS	sanction
comes	VBZ	come
just	RB	just
weeks	NNS	week
after	IN	after
the	DT	the
leaders	NNS	leader
of	IN	of
the	DT	the
United	NP	United
Kingdom	NP	Kingdom
,	,	,
Canada	NP	Canada
and	CC	and
France	NP	France
issued	VBD	issue
a	DT	a
joint	JJ	joint
statement	NN	statement
condemning	VBG	condemn
Israel	NP	Israel
'	POS	'
s	NN	S
renewed	VBD	renew
military	JJ	military
offensive	NN	offensive
in	IN	in
Gaza	NP	Gaza
as	IN	as
"	``	"
wholly	RB	wholly
disproportionate	JJ	disproportionate
"	''	"
and	CC	and
warned	VBD	warn
of	IN	of
further	JJR	further
action	NN	action
if	IN	if
conditions	NNS	condition
did	VBD	do
not	RB	not
improve	VB	improve
.	SENT	.
<p>
France	NP	France
,	,	,
notably	RB	notably
,	,	,
did	VBD	do
not	RB	not
join	VB	join
the	DT	the
sanctions	NNS	sanction
announced	VBD	announce
Tuesday	NP	Tuesday
,	,	,
reflecting	VBG	reflect
some	DT	some
divergence	NN	divergence
in	IN	in
approaches	NNS	approach
to	TO	to
Israel	NP	Israel
among	IN	among
Western	JJ	Western
governments	NNS	government
.	SENT	.
The	DT	the
United	NP	United
States	NPS	States
,	,	,
meanwhile	RB	meanwhile
,	,	,
had	VBD	have
been	VBN	be
ratcheting	VBG	ratchete
up	RP	up
pressure	NN	pressure
on	IN	on
Israel	NP	Israel
with	IN	with
sanctions	NNS	sanction
targeting	VBG	target
Israeli	JJ	Israeli
extremists	NNS	extremist
but	CC	but
President	NP	President
Donald	NP	Donald
Trump	NP	Trump
lifted	VBD	lift
those	DT	those
sanctions	NNS	sanction
shortly	RB	shortly
after	IN	after
he	PP	he
took	VBD	take
office	NN	office
earlier	RBR	earlier
this	DT	this
year	NN	year
.	SENT	.
<p>
(	(	(
With	IN	with
files	NNS	file
from	IN	from
The	DT	the
Canadian	JJ	Canadian
Jewish	JJ	Jewish
News	NN	news
)	)	)
<h>
Author	NN	author
<h>
Support	VB	support
Our	PP$	our
Mission	NP	Mission
:	:	:
Make	VBP	make
a	DT	a
Difference	NN	difference
!	SENT	!
<p>
The	DT	the
Canadian	JJ	Canadian
Jewish	JJ	Jewish
News	NN	news
is	VBZ	be
now	RB	now
a	DT	a
Registered	NP	Registered
Journalism	NP	Journalism
Organization	NP	Organization
(	(	(
RJO	NP	RJO
)	)	)
as	IN	as
defined	VBN	define
by	IN	by
the	DT	the
Canada	NP	Canada
Revenue	NP	Revenue
Agency	NP	Agency
.	SENT	.
To	TO	to
help	VB	help
support	VB	support
the	DT	the
valuable	JJ	valuable
work	VB	work
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
,	,	,
we	PP	we
'	POS	'
re	NN	re
asking	VBG	ask
for	IN	for
individual	JJ	individual
monthly	JJ	monthly
donations	NNS	donation
of	IN	of
at	IN	at
least	JJS	least
$10	NN	<unknown>
.	SENT	.
In	IN	in
exchange	NN	exchange
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
receive	VBP	receive
tax	NN	tax
receipts	NNS	receipt
,	,	,
a	DT	a
thank-you	NN	<unknown>
gift	NN	gift
of	IN	of
our	PP$	our
quarterly	JJ	quarterly
magazine	NN	magazine
delivered	VBN	deliver
to	TO	to
your	PP$	your
door	NN	door
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
you	PP	you
have	VBP	have
any	DT	any
questions	NNS	question
about	IN	about
the	DT	the
donating	VBG	donate
process	NN	process
,	,	,
please	VB	please
write	VB	write
toemail	NN	<unknown>
protected	VBN	protect
.	SENT	.
<h>
Support	VB	support
the	DT	the
Media	NN	Media
that	IN	that
Speaks	NP	Speaks
to	TO	to
You	PP	you
<p>
Jewish	JJ	Jewish
Canadians	NNS	Canadian
deserve	VBP	deserve
more	JJR	more
than	IN	than
social	JJ	social
media	NNS	medium
rumours	NNS	rumour
,	,	,
adversarial	NN	adversarial
action	NN	action
alerts	NNS	alert
,	,	,
and	CC	and
reporting	VBG	report
with	IN	with
biases	NNS	bias
that	WDT	that
are	VBP	be
often	RB	often
undisclosed	JJ	undisclosed
.	SENT	.
The	DT	the
Canadian	JJ	Canadian
Jewish	JJ	Jewish
News	NN	news
proudly	RB	proudly
offers	VBZ	offer
independent	JJ	independent
national	JJ	national
coverage	NN	coverage
on	IN	on
issues	NNS	issue
that	IN	that
matter	NN	matter
,	,	,
sparking	VBG	spark
conversations	NNS	conversation
that	IN	that
bridge	NN	bridge
generations	NNS	generation
.	SENT	.
<p>
It	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
outlet	NN	outlet
you	PP	you
can	MD	can
count	VB	count
on	IN	on
--	:	--
but	CC	but
we	PP	we
'	POS	'
re	NN	re
also	RB	also
counting	VBG	count
on	IN	on
you	PP	you
.	SENT	.
<p>
Please	UH	please
support	VB	support
Jewish	JJ	Jewish
journalism	NN	journalism
that	RB	that
'	POS	'
s	NNS	<unknown>
creative	JJ	creative
,	,	,
innovative	JJ	innovative
,	,	,
and	CC	and
dedicated	VBN	dedicate
to	TO	to
breaking	VBG	break
new	JJ	new
ground	NN	ground
to	TO	to
serve	VB	serve
your	PP$	your
community	NN	community
,	,	,
while	IN	while
building	NN	building
on	IN	on
media	NNS	medium
traditions	NNS	tradition
of	IN	of
the	DT	the
past	JJ	past
65	CD	@card@
years	NNS	year
.	SENT	.
As	IN	as
a	DT	a
Registered	NP	Registered
Journalism	NP	Journalism
Organization	NP	Organization
,	,	,
contributions	NNS	contribution
of	IN	of
any	DT	any
size	NN	size
are	VBP	be
eligible	JJ	eligible
for	IN	for
a	DT	a
charitable	JJ	charitable
tax	NN	tax
receipt	NN	receipt
.	SENT	.
