<p>
JERUSALEM	NP	Jerusalem
,	,	,
home	RB	home
to	TO	to
over	RB	over
500,000	CD	@card@
settlers	NNS	settler
who	WP	who
have	VBP	have
Israeli	JJ	Israeli
citizenship	NN	citizenship
.	SENT	.
The	DT	the
3	CD	@card@
million	CD	million
Palestinians	NPS	Palestinians
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
live	VBP	live
under	IN	under
seemingly	RB	seemingly
open-ended	JJ	open-ended
Israeli	JJ	Israeli
military	JJ	military
rule	NN	rule
,	,	,
with	IN	with
the	DT	the
Western-backed	NP	<unknown>
Palestinian	NP	Palestinian
Authority	NP	Authority
administering	VBG	administer
population	NN	population
centers	NNS	center
.	SENT	.
