<h>
What	WP	what
number	NN	number
of	IN	of
children	NNS	child
killed	VBN	kill
in	IN	in
Gaza	NP	Gaza
by	IN	by
Israeli	JJ	Israeli
raids	NNS	raid
.	SENT	.
"	``	"
We	PP	we
are	VBP	be
here	RB	here
,	,	,
we	PP	we
ca	MD	ca
n't	RB	n't
do	VB	do
nothing	NN	nothing
about	IN	about
that	DT	that
,	,	,
"	''	"
one	CD	one
man	NN	man
in	IN	in
the	DT	the
crowd	NN	crowd
is	VBZ	be
heard	VBN	hear
responding	VBG	respond
.	SENT	.
<p>
Soliman	NP	Soliman
told	VBD	tell
investigators	NNS	investigator
that	IN	that
he	PP	he
was	VBD	be
targeting	VBG	target
what	WP	what
he	PP	he
described	VBD	describe
as	IN	as
a	DT	a
"	``	"
Zionist	JJ	Zionist
group	NN	group
"	''	"
,	,	,
according	VBG	accord
to	TO	to
an	DT	an
affidavit	NN	affidavit
released	VBN	release
in	IN	in
support	NN	support
of	IN	of
federal	JJ	federal
hate	NN	hate
crime	NN	crime
charges	NNS	charge
.	SENT	.
<p>
Advertisement	NN	advertisement
<p>
"	``	"
He	PP	he
stated	VBD	state
that	IN	that
he	PP	he
wanted	VBD	want
to	TO	to
kill	VB	kill
all	DT	all
Zionist	JJ	Zionist
people	NNS	people
and	CC	and
wished	VBD	wish
they	PP	they
were	VBD	be
all	RB	all
dead	JJ	dead
,	,	,
"	''	"
the	DT	the
affidavit	NN	affidavit
said	VBD	say
.	SENT	.
Soliman	NP	Soliman
learnt	VBD	learn
how	WRB	how
to	TO	to
make	VB	make
the	DT	the
petrol	NN	petrol
bombs	NNS	bomb
used	VBN	use
in	IN	in
the	DT	the
attack	NN	attack
by	IN	by
watching	VBG	watch
videos	NNS	video
on	IN	on
YouTube	NP	<unknown>
after	IN	after
he	PP	he
was	VBD	be
denied	VBN	deny
the	DT	the
purchase	NN	purchase
of	IN	of
a	DT	a
gun	NN	gun
due	JJ	due
to	TO	to
him	PP	him
not	RB	not
being	VBG	be
a	DT	a
legal	JJ	legal
citizen	NN	citizen
.	SENT	.
<p>
The	DT	the
suspect	NN	suspect
allegedly	RB	allegedly
told	VBD	tell
investigators	NNS	investigator
that	IN	that
he	PP	he
planned	VBD	plan
to	TO	to
die	VB	die
in	IN	in
the	DT	the
attack	NN	attack
,	,	,
and	CC	and
that	IN	that
he	PP	he
only	RB	only
threw	VBD	throw
two	CD	two
petrol	NN	petrol
bombs	NNS	bomb
because	IN	because
he	PP	he
"	``	"
got	VBD	get
scared	VBN	scare
and	CC	and
had	VBD	have
never	RB	never
hurt	VBN	hurt
anyone	NN	anyone
before	RB	before
"	''	"
.	SENT	.
The	DT	the
victims	NNS	victim
of	IN	of
the	DT	the
attack	NN	attack
,	,	,
aged	VBN	age
between	IN	between
52	CD	@card@
and	CC	and
88	CD	@card@
,	,	,
suffered	VBN	suffer
burns	NNS	burn
,	,	,
with	IN	with
one	PP	one
reported	VBD	report
to	TO	to
be	VB	be
in	IN	in
a	DT	a
serious	JJ	serious
condition	NN	condition
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Soliman	NP	Soliman
allegedly	RB	allegedly
said	VBD	say
he	PP	he
had	VBD	have
planned	VBN	plan
the	DT	the
attack	NN	attack
for	IN	for
a	DT	a
year	NN	year
,	,	,
waiting	VBG	wait
until	IN	until
his	PP$	his
daughter	NN	daughter
graduated	VBD	graduate
.	SENT	.
The	DT	the
FBI	NP	FBI
said	VBD	say
he	PP	he
left	VBD	leave
messages	NNS	message
for	IN	for
his	PP$	his
wife	NN	wife
and	CC	and
five	CD	five
children	NNS	child
on	IN	on
an	DT	an
iPhone	NN	<unknown>
hidden	VBN	hide
in	IN	in
the	DT	the
family	NN	family
home	NN	home
before	IN	before
the	DT	the
attack	NN	attack
,	,	,
along	RB	along
with	IN	with
a	DT	a
journal	NN	journal
with	IN	with
notes	NNS	note
to	TO	to
the	DT	the
family	NN	family
.	SENT	.
His	PP$	his
wife	NN	wife
brought	VBD	bring
the	DT	the
phone	NN	phone
to	TO	to
the	DT	the
police	NN	police
station	NN	station
after	IN	after
his	PP$	his
arrest	NN	arrest
,	,	,
the	DT	the
FBI	NP	FBI
said	VBD	say
.	SENT	.
Federal	JJ	Federal
agents	NNS	agent
raided	VBD	raid
Soliman	NP	Soliman
'	POS	'
s	JJ	<unknown>
home	NN	home
in	IN	in
the	DT	the
Cimarron	NP	Cimarron
Hills	NP	Hills
neighbourhood	NN	neighbourhood
of	IN	of
Colorado	NP	Colorado
Springs	NP	Springs
on	IN	on
Sunday	NP	Sunday
night	NN	night
.	SENT	.
<p>
The	DT	the
suspect	NN	suspect
was	VBD	be
detained	VBN	detain
at	IN	at
the	DT	the
scene	NN	scene
by	IN	by
police	NNS	police
<p>
Soliman	NP	Soliman
was	VBD	be
born	VBN	bear
in	IN	in
Egypt	NP	Egypt
,	,	,
which	WDT	which
borders	VBZ	border
the	DT	the
Israeli-occupied	JJ	Israeli-occupied
Gaza	NP	Gaza
Strip	NP	Strip
,	,	,
but	CC	but
lived	VBD	live
in	IN	in
Kuwait	NP	Kuwait
for	IN	for
17	CD	@card@
years	NNS	year
.	SENT	.
It	PP	it
is	VBZ	be
not	RB	not
clear	JJ	clear
if	IN	if
Soliman	NP	Soliman
is	VBZ	be
of	IN	of
Palestinian	JJ	Palestinian
heritage	NN	heritage
,	,	,
but	CC	but
thousands	NNS	thousand
of	IN	of
Palestinians	NPS	Palestinians
fled	VBD	flee
or	CC	or
were	VBD	be
expelled	VBN	expel
to	TO	to
Egypt	NP	Egypt
after	IN	after
the	DT	the
1948	CD	@card@
creation	NN	creation
of	IN	of
the	DT	the
Israeli	JJ	Israeli
state	NN	state
.	SENT	.
<p>
Soliman	NP	Soliman
entered	VBD	enter
the	DT	the
US	NP	US
through	IN	through
Los	NP	Los
Angeles	NP	Angeles
international	JJ	international
airport	NN	airport
on	IN	on
August	NP	August
27	CD	@card@
,	,	,
2022	CD	@card@
,	,	,
arriving	VBG	arrive
with	IN	with
a	DT	a
non-immigrant	JJ	non-immigrant
visa	NN	visa
,	,	,
and	CC	and
was	VBD	be
permitted	VBN	permit
to	TO	to
stay	VB	stay
until	IN	until
February	NP	February
26	CD	@card@
,	,	,
2023	CD	@card@
.	SENT	.
He	PP	he
overstayed	VBD	overstay
his	PP$	his
original	JJ	original
visa	NN	visa
.	SENT	.
<p>
Advertisement	NN	advertisement
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
work	NN	work
by	IN	by
US	NP	US
Citizenship	NN	citizenship
and	CC	and
Immigration	NN	immigration
Services	NPS	Services
on	IN	on
March	NP	March
29	CD	@card@
,	,	,
2023	CD	@card@
,	,	,
for	IN	for
two	CD	two
years	NNS	year
,	,	,
meaning	VBG	mean
that	IN	that
Soliman	NP	Soliman
had	VBD	have
remained	VBN	remain
in	IN	in
the	DT	the
US	NP	US
illegally	RB	illegally
for	IN	for
just	RB	just
over	IN	over
two	CD	two
months	NNS	month
by	IN	by
the	DT	the
time	NN	time
of	IN	of
the	DT	the
attack	NN	attack
.	SENT	.
<p>
"	''	"
He	PP	he
entered	VBD	enter
the	DT	the
country	NN	country
in	IN	in
August	NP	August
2022	CD	@card@
on	IN	on
a	DT	a
B2	JJ	B2
visa	NN	visa
that	WDT	that
expired	VBD	expire
in	IN	in
February	NP	February
2023	CD	@card@
.	SENT	.
He	PP	he
filed	VBD	file
for	IN	for
asylum	NN	asylum
in	IN	in
September	NP	September
2022	CD	@card@
,	,	,
"	''	"
Tricia	NP	Tricia
McLaughlin	NP	McLaughlin
of	IN	of
the	DT	the
Department	NP	Department
of	IN	of
Homeland	NN	homeland
Security	NP	Security
said	VBD	say
.	SENT	.
<p>
A	DT	a
now-deleted	JJ	<unknown>
but	CC	but
archived	JJ	<unknown>
LinkedIn	NP	<unknown>
account	NN	account
believed	VBD	believe
to	TO	to
belong	VB	belong
to	TO	to
Soliman	NP	Soliman
shows	VBZ	show
him	PP	him
working	VBG	work
as	IN	as
an	DT	an
accountant	NN	accountant
at	IN	at
Veros	NP	<unknown>
Health	NP	Health
in	IN	in
Centennial	NP	Centennial
,	,	,
Colorado	NP	Colorado
,	,	,
for	IN	for
six	CD	six
months	NNS	month
last	JJ	last
year	NN	year
.	SENT	.
Soliman	NP	Soliman
also	RB	also
worked	VBD	work
as	IN	as
an	DT	an
Uber	NP	Uber
driver	NN	driver
and	CC	and
had	VBD	have
passed	VBN	pass
the	DT	the
company	NN	company
'	POS	'
s	JJ	<unknown>
eligibility	NN	eligibility
requirements	NNS	requirement
,	,	,
which	WDT	which
include	VBP	include
a	DT	a
criminal	JJ	criminal
background	NN	background
check	NN	check
,	,	,
according	VBG	accord
to	TO	to
a	DT	a
spokesperson	NN	spokesperson
for	IN	for
Uber	NP	Uber
.	SENT	.
<p>
Soliman	NP	Soliman
had	VBD	have
been	VBN	be
denied	VBN	deny
a	DT	a
visa	NN	visa
in	IN	in
2005	CD	@card@
,	,	,
law	NN	law
enforcement	NN	enforcement
officials	NNS	official
said	VBD	say
.	SENT	.
<p>
The	DT	the
suspect	NN	suspect
did	VBD	do
not	RB	not
speak	VB	speak
at	IN	at
his	PP$	his
first	JJ	first
court	NN	court
appearance	NN	appearance
on	IN	on
Monday	NP	Monday
,	,	,
only	RB	only
nodding	VBG	nod
to	TO	to
indicate	VB	indicate
he	PP	he
understood	VBD	understand
the	DT	the
terms	NNS	term
of	IN	of
a	DT	a
protective	JJ	protective
order	NN	order
barring	VBG	bar
him	PP	him
from	IN	from
contact	NN	contact
with	IN	with
the	DT	the
victims	NNS	victim
.	SENT	.
