<p>
Palestinians	NPS	Palestinians
their	PP$	their
neighbourhoods	NNS	neighbourhood
and	CC	and
residential	JJ	residential
buildings	NNS	building
have	VBP	have
been	VBN	be
largely	RB	largely
neglected	VBN	neglect
.	SENT	.
<p>
Iran	NP	Iran
'	POS	'
s	JJ	<unknown>
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
,	,	,
launched	VBN	launch
in	IN	in
response	NN	response
to	TO	to
Israeli	JJ	Israeli
attacks	NNS	attack
on	IN	on
Iran	NP	Iran
which	WDT	which
have	VBP	have
killed	VBN	kill
hundreds	NNS	hundred
of	IN	of
people	NNS	people
,	,	,
have	VBP	have
highlighted	VBN	highlight
how	WRB	how
Palestinian	JJ	Palestinian
citizens	NNS	citizen
of	IN	of
Israel	NP	Israel
--	:	--
who	WP	who
make	VBP	make
up	RP	up
about	RB	about
20	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
population	NN	population
--	:	--
have	VBP	have
been	VBN	be
excluded	VBN	exclude
from	IN	from
the	DT	the
country	NN	country
'	POS	'
s	JJ	<unknown>
extensive	JJ	extensive
system	NN	system
of	IN	of
public	JJ	public
air	NN	air
raid	NN	raid
shelters	NNS	shelter
and	CC	and
legislation	NN	legislation
requiring	VBG	require
safe	JJ	safe
rooms	NNS	room
and	CC	and
shelters	NNS	shelter
to	TO	to
be	VB	be
built	VBN	build
into	IN	into
new	JJ	new
buildings	NNS	building
.	SENT	.
<p>
On	IN	on
Saturday	NP	Saturday
,	,	,
four	CD	four
Palestinian	JJ	Palestinian
citizens	NNS	citizen
of	IN	of
Israel	NP	Israel
were	VBD	be
killed	VBN	kill
in	IN	in
the	DT	the
predominantly	RB	predominantly
Arab	JJ	Arab
town	NN	town
of	IN	of
Tamra	NP	Tamra
,	,	,
some	DT	some
25km	JJ	<unknown>
east	NN	east
of	IN	of
Haifa	NP	Haifa
,	,	,
after	IN	after
an	DT	an
Iranian	JJ	Iranian
missile	NN	missile
unexpectedly	RB	unexpectedly
struck	VBD	strike
their	PP$	their
residential	JJ	residential
building	NN	building
.	SENT	.
<p>
Before	IN	before
Saturday	NP	Saturday
'	POS	'
s	NN	S
strikes	NNS	strike
,	,	,
Tamra	NP	Tamra
'	POS	'
s	NN	S
residents	NNS	resident
had	VBD	have
repeatedly	RB	repeatedly
complained	VBN	complain
of	IN	of
the	DT	the
lack	NN	lack
of	IN	of
bomb	NN	bomb
shelters	NNS	shelter
in	IN	in
the	DT	the
area	NN	area
.	SENT	.
Residents	NNS	resident
told	VBD	tell
MEE	NN	mee
that	IN	that
despite	IN	despite
the	DT	the
town	NN	town
being	VBG	be
home	NN	home
to	TO	to
more	JJR	more
than	IN	than
35,000	CD	@card@
people	NNS	people
,	,	,
there	EX	there
were	VBD	be
no	DT	no
public	JJ	public
shelters	NNS	shelter
.	SENT	.
<p>
Meanwhile	RB	meanwhile
,	,	,
according	VBG	accord
to	TO	to
reports	NNS	report
,	,	,
the	DT	the
nearby	JJ	nearby
Jewish	JJ	Jewish
Israeli	JJ	Israeli
community	NN	community
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
its	PP$	its
1,100	CD	@card@
residents	NNS	resident
.	SENT	.
<p>
Video	JJ	video
footage	NN	footage
published	VBN	publish
on	IN	on
Sunday	NP	Sunday
showed	VBD	show
a	DT	a
group	NN	group
of	IN	of
Israelis	NPS	Israelis
celebrating	VBG	celebrate
the	DT	the
Iranian	JJ	Iranian
missile	NN	missile
falling	VBG	fall
on	IN	on
Tamra	NP	Tamra
and	CC	and
singing	VBG	sing
an	DT	an
anti-Arab	NP	anti-Arab
song	NN	song
"	``	"
May	MD	may
your	PP$	your
village	NN	village
burn	NN	burn
"	''	"
,	,	,
popularised	VBN	popularise
by	IN	by
the	DT	the
Israeli	JJ	Israeli
pop	NN	pop
singer	NN	singer
Kobi	NP	<unknown>
Peretz	NP	Peretz
.	SENT	.
<p>
Abed	NP	Abed
Abu	NP	Abu
Shahada	NP	<unknown>
,	,	,
a	DT	a
Palestinian	JJ	Palestinian
activist	NN	activist
based	VBN	base
in	IN	in
Jaffa	NP	Jaffa
,	,	,
told	VBD	tell
MEE	NN	mee
that	IN	that
the	DT	the
refusal	NN	refusal
of	IN	of
Israelis	NPS	Israelis
to	TO	to
allow	VB	allow
their	PP$	their
Arab	JJ	Arab
neighbours	NNS	neighbour
to	TO	to
share	VB	share
their	PP$	their
bomb	NN	bomb
shelters	NNS	shelter
highlighted	VBD	highlight
an	DT	an
"	``	"
ingrained	JJ	ingrained
racism	NN	racism
"	''	"
within	IN	within
Israeli	JJ	Israeli
society	NN	society
.	SENT	.
<p>
"	``	"
If	IN	if
we	PP	we
were	VBD	be
shocked	VBN	shock
by	IN	by
the	DT	the
video	NN	video
showing	VBG	show
a	DT	a
Jewish	JJ	Jewish
family	NN	family
rejoicing	VBG	rejoice
as	IN	as
a	DT	a
missile	NN	missile
struck	VBD	strike
Tamra	NP	Tamra
in	IN	in
the	DT	the
Galilee	NP	Galilee
,	,	,
the	DT	the
case	NN	case
in	IN	in
Jaffa	NP	Jaffa
reveals	VBZ	reveal
another	DT	another
layer	NN	layer
:	:	:
the	DT	the
complete	JJ	complete
abandonment	NN	abandonment
of	IN	of
neighbours	NNS	neighbour
to	TO	to
their	PP$	their
fate	NN	fate
,	,	,
and	CC	and
the	DT	the
broad	JJ	broad
public	JJ	public
legitimisation	NN	legitimisation
of	IN	of
such	JJ	such
behaviour	NN	behaviour
,	,	,
"	''	"
said	VBD	say
Shahada	NP	<unknown>
.	SENT	.
<p>
Shahada	NP	<unknown>
accused	VBD	accuse
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
of	IN	of
knowingly	RB	knowingly
putting	VBG	put
all	DT	all
Israeli	JJ	Israeli
citizens	NNS	citizen
in	IN	in
danger	NN	danger
by	IN	by
attacking	VBG	attack
Iran	NP	Iran
in	IN	in
the	DT	the
knowledge	NN	knowledge
that	IN	that
Israel	NP	Israel
would	MD	would
face	VB	face
a	DT	a
response	NN	response
.	SENT	.
<p>
"	''	"
However	RB	however
,	,	,
this	DT	this
danger	NN	danger
is	VBZ	be
not	RB	not
equally	RB	equally
distributed	VBN	distribute
.	SENT	.
Over	IN	over
the	DT	the
past	JJ	past
decades	NNS	decade
,	,	,
as	IN	as
missile	NN	missile
attacks	NNS	attack
and	CC	and
strikes	NNS	strike
became	VBD	become
unavoidable	JJ	unavoidable
,	,	,
Israel	NP	Israel
promoted	VBD	promote
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Jewish	JJ	Jewish
localities	NNS	locality
,	,	,
with	IN	with
no	DT	no
parallel	JJ	parallel
planning	NN	planning
for	IN	for
Arab	JJ	Arab
towns	NNS	town
and	CC	and
neighbourhoods	NNS	neighbourhood
.	SENT	.
<p>
"	''	"
As	IN	as
a	DT	a
result	NN	result
,	,	,
Palestinian	JJ	Palestinian
citizens	NNS	citizen
have	VBP	have
been	VBN	be
made	VBN	make
hostages	NNS	hostage
to	TO	to
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
military	JJ	military
ventures	NNS	venture
.	SENT	.
"	''	"
<p>
Middle	NP	Middle
East	NP	East
Eye	NP	Eye
delivers	VBZ	deliver
independent	JJ	independent
and	CC	and
unrivalled	JJ	unrivalled
coverage	NN	coverage
and	CC	and
analysis	NN	analysis
of	IN	of
the	DT	the
Middle	NP	Middle
East	NP	East
,	,	,
North	NP	North
Africa	NP	Africa
and	CC	and
beyond	IN	beyond
.	SENT	.
To	TO	to
learn	VB	learn
more	RBR	more
about	IN	about
republishing	VBG	republish
this	DT	this
content	NN	content
and	CC	and
the	DT	the
associated	VBN	associate
fees	NNS	fee
,	,	,
please	VB	please
fill	VB	fill
out	RP	out
this	DT	this
form	NN	form
.	SENT	.
More	JJR	more
about	IN	about
MEE	NN	mee
can	MD	can
be	VB	be
found	VBN	find
here	RB	here
.	SENT	.
