<p>
Britain	NP	Britain
some	DT	some
UK-manufactured	JJ	UK-manufactured
components	NNS	component
will	MD	will
or	CC	or
may	MD	may
ultimately	RB	ultimately
be	VB	be
supplied	VBN	supply
to	TO	to
Israel	NP	Israel
,	,	,
and	CC	and
may	MD	may
be	VB	be
used	VBN	use
in	IN	in
the	DT	the
commission	NN	commission
of	IN	of
a	DT	a
serious	JJ	serious
violation	NN	violation
of	IN	of
IHL	NP	IHL
international	JJ	international
humanitarian	JJ	humanitarian
law	NN	law
in	IN	in
the	DT	the
conflict	NN	conflict
in	IN	in
Gaza	NP	Gaza
.	SENT	.
"	``	"
<p>
The	DT	the
court	NN	court
rejected	VBD	reject
all	DT	all
13	CD	@card@
grounds	NNS	ground
for	IN	for
complaint	NN	complaint
mounted	VBN	mount
by	IN	by
Al-Haq	NP	<unknown>
'	POS	'
s	NN	S
lawyers	NNS	lawyer
,	,	,
and	CC	and
in	IN	in
so	RB	so
doing	VBG	do
moved	VBN	move
to	TO	to
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
obligations	NNS	obligation
.	SENT	.
<p>
Yasmine	NP	Yasmine
Ahmed	NP	Ahmed
,	,	,
the	DT	the
UK	NP	UK
director	NN	director
of	IN	of
Human	NP	Human
Rights	NPS	Rights
Watch	NN	watch
,	,	,
said	VBD	say
the	DT	the
judgment	NN	judgment
had	VBD	have
'	''	'
left	VBN	leave
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
without	IN	without
access	NN	access
to	TO	to
the	DT	the
protections	NNS	protection
of	IN	of
international	JJ	international
law	NN	law
'	POS	'
.	SENT	.
Photograph	NN	photograph
:	:	:
Callum	NP	Callum
Parke/PA	NP	<unknown>
<p>
Campaign	NP	Campaign
Against	IN	against
Arms	NP	Arms
Trade	NP	Trade
(	(	(
CAAT	NP	<unknown>
)	)	)
called	VBD	call
the	DT	the
judgment	NN	judgment
cowardly	JJ	cowardly
,	,	,
after	IN	after
the	DT	the
court	NN	court
determined	VBD	determine
that	IN	that
it	PP	it
had	VBD	have
no	DT	no
clear	JJ	clear
jurisdiction	NN	jurisdiction
to	TO	to
rule	VB	rule
on	IN	on
UK	NP	UK
compliance	NN	compliance
with	IN	with
international	JJ	international
law	NN	law
obligations	NNS	obligation
if	IN	if
the	DT	the
law	NN	law
was	VBD	be
not	RB	not
incorporated	VBN	incorporate
into	IN	into
UK	NP	UK
law	NN	law
.	SENT	.
<p>
Despite	IN	despite
the	DT	the
ruling	NN	ruling
,	,	,
the	DT	the
case	NN	case
has	VBZ	have
revealed	VBN	reveal
serious	JJ	serious
weaknesses	NNS	weakness
of	IN	of
the	DT	the
UK	NP	UK
arms	NNS	arm
export	NN	export
regime	NN	regime
and	CC	and
the	DT	the
case	NN	case
ministers	NNS	minister
have	VBP	have
mounted	VBN	mount
in	IN	in
parliament	NN	parliament
to	TO	to
justify	VB	justify
F-35	NP	<unknown>
sales	NNS	sale
.	SENT	.
<p>
In	IN	in
parliament	NN	parliament
ministers	NNS	minister
have	VBP	have
held	VBN	hold
that	IN	that
it	PP	it
is	VBZ	be
only	RB	only
for	IN	for
a	DT	a
competent	JJ	competent
international	JJ	international
court	NN	court
,	,	,
and	CC	and
not	RB	not
politicians	NNS	politician
,	,	,
to	TO	to
assess	VB	assess
the	DT	the
existence	NN	existence
of	IN	of
a	DT	a
genocide	NN	genocide
.	SENT	.
But	CC	but
in	IN	in
pleadings	NNS	pleading
in	IN	in
court	NN	court
,	,	,
lawyers	NNS	lawyer
revealed	VBD	reveal
that	IN	that
in	IN	in
July	NP	July
2024	CD	@card@
the	DT	the
government	NN	government
had	VBD	have
assessed	VBN	assess
there	EX	there
was	VBD	be
no	DT	no
serious	JJ	serious
risk	NN	risk
of	IN	of
a	DT	a
genocide	NN	genocide
occurring	VBG	occur
in	IN	in
Gaza	NP	Gaza
,	,	,
and	CC	and
claimed	VBD	claim
not	RB	not
to	TO	to
have	VB	have
seen	VBN	see
evidence	NN	evidence
that	IN	that
women	NNS	woman
and	CC	and
children	NNS	child
were	VBD	be
deliberately	RB	deliberately
targeted	VBN	target
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
The	DT	the
case	NN	case
also	RB	also
revealed	VBD	reveal
that	IN	that
in	RB	in
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
one	CD	one
of	IN	of
the	DT	the
key	JJ	key
tests	NNS	test
of	IN	of
a	DT	a
breach	NN	breach
of	IN	of
IHL	NP	IHL
,	,	,
the	DT	the
government	NN	government
evidential	JJ	evidential
requirements	NNS	requirement
were	VBD	be
set	VBN	set
impossibly	RB	impossibly
high	JJ	high
.	SENT	.
<p>
Our	PP$	our
morning	NN	morning
email	NN	<unknown>
breaks	VBZ	break
down	RP	down
the	DT	the
key	JJ	key
stories	NNS	story
of	IN	of
the	DT	the
day	NN	day
,	,	,
telling	VBG	tell
you	PP	you
what	WP	what
'	POS	'
s	NN	S
happening	VBG	happen
and	CC	and
why	WRB	why
it	PP	it
matters	VBZ	matter
<p>
Enter	NP	Enter
your	PP$	your
email	NN	<unknown>
address	NN	address
<p>
Privacy	NN	privacy
Notice	NN	notice
:	:	:
Newsletters	NNS	newsletter
may	MD	may
contain	VB	contain
info	NN	info
about	IN	about
charities	NNS	charity
,	,	,
online	JJ	online
ads	NNS	ad
,	,	,
and	CC	and
content	NN	content
funded	VBN	fund
by	IN	by
outside	JJ	outside
parties	NNS	party
.	SENT	.
For	IN	for
more	JJR	more
information	NN	information
see	VB	see
our	PP$	our
Privacy	NN	privacy
Policy	NN	policy
.	SENT	.
We	PP	we
use	VBP	use
Google	NP	<unknown>
reCaptcha	NP	<unknown>
to	TO	to
protect	VB	protect
our	PP$	our
website	NN	website
and	CC	and
the	DT	the
Google	NP	<unknown>
Privacy	NN	privacy
Policy	NN	policy
and	CC	and
Terms	NNS	term
of	IN	of
Service	NP	Service
apply	VBP	apply
.	SENT	.
<p>
after	IN	after
newsletter	NN	newsletter
promotion	NN	promotion
<p>
By	IN	by
September	NP	September
2024	CD	@card@
,	,	,
when	WRB	when
Israel	NP	Israel
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
Hamas-controlled	JJ	Hamas-controlled
health	NN	health
ministry	NN	ministry
,	,	,
had	VBD	have
killed	VBN	kill
40,000	CD	@card@
Palestinians	NNS	Palestinian
and	CC	and
launched	VBN	launch
over	IN	over
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
airstrikes	NNS	airstrike
on	IN	on
Gaza	NP	Gaza
,	,	,
the	DT	the
government	NN	government
had	VBD	have
examined	VBN	examine
just	RB	just
413	CD	@card@
of	IN	of
these	DT	these
individual	JJ	individual
incidents	NNS	incident
--	:	--
and	CC	and
of	IN	of
those	DT	those
it	PP	it
found	VBD	find
only	RB	only
one	CD	one
possible	JJ	possible
violation	NN	violation
of	IN	of
international	JJ	international
law	NN	law
.	SENT	.
That	DT	that
possible	JJ	possible
breach	NN	breach
was	VBD	be
the	DT	the
World	NP	World
Central	NP	Central
Kitchen	NP	Kitchen
attack	NN	attack
on	IN	on
1	CD	@card@
April	NP	April
2024	CD	@card@
that	WDT	that
killed	VBD	kill
seven	CD	seven
foreign	JJ	foreign
aid	NN	aid
workers	NNS	worker
.	SENT	.
<p>
This	DT	this
means	VBZ	mean
the	DT	the
government	NN	government
had	VBD	have
not	RB	not
found	VBN	find
any	DT	any
possible	JJ	possible
breach	NN	breach
of	IN	of
IHL	NP	IHL
in	IN	in
respect	NN	respect
of	IN	of
any	RB	any
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
that	IN	that
ministers	NNS	minister
should	MD	should
not	RB	not
have	VB	have
focused	VBN	focus
solely	RB	solely
on	IN	on
the	DT	the
potential	JJ	potential
Israeli	JJ	Israeli
justifications	NNS	justification
for	IN	for
a	DT	a
specific	JJ	specific
bombings	NNS	bombing
,	,	,
but	CC	but
also	RB	also
looked	VBD	look
at	IN	at
the	DT	the
overall	JJ	overall
pattern	NN	pattern
to	TO	to
gather	VB	gather
a	DT	a
sense	NN	sense
of	IN	of
proportionality	NN	proportionality
.	SENT	.
<p>
Dearbhla	NP	<unknown>
Minogue	NP	Minogue
,	,	,
a	DT	a
senior	JJ	senior
lawyer	NN	lawyer
at	IN	at
Glan	NP	<unknown>
,	,	,
said	VBD	say
:	:	:
"	``	"
The	DT	the
judges	NNS	judge
declined	VBD	decline
to	TO	to
review	VB	review
the	DT	the
defendant	NN	defendant
'	POS	'
s	JJ	<unknown>
genocide	NN	genocide
assessment	NN	assessment
on	IN	on
grounds	NNS	ground
that	IN	that
it	PP	it
is	VBZ	be
not	RB	not
an	DT	an
area	NN	area
suited	VBN	suit
to	TO	to
the	DT	the
court	NN	court
.	SENT	.
This	DT	this
should	MD	should
not	RB	not
be	VB	be
interpreted	VBN	interpret
as	IN	as
an	DT	an
endorsement	NN	endorsement
of	IN	of
the	DT	the
government	NN	government
,	,	,
but	CC	but
rather	RB	rather
a	DT	a
restrained	JJ	restrained
approach	NN	approach
to	TO	to
the	DT	the
separation	NN	separation
of	IN	of
powers	NNS	power
.	SENT	.
"	''	"
<p>
Sara	NP	Sara
Husseini	NP	Husseini
,	,	,
of	IN	of
the	DT	the
British	NP	British
Palestinian	NP	Palestinian
Committee	NP	Committee
,	,	,
said	VBD	say
:	:	:
"	``	"
Now	RB	now
the	DT	the
courts	NNS	court
have	VBP	have
kicked	VBN	kick
the	DT	the
issue	NN	issue
back	RB	back
to	TO	to
the	DT	the
ministers	NNS	minister
,	,	,
it	PP	it
is	VBZ	be
a	DT	a
matter	NN	matter
for	IN	for
MPs	NP	MP
and	CC	and
the	DT	the
electorate	NN	electorate
to	TO	to
hold	VB	hold
the	DT	the
government	NN	government
to	TO	to
account	VB	account
.	SENT	.
"	''	"
<p>
Yasmine	NP	Yasmine
Ahmed	NP	Ahmed
,	,	,
the	DT	the
UK	NP	UK
director	NN	director
of	IN	of
Human	NP	Human
Rights	NPS	Rights
Watch	NN	watch
,	,	,
said	VBD	say
:	:	:
"	``	"
Judicial	JJ	judicial
deference	NN	deference
to	TO	to
the	DT	the
executive	NN	executive
in	IN	in
this	DT	this
case	NN	case
has	VBZ	have
left	VBN	leave
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
without	IN	without
access	NN	access
to	TO	to
the	DT	the
protections	NNS	protection
of	IN	of
international	JJ	international
law	NN	law
,	,	,
despite	IN	despite
the	DT	the
government	NN	government
and	CC	and
the	DT	the
court	NN	court
acknowledging	VBG	acknowledge
that	IN	that
there	EX	there
is	VBZ	be
a	DT	a
serious	JJ	serious
risk	NN	risk
that	IN	that
UK	NP	UK
equipment	NN	equipment
might	MD	might
be	VB	be
used	VBN	use
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
atrocities	NNS	atrocity
we	PP	we
are	VBP	be
witnessing	VBG	witness
in	IN	in
Gaza	NP	Gaza
are	VBP	be
precisely	RB	precisely
because	IN	because
governments	NNS	government
do	VBP	do
n't	RB	n't
think	VB	think
the	DT	the
rules	NNS	rule
should	MD	should
apply	VB	apply
to	TO	to
them	PP	them
.	SENT	.
"	''	"
<p>
Quick	NP	Quick
Guide	NP	Guide
<h>
Contact	NP	Contact
us	PP	us
about	IN	about
this	DT	this
story	NN	story
<p>
Show	VB	show
<p>
The	DT	the
best	RBS	well
public	JJ	public
interest	NN	interest
journalism	NN	journalism
relies	VBZ	rely
on	IN	on
first-hand	JJ	first-hand
accounts	NNS	account
from	IN	from
people	NNS	people
in	IN	in
the	DT	the
know	VBP	know
.	SENT	.
<p>
If	IN	if
you	PP	you
have	VBP	have
something	NN	something
to	TO	to
share	NN	share
on	IN	on
this	DT	this
subject	NN	subject
you	PP	you
can	MD	can
contact	VB	contact
us	PP	us
confidentially	RB	confidentially
using	VBG	use
the	DT	the
following	VBG	follow
methods	NNS	method
.	SENT	.
<p>
Secure	VB	secure
Messaging	VBG	message
in	IN	in
the	DT	the
Guardian	NP	Guardian
app	NP	App
<p>
The	DT	the
Guardian	NP	Guardian
app	NP	App
has	VBZ	have
a	DT	a
tool	NN	tool
to	TO	to
send	VB	send
tips	NNS	tip
about	IN	about
stories	NNS	story
.	SENT	.
Messages	NNS	message
are	VBP	be
end	NN	end
to	TO	to
end	VB	end
encrypted	VBN	encrypt
and	CC	and
concealed	VBN	conceal
within	IN	within
the	DT	the
routine	JJ	routine
activity	NN	activity
that	IN	that
every	DT	every
Guardian	NP	Guardian
mobile	JJ	mobile
app	NP	App
performs	VBZ	perform
.	SENT	.
This	DT	this
prevents	VBZ	prevent
an	DT	an
observer	NN	observer
from	IN	from
knowing	VBG	know
that	IN	that
you	PP	you
are	VBP	be
communicating	VBG	communicate
with	IN	with
us	PP	us
at	IN	at
all	DT	all
,	,	,
let	VB	let
alone	RB	alone
what	WP	what
is	VBZ	be
being	VBG	be
said	VBN	say
.	SENT	.
<p>
If	IN	if
you	PP	you
do	VBP	do
n't	RB	n't
already	RB	already
have	VB	have
the	DT	the
Guardian	NP	Guardian
app	NP	App
,	,	,
download	NN	<unknown>
it	PP	it
(	(	(
iOS/Android	NN	<unknown>
)	)	)
and	CC	and
go	VB	go
to	TO	to
the	DT	the
menu	NN	menu
.	SENT	.
Select	NP	Select
'	POS	'
Secure	JJ	secure
Messaging	VBG	message
'	''	'
.	SENT	.
