<h>
How	WRB	how
in	IN	in
getting	VBG	get
it	PP	it
to	TO	to
the	DT	the
people	NNS	people
who	WP	who
need	VBP	need
it	PP	it
most	RBS	most
.	SENT	.
<p>
"	``	"
One	CD	one
of	IN	of
our	PP$	our
teams	NNS	team
waited	VBD	wait
several	JJ	several
hours	NNS	hour
for	IN	for
the	DT	the
Israeli	JJ	Israeli
green	JJ	green
light	NN	light
to	TO	to
access	VB	access
the	DT	the
Kerem	NP	Kerem
Shalom	NP	Shalom
area	NN	area
and	CC	and
collect	VB	collect
the	DT	the
nutrition	NN	nutrition
supplies	NNS	supply
,	,	,
"	''	"
Dujarric	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
"	''	"
Unfortunately	RB	unfortunately
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
our	PP$	our
warehouse	NN	warehouse
.	SENT	.
"	''	"
<p>
UNICEF	NP	UNICEF
,	,	,
the	DT	the
United	NP	United
Nations	NPS	Nations
Children	NP	Children
'	POS	'
s	NN	S
Fund	NN	fund
,	,	,
has	VBZ	have
also	RB	also
raised	VBN	raise
the	DT	the
alarm	NN	alarm
,	,	,
saying	VBG	say
its	PP$	its
stockpile	NN	stockpile
of	IN	of
emergency	NN	emergency
nutrition	NN	nutrition
supplies	NNS	supply
"	``	"
are	VBP	be
almost	RB	almost
gone	VBN	go
"	''	"
.	SENT	.
<p>
By	IN	by
Wednesday	NP	Wednesday
night	NN	night
,	,	,
the	DT	the
UN	NP	UN
said	VBD	say
about	RB	about
90	CD	@card@
trucks	NNS	truck
had	VBD	have
managed	VBN	manage
to	TO	to
get	VB	get
aid	NN	aid
into	IN	into
Gaza	NP	Gaza
and	CC	and
be	VB	be
collected	VBN	collect
by	IN	by
humanitarian	JJ	humanitarian
organisations	NNS	organisation
for	IN	for
local	JJ	local
distribution	NN	distribution
.	SENT	.
<p>
UN	NP	UN
humanitarian	JJ	humanitarian
chief	JJ	chief
Tom	NP	Tom
Fletcher	NP	Fletcher
told	VBD	tell
the	DT	the
BBC	NP	BBC
the	DT	the
initial	JJ	initial
amount	NN	amount
of	IN	of
aid	NN	aid
approved	VBN	approve
by	IN	by
Israel	NP	Israel
was	VBD	be
nowhere	RB	nowhere
near	JJ	near
enough	RB	enough
.	SENT	.
<h>
The	DT	the
Latest	JJS	late
William	NP	William
Tyrrell	NP	Tyrrell
Development	NP	Development
&amp	NN	<unknown>
;	:	;
The	DT	the
Science	NN	science
Behind	IN	behind
'	''	'
The	DT	the
Ick	NN	Ick
'	POS	'
<h>
SUBS	NNS	sub
:	:	:
Dream	NN	dream
Jobs	NNS	job
&amp	NN	<unknown>
;	:	;
Situationships	NP	<unknown>
:	:	:
Can	MD	can
You	PP	you
Really	RB	really
Ever	RB	ever
Have	VBP	have
It	PP	it
All	DT	all
?	SENT	?
<p>
"	``	"
There	EX	there
are	VBP	be
14,000	CD	@card@
babies	NNS	baby
that	WDT	that
will	MD	will
die	VB	die
in	IN	in
the	DT	the
next	JJ	next
48	CD	@card@
hours	NNS	hour
unless	IN	unless
we	PP	we
can	MD	can
reach	VB	reach
them	PP	them
.	SENT	.
"	''	"
<p>
Fletcher	NP	Fletcher
said	VBD	say
the	DT	the
estimate	NN	estimate
comes	VBZ	come
from	IN	from
teams	NNS	team
on	IN	on
the	DT	the
ground	NN	ground
working	VBG	work
in	IN	in
hospitals	NNS	hospital
and	CC	and
schools	NNS	school
.	SENT	.
<p>
Right	RB	right
now	RB	now
,	,	,
one	CD	one
in	IN	in
five	CD	five
people	NNS	people
in	IN	in
Gaza	NP	Gaza
are	VBP	be
facing	VBG	face
starvation	NN	starvation
,	,	,
according	VBG	accord
to	TO	to
food	NN	food
security	NN	security
experts	NNS	expert
from	IN	from
the	DT	the
UN-backed	NP	<unknown>
Integrated	NP	Integrated
Food	NP	Food
Security	NP	Security
Phase	NN	phase
Classification	NN	classification
platform	NN	platform
.	SENT	.
<p>
In	IN	in
the	DT	the
face	NN	face
of	IN	of
so	RB	so
much	JJ	much
heartbreak	NN	heartbreak
in	IN	in
Gaza	NP	Gaza
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
the	DT	the
devastation	NN	devastation
continues	VBZ	continue
,	,	,
there	EX	there
are	VBP	be
countless	JJ	countless
aid	NN	aid
organisations	NNS	organisation
,	,	,
charities	NNS	charity
and	CC	and
volunteers	NNS	volunteer
that	WDT	that
are	VBP	be
doing	VBG	do
incredible	JJ	incredible
work	NN	work
.	SENT	.
<p>
Here	RB	here
are	VBP	be
a	DT	a
few	JJ	few
to	TO	to
consider	VB	consider
donating	VBG	donate
to	TO	to
if	IN	if
you	PP	you
have	VBP	have
the	DT	the
means	NNS	mean
.	SENT	.
<h>
UNICEF	NP	UNICEF
Australia	NP	Australia
.	SENT	.
<p>
UNICEF	NP	UNICEF
has	VBZ	have
been	VBN	be
on	IN	on
the	DT	the
ground	NN	ground
throughout	IN	throughout
the	DT	the
conflict	NN	conflict
,	,	,
delivering	VBG	deliver
emergency	NN	emergency
relief	NN	relief
while	IN	while
continuing	VBG	continue
to	TO	to
fight	VB	fight
for	IN	for
children	NNS	child
'	POS	'
s	NN	S
rights	NNS	right
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
<p>
According	VBG	accord
to	TO	to
UNICEF	NP	UNICEF
,	,	,
right	RB	right
now	RB	now
in	IN	in
Palestine	NP	Palestine
,	,	,
more	JJR	more
than	IN	than
1.9	CD	@card@
million	CD	million
people	NNS	people
have	VBP	have
been	VBN	be
forced	VBN	force
from	IN	from
their	PP$	their
homes	NNS	home
.	SENT	.
Half	DT	half
of	IN	of
them	PP	them
are	VBP	be
children	NNS	child
.	SENT	.
<p>
UNICEF	NP	UNICEF
says	VBZ	say
your	PP$	your
donation	NN	donation
can	MD	can
go	VB	go
a	DT	a
long	JJ	long
way	NN	way
:	:	:
<p>
$90	NN	<unknown>
provides	VBZ	provide
18,000	CD	@card@
water	NN	water
purification	NN	purification
tablets	NNS	tablet
,	,	,
each	DT	each
able	JJ	able
to	TO	to
create	VB	create
up	RP	up
to	TO	to
five	CD	five
litres	NNS	litre
of	IN	of
clean	JJ	clean
drinking	NN	drinking
water	NN	water
.	SENT	.
<h>
Plan	NP	Plan
International	NP	International
.	SENT	.
<p>
Plan	NP	Plan
International	NP	International
is	VBZ	be
another	DT	another
organisation	NN	organisation
all	RB	all
about	IN	about
making	VBG	make
the	DT	the
world	NN	world
a	DT	a
better	JJR	good
place	NN	place
for	IN	for
children	NNS	child
and	CC	and
girls	NNS	girl
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
currently	RB	currently
working	VBG	work
in	IN	in
conflict	NN	conflict
zones	NNS	zone
to	TO	to
support	VB	support
children	NNS	child
through	IN	through
unimaginable	JJ	unimaginable
trauma	NN	trauma
.	SENT	.
<p>
When	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
responding	VBG	respond
to	TO	to
world	NN	world
conflicts	NNS	conflict
specifically	RB	specifically
,	,	,
they	PP	they
aim	VBP	aim
to	TO	to
build	VB	build
communities	NNS	community
'	POS	'
resilience	NN	resilience
and	CC	and
support	NN	support
children	NNS	child
'	POS	'
s	NN	S
right	NN	right
to	TO	to
dignity	NN	dignity
and	CC	and
protection	NN	protection
.	SENT	.
As	RB	as
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
facing	VBG	face
in	IN	in
Gaza	NP	Gaza
right	NN	right
now	RB	now
is	VBZ	be
indescribable	JJ	indescribable
and	CC	and
unconscionable	JJ	unconscionable
.	SENT	.
<p>
In	IN	in
Gaza	NP	Gaza
,	,	,
they	PP	they
'	POS	'
re	NN	re
providing	VBG	provide
life-saving	JJ	life-saving
supplies	NNS	supply
,	,	,
supporting	VBG	support
mental	JJ	mental
health	NN	health
services	NNS	service
,	,	,
and	CC	and
helping	VBG	help
to	TO	to
protect	VB	protect
children	NNS	child
from	IN	from
violence	NN	violence
and	CC	and
exploitation	NN	exploitation
.	SENT	.
<h>
The	DT	the
World	NP	World
Central	NP	Central
Kitchen	NP	Kitchen
.	SENT	.
<p>
In	IN	in
2010	CD	@card@
,	,	,
Chef	NN	chef
Jos	NP	Jos
?	SENT	?
Andr	NP	<unknown>
?	SENT	?
s	NNS	<unknown>
went	VBD	go
to	TO	to
help	VB	help
in	IN	in
aid	NN	aid
efforts	NNS	effort
amid	IN	amid
Haiti	NP	Haiti
'	POS	'
s	NN	S
earthquake	NN	earthquake
.	SENT	.
There	RB	there
he	PP	he
used	VBD	use
his	PP$	his
culinary	JJ	culinary
knowledge	NN	knowledge
and	CC	and
talent	NN	talent
to	TO	to
cook	VB	cook
to	TO	to
help	VB	help
feed	VB	feed
displaced	VBN	displace
families	NNS	family
in	IN	in
camps	NNS	camp
,	,	,
and	CC	and
he	PP	he
was	VBD	be
guided	VBN	guide
about	RB	about
how	WRB	how
the	DT	the
locals	NNS	local
liked	VBD	like
to	TO	to
eat	VB	eat
.	SENT	.
With	IN	with
this	DT	this
newfound	JJ	newfound
understanding	NN	understanding
of	IN	of
local	JJ	local
dishes	NNS	dish
,	,	,
he	PP	he
could	MD	could
then	RB	then
provide	VB	provide
for	IN	for
them	PP	them
in	IN	in
the	DT	the
most	RBS	most
caring	JJ	caring
way	NN	way
possible	JJ	possible
.	SENT	.
He	PP	he
used	VBD	use
that	IN	that
ethos	NN	ethos
and	CC	and
founded	VBD	found
World	NP	World
Central	NP	Central
Kitchen	NP	Kitchen
(	(	(
WCF	NP	WCF
)	)	)
with	IN	with
his	PP$	his
wife	NN	wife
.	SENT	.
<p>
WCF	NP	WCF
is	VBZ	be
first	JJ	first
to	TO	to
the	DT	the
frontlines	NNS	frontline
,	,	,
providing	VBG	provide
fresh	JJ	fresh
meals	NNS	meal
in	IN	in
response	NN	response
to	TO	to
humanitarian	JJ	humanitarian
,	,	,
climate	NN	climate
,	,	,
and	CC	and
community	NN	community
crises	NNS	crisis
.	SENT	.
<p>
To	TO	to
date	NN	date
,	,	,
WCF	NP	WCF
has	VBZ	have
served	VBN	serve
more	JJR	more
than	IN	than
70	CD	@card@
million	CD	million
meals	NNS	meal
in	IN	in
Gaza	NP	Gaza
since	IN	since
responding	VBG	respond
to	TO	to
the	DT	the
conflict	NN	conflict
in	IN	in
the	DT	the
region	NN	region
post-October	NP	post-October
7	CD	@card@
.	SENT	.
Sadly	RB	sadly
in	IN	in
April	NP	April
,	,	,
they	PP	they
lost	VBD	lose
seven	CD	seven
team	NN	team
members	NNS	member
,	,	,
including	VBG	include
Australian	JJ	Australian
humanitarian	JJ	humanitarian
Zomi	NP	<unknown>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
airstrike	NN	airstrike
.	SENT	.
<p>
ADVERTISEMENT	NN	advertisement
<p>
"	``	"
We	PP	we
are	VBP	be
restarting	VBG	restart
our	PP$	our
operation	NN	operation
with	IN	with
the	DT	the
same	JJ	same
energy	NN	energy
,	,	,
dignity	NN	dignity
,	,	,
and	CC	and
focus	VB	focus
on	IN	on
feeding	VBG	feed
people	NNS	people
as	IN	as
these	DT	these
seven	CD	seven
heroes	NNS	hero
brought	VBN	bring
to	TO	to
their	PP$	their
work	NN	work
every	DT	every
single	JJ	single
day	NN	day
,	,	,
"	''	"
said	VBD	say
Andr	NP	<unknown>
?	SENT	?
s	NNS	<unknown>
.	SENT	.
<p>
"	``	"
We	PP	we
remain	VBP	remain
focused	VBN	focus
on	IN	on
our	PP$	our
mission	NN	mission
as	IN	as
a	DT	a
nonprofit	JJ	nonprofit
,	,	,
humanitarian	JJ	humanitarian
organisation	NN	organisation
that	WDT	that
works	VBZ	work
shoulder	NN	shoulder
to	TO	to
shoulder	VB	shoulder
with	IN	with
the	DT	the
communities	NNS	community
we	PP	we
serve	VBP	serve
to	TO	to
achieve	VB	achieve
the	DT	the
greatest	JJS	great
impact	NN	impact
.	SENT	.
In	IN	in
Gaza	NP	Gaza
,	,	,
we	PP	we
are	VBP	be
employing	VBG	employ
hundreds	NNS	hundred
of	IN	of
Palestinians	NNS	Palestinian
and	CC	and
have	VB	have
thousands	NNS	thousand
more	RBR	more
volunteering	VBG	volunteer
to	TO	to
make	VB	make
this	DT	this
work	NN	work
possible	JJ	possible
.	SENT	.
"	''	"
<h>
Related	NP	Related
Stories	NP	Stories
<h>
Related	NP	Related
Stories	NP	Stories
<h>
Top	NP	Top
Comments	NP	Comments
<p>
Thanks	NNS	thanks
for	IN	for
this	DT	this
article	NN	article
.	SENT	.
However	RB	however
,	,	,
Israel	NP	Israel
has	VBZ	have
been	VBN	be
and	CC	and
still	RB	still
is	VBZ	be
blocking	VBG	block
aid	NN	aid
going	VBG	go
to	TO	to
Gaza	NP	Gaza
.	SENT	.
UNRWA	NP	<unknown>
the	DT	the
UN	NP	UN
agency	NN	agency
funded	VBN	fund
to	TO	to
support	VB	support
Gaza	NP	Gaza
are	VBP	be
being	VBG	be
blocked	VBN	block
by	IN	by
Israel	NP	Israel
from	IN	from
getting	VBG	get
into	IN	into
the	DT	the
country	NN	country
.	SENT	.
It	PP	it
beggars	VBZ	beggar
belief	NN	belief
and	CC	and
is	VBZ	be
cruel	JJ	cruel
and	CC	and
inhuman	JJ	inhuman
.	SENT	.
<p>
@freepalestine	NN	<unknown>
no	DT	no
food	NN	food
is	VBZ	be
getting	VBG	get
into	IN	into
Gaza	NP	Gaza
at	IN	at
all	DT	all
,	,	,
for	IN	for
over	IN	over
a	DT	a
month	NN	month
now	RB	now
,	,	,
due	JJ	due
to	TO	to
Israeli	JJ	Israeli
blockades	NNS	blockade
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
truly	RB	truly
abhorrent	JJ	abhorrent
,	,	,
disgusting	JJ	disgusting
situation	NN	situation
that	WDT	that
could	MD	could
have	VB	have
been	VBN	be
prevented	VBN	prevent
by	IN	by
western	JJ	western
governments	NNS	government
at	IN	at
any	DT	any
point	NN	point
.	SENT	.
