<p>
What	WP	what
The	DT	the
four	CD	four
sites	NNS	site
of	IN	of
distribution	NN	distribution
,	,	,
located	VBN	locate
in	IN	in
the	DT	the
Tel	NP	Tel
Sultan	NP	Sultan
area	NN	area
of	IN	of
Rafah	NP	<unknown>
and	CC	and
the	DT	the
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
for	IN	for
reasons	NNS	reason
of	IN	of
control	NN	control
,	,	,
surveillance	NN	surveillance
and	CC	and
forced	JJ	forced
displacement	NN	displacement
.	SENT	.
The	DT	the
official	JJ	official
reason	NN	reason
is	VBZ	be
that	IN	that
doing	VBG	do
so	RB	so
ensures	VBZ	ensure
that	IN	that
no	DT	no
aid	NN	aid
ends	VBZ	end
up	RP	up
in	IN	in
the	DT	the
eager	JJ	eager
hands	NNS	hand
of	IN	of
Hamas	NP	<unknown>
.	SENT	.
"	``	"
The	DT	the
establishment	NN	establishment
of	IN	of
the	DT	the
distribution	NN	distribution
centres	NNS	centre
,	,	,
"	''	"
went	VBD	go
the	DT	the
first	JJ	first
official	NN	official
comment	NN	comment
on	IN	on
the	DT	the
distribution	NN	distribution
points	NNS	point
by	IN	by
the	DT	the
IDF	NP	IDF
,	,	,
"	''	"
took	VBD	take
place	NN	place
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
months	NNS	month
,	,	,
facilitated	VBN	facilitate
by	IN	by
the	DT	the
Israeli	JJ	Israeli
political	JJ	political
echelon	NN	echelon
and	CC	and
in	IN	in
coordination	NN	coordination
with	IN	with
the	DT	the
US	NP	US
government	NN	government
.	SENT	.
"	''	"
Saliently	RB	saliently
and	CC	and
devastatingly	RB	devastatingly
,	,	,
the	DT	the
system	NN	system
is	VBZ	be
intended	VBN	intend
to	TO	to
exclude	VB	exclude
the	DT	the
role	NN	role
of	IN	of
experienced	JJ	experienced
aid	NN	aid
agencies	NNS	agency
,	,	,
notably	RB	notably
that	IN	that
of	IN	of
the	DT	the
long	RB	long
abominated	VBN	abominate
United	NP	United
Nations	NPS	Nations
agency	NN	agency
for	IN	for
Palestinian	JJ	Palestinian
refugees	NNS	refugee
(	(	(
UNRWA	NP	<unknown>
)	)	)
.	SENT	.
<p>
Advertisement	NN	advertisement
-	NN	<unknown>
scroll	NN	scroll
to	TO	to
continue	VB	continue
reading	VBG	read
<p>
A	DT	a
vicious	JJ	vicious
example	NN	example
of	IN	of
this	DT	this
new	JJ	new
model	NN	model
of	IN	of
aid	NN	aid
delivery	NN	delivery
was	VBD	be
given	VBN	give
on	IN	on
May	NP	May
27	CD	@card@
,	,	,
with	IN	with
thousands	NNS	thousand
of	IN	of
starving	VBG	starve
Palestinians	NNS	Palestinian
descending	VBG	descend
on	IN	on
a	DT	a
distribution	NN	distribution
point	NN	point
in	IN	in
Rafah	NP	<unknown>
.	SENT	.
Herded	VBN	herd
and	CC	and
harassed	VBN	harass
,	,	,
strife	NN	strife
duly	RB	duly
broke	VBD	break
out	RP	out
.	SENT	.
The	DT	the
compound	NN	compound
was	VBD	be
stormed	VBN	storm
.	SENT	.
Those	DT	those
working	NN	working
for	IN	for
GHF	NP	GHF
retreated	VBD	retreat
after	IN	after
claiming	VBG	claim
to	TO	to
have	VB	have
distributed	VBN	distribute
8,000	CD	@card@
food	NN	food
boxes	NNS	box
.	SENT	.
<p>
Israeli	JJ	Israeli
troops	NNS	troop
duly	RB	duly
opened	VBD	open
fire	NN	fire
.	SENT	.
According	VBG	accord
to	TO	to
the	DT	the
enclave	NN	enclave
'	POS	'
s	NN	S
Government	NP	Government
Media	NP	Media
Office	NP	Office
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
who	WP	who
had	VBD	have
gathered	VBN	gather
to	TO	to
receive	VB	receive
aid	NN	aid
"	''	"
,	,	,
leaving	VBG	leave
10	CD	@card@
dead	JJ	dead
and	CC	and
62	CD	@card@
wounded	VBN	wound
.	SENT	.
Locations	NNS	location
for	IN	for
distribution	NN	distribution
were	VBD	be
subsequently	RB	subsequently
"	``	"
transformed	VBN	transform
into	IN	into
death	NN	death
traps	NNS	traps
under	IN	under
the	DT	the
occupation	NN	occupation
'	POS	'
s	JJ	<unknown>
gunfire	NN	gunfire
"	''	"
.	SENT	.
While	IN	while
there	EX	there
is	VBZ	be
some	DT	some
dispute	NN	dispute
about	IN	about
the	DT	the
figures	NNS	figure
,	,	,
the	DT	the
International	NP	International
Committee	NP	Committee
of	IN	of
the	DT	the
Red	NP	Red
Cross	NP	Cross
confirmed	VBD	confirm
that	DT	that
staff	NN	staff
at	IN	at
its	PP$	its
Red	NP	Red
Cross	NP	Cross
Field	NP	Field
Hospital	NP	Hospital
did	VBD	do
receive	VB	receive
"	''	"
a	DT	a
mass	JJ	mass
casualty	NN	casualty
influx	NN	influx
of	IN	of
48	CD	@card@
patients	NNS	patient
,	,	,
including	VBG	include
women	NNS	woman
and	CC	and
children	NNS	child
.	SENT	.
All	DT	all
were	VBD	be
suffering	VBG	suffer
from	IN	from
gunshot	NN	gunshot
wounds	NNS	wound
.	SENT	.
"	``	"
<p>
This	DT	this
bloody	JJ	bloody
lapse	NN	lapse
was	VBD	be
dismissed	VBN	dismiss
by	IN	by
the	DT	the
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
as	IN	as
a	DT	a
minor	JJ	minor
blemish	NN	blemish
--	:	--
there	EX	there
had	VBD	have
been	VBN	be
a	DT	a
"	``	"
loss	NN	loss
of	IN	of
control	NN	control
momentarily	RB	momentarily
"	''	"
at	IN	at
the	DT	the
distribution	NN	distribution
point	NN	point
.	SENT	.
An	DT	an
IDF	NP	IDF
official	NN	official
,	,	,
however	RB	however
,	,	,
preferred	JJ	preferred
to	TO	to
see	VB	see
the	DT	the
overall	JJ	overall
operation	NN	operation
as	IN	as
a	DT	a
success	NN	success
.	SENT	.
In	IN	in
keeping	VBG	keep
with	IN	with
standard	JJ	standard
practice	NN	practice
,	,	,
the	DT	the
IDF	NP	IDF
had	VBD	have
initially	RB	initially
denied	VBN	deny
ever	RB	ever
firing	VBG	fire
at	IN	at
the	DT	the
desperate	JJ	desperate
throng	NN	throng
,	,	,
merely	RB	merely
letting	VBG	let
off	RP	off
warning	NN	warning
shots	NNS	shot
outside	IN	outside
the	DT	the
compound	NN	compound
.	SENT	.
<p>
In	IN	in
remarks	NNS	remark
to	TO	to
reporters	NNS	reporter
at	IN	at
the	DT	the
Japan	NP	Japan
National	NP	National
Press	NP	Press
Club	NP	Club
in	IN	in
Tokyo	NP	Tokyo
,	,	,
the	DT	the
head	NN	head
of	IN	of
UNRWA	NP	<unknown>
,	,	,
Philippe	NP	Philippe
Lazzarini	NP	<unknown>
,	,	,
expressed	VBD	express
alarm	NN	alarm
at	IN	at
"	``	"
the	DT	the
shocking	JJ	shocking
images	NNS	image
of	IN	of
hungry	JJ	hungry
people	NNS	people
pushing	VBG	push
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
,	,	,
undignified	JJ	undignified
and	CC	and
unsafe	JJ	unsafe
.	SENT	.
"	''	"
Crucially	RB	crucially
,	,	,
this	DT	this
was	VBD	be
"	``	"
a	DT	a
waste	NN	waste
of	IN	of
resources	NNS	resource
and	CC	and
a	DT	a
distraction	NN	distraction
from	IN	from
atrocities	NNS	atrocity
"	''	"
.	SENT	.
The	DT	the
whole	JJ	whole
affair	NN	affair
was	VBD	be
particularly	RB	particularly
galling	VBG	gall
given	VBN	give
the	DT	the
pre-existing	VBG	pre-exist
networks	NNS	network
of	IN	of
humanitarian	JJ	humanitarian
aid	NN	aid
that	IN	that
UNRWA	NP	<unknown>
has	VBZ	have
mastered	VBN	master
over	IN	over
the	DT	the
years	NNS	year
.	SENT	.
The	DT	the
agency	NN	agency
,	,	,
at	IN	at
one	CD	one
point	NN	point
,	,	,
had	VBD	have
as	RB	as
many	JJ	many
as	IN	as
400	CD	@card@
distribution	NN	distribution
centres	NNS	centre
in	IN	in
Gaza	NP	Gaza
.	SENT	.
But	CC	but
Israel	NP	Israel
has	VBZ	have
made	VBN	make
the	DT	the
removal	NN	removal
and	CC	and
elimination	NN	elimination
of	IN	of
the	DT	the
agency	NN	agency
'	POS	'
s	NNS	<unknown>
influence	VBP	influence
a	DT	a
vital	JJ	vital
part	NN	part
of	IN	of
its	PP$	its
policy	NN	policy
,	,	,
one	CD	one
that	WDT	that
ties	VBZ	tie
in	IN	in
with	IN	with
the	DT	the
agenda	NN	agenda
of	IN	of
crushing	VBG	crush
aspirations	NNS	aspiration
for	IN	for
Palestinian	JJ	Palestinian
statehood	NN	statehood
.	SENT	.
<p>
Francesca	NP	Francesca
Albanese	NP	Albanese
,	,	,
the	DT	the
Special	JJ	special
Rapporteur	NN	rapporteur
on	IN	on
the	DT	the
human	JJ	human
rights	NNS	right
situation	NN	situation
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
,	,	,
was	VBD	be
also	RB	also
in	IN	in
no	DT	no
mood	NN	mood
to	TO	to
accept	VB	accept
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
novel	NN	novel
slant	NN	slant
on	IN	on
providing	VBG	provide
aid	NN	aid
.	SENT	.
"	``	"
We	PP	we
continue	VBP	continue
to	TO	to
witness	VB	witness
a	DT	a
brutal	JJ	brutal
humanitarian	JJ	humanitarian
camouflage	NN	camouflage
,	,	,
where	WRB	where
the	DT	the
red	JJ	red
lines	NNS	line
have	VBP	have
led	VBN	lead
to	TO	to
massive	JJ	massive
atrocities	NNS	atrocity
.	SENT	.
"	``	"
This	DT	this
was	VBD	be
part	NN	part
of	IN	of
"	``	"
a	DT	a
deliberate	JJ	deliberate
strategy	NN	strategy
--	:	--
aimed	VBN	aim
at	IN	at
masking	VBG	mask
atrocities	NNS	atrocity
,	,	,
displacing	VBG	displace
the	DT	the
displaced	VBN	displace
,	,	,
bombing	VBG	bomb
the	DT	the
bombarded	VBN	bombard
,	,	,
burning	VBG	burn
Palestinians	NPS	Palestinians
alive	JJ	alive
and	CC	and
maiming	VBG	maim
survivors	NNS	survivor
.	SENT	.
"	''	"
The	DT	the
"	``	"
language	NN	language
of	IN	of
aid	NN	aid
"	''	"
had	VBD	have
been	VBN	be
used	VBN	use
to	TO	to
"	``	"
divert	VB	divert
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
to	TO	to
dismantle	VB	dismantle
the	DT	the
very	JJ	very
principles	NNS	principle
upon	IN	upon
which	WDT	which
humanitarian	JJ	humanitarian
law	NN	law
was	VBD	be
built	VBN	build
.	SENT	.
"	``	"
<p>
The	DT	the
latest	JJS	late
turn	NN	turn
of	IN	of
events	NNS	event
also	RB	also
prompted	VBD	prompt
the	DT	the
rapporteur	NN	rapporteur
to	TO	to
reiterate	VB	reiterate
her	PP$	her
view	NN	view
that	IN	that
nothing	NN	nothing
short	JJ	short
of	IN	of
a	DT	a
full	JJ	full
arms	NNS	arm
embargo	NN	embargo
and	CC	and
the	DT	the
suspension	NN	suspension
of	IN	of
all	DT	all
trade	NN	trade
with	IN	with
Israel	NP	Israel
would	MD	would
do	VB	do
.	SENT	.
"	''	"
The	DT	the
time	NN	time
for	IN	for
sanctions	NNS	sanction
is	VBZ	be
now	RB	now
,	,	,
as	IN	as
Israeli	JJ	Israeli
politicians	NNS	politician
continue	VBP	continue
to	TO	to
call	VB	call
for	IN	for
the	DT	the
extermination	NN	extermination
of	IN	of
babies	NNS	baby
while	IN	while
over	RB	over
80	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
Israeli	JJ	Israeli
society	NN	society
,	,	,
according	VBG	accord
to	TO	to
Israeli	JJ	Israeli
media	NNS	medium
,	,	,
ask	VB	ask
for	IN	for
the	DT	the
forcible	JJ	forcible
removal	NN	removal
of	IN	of
Palestinians	NPS	Palestinians
from	IN	from
Gaza	NP	Gaza
.	SENT	.
"	``	"
<p>
The	DT	the
disgraceful	JJ	disgraceful
deployment	NN	deployment
of	IN	of
select	JJ	select
humanitarian	JJ	humanitarian
services	NNS	service
by	IN	by
GHF	NP	GHF
has	VBZ	have
already	RB	already
seen	VBN	see
its	PP$	its
head	NN	head
resign	VB	resign
.	SENT	.
In	IN	in
a	DT	a
statement	NN	statement
,	,	,
the	DT	the
now	RB	now
former	JJ	former
executive	JJ	executive
director	NN	director
,	,	,
Jake	NP	Jake
Wood	NP	Wood
,	,	,
claimed	VBD	claim
that	IN	that
the	DT	the
Foundation	NP	Foundation
had	VBD	have
failed	VBN	fail
to	TO	to
adhere	VB	adhere
"	''	"
to	TO	to
the	DT	the
humanitarian	JJ	humanitarian
principles	NNS	principle
of	IN	of
humanity	NN	humanity
,	,	,
neutrality	NN	neutrality
,	,	,
impartiality	NN	impartiality
,	,	,
and	CC	and
independence	NN	independence
,	,	,
which	WDT	which
I	PP	I
will	MD	will
not	RB	not
abandon	VB	abandon
.	SENT	.
"	''	"
Middle	JJ	middle
management	NN	management
wonks	NNS	<unknown>
at	IN	at
the	DT	the
GHF	NN	GHF
,	,	,
despite	IN	despite
being	VBG	be
disappointed	VBN	disappoint
at	IN	at
the	DT	the
resignation	NN	resignation
,	,	,
expressed	VBD	express
readiness	NN	readiness
with	IN	with
the	DT	the
boisterous	JJ	boisterous
assertion	NN	assertion
that	IN	that
"	``	"
Our	PP$	our
trucks	NNS	truck
are	VBP	be
loaded	JJ	loaded
and	CC	and
ready	JJ	ready
to	TO	to
go	VB	go
"	''	"
.	SENT	.
The	DT	the
body	NN	body
planned	VBD	plan
"	''	"
to	TO	to
scale	VB	scale
rapidly	RB	rapidly
to	TO	to
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Much	JJ	much
more	RBR	more
humanitarian	JJ	humanitarian
camouflage	NN	camouflage
is	VBZ	be
in	IN	in
the	DT	the
offing	NN	offing
.	SENT	.
<p>
Dr.	NP	Dr.
Binoy	NP	<unknown>
Kampmark	NP	<unknown>
was	VBD	be
a	DT	a
Commonwealth	NP	Commonwealth
Scholar	NN	scholar
at	IN	at
Selwyn	NP	Selwyn
College	NP	College
,	,	,
Cambridge	NP	Cambridge
.	SENT	.
He	PP	he
currently	RB	currently
lectures	VBZ	lecture
at	IN	at
RMIT	NP	<unknown>
University	NP	University
.	SENT	.
Email	NP	Email
:	:	:
bkampmark@gmail.com	NN	<unknown>
<h>
Using	VBG	use
Scoop	NN	scoop
for	IN	for
work	NN	work
?	SENT	?
<p>
Scoop	NN	scoop
is	VBZ	be
free	JJ	free
for	IN	for
personal	JJ	personal
use	NN	use
,	,	,
but	CC	but
you	PP	you
'	POS	'
ll	NNS	<unknown>
need	VBP	need
a	DT	a
licence	NN	licence
for	IN	for
work	NN	work
use	NN	use
.	SENT	.
This	DT	this
is	VBZ	be
part	NN	part
of	IN	of
our	PP$	our
Ethical	JJ	ethical
Paywall	NN	<unknown>
and	CC	and
how	WRB	how
we	PP	we
fund	VBP	fund
Scoop	NN	scoop
.	SENT	.
Join	VB	join
today	NN	today
with	IN	with
plans	NNS	plan
starting	VBG	start
from	IN	from
less	JJR	less
than	IN	than
$3	NN	<unknown>
per	IN	per
week	NN	week
,	,	,
plus	CC	plus
gain	NN	gain
access	NN	access
to	TO	to
exclusive	JJ	exclusive
Pro	NP	Pro
features	NNS	feature
.	SENT	.
