<p>
Prime	NP	Prime
against	IN	against
Hamas	NNS	<unknown>
in	IN	in
the	DT	the
strip	NN	strip
.	SENT	.
<p>
The	DT	the
Israeli	JJ	Israeli
government	NN	government
rejected	VBN	reject
Hamas	NP	<unknown>
'	POS	'
claims	NNS	claim
that	IN	that
it	PP	it
was	VBD	be
an	DT	an
Israeli	JJ	Israeli
airstrike	NN	airstrike
that	WDT	that
caused	VBD	cause
the	DT	the
explosion	NN	explosion
,	,	,
instead	RB	instead
stating	VBG	state
their	PP$	their
intelligence	NN	intelligence
showed	VBD	show
that	IN	that
the	DT	the
explosion	NN	explosion
was	VBD	be
caused	VBN	cause
by	IN	by
failed	JJ	failed
rocket	NN	rocket
aiming	VBG	aim
for	IN	for
Israel	NP	Israel
fired	VBD	fire
by	IN	by
Palestinian	NP	Palestinian
Islamic	NP	Islamic
Jihad	NP	Jihad
,	,	,
another	DT	another
terrorist	JJ	terrorist
group	NN	group
operating	VBG	operate
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
Sunak	NP	<unknown>
also	RB	also
announced	VBD	announce
that	IN	that
the	DT	the
UK	NP	UK
would	MD	would
give	VB	give
?	SENT	?
20	CD	@card@
million	CD	million
more	JJR	more
in	IN	in
humanitarian	JJ	humanitarian
aid	NN	aid
funding	NN	funding
for	IN	for
Gazans	NNS	Gazan
displaced	VBN	displace
and	CC	and
affected	VBN	affect
by	IN	by
the	DT	the
escalating	VBG	escalate
conflict	NN	conflict
,	,	,
with	IN	with
Gaza	NP	Gaza
'	POS	'
s	JJ	<unknown>
health	NN	health
ministry	NN	ministry
claiming	VBG	claim
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
retaliatory	JJ	retaliatory
campaign	NN	campaign
against	IN	against
Hamas	NP	<unknown>
in	IN	in
Gaza	NP	Gaza
has	VBZ	have
killed	VBN	kill
more	JJR	more
than	IN	than
5,000	CD	@card@
people	NNS	people
.	SENT	.
The	DT	the
UK	NP	UK
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
civilians	NNS	civilian
in	IN	in
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
,	,	,
<p>
"	``	"
We	PP	we
are	VBP	be
providing	VBG	provide
an	DT	an
additional	JJ	additional
?	SENT	?
20m	JJ	<unknown>
of	IN	of
humanitarian	JJ	humanitarian
aid	NN	aid
to	TO	to
civilians	NNS	civilian
in	IN	in
Gaza	NP	Gaza
,	,	,
more	RBR	more
than	IN	than
doubling	VBG	double
our	PP$	our
previous	JJ	previous
support	NN	support
to	TO	to
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
,	,	,
"	''	"
Sunak	NP	<unknown>
told	VBD	tell
MPs	NP	MP
.	SENT	.
<p>
Sunak	NP	<unknown>
described	VBD	describe
the	DT	the
Hamas	JJ	<unknown>
terrorist	JJ	terrorist
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
on	IN	on
7	CD	@card@
October	NP	October
as	IN	as
a	DT	a
"	``	"
watershed	JJ	watershed
moment	NN	moment
"	''	"
and	CC	and
said	VBD	say
that	IN	that
the	DT	the
group	NN	group
should	MD	should
no	RB	no
longer	RBR	longer
be	VB	be
permitted	VBN	permit
to	TO	to
run	VB	run
Gaza	NP	Gaza
.	SENT	.
<p>
Over	IN	over
1,400	CD	@card@
Israelis	NPS	Israelis
were	VBD	be
killed	VBN	kill
on	IN	on
7	CD	@card@
October	NP	October
when	WRB	when
Hamas	NP	<unknown>
entered	VBD	enter
Israel	NP	Israel
attacked	VBD	attack
communities	NNS	community
bordering	VBG	border
Gaza	NP	Gaza
;	:	;
over	IN	over
200	CD	@card@
people	NNS	people
,	,	,
including	VBG	include
a	DT	a
number	NN	number
of	IN	of
British	JJ	British
citizens	NNS	citizen
,	,	,
are	VBP	be
currently	RB	currently
being	VBG	be
held	VBN	hold
hostage	NN	hostage
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
"	``	"
Let	VB	let
me	PP	me
be	VB	be
clear	JJ	clear
,	,	,
there	EX	there
is	VBZ	be
no	DT	no
scenario	NN	scenario
where	WRB	where
Hamas	NNS	<unknown>
can	MD	can
be	VB	be
allowed	VBN	allow
to	TO	to
control	VB	control
Gaza	NP	Gaza
--	:	--
or	CC	or
any	DT	any
part	NN	part
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
territory	NN	territory
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
<p>
Labour	NP	Labour
leader	NN	leader
Keir	NP	Keir
Starmer	NP	Starmer
also	RB	also
condemned	VBD	condemn
Hamas	NP	<unknown>
'	POS	'
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
,	,	,
and	CC	and
said	VBD	say
Israel	NP	Israel
had	VBD	have
the	DT	the
right	NN	right
to	TO	to
defend	VB	defend
itself	PP	itself
.	SENT	.
<p>
"	''	"
Hamas	NNS	<unknown>
want	VBP	want
Jews	NNS	jew
to	TO	to
suffer	VB	suffer
.	SENT	.
Hamas	NNS	<unknown>
want	VBP	want
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
to	TO	to
share	NN	share
in	IN	in
the	DT	the
pain	NN	pain
,	,	,
"	''	"
said	VBD	say
Starmer	NP	Starmer
.	SENT	.
<p>
"	''	"
Because	IN	because
the	NP	the
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
their	PP$	their
aim	NN	aim
.	SENT	.
The	DT	the
dignity	NN	dignity
of	IN	of
human	JJ	human
life	NN	life
--	:	--
Jew	NP	Jew
or	CC	or
Muslim	NP	Muslim
--	:	--
means	VBZ	mean
absolutely	RB	absolutely
nothing	NN	nothing
to	TO	to
them	PP	them
.	SENT	.
<p>
"	''	"
And	CC	and
in	IN	in
the	DT	the
light	NN	light
of	IN	of
their	PP$	their
barbarism	NN	barbarism
,	,	,
Israel	NP	Israel
has	VBZ	have
the	DT	the
right	NN	right
to	TO	to
defend	VB	defend
herself	PP	herself
.	SENT	.
"	``	"
<p>
The	DT	the
Labour	NP	Labour
leader	NN	leader
also	RB	also
urged	VBD	urge
Israel	NP	Israel
to	TO	to
act	VB	act
"	''	"
within	IN	within
international	JJ	international
law	NN	law
"	''	"
and	CC	and
that	IN	that
a	DT	a
two	CD	two
state	NN	state
solution	NN	solution
should	MD	should
remain	VB	remain
the	DT	the
ambition	NN	ambition
for	IN	for
Israel	NP	Israel
and	CC	and
Palestine	NP	Palestine
.	SENT	.
<p>
"	``	"
This	DT	this
operation	NN	operation
can	MD	can
and	CC	and
must	MD	must
be	VB	be
done	VBN	do
within	IN	within
international	JJ	international
law	NN	law
.	SENT	.
We	PP	we
democracies	NNS	democracy
know	VBP	know
that	IN	that
all	DT	all
human	JJ	human
life	NN	life
is	VBZ	be
equal	JJ	equal
.	SENT	.
Innocent	JJ	innocent
lives	NNS	life
must	MD	must
be	VB	be
protected	VBN	protect
,	,	,
"	''	"
said	VBD	say
Starmer	NP	Starmer
.	SENT	.
<p>
"	``	"
These	DT	these
are	VBP	be
the	DT	the
principles	NNS	principle
that	WDT	that
differentiate	VBP	differentiate
us	PP	us
from	IN	from
the	DT	the
terrorists	NNS	terrorist
who	WP	who
target	VBP	target
Israel	NP	Israel
<p>
"	''	"
So	RB	so
there	EX	there
must	MD	must
now	RB	now
be	VB	be
clear	JJ	clear
humanitarian	JJ	humanitarian
corridors	NNS	corridor
within	IN	within
Gaza	NP	Gaza
for	IN	for
those	DT	those
escaping	VBG	escape
violence	NN	violence
.	SENT	.
Civilians	NNS	civilian
must	MD	must
not	RB	not
be	VB	be
targeted	VBN	target
.	SENT	.
<p>
"	``	"
And	CC	and
where	WRB	where
Palestinians	NPS	Palestinians
are	VBP	be
forced	VBN	force
to	TO	to
flee	VB	flee
,	,	,
they	PP	they
must	MD	must
not	RB	not
be	VB	be
permanently	RB	permanently
displaced	VBN	displace
from	IN	from
their	PP$	their
homes	NNS	home
.	SENT	.
International	JJ	international
law	NN	law
is	VBZ	be
clear	JJ	clear
.	SENT	.
"	``	"
