<p>
According	VBG	accord
attacked	VBD	attack
Israel	NP	Israel
on	IN	on
Oct.	NP	Oct.
7	CD	@card@
.	SENT	.
AFP	NP	AFP
via	IN	via
Getty	NP	Getty
Images	VBZ	image
<p>
A	DT	a
NYPD	JJ	<unknown>
officer	NN	officer
clashing	VBG	clash
with	IN	with
protestors	NNS	protestor
at	IN	at
the	DT	the
Brooklyn	NP	Brooklyn
rally	NN	rally
on	IN	on
October	NP	October
21	CD	@card@
,	,	,
2023	CD	@card@
.	SENT	.
James	NP	James
Keivom	NP	<unknown>
<p>
People	NNS	people
marching	VBG	march
in	IN	in
support	NN	support
of	IN	of
Palestine	NP	Palestine
in	IN	in
Brooklyn.James	NP	Brooklyn.James
Keivom	NP	<unknown>
<p>
Police	NP	Police
struggled	VBD	struggle
to	TO	to
contain	VB	contain
the	DT	the
massive	JJ	massive
crowd	NN	crowd
of	IN	of
anti-Israel	NP	anti-Israel
demonstrators	NNS	demonstrator
in	IN	in
Bay	NP	Bay
Ridge	NP	Ridge
on	IN	on
Saturday	NP	Saturday
when	WRB	when
thousands	NNS	thousand
took	VBD	take
to	TO	to
the	DT	the
streets	NNS	street
and	CC	and
clashed	VBN	clash
with	IN	with
New	NP	New
York	NP	York
'	POS	'
s	JJ	<unknown>
finest	JJS	fine
.	SENT	.
Cops	VBZ	cop
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
<p>
Thousands	NNS	thousand
of	IN	of
anti-Israeli	NP	anti-Israeli
demonstrators	NNS	demonstrator
took	VBD	take
to	TO	to
the	DT	the
streets	NNS	street
on	IN	on
Saturday	NP	Saturday
in	IN	in
Bay	NP	Bay
Ridge	NP	Ridge
,	,	,
which	WDT	which
boasts	VBZ	boast
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
concentrations	NNS	concentration
of	IN	of
Arab-American	JJ	Arab-American
residents	NNS	resident
in	IN	in
the	DT	the
Big	NP	Big
Apple	NP	Apple
.	SENT	.
Police	NNS	Police
said	VBD	say
19	CD	@card@
of	IN	of
the	DT	the
demonstrators	NNS	demonstrator
were	VBD	be
arrested	VBN	arrest
.	SENT	.
James	NP	James
Keivom	NP	<unknown>
