<h>
Israelis	NPS	Israelis
left	VBN	leave
behind	RB	behind
,	,	,
people	NNS	people
who	WP	who
needed	VBD	need
something	NN	something
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
<p>
"	''	"
WE	PP	we
STARTED	VBD	start
TEXTING	NP	<unknown>
"	``	"
<p>
Noa	NP	Noa
Argamani	NP	Argamani
and	CC	and
her	PP$	her
boyfriend	NN	boyfriend
Avinatan	NP	Avinatan
Or	CC	or
were	VBD	be
also	RB	also
at	IN	at
the	DT	the
party	NN	party
but	CC	but
did	VBD	do
not	RB	not
make	VB	make
it	PP	it
home	NN	home
.	SENT	.
<p>
They	PP	they
are	VBP	be
now	RB	now
identified	VBN	identify
among	IN	among
dozens	NNS	dozen
of	IN	of
Israelis	NPS	Israelis
apparently	RB	apparently
held	VBD	hold
captive	NN	captive
in	IN	in
Gaza	NP	Gaza
after	IN	after
video	NN	video
circulated	VBD	circulate
showing	VBG	show
Noa	NP	Noa
being	VBG	be
carried	VBN	carry
away	RP	away
on	IN	on
the	DT	the
back	NN	back
of	IN	of
a	DT	a
motorcycle	NN	motorcycle
,	,	,
pleading	VBG	plead
and	CC	and
reaching	VBG	reach
out	RP	out
towards	IN	towards
her	PP$	her
boyfriend	NN	boyfriend
being	VBG	be
marched	VBN	march
alongside	IN	alongside
on	IN	on
foot	NN	foot
.	SENT	.
<p>
As	IN	as
warning	VBG	warn
sirens	NNS	siren
sounded	VBN	sound
across	IN	across
southern	JJ	southern
and	CC	and
central	JJ	central
Israel	NP	Israel
when	WRB	when
the	DT	the
missiles	NNS	missile
started	VBD	start
flying	VBG	fly
in	IN	in
the	DT	the
early	JJ	early
hours	NNS	hour
of	IN	of
Saturday	NP	Saturday
,	,	,
people	NNS	people
started	VBD	start
trying	VBG	try
to	TO	to
contact	VB	contact
friends	NNS	friend
and	CC	and
relatives	NNS	relative
.	SENT	.
<p>
"	''	"
We	PP	we
started	VBD	start
texting	VBG	<unknown>
everyone	NN	everyone
,	,	,
"	''	"
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
friends	NNS	friend
at	IN	at
the	DT	the
party	NN	party
managed	VBD	manage
to	TO	to
escape	VB	escape
in	IN	in
their	PP$	their
cars	NNS	car
,	,	,
he	PP	he
said	VBD	say
but	CC	but
at	IN	at
first	RB	first
it	PP	it
was	VBD	be
impossible	JJ	impossible
to	TO	to
get	VB	get
in	IN	in
touch	NN	touch
with	IN	with
Noa	NP	Noa
or	CC	or
Avinatan	NP	Avinatan
until	IN	until
he	PP	he
received	VBD	receive
a	DT	a
text	NN	text
himself	PP	himself
.	SENT	.
<p>
"	''	"
She	PP	she
texted	VBD	<unknown>
me	PP	me
her	PP	her
live	VBP	live
location	NN	location
and	CC	and
a	DT	a
message	NN	message
that	WDT	that
says	VBZ	say
'	''	'
I	PP	I
hope	VBP	hope
someone	NN	someone
can	MD	can
come	VB	come
save	VB	save
us	PP	us
,	,	,
'	''	'
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
<p>
He	PP	he
said	VBD	say
he	PP	he
had	VBD	have
seen	VBN	see
photos	NNS	photo
of	IN	of
the	DT	the
pair	NN	pair
hiding	NN	hiding
in	IN	in
a	DT	a
hole	NN	hole
,	,	,
waiting	VBG	wait
for	IN	for
rescue	NN	rescue
.	SENT	.
<p>
Yaakov	NP	Yaakov
Argamani	NP	Argamani
,	,	,
Noa	NP	Noa
'	POS	'
s	NN	S
father	NN	father
,	,	,
told	VBD	tell
Channel	NP	Channel
12	CD	@card@
television	NN	television
that	IN	that
he	PP	he
had	VBD	have
seen	VBN	see
the	DT	the
footage	NN	footage
of	IN	of
his	PP$	his
daughter	NN	daughter
being	VBG	be
driven	VBN	drive
away	RP	away
on	IN	on
the	DT	the
motorbike	NN	motorbike
and	CC	and
confirmed	VBD	confirm
her	PP$	her
identity	NN	identity
.	SENT	.
<p>
"	``	"
She	PP	she
was	VBD	be
so	RB	so
terrified	VBN	terrify
.	SENT	.
I	PP	I
always	RB	always
protected	VBD	protect
her	PP	her
and	CC	and
in	IN	in
this	DT	this
moment	NN	moment
I	PP	I
could	MD	could
n't	RB	n't
.	SENT	.
"	''	"
<p>
(	(	(
Additional	JJ	additional
reporting	NN	reporting
by	IN	by
Ari	NP	Ari
Rabinovitch	NP	Rabinovitch
;	:	;
Writing	VBG	write
by	IN	by
James	NP	James
Mackenzie	NP	Mackenzie
;	:	;
editing	VBG	edit
by	IN	by
Diane	NP	Diane
Craft	NP	Craft
)	)	)
<h>
Recommended	VBD	recommend
Stories	NP	Stories
<p>
On	IN	on
Monday	NP	Monday
,	,	,
Israel	NP	Israel
ordered	VBD	order
a	DT	a
"	``	"
complete	JJ	complete
siege	NN	siege
"	''	"
on	IN	on
Gaza	NP	Gaza
after	IN	after
launching	VBG	launch
several	JJ	several
airstrikes	NNS	airstrike
from	IN	from
land	NN	land
and	CC	and
sea	NN	sea
into	IN	into
the	DT	the
strip	NN	strip
,	,	,
an	DT	an
area	NN	area
of	IN	of
140	CD	@card@
square	JJ	square
miles	NNS	mile
,	,	,
from	IN	from
which	WDT	which
the	DT	the
2.3	CD	@card@
million	CD	million
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
no	DT	no
electricity	NN	electricity
,	,	,
no	DT	no
food	NN	food
,	,	,
no	DT	no
fuel	NN	fuel
,	,	,
"	''	"
Israeli	NP	Israeli
Defense	NP	Defense
Minister	NP	Minister
Yoav	NP	<unknown>
Gallant	NN	gallant
said	VBD	say
.	SENT	.
"	``	"
We	PP	we
are	VBP	be
fighting	VBG	fight
human	JJ	human
animals	NNS	animal
and	CC	and
are	VBP	be
acting	VBG	act
accordingly	RB	accordingly
.	SENT	.
"	''	"
<p>
Several	JJ	several
groups	NNS	group
of	IN	of
hacktivists	NNS	<unknown>
have	VBP	have
targeted	VBN	target
Israeli	JJ	Israeli
websites	NNS	website
with	IN	with
floods	NNS	flood
of	IN	of
malicious	JJ	malicious
traffic	NN	traffic
following	VBG	follow
a	DT	a
surprise	NN	surprise
land	NN	land
,	,	,
sea	NN	sea
and	CC	and
air	NN	air
attack	NN	attack
launched	VBN	launch
against	IN	against
Israel	NP	Israel
by	IN	by
militant	JJ	militant
group	NN	group
Hamas	NN	<unknown>
on	IN	on
Saturday	NP	Saturday
,	,	,
which	WDT	which
prompted	VBD	prompt
Israel	NP	Israel
to	TO	to
declare	VB	declare
war	NN	war
and	CC	and
retaliate	VB	retaliate
.	SENT	.
Israeli	JJ	Israeli
newspaper	NN	newspaper
The	DT	the
Jerusalem	NP	Jerusalem
Post	NP	Post
reported	VBD	report
Monday	NP	Monday
that	IN	that
since	IN	since
Saturday	NP	Saturday
morning	NN	morning
its	PP$	its
website	NN	website
was	VBD	be
down	RB	down
"	``	"
due	JJ	due
to	TO	to
a	DT	a
series	NN	series
of	IN	of
cyberattacks	NNS	cyberattack
initiated	VBN	initiate
against	IN	against
us	PP	us
.	SENT	.
"	''	"
?	SENT	?
?	SENT	?
The	DT	the
Jerusalem	NP	Jerusalem
Post	NP	Post
is	VBZ	be
currently	RB	currently
experiencing	VBG	experience
downtime	NN	downtime
due	JJ	due
to	TO	to
a	DT	a
series	NN	series
of	IN	of
cyberattacks	NNS	cyberattack
initiated	VBN	initiate
against	IN	against
us	PP	us
since	IN	since
yesterday	NN	yesterday
morning	NN	morning
.	SENT	.
<p>
Disney	NP	Disney
shares	NNS	share
hit	VBD	hit
a	DT	a
new	JJ	new
nine-year	JJ	nine-year
low	JJ	low
last	JJ	last
week	NN	week
as	IN	as
the	DT	the
company	NN	company
grapples	VBZ	grapple
with	IN	with
various	JJ	various
uncertainties	NNS	uncertainty
from	IN	from
leadership	NN	leadership
unknowns	NNS	unknown
to	TO	to
a	DT	a
potential	JJ	potential
asset	NN	asset
sale	NN	sale
--	:	--
all	RB	all
while	IN	while
activist	JJ	activist
investor	NN	investor
Nelson	NP	Nelson
Peltz	NP	Peltz
launches	VBZ	launch
a	DT	a
renewed	JJ	renewed
attack	NN	attack
on	IN	on
the	DT	the
media	NNS	medium
giant	NN	giant
.	SENT	.
