<p>
Speaking	VBG	speak
Noam	NP	Noam
told	VBD	tell
how	WRB	how
one	CD	one
woman	NN	woman
captured	VBN	capture
by	IN	by
Hamas	NP	<unknown>
was	VBD	be
a	DT	a
holocaust	NN	holocaust
survivor	NN	survivor
who	WP	who
was	VBD	be
on	IN	on
the	DT	the
Kindertransport	NP	Kindertransport
-	NN	<unknown>
a	DT	a
series	NN	series
of	IN	of
rescue	NN	rescue
efforts	NNS	effort
between	IN	between
1938	CD	@card@
and	CC	and
1940	CD	@card@
which	WDT	which
brought	VBD	bring
thousands	NNS	thousand
of	IN	of
refugee	NN	refugee
children	NNS	child
to	TO	to
Britain	NP	Britain
from	IN	from
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
daughter	NN	daughter
is	VBZ	be
also	RB	also
among	IN	among
those	DT	those
being	JJ	being
held	JJ	held
hostage	NN	hostage
.	SENT	.
<p>
More	RBR	more
loved	VBN	love
ones	NNS	one
who	WP	who
were	VBD	be
captured	VBN	capture
by	IN	by
Hamas	NP	<unknown>
(	(	(
<p>
Image	NN	image
:	:	:
<p>
PA	NN	pa
)	)	)
<p>
"	``	"
The	DT	the
kibbutz	NN	kibbutz
is	VBZ	be
gone	VBN	go
,	,	,
the	DT	the
dead	JJ	dead
are	VBP	be
dead	JJ	dead
and	CC	and
somewhere	RB	somewhere
in	IN	in
Gaza	NP	Gaza
there	EX	there
are	VBP	be
children	NNS	child
and	CC	and
mothers	NNS	mother
and	CC	and
this	DT	this
is	VBZ	be
our	PP$	our
fight	NN	fight
now	RB	now
,	,	,
"	''	"
said	VBD	say
Sharon	NP	Sharon
.	SENT	.
<p>
"	``	"
I	PP	I
need	VBP	need
to	TO	to
give	VB	give
a	DT	a
voice	NN	voice
for	IN	for
them	PP	them
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
be	VB	be
a	DT	a
special	JJ	special
kind	NN	kind
of	IN	of
person	NN	person
to	TO	to
take	VB	take
an	DT	an
85-year-old	JJ	85-year-old
woman	NN	woman
out	IN	out
of	IN	of
her	PP$	her
bed	NN	bed
.	SENT	.
My	PP$	my
mum	NN	mum
was	VBD	be
taken	VBN	take
from	IN	from
her	PP$	her
home	NN	home
.	SENT	.
She	PP	she
was	VBD	be
detached	VBN	detach
from	IN	from
her	PP$	her
oxygen	NN	oxygen
in	IN	in
order	NN	order
to	TO	to
load	VB	load
her	PP	her
onto	IN	onto
a	DT	a
motorbike	NN	motorbike
or	CC	or
something	NN	something
.	SENT	.
There	EX	there
are	VBP	be
mothers	NNS	mother
waiting	VBG	wait
for	IN	for
their	PP$	their
children	NNS	child
.	SENT	.
There	EX	there
is	VBZ	be
goodness	NN	goodness
in	IN	in
the	DT	the
world	NN	world
,	,	,
butchery	NN	butchery
is	VBZ	be
not	RB	not
something	NN	something
we	PP	we
accept	VBP	accept
.	SENT	.
I	PP	I
do	VBP	do
n't	RB	n't
accept	VB	accept
it	PP	it
from	IN	from
Boko	NP	<unknown>
Haram	NP	<unknown>
,	,	,
I	PP	I
do	VBP	do
n't	RB	n't
accept	VB	accept
it	PP	it
from	IN	from
Isis	NP	Isis
and	CC	and
I	PP	I
do	VBP	do
n't	RB	n't
accept	VB	accept
it	PP	it
from	IN	from
our	PP$	our
neighbours	NNS	neighbour
.	SENT	.
My	PP$	my
father	NN	father
would	MD	would
say	VB	say
to	TO	to
me	PP	me
:	:	:
'	''	'
Do	VBP	do
n't	RB	n't
bother	VB	bother
with	IN	with
me	PP	me
,	,	,
I	PP	I
'	POS	'
m	NN	m
83-years-old	JJ	<unknown>
,	,	,
bother	VB	bother
with	IN	with
my	PP$	my
neighbour	NN	neighbour
'	POS	'
s	NN	S
three	CD	three
children	NNS	child
,	,	,
bother	VB	bother
with	IN	with
your	PP$	your
friend	NN	friend
'	POS	'
s	NNS	<unknown>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
his	PP$	his
mum	JJ	mum
Ada	NP	Ada
:	:	:
"	``	"
By	IN	by
9.20am	JJ	<unknown>
UK	NP	UK
time	NN	time
she	PP	she
went	VBD	go
into	IN	into
her	PP$	her
safe	JJ	safe
room	NN	room
inside	IN	inside
her	PP$	her
house	NN	house
.	SENT	.
Living	VBG	live
on	IN	on
her	PP$	her
own	JJ	own
.	SENT	.
Living	VBG	live
with	IN	with
the	DT	the
grief	NN	grief
of	IN	of
losing	VBG	lose
my	PP$	my
dad	NN	dad
one	CD	one
year	NN	year
ago	RB	ago
.	SENT	.
<p>
"	''	"
Snatched	VBN	snatch
by	IN	by
men	NNS	man
in	IN	in
their	PP$	their
20s	NNS	20s
,	,	,
30s	NNS	30s
,	,	,
40s	NP	40s
,	,	,
who	WP	who
took	VBD	take
elderly	JJ	elderly
people	NNS	people
and	CC	and
kids	NNS	kid
as	IN	as
captives	NNS	captive
.	SENT	.
We	PP	we
are	VBP	be
bleeding	VBG	bleed
,	,	,
we	PP	we
are	VBP	be
in	IN	in
pain	NN	pain
and	CC	and
disbelief	NN	disbelief
.	SENT	.
<p>
"	``	"
People	NNS	people
who	WP	who
survived	VBD	survive
the	DT	the
holocaust	NN	holocaust
find	VBP	find
themselves	PP	themselves
facing	VBG	face
another	DT	another
one	CD	one
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
place	NN	place
for	IN	for
politics	NNS	politics
,	,	,
these	DT	these
are	VBP	be
peace-loving	JJ	peace-loving
people	NNS	people
who	WP	who
fought	VBD	fight
their	PP$	their
whole	JJ	whole
lives	NNS	life
for	IN	for
co-existence	NN	co-existence
and	CC	and
good	JJ	good
neighbouring	VBG	neighbour
relationships	NNS	relationship
.	SENT	.
"	``	"
<p>
Also	RB	also
taken	VBN	take
was	VBD	be
another	DT	another
young	JJ	young
girl	NN	girl
called	VBN	call
Abigail	NP	Abigail
.	SENT	.
Others	NNS	other
included	VBD	include
:	:	:
Tamir	NP	Tamir
Adar	NP	Adar
,	,	,
38	CD	@card@
,	,	,
Yafa	NP	Yafa
Adar	NP	Adar
,	,	,
85	CD	@card@
,	,	,
Noam	NP	Noam
Elyakim	NP	Elyakim
,	,	,
Dikla	NP	<unknown>
Aava	NP	<unknown>
,	,	,
50	CD	@card@
,	,	,
Dafna	NP	<unknown>
Elyakim	NP	Elyakim
,	,	,
Timer	NN	timer
Eliaz	NP	<unknown>
Arava	NP	<unknown>
,	,	,
17	CD	@card@
,	,	,
Ela	NP	Ela
Elyakim	NP	Elyakim
,	,	,
and	CC	and
Nahal	NP	<unknown>
Oz	NP	Oz
.	SENT	.
The	DT	the
Israeli	JJ	Israeli
government	NN	government
is	VBZ	be
under	IN	under
intense	JJ	intense
public	JJ	public
pressure	NN	pressure
to	TO	to
topple	VB	topple
Hamas	NNS	<unknown>
after	IN	after
its	PP$	its
militants	NNS	militant
stormed	VBN	storm
through	IN	through
a	DT	a
border	NN	border
fence	NN	fence
on	IN	on
Saturday	NP	Saturday
and	CC	and
killed	VBN	kill
hundreds	NNS	hundred
of	IN	of
Israelis	NNS	Israeli
in	IN	in
their	PP$	their
homes	NNS	home
,	,	,
on	IN	on
the	DT	the
streets	NNS	street
and	CC	and
at	IN	at
an	DT	an
outdoor	JJ	outdoor
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
been	VBN	be
raining	VBG	rain
hell	NN	hell
from	IN	from
the	DT	the
sky	NN	sky
onto	IN	onto
the	DT	the
besieged	JJ	besieged
Gaza	NP	Gaza
enclave	NN	enclave
which	WDT	which
is	VBZ	be
home	NN	home
to	TO	to
millions	NNS	million
of	IN	of
Palestinians	NPS	Palestinians
.	SENT	.
<p>
Two	CD	two
London-based	JJ	London-based
British	NP	British
Israelis	NPS	Israelis
,	,	,
Sharon	NP	Sharon
Lifschitz	NP	<unknown>
and	CC	and
Noam	NP	Noam
Sagi	NP	Sagi
,	,	,
whose	WP$	whose
parents	NNS	parent
are	VBP	be
among	IN	among
the	DT	the
hostages	NNS	hostage
held	VBN	hold
by	IN	by
Hamas	NP	<unknown>
in	IN	in
Gaza	NP	Gaza
held	VBD	hold
the	DT	the
"	``	"
Defend	VB	defend
Israeli	NP	Israeli
Democracy	NP	Democracy
UK	NP	UK
"	''	"
press	NN	press
conference	NN	conference
at	IN	at
Plaza	NP	Plaza
Westminster	NP	Westminster
Bridge	NP	Bridge
Hotel	NP	Hotel
in	IN	in
London	NP	London
.	SENT	.
Asked	VBN	ask
what	WP	what
keeps	VBZ	keep
them	PP	them
going	VBG	go
,	,	,
Sharon	NP	Sharon
says	VBZ	say
she	PP	she
has	VBZ	have
to	TO	to
"	``	"
face	VB	face
my	PP$	my
friends	NNS	friend
and	CC	and
tell	VB	tell
them	PP	them
I	NP	I
'	POS	'
m	NN	m
doing	VBG	do
my	PP$	my
bit	NN	bit
"	''	"
.	SENT	.
She	PP	she
says	VBZ	say
they	PP	they
now	RB	now
have	VB	have
to	TO	to
fight	VB	fight
for	IN	for
"	``	"
those	DT	those
we	PP	we
can	MD	can
still	RB	still
save	VB	save
"	''	"
.	SENT	.
<p>
Noam	NP	Noam
says	VBZ	say
he	PP	he
wants	VBZ	want
his	PP$	his
son	NN	son
to	TO	to
be	VB	be
with	IN	with
his	PP$	his
grandmother	NN	grandmother
for	IN	for
his	PP$	his
next	JJ	next
birthday	NN	birthday
.	SENT	.
He	PP	he
says	VBZ	say
the	DT	the
kibbutz	NN	kibbutz
A	DT	a
Jewish	JJ	Jewish
settlement	NN	settlement
in	IN	in
Israel	NP	Israel
is	VBZ	be
from	IN	from
is	VBZ	be
a	DT	a
"	``	"
very	RB	very
,	,	,
very	RB	very
small	JJ	small
community	NN	community
"	''	"
and	CC	and
80	CD	@card@
people	NNS	people
have	VBP	have
been	VBN	be
taken	VBN	take
hostage	NN	hostage
.	SENT	.
They	PP	they
are	VBP	be
all	DT	all
people	NNS	people
he	PP	he
was	VBD	be
close	JJ	close
to	TO	to
growing	VBG	grow
up	RP	up
so	IN	so
he	PP	he
will	MD	will
"	``	"
do	VB	do
everything	NN	everything
I	PP	I
can	MD	can
for	IN	for
them	PP	them
"	''	"
,	,	,
he	PP	he
says	VBZ	say
.	SENT	.
<p>
As	IN	as
the	DT	the
conference	NN	conference
began	VBD	begin
,	,	,
the	DT	the
host	NN	host
said	VBD	say
:	:	:
"	``	"
Hamas	NP	<unknown>
...	:	...
is	VBZ	be
a	DT	a
modern	JJ	modern
day	NN	day
death	NN	death
squad	NN	squad
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
their	PP$	their
mothers	NNS	mother
and	CC	and
children	NNS	child
from	IN	from
their	PP$	their
beds	NNS	bed
and	CC	and
brutally	RB	brutally
,	,	,
cold-bloodedly	RB	cold-bloodedly
slaughtered	VBN	slaughter
them	PP	them
.	SENT	.
<p>
"	``	"
Girls	NNS	girl
were	VBD	be
raped	VBN	rape
over	IN	over
their	PP$	their
friends	NNS	friend
'	POS	'
bodies	NNS	body
,	,	,
many	JJ	many
survivors	NNS	survivor
were	VBD	be
kidnapped	VBN	kidnap
.	SENT	.
These	DT	these
horrific	JJ	horrific
acts	NNS	act
were	VBD	be
celebrated	VBN	celebrate
on	IN	on
the	DT	the
streets	NNS	street
of	IN	of
Tehran	NP	Tehran
,	,	,
Gaza	NP	Gaza
and	CC	and
even	RB	even
by	IN	by
some	DT	some
here	RB	here
in	IN	in
London	NP	London
.	SENT	.
We	PP	we
have	VBP	have
never	RB	never
before	RB	before
in	IN	in
Israel	NP	Israel
experienced	VBD	experience
such	PDT	such
a	DT	a
traumatic	JJ	traumatic
event	NN	event
,	,	,
which	WDT	which
will	MD	will
take	VB	take
years	NNS	year
,	,	,
if	IN	if
not	RB	not
generations	NNS	generation
,	,	,
to	TO	to
overcome	VB	overcome
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
biggest	JJS	big
hostage	NN	hostage
crisis	NN	crisis
the	DT	the
world	NN	world
has	VBZ	have
faced	VBN	face
in	IN	in
decades	NNS	decade
.	SENT	.
"	''	"
<p>
Yesterday	RB	yesterday
,	,	,
a	DT	a
fourth	JJ	fourth
Brit	NP	Brit
was	VBD	be
confirmed	VBN	confirm
dead	RB	dead
after	IN	after
he	PP	he
had	VBD	have
not	RB	not
been	VBN	be
heard	VBN	hear
from	IN	from
since	IN	since
the	DT	the
invasion	NN	invasion
early	RB	early
on	IN	on
Saturday	NP	Saturday
morning	NN	morning
.	SENT	.
Jake	NP	Jake
Marlowe	NP	Marlowe
was	VBD	be
providing	VBG	provide
security	NN	security
for	IN	for
a	DT	a
music	NN	music
event	NN	event
in	IN	in
the	DT	the
desert	NN	desert
near	IN	near
Kibbutz	NN	kibbutz
Re'im	NP	<unknown>
,	,	,
close	JJ	close
to	TO	to
the	DT	the
Gaza	NP	Gaza
border	NN	border
.	SENT	.
On	IN	on
Wednesday	NP	Wednesday
afternoon	NN	afternoon
,	,	,
the	DT	the
embassy	NN	embassy
told	VBD	tell
the	DT	the
PA	NN	pa
news	NN	news
agency	NN	agency
:	:	:
"	``	"
UK	NP	UK
national	JJ	national
Jake	NP	Jake
Marlowe	NP	Marlowe
,	,	,
now	RB	now
confirmed	VBD	confirm
dead	JJ	dead
in	IN	in
southern	JJ	southern
Israel	NP	Israel
.	SENT	.
Repatriation	NN	repatriation
plans	NNS	plan
being	VBG	be
put	VBN	put
in	IN	in
place	NN	place
.	SENT	.
"	``	"
<p>
The	DT	the
shocking	JJ	shocking
revelation	NN	revelation
was	VBD	be
made	VBN	make
at	IN	at
a	DT	a
press	NN	press
conference	NN	conference
held	VBN	hold
in	IN	in
London	NP	London
today	NN	today
<p>
Earlier	RBR	earlier
this	DT	this
week	NN	week
the	DT	the
families	NNS	family
of	IN	of
a	DT	a
second	NN	second
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
ones	NNS	one
killed	VBN	kill
in	IN	in
Israel	NP	Israel
.	SENT	.
Bernard	NP	Bernard
Cowan	NP	Cowan
,	,	,
57	CD	@card@
,	,	,
who	WP	who
grew	VBD	grow
up	RP	up
in	IN	in
Glasgow	NP	Glasgow
,	,	,
Scotland	NP	Scotland
,	,	,
died	VBN	die
on	IN	on
Saturday	NP	Saturday
.	SENT	.
A	DT	a
statement	NN	statement
from	IN	from
his	PP$	his
family	NN	family
said	VBD	say
:	:	:
"	``	"
We	PP	we
are	VBP	be
grieving	VBG	grieve
the	DT	the
loss	NN	loss
of	IN	of
our	PP$	our
son	NN	son
and	CC	and
brother	NN	brother
,	,	,
Bernard	NP	Bernard
Cowan	NP	Cowan
,	,	,
who	WP	who
was	VBD	be
horrifically	RB	horrifically
murdered	VBN	murder
on	IN	on
Saturday	NP	Saturday
during	IN	during
the	DT	the
surprise	JJ	surprise
terrorist	JJ	terrorist
attack	NN	attack
on	IN	on
Israel	NP	Israel
by	IN	by
Hamas	NP	<unknown>
.	SENT	.
<p>
"	``	"
We	PP	we
ask	VBP	ask
for	IN	for
privacy	NN	privacy
at	IN	at
this	DT	this
time	NN	time
while	IN	while
we	PP	we
process	VBP	process
this	DT	this
huge	JJ	huge
loss	NN	loss
to	TO	to
our	PP$	our
family	NN	family
,	,	,
both	CC	both
at	IN	at
home	NN	home
and	CC	and
in	IN	in
Israel	NP	Israel
,	,	,
and	CC	and
to	TO	to
the	DT	the
Jewish	JJ	Jewish
community	NN	community
in	IN	in
Glasgow	NP	Glasgow
where	WRB	where
he	PP	he
will	MD	will
be	VB	be
sorely	RB	sorely
missed	VBN	miss
.	SENT	.
"	''	"
The	DT	the
57-year-old	NN	57-year-old
grew	VBD	grow
up	RP	up
near	IN	near
Glasgow	NP	Glasgow
,	,	,
Scotland	NP	Scotland
,	,	,
before	IN	before
moving	VBG	move
out	RP	out
to	TO	to
the	DT	the
Middle	NP	Middle
East	NP	East
.	SENT	.
His	PP$	his
heartbroken	JJ	heartbroken
brother	NN	brother
Colin	NP	Colin
shared	VBD	share
the	DT	the
news	NN	news
on	IN	on
Facebook	NP	<unknown>
,	,	,
stating	VBG	state
that	IN	that
"	``	"
we	PP	we
are	VBP	be
all	RB	all
devastated	VBN	devastate
"	''	"
.	SENT	.
<p>
Dan	NP	Dan
Darlington	NP	Darlington
,	,	,
a	DT	a
Brit	NP	Brit
photographer	NN	photographer
,	,	,
and	CC	and
his	PP$	his
German	JJ	German
girlfriend	NN	girlfriend
,	,	,
Carolin	NP	Carolin
Bohl	NP	Bohl
,	,	,
were	VBD	be
also	RB	also
confirmed	VBN	confirm
dead	JJ	dead
after	IN	after
they	PP	they
attended	VBD	attend
the	DT	the
music	NN	music
festival	NN	festival
that	WDT	that
turned	VBD	turn
into	IN	into
the	DT	the
site	NN	site
of	IN	of
a	DT	a
blood	NN	blood
bath	NN	bath
.	SENT	.
