<h>
Thank	VB	thank
cemetery	NN	cemetery
in	IN	in
Gedera	NP	<unknown>
,	,	,
a	DT	a
town	NN	town
in	IN	in
the	DT	the
southern	JJ	southern
end	NN	end
of	IN	of
central	JJ	central
Israel	NP	Israel
.	SENT	.
<p>
Thousands	NNS	thousand
of	IN	of
people	NNS	people
were	VBD	be
in	IN	in
attendance	NN	attendance
at	IN	at
the	DT	the
Supernova	NN	supernova
Festival	NP	Festival
and	CC	and
around	RB	around
260	CD	@card@
bodies	NNS	body
have	VBP	have
reportedly	RB	reportedly
been	VBN	be
removed	VBN	remove
from	IN	from
the	NP	the
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
<p>
Her	PP$	her
aunt	NN	aunt
Pat	NP	Pat
Cooper	NP	Cooper
,	,	,
who	WP	who
is	VBZ	be
from	IN	from
Coolrain	NP	<unknown>
,	,	,
said	VBD	say
in	IN	in
a	DT	a
statement	NN	statement
earlier	RBR	earlier
this	DT	this
week	NN	week
that	IN	that
her	PP	her
"	``	"
beautiful	JJ	beautiful
"	''	"
niece	NN	niece
Kim	NP	Kim
had	VBD	have
most	RBS	most
recently	RB	recently
paid	VBN	pay
a	DT	a
visit	NN	visit
to	TO	to
Ireland	NP	Ireland
this	DT	this
summer	NN	summer
for	IN	for
her	PP$	her
cousin	NN	cousin
'	POS	'
s	NN	S
wedding	NN	wedding
.	SENT	.
<p>
She	PP	she
said	VBD	say
:	:	:
"	``	"
Kim	NP	Kim
Damti	NP	<unknown>
is	VBZ	be
our	PP$	our
gorgeous	JJ	gorgeous
,	,	,
beautiful	JJ	beautiful
niece	NN	niece
--	:	--
a	DT	a
bright	JJ	bright
intelligent	JJ	intelligent
young	JJ	young
woman	NN	woman
with	IN	with
a	DT	a
big	JJ	big
heart	NN	heart
full	JJ	full
of	IN	of
kindness	NN	kindness
and	CC	and
compassion	NN	compassion
.	SENT	.
Her	PP$	her
mother	NN	mother
is	VBZ	be
Jennifer	NP	Jennifer
Cooper	NP	Cooper
-	NN	<unknown>
our	PP$	our
wonderful	JJ	wonderful
and	CC	and
dearly	RB	dearly
loved	VBD	love
sister	NN	sister
.	SENT	.
<p>
"	''	"
Kim	NP	Kim
'	POS	'
s	JJ	<unknown>
most	RBS	most
recent	JJ	recent
visit	NN	visit
to	TO	to
Ireland	NP	Ireland
was	VBD	be
just	RB	just
this	DT	this
summer	NN	summer
when	WRB	when
she	PP	she
and	CC	and
her	PP$	her
mother	NN	mother
joined	VBD	join
the	DT	the
family	NN	family
to	TO	to
celebrate	VB	celebrate
the	DT	the
wedding	NN	wedding
of	IN	of
her	PP$	her
cousin	NN	cousin
Alan	NP	Alan
.	SENT	.
"	''	"
<p>
Tanaiste	NP	<unknown>
Micheal	NP	Micheal
Martin	NP	Martin
reacted	VBD	react
to	TO	to
the	DT	the
news	NN	news
of	IN	of
Ms	NN	Ms
Damti	NP	<unknown>
'	POS	'
s	JJ	<unknown>
death	NN	death
in	IN	in
a	DT	a
statement	NN	statement
on	IN	on
Wednesday	NP	Wednesday
evening	NN	evening
,	,	,
saying	VBG	say
that	IN	that
Kim	NP	Kim
'	POS	'
s	NN	S
"	``	"
radiance	NN	radiance
and	CC	and
energy	NN	energy
"	''	"
was	VBD	be
clear	JJ	clear
to	TO	to
see	VB	see
from	IN	from
her	PP$	her
pictures	NNS	picture
and	CC	and
that	IN	that
she	PP	she
was	VBD	be
a	DT	a
young	JJ	young
woman	NN	woman
"	''	"
full	JJ	full
of	IN	of
promise	NN	promise
"	''	"
.	SENT	.
<p>
"	``	"
It	PP	it
is	VBZ	be
with	IN	with
immense	JJ	immense
sadness	NN	sadness
that	IN	that
I	PP	I
learnt	VBD	learn
this	DT	this
evening	NN	evening
that	IN	that
Kim	NP	Kim
Damti	NP	<unknown>
'	POS	'
s	NN	S
death	NN	death
has	VBZ	have
been	VBN	be
confirmed	VBN	confirm
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
<p>
Kim	NP	Kim
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
in	IN	in
Israel	NP	Israel
over	IN	over
the	DT	the
weekend	NN	weekend
<p>
"	''	"
When	WRB	when
news	NN	news
reached	VBD	reach
us	PP	us
over	IN	over
the	DT	the
weekend	NN	weekend
that	IN	that
an	DT	an
Irish	JJ	Irish
citizen	NN	citizen
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
many	JJ	many
hundreds	NNS	hundred
missing	VBG	miss
after	IN	after
the	DT	the
repugnant	JJ	repugnant
terrorist	JJ	terrorist
attack	NN	attack
by	IN	by
Hamas	NP	<unknown>
in	IN	in
Israel	NP	Israel
,	,	,
we	PP	we
hoped	VBD	hope
against	IN	against
hope	NN	hope
that	IN	that
she	PP	she
would	MD	would
be	VB	be
found	VBN	find
safely	RB	safely
.	SENT	.
<p>
"	''	"
The	DT	the
news	NN	news
that	IN	that
this	DT	this
hope	NN	hope
has	VBZ	have
now	RB	now
been	VBN	be
extinguished	VBN	extinguish
is	VBZ	be
devastating	JJ	devastating
.	SENT	.
<p>
"	''	"
Anyone	NN	anyone
looking	VBG	look
at	IN	at
the	DT	the
photo	NN	photo
of	IN	of
Kim	NP	Kim
in	IN	in
the	DT	the
media	NNS	medium
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
will	MD	will
have	VB	have
been	VBN	be
struck	VBN	strike
by	IN	by
the	DT	the
radiance	NN	radiance
and	CC	and
energy	NN	energy
in	IN	in
her	PP$	her
expression	NN	expression
;	:	;
a	DT	a
young	JJ	young
22-year-old	JJ	22-year-old
woman	NN	woman
with	IN	with
a	DT	a
whole	JJ	whole
life	NN	life
ahead	RB	ahead
of	IN	of
her	PP	her
,	,	,
full	JJ	full
of	IN	of
promise	NN	promise
.	SENT	.
"	``	"
<p>
He	PP	he
also	RB	also
said	VBD	say
he	PP	he
had	VBD	have
spoken	VBN	speak
with	IN	with
Kim	NP	Kim
'	POS	'
s	NN	S
family	NN	family
and	CC	and
conveyed	VBD	convey
his	PP$	his
"	``	"
heartfelt	JJ	heartfelt
condolences	NNS	condolence
"	''	"
.	SENT	.
<p>
He	PP	he
continued	VBD	continue
:	:	:
"	``	"
For	IN	for
anyone	NN	anyone
to	TO	to
lose	VB	lose
a	DT	a
child	NN	child
is	VBZ	be
devastating	JJ	devastating
.	SENT	.
To	TO	to
lose	VB	lose
a	DT	a
child	NN	child
in	IN	in
such	JJ	such
circumstances	NNS	circumstance
is	VBZ	be
indescribable	JJ	indescribable
.	SENT	.
<p>
"	''	"
On	IN	on
my	PP$	my
behalf	NN	behalf
and	CC	and
on	IN	on
behalf	NN	behalf
of	IN	of
the	DT	the
Government	NN	government
and	CC	and
people	NNS	people
of	IN	of
Ireland	NP	Ireland
,	,	,
I	PP	I
convey	VBP	convey
our	PP$	our
heartfelt	JJ	heartfelt
condolences	NNS	condolence
to	TO	to
Kim	NP	Kim
'	POS	'
s	JJ	<unknown>
family	NN	family
in	IN	in
Ireland	NP	Ireland
and	CC	and
in	IN	in
Israel	NP	Israel
.	SENT	.
<p>
"	``	"
We	PP	we
are	VBP	be
with	IN	with
them	PP	them
in	IN	in
their	PP$	their
grief	NN	grief
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
and	CC	and
expressed	VBD	express
this	DT	this
to	TO	to
them	PP	them
.	SENT	.
<p>
"	``	"
Our	PP$	our
thoughts	NNS	thought
remain	VBP	remain
with	IN	with
all	PDT	all
the	DT	the
families	NNS	family
of	IN	of
those	DT	those
who	WP	who
have	VBP	have
died	VBN	die
,	,	,
who	WP	who
are	VBP	be
injured	VBN	injure
or	CC	or
who	WP	who
are	VBP	be
missing	VBG	miss
in	IN	in
the	DT	the
wake	NN	wake
of	IN	of
these	DT	these
terrible	JJ	terrible
events	NNS	event
.	SENT	.
May	MD	may
her	PP	her
memory	NN	memory
be	VB	be
a	DT	a
blessing	NN	blessing
.	SENT	.
"	''	"
<p>
Tanaiste	NP	<unknown>
Miche	NP	<unknown>
?	SENT	?
l	NN	l
Martin	NP	Martin
Kim	NP	Kim
'	POS	'
s	NN	S
"	``	"
radiance	NN	radiance
and	CC	and
energy	NN	energy
"	''	"
was	VBD	be
clear	JJ	clear
to	TO	to
see	VB	see
in	IN	in
her	PP	her
pictures	VBZ	picture
<p>
Taoiseach	NP	<unknown>
Leo	NP	Leo
Varadkar	NP	<unknown>
said	VBD	say
Ireland	NP	Ireland
was	VBD	be
"	``	"
united	VBN	unite
in	IN	in
mourning	VBG	mourn
"	''	"
for	IN	for
the	DT	the
"	``	"
vibrant	JJ	vibrant
"	''	"
young	JJ	young
woman	NN	woman
.	SENT	.
<p>
He	PP	he
said	VBD	say
:	:	:
"	``	"
As	IN	as
a	DT	a
nation	NN	nation
,	,	,
we	PP	we
are	VBP	be
united	VBN	unite
in	IN	in
mourning	VBG	mourn
for	IN	for
Kim	NP	Kim
Damti	NP	<unknown>
.	SENT	.
This	DT	this
vibrant	JJ	vibrant
young	JJ	young
Irish-Israeli	NP	Irish-Israeli
woman	NN	woman
was	VBD	be
struck	VBN	strike
down	RP	down
in	IN	in
her	PP$	her
prime	JJ	prime
,	,	,
with	IN	with
her	PP$	her
adult	NN	adult
life	NN	life
ahead	RB	ahead
of	IN	of
her	PP	her
.	SENT	.
<p>
"	``	"
Her	PP$	her
death	NN	death
,	,	,
and	CC	and
the	DT	the
deaths	NNS	death
of	IN	of
more	JJR	more
than	IN	than
a	DT	a
thousand	CD	thousand
other	JJ	other
citizens	NNS	citizen
of	IN	of
Israel	NP	Israel
and	CC	and
from	IN	from
around	IN	around
the	DT	the
world	NN	world
,	,	,
was	VBD	be
senseless	JJ	senseless
and	CC	and
barbaric	JJ	barbaric
.	SENT	.
<p>
"	''	"
Kim	NP	Kim
gave	VBD	give
happiness	NN	happiness
and	CC	and
joy	NN	joy
to	TO	to
her	PP$	her
family	NN	family
and	CC	and
those	DT	those
around	IN	around
her	PP	her
.	SENT	.
As	IN	as
we	PP	we
learn	VBP	learn
of	IN	of
her	PP$	her
death	NN	death
,	,	,
we	PP	we
pause	VBP	pause
to	TO	to
think	VB	think
of	IN	of
her	PP	her
,	,	,
her	PP$	her
family	NN	family
in	IN	in
Israel	NP	Israel
and	CC	and
Ireland	NP	Ireland
and	CC	and
of	IN	of
all	PDT	all
those	DT	those
now	RB	now
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
D	NP	D
Higgins	NP	Higgins
also	RB	also
expressed	VBD	express
his	PP$	his
sadness	NN	sadness
at	IN	at
the	DT	the
news	NN	news
,	,	,
saying	VBG	say
the	DT	the
circumstances	NNS	circumstance
of	IN	of
Kim	NP	Kim
'	POS	'
s	NN	S
death	NN	death
were	VBD	be
"	``	"
appalling	JJ	appalling
"	''	"
.	SENT	.
<p>
"	``	"
It	PP	it
is	VBZ	be
with	IN	with
the	DT	the
greatest	JJS	great
sadness	NN	sadness
that	IN	that
I	PP	I
have	VBP	have
heard	VBN	hear
of	IN	of
the	DT	the
death	NN	death
of	IN	of
the	DT	the
young	JJ	young
Irish-Israeli	NP	Irish-Israeli
citizen	NN	citizen
Kim	NP	Kim
Damti	NP	<unknown>
,	,	,
"	''	"
he	PP	he
said	VBD	say
in	IN	in
a	DT	a
statement	NN	statement
.	SENT	.
<p>
"	``	"
The	DT	the
circumstances	NNS	circumstance
in	IN	in
which	WDT	which
her	PP$	her
life	NN	life
was	VBD	be
taken	VBN	take
,	,	,
having	VBG	have
travelled	VBN	travel
as	IN	as
she	PP	she
did	VBD	do
to	TO	to
attend	VB	attend
a	DT	a
music	NN	music
festival	NN	festival
,	,	,
are	VBP	be
truly	RB	truly
appalling	JJ	appalling
.	SENT	.
<p>
"	``	"
It	PP	it
is	VBZ	be
not	RB	not
only	RB	only
those	DT	those
of	IN	of
us	PP	us
who	WP	who
are	VBP	be
parents	NNS	parent
,	,	,
but	CC	but
all	DT	all
of	IN	of
those	DT	those
who	WP	who
feel	VBP	feel
that	IN	that
young	JJ	young
people	NNS	people
should	MD	should
be	VB	be
free	JJ	free
to	TO	to
attend	VB	attend
events	NNS	event
with	IN	with
their	PP$	their
peers	NNS	peer
in	IN	in
conditions	NNS	condition
of	IN	of
safety	NN	safety
,	,	,
who	WP	who
will	MD	will
find	VB	find
such	JJ	such
circumstances	NNS	circumstance
where	WRB	where
a	DT	a
young	JJ	young
life	NN	life
is	VBZ	be
taken	VBN	take
so	RB	so
appalling	JJ	appalling
.	SENT	.
<p>
"	''	"
Kim	NP	Kim
'	POS	'
s	NN	S
death	NN	death
once	RB	once
again	RB	again
reminds	VBZ	remind
us	PP	us
what	WP	what
an	DT	an
outrageous	JJ	outrageous
breach	NN	breach
of	IN	of
fundamental	JJ	fundamental
international	JJ	international
law	NN	law
in	IN	in
conditions	NNS	condition
of	IN	of
conflict	NN	conflict
it	PP	it
is	VBZ	be
to	TO	to
target	VB	target
civilians	NNS	civilian
in	IN	in
this	DT	this
way	NN	way
.	SENT	.
<p>
"	''	"
May	MD	may
I	PP	I
send	VB	send
my	PP$	my
deepest	JJS	deep
condolences	NNS	condolence
to	TO	to
Kim	NP	Kim
'	POS	'
s	NN	S
family	NN	family
,	,	,
friends	NNS	friend
and	CC	and
all	PDT	all
those	DT	those
with	IN	with
whom	WP	whom
she	PP	she
shared	VBD	share
her	PP$	her
life	NN	life
.	SENT	.
Suaimhneas	NP	<unknown>
s	NNS	<unknown>
?	SENT	?
ora	NN	ora
?	SENT	?
d	LS	d
?	SENT	?
hanam	NN	<unknown>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
story	NN	story
in	IN	in
My	PP$	my
Bookmarks.Or	NN	<unknown>
by	IN	by
navigating	VBG	navigate
to	TO	to
the	DT	the
user	NN	user
icon	NN	icon
in	IN	in
the	DT	the
top	JJ	top
right	NN	right
.	SENT	.
