<p>
Palestinians	NPS	Palestinians
hostage-taking	NN	hostage-taking
manual	NN	manual
recommended	VBD	recommend
gathering	VBG	gather
the	DT	the
victims	NNS	victim
in	IN	in
"	``	"
pre-determined	JJ	pre-determined
"	''	"
locations	NNS	location
on	IN	on
maps	NNS	map
when	WRB	when
each	DT	each
of	IN	of
the	DT	the
terrorist	JJ	terrorist
squads	NNS	squad
had	VBD	have
finished	VBN	finish
"	``	"
cleansing	VBG	cleanse
their	PP$	their
operating	VBG	operate
areas	NNS	area
"	''	"
.	SENT	.
<h>
Civilian	JJ	civilian
targets	NNS	target
<p>
Maps	NNS	map
found	VBD	find
on	IN	on
the	DT	the
terrorists	NNS	terrorist
showed	VBD	show
the	DT	the
locations	NNS	location
of	IN	of
nurseries	NNS	nursery
,	,	,
shops	NNS	shop
and	CC	and
other	JJ	other
civilian	JJ	civilian
targets	NNS	target
.	SENT	.
<p>
The	DT	the
attackers	NNS	attacker
were	VBD	be
expected	VBN	expect
to	TO	to
"	``	"
kill	VB	kill
anyone	NN	anyone
that	WDT	that
may	MD	may
pose	VB	pose
a	DT	a
threat	NN	threat
or	CC	or
cause	VB	cause
a	DT	a
distraction	NN	distraction
or	CC	or
disturbance	NN	disturbance
"	''	"
,	,	,
and	CC	and
blindfold	NN	blindfold
and	CC	and
tie	VB	tie
up	RP	up
the	DT	the
others	NNS	other
by	IN	by
their	PP$	their
wrists	NNS	wrist
and	CC	and
ankles	NNS	ankle
.	SENT	.
<p>
Further	JJR	further
killings	NNS	killing
were	VBD	be
advocated	VBN	advocate
only	RB	only
as	IN	as
a	DT	a
"	``	"
last	JJ	last
resort	NN	resort
"	''	"
,	,	,
with	IN	with
the	DT	the
terrorists	NNS	terrorist
told	VBD	tell
to	TO	to
use	VB	use
"	``	"
firearms	NNS	firearm
,	,	,
smoke	NN	smoke
and	CC	and
stun	NN	stun
grenades	NNS	grenade
,	,	,
indirect	JJ	indirect
threats	NNS	threat
,	,	,
electric	JJ	electric
shocks	NNS	shock
,	,	,
violence	NN	violence
and	CC	and
terrorism	NN	terrorism
"	''	"
to	TO	to
maintain	VB	maintain
order	NN	order
.	SENT	.
<p>
It	PP	it
said	VBD	say
men	NNS	man
should	MD	should
be	VB	be
separated	VBN	separate
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
planned	VBN	plan
to	TO	to
target	VB	target
infants	NNS	infant
as	IN	as
part	NN	part
of	IN	of
its	PP$	its
brutal	JJ	brutal
raid	NN	raid
across	IN	across
the	DT	the
border	NN	border
into	IN	into
southern	JJ	southern
Israel	NP	Israel
.	SENT	.
<p>
Versions	NNS	version
of	IN	of
the	DT	the
guide	NN	guide
,	,	,
which	WDT	which
was	VBD	be
marked	VBN	mark
"	``	"
confidential	JJ	confidential
"	''	"
,	,	,
were	VBD	be
found	VBN	find
on	IN	on
the	DT	the
bodies	NNS	body
of	IN	of
dead	JJ	dead
Hamas	JJ	<unknown>
terrorists	NNS	terrorist
,	,	,
as	RB	as
well	RB	well
as	IN	as
in	IN	in
vehicles	NNS	vehicle
abandoned	VBN	abandon
by	IN	by
the	DT	the
group	NN	group
when	WRB	when
Israeli	JJ	Israeli
forces	NNS	force
fought	VBD	fight
back	RB	back
.	SENT	.
<p>
In	IN	in
Israel	NP	Israel
there	EX	there
is	VBZ	be
a	DT	a
sense	NN	sense
that	IN	that
the	DT	the
attack	NN	attack
may	MD	may
have	VB	have
been	VBN	be
more	RBR	more
devastating	JJ	devastating
than	IN	than
the	DT	the
terror	NN	terror
group	NN	group
had	VBD	have
thought	VBN	think
possible	JJ	possible
.	SENT	.
<p>
Officials	NNS	official
believe	VBP	believe
each	DT	each
Hamas	JJ	<unknown>
squad	NN	squad
was	VBD	be
meant	VBN	mean
to	TO	to
have	VB	have
brought	VBN	bring
just	RB	just
one	CD	one
or	CC	or
two	CD	two
hostages	NNS	hostage
back	RB	back
with	IN	with
them	PP	them
across	IN	across
the	DT	the
border	NN	border
into	IN	into
Gaza	NP	Gaza
,	,	,
with	IN	with
a	DT	a
maximum	NN	maximum
of	IN	of
30	CD	@card@
taken	VBN	take
into	IN	into
captivity	NN	captivity
.	SENT	.
<h>
Hundreds	NNS	hundred
of	IN	of
victims	NNS	victim
<p>
Instead	RB	instead
,	,	,
hundreds	NNS	hundred
of	IN	of
victims	NNS	victim
were	VBD	be
loaded	VBN	load
onto	IN	onto
the	DT	the
back	NN	back
of	IN	of
pick-up	NN	pick-up
trucks	NNS	truck
,	,	,
motorcycles	NNS	motorcycle
and	CC	and
golf	NN	golf
carts	NNS	cart
as	IN	as
the	DT	the
terrorists	NNS	terrorist
caught	VBD	catch
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
armed	JJ	armed
forces	NNS	force
flat-footed	RB	flat-footed
.	SENT	.
<p>
And	CC	and
Israeli	JJ	Israeli
officials	NNS	official
fear	VBP	fear
the	DT	the
true	JJ	true
number	NN	number
of	IN	of
victims	NNS	victim
taken	VBN	take
to	TO	to
Gaza	NP	Gaza
could	MD	could
yet	RB	yet
grow	VB	grow
beyond	IN	beyond
the	DT	the
210	CD	@card@
officially	RB	officially
announced	VBN	announce
.	SENT	.
<p>
They	PP	they
say	VBP	say
there	EX	there
are	VBP	be
still	RB	still
100	CD	@card@
people	NNS	people
left	VBD	leave
unaccounted	JJ	unaccounted
for	IN	for
,	,	,
with	IN	with
intelligence	NN	intelligence
pointing	VBG	point
towards	IN	towards
them	PP	them
being	VBG	be
alive	JJ	alive
and	CC	and
held	JJ	held
hostage	NN	hostage
by	RB	by
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
the	DT	the
expected	VBN	expect
number	NN	number
of	IN	of
victims	NNS	victim
taken	VBN	take
back	RB	back
across	IN	across
the	DT	the
borders	NNS	border
could	MD	could
have	VB	have
been	VBN	be
significantly	RB	significantly
lower	JJR	low
.	SENT	.
<p>
It	PP	it
appears	VBZ	appear
that	IN	that
Hamas	NP	<unknown>
had	VBD	have
initially	RB	initially
planned	VBN	plan
for	IN	for
a	DT	a
protracted	JJ	protracted
battle	NN	battle
over	IN	over
control	NN	control
of	IN	of
the	DT	the
kibbutzim	NNS	kibbutz
,	,	,
with	IN	with
recommendations	NNS	recommendation
to	TO	to
"	``	"
collect	VB	collect
as	IN	as
much	JJ	much
food	NN	food
and	CC	and
drinks	NNS	drink
as	RB	as
possible	JJ	possible
"	''	"
.	SENT	.
<p>
"	``	"
Do	VBP	do
not	RB	not
use	VB	use
your	PP$	your
own	JJ	own
supplies	NNS	supply
to	TO	to
feed	VB	feed
the	DT	the
hostages	NNS	hostage
,	,	,
except	IN	except
in	IN	in
emergency	NN	emergency
situations	NNS	situation
,	,	,
"	''	"
the	DT	the
manual	NN	manual
added	VBD	add
.	SENT	.
<p>
In	IN	in
expectation	NN	expectation
of	IN	of
an	DT	an
armed	JJ	armed
stand-off	NN	stand-off
between	IN	between
Hamas	JJ	<unknown>
and	CC	and
Israeli	JJ	Israeli
forces	NNS	force
,	,	,
the	DT	the
terrorists	NNS	terrorist
were	VBD	be
given	VBN	give
orders	NNS	order
on	IN	on
how	WRB	how
to	TO	to
conduct	VB	conduct
negotiations	NNS	negotiation
.	SENT	.
<p>
Only	RB	only
the	DT	the
most	RBS	most
senior	JJ	senior
commanders	NNS	commander
were	VBD	be
allowed	VBN	allow
to	TO	to
"	``	"
communicate	VB	communicate
with	IN	with
the	DT	the
enemy	NN	enemy
"	''	"
and	CC	and
were	VBD	be
told	VBN	tell
to	TO	to
stay	VB	stay
in	IN	in
close	JJ	close
contact	NN	contact
throughout	IN	throughout
with	IN	with
leaders	NNS	leader
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
"	``	"
Do	VBP	do
not	RB	not
engage	VB	engage
in	IN	in
negotiations	NNS	negotiation
in	IN	in
the	DT	the
field	NN	field
if	IN	if
possible	JJ	possible
,	,	,
"	''	"
the	DT	the
document	NN	document
added	VBD	add
,	,	,
suggesting	VBG	suggest
the	DT	the
ultimate	JJ	ultimate
aim	NN	aim
was	VBD	be
to	TO	to
return	VB	return
to	TO	to
Gaza	NP	Gaza
with	IN	with
captives	NNS	captive
.	SENT	.
<p>
In	IN	in
a	DT	a
speech	NN	speech
from	IN	from
Tel	NP	Tel
Aviv	NP	Aviv
,	,	,
President	NP	President
Biden	NP	Biden
forcefully	RB	forcefully
denounced	VBD	denounce
the	DT	the
militant	JJ	militant
group	NN	group
Hamas	NNS	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
responsible	JJ	responsible
for	IN	for
the	DT	the
massacre	NN	massacre
of	IN	of
some	DT	some
1,300	CD	@card@
Israelis	NNS	Israeli
,	,	,
including	VBG	include
many	JJ	many
women	NNS	woman
and	CC	and
children	NNS	child
,	,	,
since	IN	since
its	PP$	its
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
has	VBZ	have
gathered	VBN	gather
these	DT	these
images	NNS	image
in	IN	in
an	DT	an
effort	NN	effort
to	TO	to
report	VB	report
on	IN	on
the	DT	the
latest	JJS	late
situation	NN	situation
in	IN	in
Gaza	NP	Gaza
following	VBG	follow
strikes	NNS	strike
from	IN	from
Israel	NP	Israel
in	IN	in
response	NN	response
to	TO	to
the	DT	the
Hamas	JJ	<unknown>
attack	NN	attack
that	WDT	that
left	VBD	leave
more	JJR	more
than	IN	than
1,400	CD	@card@
dead	NN	dead
.	SENT	.
<p>
The	DT	the
European	NP	European
Union	NP	Union
has	VBZ	have
expanded	VBN	expand
its	PP$	its
warning	NN	warning
about	IN	about
illegal	JJ	illegal
content	NN	content
and	CC	and
disinformation	NN	disinformation
targeting	VBG	target
the	DT	the
Israel-Hamas	JJ	<unknown>
war	NN	war
circulating	VBG	circulate
on	IN	on
social	JJ	social
media	NNS	medium
platforms	NNS	platform
to	TO	to
Meta	NP	Meta
,	,	,
the	DT	the
parent	NN	parent
company	NN	company
of	IN	of
Facebook	NP	<unknown>
and	CC	and
Instagram	NP	<unknown>
.	SENT	.
Yesterday	RB	yesterday
the	DT	the
bloc	NN	bloc
'	POS	'
s	JJ	<unknown>
internal	JJ	internal
market	NN	market
commissioner	NN	commissioner
,	,	,
Thierry	NP	Thierry
Breton	NP	Breton
,	,	,
published	VBD	publish
an	DT	an
urgent	JJ	urgent
letter	NN	letter
to	TO	to
Elon	NP	Elon
Musk	NN	musk
,	,	,
owner	NN	owner
of	IN	of
X	NP	X
(	(	(
formerly	RB	formerly
Twitter	NN	twitter
)	)	)
--	:	--
raising	VBG	raise
concerns	NNS	concern
the	DT	the
platform	NN	platform
is	VBZ	be
being	VBG	be
used	VBN	use
to	TO	to
disseminate	VB	disseminate
illegal	JJ	illegal
content	NN	content
and	CC	and
spread	VBD	spread
potentially	RB	potentially
harmful	JJ	harmful
disinformation	NN	disinformation
in	IN	in
the	DT	the
wake	NN	wake
of	IN	of
Saturday	NP	Saturday
'	POS	'
s	JJ	<unknown>
surprise	NN	surprise
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
by	IN	by
Hamas	NP	<unknown>
terrorists	NNS	terrorist
based	VBN	base
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
<p>
President	NP	President
Biden	NP	Biden
condemned	VBD	condemn
Hamas	NP	<unknown>
'	POS	'
s	NN	S
attacks	NNS	attack
,	,	,
which	WDT	which
have	VBP	have
killed	VBN	kill
at	IN	at
least	JJS	least
11	CD	@card@
American	JJ	American
citizens	NNS	citizen
,	,	,
calling	VBG	call
it	PP	it
an	DT	an
"	``	"
unprecedented	JJ	unprecedented
and	CC	and
appalling	JJ	appalling
assault	NN	assault
.	SENT	.
"	''	"
U.S.	NP	U.S.
military	JJ	military
ships	NNS	ship
have	VBP	have
moved	VBN	move
closer	RBR	closer
to	TO	to
the	DT	the
eastern	JJ	eastern
Mediterranean	NP	Mediterranean
in	IN	in
response	NN	response
to	TO	to
the	DT	the
recent	JJ	recent
escalation	NN	escalation
.	SENT	.
<p>
Ulku	NP	<unknown>
Rowe	NP	Rowe
,	,	,
a	DT	a
Google	NP	<unknown>
Cloud	NP	Cloud
engineering	NN	engineering
director	NN	director
,	,	,
filed	VBD	file
a	DT	a
lawsuit	NN	lawsuit
against	IN	against
Google	NP	<unknown>
claiming	VBG	claim
it	PP	it
offered	VBD	offer
her	PP$	her
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
to	TO	to
men	NNS	man
with	IN	with
less	JJR	less
experience	NN	experience
,	,	,
and	CC	and
denied	VBD	deny
her	PP$	her
promotions	NNS	promotion
despite	IN	despite
her	PP$	her
qualifications	NNS	qualification
.	SENT	.
<p>
The	DT	the
NASCAR	NP	<unknown>
Cup	NP	Cup
Series	NP	Series
embarks	VBZ	embark
up	RP	up
on	IN	on
a	DT	a
36-race	JJ	<unknown>
schedule	NN	schedule
in	IN	in
2023	CD	@card@
,	,	,
with	IN	with
a	DT	a
pair	NN	pair
of	IN	of
exhibition	NN	exhibition
events	NNS	event
,	,	,
which	WDT	which
begins	VBZ	begin
in	IN	in
February	NP	February
at	IN	at
the	DT	the
Daytona	NP	Daytona
500	CD	@card@
and	CC	and
concludes	VBZ	conclude
in	IN	in
November	NP	November
with	IN	with
the	DT	the
championship	NN	championship
race	NN	race
in	IN	in
Phoenix	NP	Phoenix
.	SENT	.
