<h>
UK	NP	UK
concerned	JJ	concerned
"	''	"
by	IN	by
the	DT	the
allegations	NNS	allegation
against	IN	against
UNRWA	NP	<unknown>
.	SENT	.
"	``	"
We	PP	we
are	VBP	be
speaking	VBG	speak
with	IN	with
partners	NNS	partner
and	CC	and
will	MD	will
temporarily	RB	temporarily
pause	VB	pause
disbursement	NN	disbursement
of	IN	of
recent	JJ	recent
funding	NN	funding
,	,	,
"	''	"
she	PP	she
wrote	VBD	write
on	RB	on
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
al-Sheikh	NP	al-Sheikh
,	,	,
secretary	NN	secretary
general	NN	general
of	IN	of
the	DT	the
Palestine	NP	Palestine
Liberation	NP	Liberation
Organisation	NP	Organisation
(	(	(
PLO	NP	PLO
)	)	)
said	VBD	say
that	IN	that
the	DT	the
decision	NN	decision
entails	VBZ	entail
great	JJ	great
political	JJ	political
and	CC	and
humanitarian	JJ	humanitarian
relief	NN	relief
risks	NNS	risk
.	SENT	.
<p>
"	``	"
We	PP	we
call	VBP	call
on	IN	on
the	DT	the
countries	NNS	country
that	WDT	that
announced	VBD	announce
the	DT	the
cessation	NN	cessation
of	IN	of
their	PP$	their
support	NN	support
for	IN	for
#UNRWA	NN	<unknown>
to	TO	to
immediately	RB	immediately
reverse	VB	reverse
their	PP$	their
decision	NN	decision
,	,	,
which	WDT	which
entails	VBZ	entail
great	JJ	great
political	JJ	political
and	CC	and
humanitarian	JJ	humanitarian
relief	NN	relief
risks	NNS	risk
,	,	,
as	RB	as
at	IN	at
this	DT	this
particular	JJ	particular
time	NN	time
and	CC	and
in	IN	in
light	NN	light
of	IN	of
the	DT	the
continuing	VBG	continue
aggression	NN	aggression
against	IN	against
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
,	,	,
we	PP	we
need	VBP	need
the	DT	the
maximum	JJ	maximum
support	NN	support
for	IN	for
this	DT	this
international	JJ	international
organization	NN	organization
and	CC	and
not	RB	not
stopping	VBG	stop
support	NN	support
and	CC	and
assistance	NN	assistance
to	TO	to
it	PP	it
,	,	,
"	''	"
Hussein	NP	Hussein
wrote	VBD	write
on	IN	on
X.	NP	X.
<p>
Israel	NP	Israel
foreign	JJ	foreign
minister	NN	minister
said	VBD	say
that	IN	that
his	PP$	his
nation	NN	nation
would	MD	would
seek	VB	seek
to	TO	to
stop	VB	stop
UNRWA	NP	<unknown>
from	IN	from
operating	VBG	operate
in	IN	in
Gaza	NP	Gaza
after	IN	after
the	DT	the
war	NN	war
.	SENT	.
<p>
The	DT	the
UN	NP	UN
agency	NN	agency
had	VBD	have
rejected	VBN	reject
the	DT	the
allegations	NNS	allegation
.	SENT	.
"	``	"
We	PP	we
stress	VBP	stress
the	DT	the
importance	NN	importance
of	IN	of
the	DT	the
role	NN	role
of	IN	of
these	DT	these
agencies	NNS	agency
in	IN	in
providing	VBG	provide
relief	NN	relief
to	TO	to
our	PP$	our
people	NNS	people
and	CC	and
documenting	VBG	document
the	DT	the
crimes	NNS	crime
of	IN	of
the	DT	the
occupation	NN	occupation
,	,	,
"	''	"
it	PP	it
said	VBD	say
.	SENT	.
<p>
UNRWA	NP	<unknown>
said	VBD	say
on	IN	on
Friday	NP	Friday
it	PP	it
had	VBD	have
severed	VBN	sever
ties	NNS	tie
with	IN	with
the	DT	the
staff	NN	staff
members	NNS	member
accused	VBN	accuse
by	IN	by
Israel	NP	Israel
of	IN	of
involvement	NN	involvement
in	IN	in
the	DT	the
7	CD	@card@
October	NP	October
Hamas	NP	<unknown>
attack	NN	attack
.	SENT	.
<p>
Meanwhile	RB	meanwhile
,	,	,
Israel	NP	Israel
continued	VBD	continue
its	PP$	its
attacks	NNS	attack
in	IN	in
south	JJ	south
Gaza	NP	Gaza
.	SENT	.
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
region	NN	region
on	IN	on
Saturday	NP	Saturday
.	SENT	.
The	DT	the
Israeli	JJ	Israeli
military	NN	military
said	VBD	say
it	PP	it
killed	VBD	kill
at	IN	at
least	JJS	least
11	CD	@card@
gunmen	NNS	gunman
who	WP	who
were	VBD	be
trying	VBG	try
to	TO	to
plant	VB	plant
explosives	NNS	explosive
near	IN	near
troops	NNS	troop
and	CC	and
other	JJ	other
firing	NN	firing
rifles	NNS	rifle
and	CC	and
rocket-propelled	VBN	rocket-propel
grenades	NNS	grenade
at	IN	at
soldiers	NNS	soldier
in	IN	in
Khan	NP	Khan
Younis	NP	Younis
.	SENT	.
<p>
Even	RB	even
hospitals	NNS	hospital
in	IN	in
Khan	NP	Khan
Younis	NP	Younis
are	VBP	be
being	VBG	be
attacked	VBN	attack
by	IN	by
the	DT	the
troops	NNS	troop
.	SENT	.
At	IN	at
least	JJS	least
three	CD	three
people	NNS	people
were	VBD	be
killed	VBN	kill
in	IN	in
Israeli	JJ	Israeli
strikes	NNS	strike
near	IN	near
Rafah	NP	<unknown>
border	NN	border
region	NN	region
,	,	,
where	WRB	where
people	NNS	people
are	VBP	be
taking	VBG	take
shelters	NNS	shelter
in	IN	in
tents	NNS	tent
.	SENT	.
<p>
According	VBG	accord
to	TO	to
the	DT	the
Gaza	NP	Gaza
Health	NP	Health
Ministry	NP	Ministry
,	,	,
at	IN	at
least	JJS	least
26,257	CD	@card@
Palestinians	NNS	Palestinian
were	VBD	be
killed	VBN	kill
so	RB	so
far	RB	far
in	IN	in
the	DT	the
Israel-Hamas	JJ	<unknown>
war	NN	war
.	SENT	.
<p>
Hamas	NNS	<unknown>
said	VBD	say
in	IN	in
a	DT	a
statement	NN	statement
that	IN	that
Israel	NP	Israel
is	VBZ	be
on	IN	on
a	DT	a
"	``	"
campaign	NN	campaign
of	IN	of
incitement	NN	incitement
"	''	"
against	IN	against
UN	NP	UN
agencies	NNS	agency
delivering	VBG	deliver
aid	NN	aid
to	TO	to
Palestinians	NPS	Palestinians
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
