<p>
Jerusalem	NP	Jerusalem
editing	VBG	edit
by	IN	by
Philippa	NP	Philippa
Fletcher	NP	Fletcher
)	)	)
<p>
Disclaimer	NN	disclaimer
:	:	:
This	DT	this
report	NN	report
is	VBZ	be
auto	NN	auto
generated	VBN	generate
from	IN	from
the	DT	the
Reuters	NP	Reuters
news	NN	news
service	NN	service
.	SENT	.
ThePrint	NP	ThePrint
holds	VBZ	hold
no	DT	no
responsibilty	NN	<unknown>
for	IN	for
its	PP$	its
content	NN	content
.	SENT	.
