<p>
One	CD	one
music	NN	music
festival	NN	festival
.	SENT	.
<p>
Israeli	JJ	Israeli
officials	NNS	official
confirmed	VBD	confirm
Sunday	NP	Sunday
morning	NN	morning
that	IN	that
the	DT	the
bodies	NNS	body
of	IN	of
the	DT	the
six	CD	six
hostages	NNS	hostage
,	,	,
including	VBG	include
Goldberg-Polin	NP	Goldberg-Polin
,	,	,
were	VBD	be
found	VBN	find
in	IN	in
a	DT	a
tunnel	NN	tunnel
beneath	IN	beneath
the	DT	the
southern	JJ	southern
Gaza	NP	Gaza
city	NN	city
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
and	CC	and
an	DT	an
autopsy	NN	autopsy
revealed	VBD	reveal
that	IN	that
four	CD	four
men	NNS	man
and	CC	and
two	CD	two
women	NNS	woman
died	VBD	die
sometime	RB	sometime
Thursday	NP	Thursday
or	CC	or
Friday	NP	Friday
from	IN	from
gunshot	NN	gunshot
wounds	NNS	wound
.	SENT	.
<p>
California	NP	California
native	JJ	native
Hersh	NP	Hersh
Goldberg-Polin	NP	Goldberg-Polin
,	,	,
23	CD	@card@
,	,	,
has	VBZ	have
n't	RB	n't
been	VBN	be
seen	VBN	see
by	IN	by
family	NN	family
since	IN	since
before	IN	before
Hamas	NP	<unknown>
'	POS	'
attack	NN	attack
on	IN	on
Israel	NP	Israel
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
determined	VBD	determine
to	TO	to
find	VB	find
him	PP	him
and	CC	and
bring	VB	bring
him	PP	him
home	NN	home
.	SENT	.
<p>
Oct.	NP	Oct.
10	CD	@card@
,	,	,
2023	CD	@card@
<p>
Speaking	NN	speaking
at	IN	at
the	DT	the
Democratic	JJ	Democratic
convention	NN	convention
in	IN	in
Chicago	NP	Chicago
on	IN	on
Aug.	NP	Aug.
21	CD	@card@
,	,	,
Rachel	NP	Rachel
Goldberg	NP	Goldberg
said	VBD	say
her	PP$	her
son	NN	son
,	,	,
whom	WP	whom
she	PP	she
described	VBD	describe
as	IN	as
a	DT	a
fan	NN	fan
of	IN	of
music	NN	music
and	CC	and
travel	NN	travel
,	,	,
attended	VBD	attend
the	DT	the
festival	NN	festival
in	IN	in
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
Negev	NP	Negev
desert	NN	desert
with	IN	with
his	PP$	his
best	JJS	good
friend	NN	friend
to	TO	to
celebrate	VB	celebrate
Goldberg-Polin	NP	Goldberg-Polin
'	POS	'
s	NN	S
birthday	NN	birthday
.	SENT	.
<p>
Advertisement	NN	advertisement
<p>
Goldberg	NP	Goldberg
stood	VBD	stand
alongside	IN	alongside
her	PP$	her
husband	NN	husband
,	,	,
Jon	NP	Jon
Polin	NP	Polin
,	,	,
during	IN	during
a	DT	a
tearful	JJ	tearful
speech	NN	speech
.	SENT	.
The	DT	the
parents	NNS	parent
,	,	,
who	WP	who
have	VBP	have
met	VBN	meet
with	IN	with
numerous	JJ	numerous
political	JJ	political
leaders	NNS	leader
in	IN	in
the	DT	the
months	NNS	month
since	IN	since
their	PP$	their
son	NN	son
'	POS	'
s	NN	S
abduction	NN	abduction
,	,	,
spoke	VBD	speak
at	IN	at
the	DT	the
convention	NN	convention
nearly	RB	nearly
two	CD	two
weeks	NNS	week
before	IN	before
news	NN	news
broke	VBD	break
of	IN	of
his	PP$	his
death	NN	death
.	SENT	.
<p>
She	PP	she
went	VBD	go
on	RP	on
to	TO	to
describe	VB	describe
the	DT	the
horrific	JJ	horrific
series	NN	series
of	IN	of
events	NNS	event
that	WDT	that
unfolded	VBD	unfold
the	DT	the
morning	NN	morning
of	IN	of
Oct.	NP	Oct.
7	CD	@card@
,	,	,
and	CC	and
said	VBD	say
that	IN	that
Goldberg-Polin	NP	Goldberg-Polin
and	CC	and
his	PP$	his
friend	NN	friend
,	,	,
along	RB	along
with	IN	with
27	CD	@card@
other	JJ	other
festival-goers	NNS	festival-goer
,	,	,
hid	VBN	hide
in	IN	in
a	DT	a
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
Goldberg-Polin	NP	Goldberg-Polin
was	VBD	be
taken	VBN	take
into	IN	into
captivity	NN	captivity
.	SENT	.
His	PP$	his
friend	NN	friend
,	,	,
Goldberg	NP	Goldberg
said	VBD	say
,	,	,
heroically	RB	heroically
deflected	VBD	deflect
eight	CD	eight
grenades	NNS	grenade
until	IN	until
he	PP	he
was	VBD	be
killed	VBN	kill
by	IN	by
a	DT	a
ninth	JJ	ninth
one	CD	one
.	SENT	.
<p>
People	NNS	people
attend	VBP	attend
a	DT	a
vigil	NN	vigil
at	IN	at
the	DT	the
Nova	NP	Nova
Exhibition	NN	exhibition
on	IN	on
September	NP	September
1	CD	@card@
,	,	,
2024	CD	@card@
in	IN	in
Los	NP	Los
Angeles	NP	Angeles
,	,	,
California	NP	California
.	SENT	.
The	DT	the
vigil	NN	vigil
was	VBD	be
held	VBN	hold
to	TO	to
honor	VB	honor
the	DT	the
six	CD	six
hostages	NNS	hostage
who	WP	who
were	VBD	be
taken	VBN	take
October	NP	October
7	CD	@card@
,	,	,
2023	CD	@card@
and	CC	and
were	VBD	be
killed	VBN	kill
by	IN	by
Hamas	NP	<unknown>
.	SENT	.
(	(	(
Eric	NP	Eric
Thayer	NP	Thayer
/	SYM	/
For	IN	for
The	DT	the
Times	NP	Times
)	)	)
<p>
A	DT	a
view	NN	view
from	IN	from
the	DT	the
vigil	NN	vigil
at	IN	at
the	DT	the
Nova	NP	Nova
Exhibition	NN	exhibition
held	VBN	hold
on	IN	on
September	NP	September
1	CD	@card@
,	,	,
2024	CD	@card@
in	IN	in
Los	NP	Los
Angeles	NP	Angeles
,	,	,
California	NP	California
.	SENT	.
(	(	(
Eric	NP	Eric
Thayer	NP	Thayer
/	SYM	/
Los	NP	Los
Angeles	NP	Angeles
Times	NP	Times
)	)	)
<p>
"	``	"
Hersh	NP	Hersh
'	POS	'
s	NN	S
left	VBD	leave
forearm	NN	forearm
,	,	,
his	PP$	his
dominant	JJ	dominant
arm	NN	arm
,	,	,
was	VBD	be
blown	VBN	blow
off	RP	off
before	IN	before
he	PP	he
was	VBD	be
loaded	VBN	load
onto	IN	onto
a	DT	a
pickup	NN	pickup
truck	NN	truck
and	CC	and
stolen	VBN	steal
from	IN	from
his	PP$	his
life	NN	life
,	,	,
"	''	"
his	PP$	his
mother	NN	mother
said	VBD	say
.	SENT	.
<p>
"	''	"
At	IN	at
this	DT	this
moment	NN	moment
,	,	,
109	CD	@card@
treasured	VBD	treasure
human	JJ	human
beings	NNS	being
are	VBP	be
being	VBG	be
held	VBN	hold
hostage	NN	hostage
by	IN	by
Hamas	NP	<unknown>
in	IN	in
Gaza	NP	Gaza
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
"	''	"
Among	IN	among
the	DT	the
hostages	NNS	hostage
are	VBP	be
eight	CD	eight
American	JJ	American
citizens	NNS	citizen
.	SENT	.
One	CD	one
of	IN	of
those	DT	those
Americans	NPS	Americans
is	VBZ	be
our	PP$	our
only	JJ	only
son	NN	son
.	SENT	.
"	''	"
<p>
Grief	NN	grief
and	CC	and
anger	NN	anger
in	IN	in
Israel	NP	Israel
as	IN	as
authorities	NNS	authority
say	VBP	say
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
other	JJ	other
hostages	NNS	hostage
were	VBD	be
killed	VBN	kill
in	IN	in
Gaza	NP	Gaza
.	SENT	.
Many	JJ	many
direct	JJ	direct
fury	NN	fury
at	IN	at
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
.	SENT	.
<p>
Sept.	NP	Sept.
1	CD	@card@
,	,	,
2024	CD	@card@
<p>
The	DT	the
other	JJ	other
hostages	NNS	hostage
who	WP	who
were	VBD	be
killed	VBN	kill
,	,	,
in	IN	in
addition	NN	addition
to	TO	to
Goldberg-Polin	NP	Goldberg-Polin
,	,	,
who	WP	who
was	VBD	be
the	DT	the
only	JJ	only
U.S.	NP	U.S.
citizen	NN	citizen
among	IN	among
them	PP	them
,	,	,
were	VBD	be
identified	VBN	identify
by	IN	by
the	DT	the
Israeli	JJ	Israeli
military	NN	military
as	IN	as
Ori	NP	Ori
Danino	NP	<unknown>
,	,	,
25	CD	@card@
;	:	;
Eden	NP	Eden
Yerushalmi	NP	Yerushalmi
,	,	,
24	CD	@card@
;	:	;
Almog	NP	<unknown>
Sarusi	NP	<unknown>
,	,	,
27	CD	@card@
;	:	;
Alexander	NP	Alexander
Lobanov	NP	<unknown>
,	,	,
33	CD	@card@
;	:	;
and	CC	and
Carmel	NP	Carmel
Gat	NN	gat
,	,	,
40	CD	@card@
.	SENT	.
<p>
Advertisement	NN	advertisement
<p>
In	IN	in
a	DT	a
preliminary	JJ	preliminary
assessment	NN	assessment
,	,	,
the	DT	the
Israeli	JJ	Israeli
military	NN	military
said	VBD	say
all	DT	all
six	CD	six
were	VBD	be
killed	VBN	kill
"	``	"
shortly	RB	shortly
"	''	"
before	IN	before
troops	NNS	troop
arrived	VBN	arrive
to	TO	to
rescue	VB	rescue
them	PP	them
.	SENT	.
<p>
On	IN	on
Oct.	NP	Oct.
7	CD	@card@
,	,	,
Hamas-led	JJ	<unknown>
Palestinian	JJ	Palestinian
militants	NNS	militant
executed	VBD	execute
multiple	JJ	multiple
attacks	NNS	attack
throughout	IN	throughout
Israel	NP	Israel
,	,	,
including	VBG	include
at	IN	at
the	DT	the
music	NN	music
festival	NN	festival
,	,	,
where	WRB	where
364	CD	@card@
attendees	NNS	attendee
were	VBD	be
killed	VBN	kill
and	CC	and
about	RB	about
250	CD	@card@
individuals	NNS	individual
were	VBD	be
taken	VBN	take
hostage	NN	hostage
.	SENT	.
About	IN	about
half	NN	half
of	IN	of
those	DT	those
hostages	NNS	hostage
were	VBD	be
freed	VBN	free
in	IN	in
a	DT	a
hostage-prisoner	NN	hostage-prisoner
swap	NN	swap
last	JJ	last
year	NN	year
.	SENT	.
In	IN	in
total	NN	total
,	,	,
1,200	CD	@card@
Israelis	NNS	Israeli
were	VBD	be
killed	VBN	kill
,	,	,
including	VBG	include
at	IN	at
least	JJS	least
42	CD	@card@
Americans	NNS	American
.	SENT	.
<p>
Since	IN	since
those	DT	those
attacks	NNS	attack
,	,	,
Israel	NP	Israel
retaliated	VBD	retaliate
with	IN	with
an	DT	an
aerial	JJ	aerial
bombardment	NN	bombardment
of	IN	of
Gaza	NP	Gaza
,	,	,
a	DT	a
densely	RB	densely
populated	VBN	populate
area	NN	area
of	IN	of
land	NN	land
,	,	,
and	CC	and
with	IN	with
ground	NN	ground
troops	NNS	troop
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Palestinians	NPS	Palestinians
,	,	,
according	VBG	accord
to	TO	to
Gaza	NP	Gaza
health	NN	health
officials	NNS	official
.	SENT	.
<p>
People	NNS	people
attend	VBP	attend
a	DT	a
vigil	NN	vigil
at	IN	at
the	DT	the
Nova	NP	Nova
exhibit	NN	exhibit
on	IN	on
Sept.	NP	Sept.
1	CD	@card@
,	,	,
2024	CD	@card@
,	,	,
in	IN	in
Culver	NP	Culver
City	NP	City
.	SENT	.
The	DT	the
exhibit	NN	exhibit
,	,	,
which	WDT	which
commemorates	VBZ	commemorate
the	DT	the
Oct.	NP	Oct.
7	CD	@card@
,	,	,
2023	CD	@card@
,	,	,
attack	NN	attack
by	IN	by
Hamas	JJ	<unknown>
militants	NNS	militant
,	,	,
was	VBD	be
inspired	VBN	inspire
by	IN	by
stories	NNS	story
told	VBN	tell
by	IN	by
survivors	NNS	survivor
of	IN	of
the	DT	the
music	NN	music
festival	NN	festival
in	IN	in
Israel	NP	Israel
.	SENT	.
