<p>
Though	IN	though
photo	NN	photo
of	IN	of
herself	PP	herself
from	IN	from
before	IN	before
the	DT	the
bombings.NBC	NN	<unknown>
News	NN	news
<p>
Now	RB	now
,	,	,
Tabeel	NP	<unknown>
said	VBD	say
,	,	,
"	``	"
I	PP	I
often	RB	often
wake	VBP	wake
up	RP	up
in	IN	in
the	DT	the
morning	NN	morning
to	TO	to
find	VB	find
my	PP$	my
daughter	NN	daughter
holding	VBG	hold
the	DT	the
mirror	NN	mirror
and	CC	and
screaming	VBG	scream
,	,	,
screaming	VBG	scream
.	SENT	.
"	''	"
<p>
Sama	NP	Sama
has	VBZ	have
stopped	VBN	stop
playing	VBG	play
with	IN	with
other	JJ	other
children	NNS	child
who	WP	who
have	VBP	have
bullied	VBN	bully
her	PP	her
for	IN	for
being	VBG	be
bald	JJ	bald
.	SENT	.
Her	PP$	her
sister	JJ	sister
stays	NNS	stays
by	IN	by
her	PP$	her
side	NN	side
,	,	,
wearing	VBG	wear
a	DT	a
bandana	NN	bandana
in	IN	in
solidarity	NN	solidarity
.	SENT	.
<p>
Tabeel	NP	<unknown>
said	VBD	say
that	IN	that
when	WRB	when
they	PP	they
ran	VBD	run
from	IN	from
the	DT	the
shelling	VBG	shell
,	,	,
Sama	NP	Sama
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
want	VBP	want
to	TO	to
die	VB	die
.	SENT	.
"	''	"
But	CC	but
now	RB	now
Sama	NP	Sama
is	VBZ	be
telling	VBG	tell
me	PP	me
,	,	,
'	''	'
Mom	NP	Mom
,	,	,
I	PP	I
want	VBP	want
to	TO	to
die	VB	die
.	SENT	.
'	''	'
"	``	"
<p>
According	VBG	accord
to	TO	to
a	DT	a
March	NP	March
report	NN	report
by	IN	by
Save	NP	Save
the	DT	the
Children	NNS	child
,	,	,
months	NNS	month
of	IN	of
violence	NN	violence
,	,	,
displacement	NN	displacement
,	,	,
starvation	NN	starvation
and	CC	and
disease	NN	disease
have	VBP	have
caused	VBN	cause
relentless	JJ	relentless
mental	JJ	mental
harm	NN	harm
to	TO	to
children	NNS	child
in	IN	in
Gaza	NP	Gaza
.	SENT	.
Children	NNS	child
lost	VBD	lose
their	PP$	their
appetites	NNS	appetite
,	,	,
or	CC	or
started	VBD	start
wetting	VBG	wet
the	DT	the
bed	NN	bed
.	SENT	.
Others	NNS	other
stopped	VBD	stop
speaking	VBG	speak
.	SENT	.
Before	IN	before
the	DT	the
war	NN	war
,	,	,
some	DT	some
had	VBD	have
wanted	VBN	want
to	TO	to
be	VB	be
doctors	NNS	doctor
or	CC	or
teachers	NNS	teacher
when	WRB	when
they	PP	they
grew	VBD	grow
up	RP	up
,	,	,
but	CC	but
their	PP$	their
dreams	NNS	dream
had	VBD	have
shrunk	VBN	shrink
to	TO	to
the	DT	the
limited	JJ	limited
hopes	NNS	hope
of	IN	of
conflict	NN	conflict
,	,	,
like	IN	like
driving	VBG	drive
a	DT	a
donkey	NN	donkey
cart	NN	cart
to	TO	to
deliver	VB	deliver
aid	NN	aid
.	SENT	.
<p>
According	VBG	accord
to	TO	to
local	JJ	local
health	NN	health
authorities	NNS	authority
,	,	,
more	JJR	more
than	IN	than
40,000	CD	@card@
people	NNS	people
,	,	,
including	VBG	include
thousands	NNS	thousand
of	IN	of
children	NNS	child
,	,	,
have	VBP	have
been	VBN	be
killed	VBN	kill
in	IN	in
Gaza	NP	Gaza
since	IN	since
the	DT	the
war	NN	war
began	VBD	begin
on	IN	on
Oct.	NP	Oct.
7	CD	@card@
,	,	,
when	WRB	when
Hamas	NP	<unknown>
attacked	VBD	attack
southern	JJ	southern
Israel	NP	Israel
.	SENT	.
About	IN	about
1200	CD	@card@
were	VBD	be
killed	VBN	kill
,	,	,
790	CD	@card@
of	IN	of
them	PP	them
civilians	NNS	civilian
,	,	,
and	CC	and
about	RB	about
240	CD	@card@
kidnapped	VBD	kidnap
,	,	,
according	VBG	accord
to	TO	to
Israeli	JJ	Israeli
authorities	NNS	authority
.	SENT	.
<p>
Tabeel	NP	<unknown>
says	VBZ	say
Sama	NP	Sama
is	VBZ	be
psychologically	RB	psychologically
broken	VBN	break
,	,	,
and	CC	and
there	EX	there
'	''	'
s	NNS	<unknown>
little	JJ	little
sign	NN	sign
that	IN	that
she	PP	she
will	MD	will
know	VB	know
safety	NN	safety
soon	RB	soon
.	SENT	.
A	DT	a
few	JJ	few
days	NNS	day
ago	RB	ago
,	,	,
she	PP	she
said	VBD	say
there	EX	there
was	VBD	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
terrified	VBN	terrify
,	,	,
asking	VBG	ask
to	TO	to
be	VB	be
held	VBN	hold
,	,	,
"	``	"
so	RB	so
I	PP	I
hugged	VBD	hug
her	PP	her
and	CC	and
put	VB	put
her	PP	her
to	TO	to
sleep	VB	sleep
.	SENT	.
"	''	"
<p>
"	``	"
Our	PP$	our
home	NN	home
is	VBZ	be
gone	VBN	go
,	,	,
my	PP$	my
grandfather	NN	grandfather
is	VBZ	be
gone	VBN	go
,	,	,
and	CC	and
my	PP$	my
aunt	NN	aunt
is	VBZ	be
gone	VBN	go
,	,	,
and	CC	and
I	PP	I
lost	VBD	lose
my	PP$	my
hair	NN	hair
,	,	,
and	CC	and
I	PP	I
am	VBP	be
afraid	JJ	afraid
to	TO	to
lose	VB	lose
one	CD	one
of	IN	of
my	PP$	my
siblings	NNS	sibling
,	,	,
my	PP$	my
brother	NN	brother
,	,	,
my	PP$	my
sister	NN	sister
,	,	,
my	PP$	my
mother	NN	mother
,	,	,
my	PP$	my
father	NN	father
;	:	;
I	PP	I
am	VBP	be
scared	VBN	scare
to	TO	to
lose	VB	lose
one	CD	one
of	IN	of
my	PP$	my
siblings	NNS	sibling
,	,	,
"	''	"
Sama	NP	Sama
said	VBD	say
.	SENT	.
