<h>
Iran/Israeli	NP	Iran/Israeli
hospitals	NNS	hospital
and	CC	and
emergency	NN	emergency
healthcare	NN	<unknown>
facilities	NNS	facility
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
<p>
The	DT	the
Israeli	NP	Israeli
also	RB	also
mounted	VBD	mount
blockades	NNS	blockade
to	TO	to
stop	VB	stop
humanitarian	JJ	humanitarian
aid	NN	aid
from	IN	from
reaching	VBG	reach
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
who	WP	who
have	VBP	have
been	VBN	be
under	IN	under
heavy	JJ	heavy
aerial	JJ	aerial
bombardments	NNS	bombardment
.	SENT	.
They	PP	they
went	VBD	go
to	TO	to
the	DT	the
extent	NN	extent
of	IN	of
making	VBG	make
airdrops	NNS	airdrop
of	IN	of
food	NN	food
items	NNS	item
on	IN	on
the	DT	the
Gaza	NP	Gaza
strip	NN	strip
that	WDT	that
ended	VBD	end
up	RP	up
burning	VBG	burn
up	RP	up
the	DT	the
Gaza	NP	Gaza
people	NNS	people
that	WDT	that
went	VBD	go
out	RP	out
to	TO	to
pick	VB	pick
the	DT	the
food	NN	food
items	NNS	item
.	SENT	.
Gaza	NP	Gaza
has	VBZ	have
been	VBN	be
turned	VBN	turn
into	IN	into
one	CD	one
huge	JJ	huge
grave	JJ	grave
strip	NN	strip
.	SENT	.
The	DT	the
whole	JJ	whole
world	NN	world
stood	VBD	stand
behind	IN	behind
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
,	,	,
imploring	VBG	implore
the	DT	the
Israeli	JJ	Israeli
government	NN	government
to	TO	to
stop	VB	stop
the	DT	the
killings	NNS	killing
.	SENT	.
The	DT	the
continued	JJ	continued
attacks	NNS	attack
have	VBP	have
made	VBN	make
it	PP	it
abundantly	RB	abundantly
clear	JJ	clear
that	IN	that
the	DT	the
Israeli	JJ	Israeli
attacks	NNS	attack
were	VBD	be
n't	RB	n't
just	RB	just
reprisal	NN	reprisal
attacks	NNS	attack
,	,	,
but	CC	but
that	IN	that
the	DT	the
Israeli	JJ	Israeli
government	NN	government
wants	VBZ	want
a	DT	a
total	JJ	total
annihilation	NN	annihilation
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
.	SENT	.
There	EX	there
was	VBD	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
the	DT	the
Arabian	NP	Arabian
Peninsula	NP	Peninsula
,	,	,
between	IN	between
the	DT	the
Shiites	NPS	Shiites
and	CC	and
Wahabis	NP	<unknown>
stood	VBD	stand
in	IN	in
the	DT	the
way	NN	way
of	IN	of
any	DT	any
serious	JJ	serious
interventions	NNS	intervention
from	IN	from
the	DT	the
Arab	JJ	Arab
world	NN	world
.	SENT	.
<p>
On	IN	on
April	NP	April
1	CD	@card@
,	,	,
2024	CD	@card@
,	,	,
Israel	NP	Israel
launched	VBD	launch
an	DT	an
attack	NN	attack
on	IN	on
the	DT	the
Iranian	JJ	Iranian
embassy	NN	embassy
in	IN	in
Syria	NP	Syria
,	,	,
in	IN	in
an	DT	an
unprecedented	JJ	unprecedented
escalation	NN	escalation
of	IN	of
hostilities	NNS	hostility
between	IN	between
the	DT	the
two	CD	two
countries	NNS	country
.	SENT	.
Iran	NP	Iran
lost	VBD	lose
a	DT	a
top	JJ	top
commander	NN	commander
along	IN	along
with	IN	with
other	JJ	other
Islamic	NP	Islamic
Revolutionary	NP	Revolutionary
Guard	NP	Guard
Corps	NP	Corps
soldiers	NNS	soldier
.	SENT	.
Since	IN	since
then	RB	then
,	,	,
Iran	NP	Iran
had	VBD	have
vowed	VBN	vow
to	TO	to
retaliate	VB	retaliate
,	,	,
and	CC	and
put	VBD	put
an	DT	an
end	NN	end
to	TO	to
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
attack	NN	attack
on	IN	on
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
.	SENT	.
On	IN	on
April	NP	April
13	CD	@card@
,	,	,
2024	CD	@card@
,	,	,
true	JJ	true
to	TO	to
its	PP$	its
threat	NN	threat
,	,	,
Iran	NP	Iran
launched	VBD	launch
hundreds	NNS	hundred
of	IN	of
drone	NN	drone
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
.	SENT	.
It	PP	it
is	VBZ	be
believed	VBN	believe
to	TO	to
have	VB	have
subsequently	RB	subsequently
launched	VBN	launch
missile	NN	missile
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
.	SENT	.
The	DT	the
Jordanian	JJ	Jordanian
authorities	NNS	authority
along	IN	along
with	IN	with
the	DT	the
US	NP	US
Airforce	NP	Airforce
have	VBP	have
been	VBN	be
intercepting	VBG	intercept
the	DT	the
drones	NNS	drone
and	CC	and
missiles	NNS	missile
passing	VBG	pass
through	IN	through
Jordan	NP	Jordan
airspace	NN	airspace
towards	IN	towards
Israel	NP	Israel
.	SENT	.
Hezbollah	NP	Hezbollah
,	,	,
a	DT	a
Lebanese	JJ	Lebanese
group	NN	group
,	,	,
has	VBZ	have
also	RB	also
joined	VBN	join
in	IN	in
this	DT	this
massive	JJ	massive
offensive	NN	offensive
against	IN	against
Israel	NP	Israel
,	,	,
launching	VBG	launch
its	PP$	its
own	JJ	own
drone	NN	drone
attacks	NNS	attack
.	SENT	.
Iran	NP	Iran
says	VBZ	say
its	PP$	its
attack	NN	attack
is	VBZ	be
being	VBG	be
conducted	VBN	conduct
on	IN	on
the	DT	the
strength	NN	strength
of	IN	of
Article	NP	Article
51	CD	@card@
of	IN	of
the	DT	the
UN	NP	UN
Charter	NP	Charter
pertaining	VBG	pertain
legitimate	JJ	legitimate
defense	NN	defense
.	SENT	.
They	PP	they
were	VBD	be
attacked	VBN	attack
by	IN	by
Israel	NP	Israel
and	NP	and
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
leading	VBG	lead
actor	NN	actor
and	CC	and
voice	NN	voice
against	IN	against
the	DT	the
invasion	NN	invasion
of	IN	of
Gaza	NP	Gaza
by	IN	by
the	DT	the
Israeli	NP	Israeli
.	SENT	.
It	PP	it
took	VBD	take
the	DT	the
opportunity	NN	opportunity
of	IN	of
its	PP$	its
reprisal	NN	reprisal
attack	NN	attack
on	IN	on
Israeli	NP	Israeli
,	,	,
to	TO	to
warn	VB	warn
them	PP	them
against	IN	against
their	PP$	their
incursion	NN	incursion
and	CC	and
assault	NN	assault
on	IN	on
Gaza	NP	Gaza
.	SENT	.
Images	NNS	image
and	CC	and
videos	NNS	video
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
depict	VBP	depict
them	PP	them
in	IN	in
celebratory	NN	celebratory
mood	NN	mood
,	,	,
since	IN	since
the	DT	the
news	NN	news
of	IN	of
the	DT	the
Iranian	JJ	Iranian
attacks	NNS	attack
.	SENT	.
At	IN	at
last	JJ	last
,	,	,
someone	NN	someone
is	VBZ	be
able	JJ	able
to	TO	to
stand	VB	stand
up	RP	up
to	TO	to
Israel	NP	Israel
.	SENT	.
The	DT	the
Iranian	JJ	Iranian
attack	NN	attack
has	VBZ	have
come	VBN	come
to	TO	to
them	PP	them
as	IN	as
succour	NN	succour
.	SENT	.
For	IN	for
the	DT	the
first	JJ	first
time	NN	time
,	,	,
all	DT	all
aircraft	NN	aircraft
,	,	,
both	CC	both
manned	JJ	manned
and	CC	and
unmanned	JJ	unmanned
,	,	,
have	VBP	have
been	VBN	be
withdrawn	VBN	withdraw
from	IN	from
the	DT	the
Gaza	NP	Gaza
airspace	NN	airspace
.	SENT	.
A	DT	a
ceasefire	NN	ceasefire
has	VBZ	have
been	VBN	be
gifted	VBN	gift
to	TO	to
them	PP	them
courtesy	NN	courtesy
Iranian	JJ	Iranian
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
.	SENT	.
The	DT	the
world	NN	world
of	IN	of
Palestinian	JJ	Palestinian
sympathisers	NNS	sympathiser
will	MD	will
breath	NN	breath
a	DT	a
sigh	NN	sigh
of	IN	of
relief	NN	relief
,	,	,
from	IN	from
the	DT	the
pains	NNS	pain
,	,	,
destruction	NN	destruction
and	CC	and
death	NN	death
visited	VBN	visit
upon	IN	upon
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
.	SENT	.
<p>
It	PP	it
remains	VBZ	remain
to	TO	to
be	VB	be
seen	VBN	see
whether	IN	whether
the	DT	the
attacks	NNS	attack
on	IN	on
Israel	NP	Israel
will	MD	will
be	VB	be
continued	VBN	continue
or	CC	or
paused	VBN	pause
as	IN	as
reprisals	NNS	reprisal
to	TO	to
the	DT	the
attack	NN	attack
on	IN	on
Iran	NP	Iran
'	POS	'
s	JJ	<unknown>
embassy	NN	embassy
in	IN	in
Damascus	NP	Damascus
.	SENT	.
We	PP	we
would	MD	would
have	VB	have
a	DT	a
third	JJ	third
world	NN	world
war	NN	war
in	IN	in
our	PP$	our
hands	NNS	hand
,	,	,
considering	VBG	consider
that	IN	that
both	DT	both
Iran	NP	Iran
and	CC	and
Israel	NP	Israel
are	VBP	be
among	IN	among
the	DT	the
exclusive	JJ	exclusive
community	NN	community
of	IN	of
nations	NNS	nation
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
powers	VBZ	power
behind	IN	behind
them	PP	them
,	,	,
with	IN	with
China	NP	China
and	CC	and
Russia	NP	Russia
lining	VBG	line
up	RP	up
behind	IN	behind
Iran	NP	Iran
,	,	,
and	CC	and
the	DT	the
US	NP	US
and	CC	and
perhaps	RB	perhaps
all	RB	all
of	IN	of
NATO	NP	NATO
countries	NNS	country
behind	IN	behind
Israel	NP	Israel
.	SENT	.
Should	MD	should
this	DT	this
much	JJ	much
anticipated	JJ	anticipated
warfare	NN	warfare
be	VB	be
escalated	VBN	escalate
,	,	,
the	DT	the
repercussions	NNS	repercussion
would	MD	would
be	VB	be
felt	VBN	feel
around	IN	around
the	DT	the
globe	NN	globe
.	SENT	.
<p>
For	IN	for
third	JJ	third
world	NN	world
countries	NNS	country
like	IN	like
ours	PP	ours
,	,	,
it	PP	it
could	MD	could
mean	VB	mean
a	DT	a
spike	NN	spike
in	IN	in
the	DT	the
prices	NNS	price
of	IN	of
crude	JJ	crude
oil	NN	oil
,	,	,
and	CC	and
a	DT	a
scarcity	NN	scarcity
of	IN	of
the	DT	the
energy	NN	energy
source	NN	source
globally	RB	globally
as	RB	as
well	RB	well
.	SENT	.
They	PP	they
say	VBP	say
when	WRB	when
two	CD	two
elephants	NNS	elephant
fight	NN	fight
,	,	,
it	PP	it
is	VBZ	be
the	DT	the
grass	NN	grass
that	WDT	that
suffers	VBZ	suffer
.	SENT	.
In	IN	in
this	DT	this
case	NN	case
,	,	,
the	DT	the
grass	NN	grass
may	MD	may
turn	VB	turn
out	RP	out
to	TO	to
be	VB	be
well	RB	well
irrigated	VBN	irrigate
and	CC	and
nourished	VBN	nourish
.	SENT	.
We	PP	we
would	MD	would
do	VB	do
well	RB	well
to	TO	to
take	VB	take
advantage	NN	advantage
of	IN	of
the	DT	the
economics	NNS	economics
of	IN	of
it	PP	it
all	DT	all
,	,	,
and	CC	and
not	RB	not
be	VB	be
drawn	VBN	draw
into	IN	into
any	DT	any
proxy	JJ	proxy
wars	NNS	war
of	IN	of
world	NN	world
super	JJ	super
powers	NNS	power
.	SENT	.
The	DT	the
good	JJ	good
thing	NN	thing
is	VBZ	be
that	IN	that
we	PP	we
are	VBP	be
far	RB	far
away	RB	away
from	IN	from
the	DT	the
conflict	NN	conflict
.	SENT	.
The	DT	the
war	NN	war
,	,	,
like	IN	like
most	JJS	most
wars	NNS	war
in	IN	in
recent	JJ	recent
world	NN	world
history	NN	history
,	,	,
are	VBP	be
political	JJ	political
wars	NNS	war
with	IN	with
massive	JJ	massive
economic	JJ	economic
gain	NN	gain
.	SENT	.
<p>
It	PP	it
would	MD	would
also	RB	also
be	VB	be
in	IN	in
our	PP$	our
collective	JJ	collective
interest	NN	interest
not	RB	not
to	TO	to
deem	VB	deem
it	PP	it
a	DT	a
religious	JJ	religious
war	NN	war
,	,	,
after	IN	after
all	DT	all
,	,	,
the	DT	the
Arabian	NP	Arabian
Peninsula	NP	Peninsula
is	VBZ	be
divided	VBN	divide
over	IN	over
their	PP$	their
different	JJ	different
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
,	,	,
reprieve	NN	reprieve
has	VBZ	have
come	VBN	come
the	DT	the
way	NN	way
of	IN	of
Palestinians	NNS	Palestinian
and	CC	and
prayers	NNS	prayer
around	IN	around
the	DT	the
world	NN	world
for	IN	for
them	PP	them
especially	RB	especially
from	IN	from
the	DT	the
ramadhaan	JJ	<unknown>
period	NN	period
,	,	,
have	VBP	have
been	VBN	be
answered	VBN	answer
.	SENT	.
Israel	NP	Israel
would	MD	would
have	VB	have
bigger	JJR	big
fishes	NNS	fish
to	TO	to
fry	VB	fry
.	SENT	.
Palestine	NP	Palestine
would	MD	would
be	VB	be
left	VBN	leave
alone	RB	alone
for	IN	for
now	RB	now
.	SENT	.
The	DT	the
US	NP	US
,	,	,
Israel	NP	Israel
,	,	,
Russia	NP	Russia
and	CC	and
China	NP	China
and	CC	and
perhaps	RB	perhaps
the	DT	the
Arab	JJ	Arab
world	NN	world
in	IN	in
toe	NN	toe
,	,	,
would	MD	would
be	VB	be
left	VBN	leave
to	TO	to
decide	VB	decide
whether	IN	whether
their	PP$	their
war	NN	war
games	NNS	game
in	IN	in
the	DT	the
last	JJ	last
decade	NN	decade
will	MD	will
come	VB	come
to	TO	to
an	DT	an
end	NN	end
,	,	,
or	CC	or
they	PP	they
will	MD	will
further	RBR	further
flex	VB	flex
their	PP$	their
muscles	NNS	muscle
and	CC	and
supersonic	JJ	supersonic
warfare	NN	warfare
equipment	NN	equipment
.	SENT	.
