<p>
LONDON	NP	LONDON
'	POS	'
s	NN	S
government	NN	government
.	SENT	.
<p>
"	``	"
We	PP	we
can	MD	can
not	RB	not
stand	VB	stand
by	IN	by
in	IN	in
the	DT	the
face	NN	face
of	IN	of
this	DT	this
new	JJ	new
deterioration	NN	deterioration
.	SENT	.
It	PP	it
is	VBZ	be
incompatible	JJ	incompatible
with	IN	with
the	DT	the
principles	NNS	principle
that	WDT	that
underpin	VBP	underpin
our	PP$	our
bilateral	JJ	bilateral
relationship	NN	relationship
,	,	,
"	''	"
David	NP	David
Lammy	NP	<unknown>
told	VBD	tell
lawmakers	NNS	lawmaker
.	SENT	.
<p>
"	''	"
Frankly	RB	frankly
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
affront	NN	affront
to	TO	to
the	DT	the
values	NNS	value
of	IN	of
the	DT	the
British	JJ	British
people	NNS	people
.	SENT	.
Therefore	RB	therefore
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
with	IN	with
this	DT	this
Israeli	JJ	Israeli
government	NN	government
on	IN	on
a	DT	a
new	JJ	new
free	JJ	free
trade	NN	trade
agreement	NN	agreement
.	SENT	.
<p>
"	``	"
We	PP	we
are	VBP	be
demonstrating	VBG	demonstrate
again	RB	again
that	IN	that
we	PP	we
will	MD	will
continue	VB	continue
to	TO	to
act	VB	act
against	IN	against
those	DT	those
who	WP	who
are	VBP	be
carrying	VBG	carry
out	RP	out
heinous	JJ	heinous
abuses	NNS	abuse
of	IN	of
human	JJ	human
rights	NNS	right
,	,	,
"	''	"
Lammy	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
France	NP	France
,	,	,
Canada	NP	Canada
,	,	,
UK	NP	UK
horrified	VBD	horrify
<p>
Britain	NP	Britain
,	,	,
in	IN	in
a	DT	a
joint	JJ	joint
statement	NN	statement
with	IN	with
France	NP	France
and	CC	and
Canada	NP	Canada
,	,	,
condemned	VBD	condemn
the	DT	the
expansion	NN	expansion
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
military	JJ	military
operations	NNS	operation
in	IN	in
Gaza	NP	Gaza
and	CC	and
called	VBN	call
for	IN	for
restrictions	NNS	restriction
on	IN	on
aid	NN	aid
to	TO	to
be	VB	be
lifted	VBN	lift
.	SENT	.
<p>
The	DT	the
trio	NN	trio
said	VBD	say
they	PP	they
would	MD	would
take	VB	take
"	``	"
further	RBR	further
concrete	JJ	concrete
action	NN	action
"	''	"
should	MD	should
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
fresh	JJ	fresh
offensive	NN	offensive
not	RB	not
cease	VB	cease
.	SENT	.
<p>
"	``	"
I	PP	I
want	VBP	want
to	TO	to
put	VB	put
on	IN	on
record	NN	record
today	NN	today
that	IN	that
we	PP	we
'	POS	'
re	NN	re
horrified	VBD	horrify
by	IN	by
the	DT	the
escalation	NN	escalation
from	IN	from
Israel	NP	Israel
,	,	,
"	''	"
Starmer	NP	Starmer
told	VBD	tell
parliament	NN	parliament
earlier	RBR	earlier
on	IN	on
Tuesday	NP	Tuesday
.	SENT	.
<p>
"	``	"
We	PP	we
repeat	VBP	repeat
our	PP$	our
demand	NN	demand
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
as	IN	as
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
free	VB	free
the	DT	the
hostages	NNS	hostage
(	(	(
Israeli	JJ	Israeli
prisoners	NNS	prisoner
)	)	)
,	,	,
we	PP	we
repeat	VBP	repeat
our	PP$	our
opposition	NN	opposition
to	TO	to
settlements	NNS	settlement
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
,	,	,
and	CC	and
we	PP	we
repeat	VBP	repeat
our	PP$	our
demand	NN	demand
to	TO	to
massively	RB	massively
scale	VB	scale
up	RP	up
humanitarian	JJ	humanitarian
assistance	NN	assistance
into	IN	into
Gaza	NP	Gaza
.	SENT	.
"	''	"
<p>
French	NP	French
Foreign	NP	Foreign
Minister	NP	Minister
Barrot	NP	Barrot
told	VBD	tell
French	JJ	French
radio	NN	radio
there	EX	there
was	VBD	be
a	DT	a
growing	VBG	grow
call	NN	call
from	IN	from
some	DT	some
countries	NNS	country
to	TO	to
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
killed	VBN	kill
in	IN	in
Israeli	JJ	Israeli
strikes	NNS	strike
<p>
Israeli	JJ	Israeli
air	NN	air
strikes	NNS	strike
killed	VBD	kill
about	RB	about
50	CD	@card@
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
on	IN	on
Tuesday	NP	Tuesday
,	,	,
local	JJ	local
medics	NNS	medic
said	VBD	say
,	,	,
as	IN	as
Israel	NP	Israel
continued	VBD	continue
its	PP$	its
bombardment	NN	bombardment
despite	IN	despite
mounting	VBG	mount
international	JJ	international
pressure	NN	pressure
to	TO	to
stop	VB	stop
military	JJ	military
operations	NNS	operation
.	SENT	.
<p>
The	DT	the
strikes	NNS	strike
fell	VBD	fall
across	IN	across
Gaza	NP	Gaza
,	,	,
and	CC	and
medics	NNS	medic
in	IN	in
the	DT	the
territory	NN	territory
said	VBD	say
that	IN	that
among	IN	among
the	DT	the
sites	NNS	site
hit	NN	hit
were	VBD	be
two	CD	two
homes	NNS	home
where	WRB	where
women	NNS	woman
and	CC	and
children	NNS	child
were	VBD	be
among	IN	among
the	DT	the
18	CD	@card@
dead	NN	dead
,	,	,
and	CC	and
a	DT	a
school	NN	school
housing	NN	housing
displaced	VBN	displace
families	NNS	family
.	SENT	.
<p>
'	''	'
Everything	NN	everything
is	VBZ	be
empty	JJ	empty
'	''	'
<p>
The	DT	the
conflict	NN	conflict
has	VBZ	have
strained	VBN	strain
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
relations	NNS	relation
with	IN	with
much	JJ	much
of	IN	of
the	DT	the
international	JJ	international
community	NN	community
and	CC	and
those	DT	those
with	IN	with
its	PP$	its
closest	JJS	close
ally	NN	ally
,	,	,
the	DT	the
US	NP	US
,	,	,
now	RB	now
appear	VBP	appear
to	TO	to
be	VB	be
wavering	VBG	waver
.	SENT	.
<p>
After	IN	after
Israel	NP	Israel
imposed	VBD	impose
a	DT	a
blockade	NN	blockade
of	IN	of
food	NN	food
and	CC	and
other	JJ	other
supplies	NNS	supply
,	,	,
Gaza	NP	Gaza
has	VBZ	have
also	RB	also
been	VBN	be
facing	VBG	face
a	DT	a
critical	JJ	critical
risk	NN	risk
of	IN	of
famine	NN	famine
.	SENT	.
<p>
On	IN	on
Monday	NP	Monday
,	,	,
Israel	NP	Israel
allowed	VBD	allow
nine	CD	nine
trucks	NNS	truck
into	IN	into
Gaza	NP	Gaza
.	SENT	.
The	DT	the
UN	NP	UN
has	VBZ	have
long	RB	long
said	VBN	say
Gaza	NP	Gaza
needs	VBZ	need
at	IN	at
least	JJS	least
500	CD	@card@
trucks	NNS	truck
of	IN	of
aid	NN	aid
and	CC	and
commercial	JJ	commercial
goods	NNS	good
every	DT	every
day	NN	day
.	SENT	.
Throughout	IN	throughout
the	DT	the
conflict	NN	conflict
,	,	,
trucks	NNS	truck
with	IN	with
aid	NN	aid
have	VBP	have
waited	VBN	wait
weeks	NNS	week
and	CC	and
months	NNS	month
the	DT	the
border	NN	border
to	TO	to
enter	VB	enter
Gaza	NP	Gaza
.	SENT	.
<p>
Louise	NP	Louise
Wateridge	NP	Wateridge
,	,	,
a	DT	a
spokesperson	NN	spokesperson
for	IN	for
the	DT	the
UN	NP	UN
Palestinian	NP	Palestinian
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
"	``	"
Everything	NN	everything
'	''	'
s	NNS	<unknown>
empty	VBP	empty
.	SENT	.
The	DT	the
warehouses	NNS	warehouse
,	,	,
the	DT	the
distribution	NN	distribution
centres	NNS	centre
,	,	,
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
empty	JJ	empty
for	IN	for
weeks	NNS	week
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
<p>
Meanwhile	RB	meanwhile
,	,	,
Yair	NP	Yair
Golan	NP	Golan
,	,	,
a	DT	a
former	JJ	former
deputy	JJ	deputy
chief	NN	chief
of	IN	of
staff	NN	staff
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
military	NN	military
,	,	,
said	VBD	say
in	IN	in
a	DT	a
radio	NN	radio
interview	NN	interview
that	IN	that
Israel	NP	Israel
risked	VBD	risk
becoming	VBG	become
a	DT	a
'	''	'
pariah	NN	pariah
state	NN	state
'	POS	'
.	SENT	.
<p>
"	``	"
A	DT	a
sane	JJ	sane
country	NN	country
does	VBZ	do
not	RB	not
engage	VB	engage
in	IN	in
combat	NN	combat
against	IN	against
civilians	NNS	civilian
,	,	,
does	VBZ	do
not	RB	not
kill	VB	kill
babies	NNS	baby
as	IN	as
a	DT	a
hobby	NN	hobby
,	,	,
and	CC	and
does	VBZ	do
not	RB	not
pursue	VB	pursue
goals	NNS	goal
of	IN	of
population	NN	population
expulsion	NN	expulsion
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
<p>
FO	NP	fo
slams	VBZ	slam
Israeli	JJ	Israeli
threat	NN	threat
<p>
Pakistan	NP	Pakistan
'	POS	'
s	NN	S
Foreign	NP	Foreign
Office	NP	Office
said	VBD	say
the	DT	the
expansion	NN	expansion
of	IN	of
Israeli	JJ	Israeli
ground	NN	ground
operations	NNS	operation
in	IN	in
Gaza	NP	Gaza
,	,	,
as	RB	as
well	RB	well
as	IN	as
its	PP$	its
plan	NN	plan
to	TO	to
"	``	"
take	VB	take
control	NN	control
of	IN	of
all	DT	all
"	''	"
of	IN	of
the	DT	the
territory	NN	territory
,	,	,
posed	VBD	pose
a	DT	a
grave	JJ	grave
threat	NN	threat
to	TO	to
efforts	NNS	effort
aimed	VBN	aim
at	IN	at
achieving	VBG	achieve
regional	JJ	regional
peace	NN	peace
.	SENT	.
<p>
"	''	"
Pakistan	NP	Pakistan
reaffirms	VBZ	reaffirm
its	PP$	its
unwavering	VBG	unwaver
support	NN	support
for	IN	for
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
'	POS	'
s	NN	S
right	NN	right
to	TO	to
self-determination	NN	self-determination
and	CC	and
calls	VBZ	call
for	IN	for
the	DT	the
establishment	NN	establishment
of	IN	of
an	DT	an
independent	JJ	independent
,	,	,
viable	JJ	viable
and	CC	and
contiguous	JJ	contiguous
Palestinian	JJ	Palestinian
state	NN	state
based	VBN	base
on	IN	on
pre-1967	JJ	pre-1967
borders	NNS	border
,	,	,
"	''	"
the	DT	the
FO	NP	fo
added	VBD	add
.	SENT	.
