<p>
Dozens	NNS	dozen
continent	NN	continent
.	SENT	.
<p>
Feb.	NP	Feb.
25	CD	@card@
,	,	,
2022	CD	@card@
<p>
"	''	"
As	IN	as
a	DT	a
Software	NP	Software
Engineer	NN	engineer
in	IN	in
Google	NP	<unknown>
Cloud	NP	Cloud
,	,	,
it	PP	it
is	VBZ	be
horrifying	VBG	horrify
to	TO	to
think	VB	think
that	IN	that
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Military	JJ	military
in	IN	in
the	DT	the
first	JJ	first
ever	RB	ever
AI	VBP	ai
powered	VBN	power
genocide	NN	genocide
,	,	,
"	''	"
said	VBD	say
Google	NP	<unknown>
Cloud	NP	Cloud
software	NN	software
engineer	NN	engineer
William	NP	William
Van	NP	Van
Der	NP	Der
Laar	NP	<unknown>
from	IN	from
Sunnyvale	NP	Sunnyvale
in	IN	in
a	DT	a
statement	NN	statement
.	SENT	.
"	''	"
We	PP	we
did	VBD	do
not	RB	not
come	VB	come
to	TO	to
Google	NP	<unknown>
to	TO	to
work	VB	work
on	IN	on
technology	NN	technology
that	WDT	that
kills	VBZ	kill
.	SENT	.
By	IN	by
engaging	VBG	engage
in	IN	in
this	DT	this
contract	NN	contract
leadership	NN	leadership
has	VBZ	have
betrayed	VBN	betray
our	PP$	our
trust	NN	trust
,	,	,
our	PP$	our
AI	NN	ai
Principles	NNS	principle
,	,	,
and	CC	and
our	PP$	our
humanity	NN	humanity
.	SENT	.
"	``	"
<p>
Advertisement	NN	advertisement
<p>
Google	NP	<unknown>
said	VBD	say
in	IN	in
a	DT	a
statement	NN	statement
to	TO	to
the	DT	the
Times	NP	Times
that	IN	that
it	PP	it
supports	VBZ	support
numerous	JJ	numerous
governments	NNS	government
with	IN	with
its	PP$	its
cloud	NN	cloud
computing	NN	computing
services	NNS	service
,	,	,
including	VBG	include
the	DT	the
Israeli	JJ	Israeli
government	NN	government
.	SENT	.
<p>
"	''	"
This	DT	this
work	NN	work
is	VBZ	be
not	RB	not
directed	VBN	direct
at	IN	at
highly	RB	highly
sensitive	JJ	sensitive
,	,	,
classified	JJ	classified
,	,	,
or	CC	or
military	JJ	military
workloads	NNS	workload
relevant	JJ	relevant
to	TO	to
weapons	NNS	weapon
or	CC	or
intelligence	NN	intelligence
services	NNS	service
,	,	,
"	''	"
Google	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
For	IN	for
the	DT	the
entertainment	NN	entertainment
industry	NN	industry
,	,	,
which	WDT	which
has	VBZ	have
already	RB	already
been	VBN	be
roiled	VBN	roil
this	DT	this
year	NN	year
by	IN	by
a	DT	a
bitter	JJ	bitter
,	,	,
historic	JJ	historic
double	JJ	double
strike	NN	strike
of	IN	of
writers	NNS	writer
and	CC	and
actors	NNS	actor
,	,	,
the	DT	the
outbreak	NN	outbreak
of	IN	of
violence	NN	violence
has	VBZ	have
created	VBN	create
a	DT	a
new	JJ	new
set	NN	set
of	IN	of
fault	NN	fault
lines	NNS	line
.	SENT	.
<p>
Oct.	NP	Oct.
24	CD	@card@
,	,	,
2023	CD	@card@
<p>
Other	JJ	other
tech	NN	tech
workers	NNS	worker
,	,	,
including	VBG	include
at	IN	at
Amazon	NP	Amazon
,	,	,
have	VBP	have
voiced	VBN	voice
concerns	NNS	concern
about	IN	about
their	PP$	their
employers	NNS	employer
'	POS	'
involvement	NN	involvement
in	IN	in
Project	NP	Project
Nimbus	NN	nimbus
.	SENT	.
<p>
The	DT	the
protests	NNS	protest
in	IN	in
the	DT	the
tech	NN	tech
industry	NN	industry
have	VBP	have
escalated	VBN	escalate
in	IN	in
the	DT	the
wake	NN	wake
of	IN	of
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
the	DT	the
Oct.	NP	Oct.
7	CD	@card@
attack	NN	attack
on	IN	on
Israel	NP	Israel
by	IN	by
Hamas-led	JJ	<unknown>
militants	NNS	militant
in	IN	in
which	WDT	which
about	RB	about
1,200	CD	@card@
people	NNS	people
were	VBD	be
killed	VBN	kill
and	CC	and
about	RB	about
240	CD	@card@
taken	VBN	take
hostage	NN	hostage
.	SENT	.
<p>
More	JJR	more
than	IN	than
33,000	CD	@card@
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
have	VBP	have
been	VBN	be
killed	VBN	kill
in	IN	in
Israel	NP	Israel
'	POS	'
s	NN	S
air	NN	air
and	CC	and
ground	NN	ground
offensive	NN	offensive
,	,	,
according	VBG	accord
to	TO	to
Gaza	NP	Gaza
health	NN	health
officials	NNS	official
.	SENT	.
<p>
Wendy	NP	Wendy
Lee	NP	Lee
is	VBZ	be
an	DT	an
entertainment	NN	entertainment
business	NN	business
reporter	NN	reporter
,	,	,
covering	VBG	cover
streaming	VBG	stream
services	NNS	service
such	JJ	such
as	IN	as
Netflix	NP	<unknown>
,	,	,
Amazon	NP	Amazon
Prime	NP	Prime
Video	NP	Video
and	CC	and
Apple	NP	Apple
TV+	NP	<unknown>
.	SENT	.
She	PP	she
also	RB	also
writes	VBZ	write
about	IN	about
podcasting	VBG	podcast
services	NNS	service
,	,	,
digital	JJ	digital
media	NNS	medium
and	CC	and
talent	NN	talent
agencies	NNS	agency
.	SENT	.
