<p>
President	NP	President
@	SYM	@
and	CC	and
airstrikes	NNS	airstrike
in	IN	in
southern	JJ	southern
gaza	NN	<unknown>
.	SENT	.
<p>
"	''	"
I	NP	I
'	POS	'
m	NN	m
not	RB	not
saying	VBG	say
it	PP	it
'	POS	'
s	NNS	<unknown>
perfect	JJ	perfect
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
certainly	RB	certainly
not	RB	not
walking	VBG	walk
away	RB	away
from	IN	from
the	DT	the
need	NN	need
to	TO	to
reduce	VB	reduce
civilian	JJ	civilian
casualties	NNS	casualty
,	,	,
"	''	"
Kirby	NP	Kirby
said	VBD	say
of	IN	of
the	DT	the
recent	JJ	recent
conversations	NNS	conversation
with	IN	with
Israeli	JJ	Israeli
leaders	NNS	leader
.	SENT	.
<p>
Kirby	NP	Kirby
'	POS	'
s	NN	S
claims	NNS	claim
come	VBN	come
as	IN	as
the	DT	the
war	NN	war
between	IN	between
Israel	NP	Israel
and	CC	and
Hamas	NP	<unknown>
has	VBZ	have
entered	VBN	enter
its100th	JJ	its100th
day	NN	day
without	IN	without
any	DT	any
sign	NN	sign
of	IN	of
slowing	VBG	slow
down	RB	down
or	CC	or
that	IN	that
the	DT	the
remaining	VBG	remain
136	CD	@card@
hostages	NNS	hostage
believed	VBN	believe
to	TO	to
be	VB	be
held	VBN	hold
in	IN	in
Gaza	NP	Gaza
would	MD	would
be	VB	be
freed	VBN	free
.	SENT	.
<p>
Israel	NP	Israel
declared	VBD	declare
war	NN	war
on	IN	on
the	DT	the
terror	NN	terror
group	NN	group
after	IN	after
its	PP$	its
brutal	JJ	brutal
Oct.	NP	Oct.
7	CD	@card@
attack	NN	attack
that	WDT	that
saw	VBD	see
more	JJR	more
than	IN	than
1,200	CD	@card@
people	NNS	people
murdered	VBN	murder
in	IN	in
Israel	NP	Israel
and	CC	and
another	DT	another
250	CD	@card@
kidnapped	VBD	kidnap
,	,	,
the	DT	the
deadliest	JJS	deadly
in	IN	in
the	DT	the
history	NN	history
of	IN	of
the	DT	the
Jewish	JJ	Jewish
people	NNS	people
since	IN	since
the	DT	the
Holocaust	NN	holocaust
.	SENT	.
<p>
After	IN	after
the	DT	the
slaughter	NN	slaughter
,	,	,
Israel	NP	Israel
launched	VBD	launch
an	DT	an
unrelenting	JJ	unrelenting
wave	NN	wave
of	IN	of
airstrikes	NNS	airstrike
across	IN	across
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
before	IN	before
its	PP$	its
troops	NNS	troop
began	VBD	begin
a	DT	a
ground	NN	ground
offensive	NN	offensive
to	TO	to
destroy	VB	destroy
Hamas	NP	<unknown>
and	CC	and
its	PP$	its
military	JJ	military
infrastructure	NN	infrastructure
.	SENT	.
<p>
The	DT	the
destruction	NN	destruction
and	CC	and
displacement	NN	displacement
has	VBZ	have
put	VBN	put
shelters	NNS	shelter
and	CC	and
hospitals	NNS	hospital
on	IN	on
the	DT	the
brink	NN	brink
of	IN	of
collapse	NN	collapse
as	IN	as
they	PP	they
struggle	VBP	struggle
with	IN	with
dwindling	VBG	dwindle
supplies	NNS	supply
,	,	,
with	IN	with
an	DT	an
estimated	JJ	estimated
576,600	CD	@card@
Palestinians	NPS	Palestinians
facing	VBG	face
starvation	NN	starvation
.	SENT	.
<p>
Although	IN	although
Israel	NP	Israel
claimed	VBD	claim
that	IN	that
it	PP	it
would	MD	would
scale	VB	scale
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
on	IN	on
northern	JJ	northern
Gaza	NP	Gaza
,	,	,
the	DT	the
fighting	NN	fighting
remains	VBZ	remain
as	RB	as
intense	JJ	intense
as	RB	as
ever	RB	ever
across	IN	across
the	DT	the
central	JJ	central
and	CC	and
southern	JJ	southern
portions	NNS	portion
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
enclave	NN	enclave
.	SENT	.
<p>
In	IN	in
Khan	NP	Khan
Younis	NP	Younis
,	,	,
southern	JJ	southern
Gaza	NP	Gaza
'	POS	'
s	JJ	<unknown>
largest	JJS	large
city	NN	city
where	WRB	where
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
Palestinians	NPS	Palestinians
have	VBP	have
sought	VBN	seek
refuge	NN	refuge
,	,	,
the	DT	the
fighting	NN	fighting
has	VBZ	have
ramped	VBN	ramp
up	RP	up
as	IN	as
the	DT	the
IDF	NP	IDF
seeks	VBZ	seek
to	TO	to
locate	VB	locate
Hamas	NP	<unknown>
'	POS	'
top	JJ	top
brass	NN	brass
and	CC	and
the	DT	the
hostages	NNS	hostage
who	WP	who
have	VBP	have
now	RB	now
endured	VBN	endure
three	CD	three
months	NNS	month
in	IN	in
captivity	NN	captivity
.	SENT	.
<p>
On	IN	on
Sunday	NP	Sunday
,	,	,
the	DT	the
Kfir	NP	<unknown>
Brigade	NN	brigade
carried	VBD	carry
out	RP	out
raids	NNS	raid
in	IN	in
the	DT	the
city	NN	city
and	CC	and
seized	VBD	seize
a	DT	a
large	JJ	large
weapons	NNS	weapon
cache	NN	cache
that	WDT	that
included	VBD	include
rifles	NNS	rifle
,	,	,
explosives	NNS	explosive
,	,	,
missile	NN	missile
warheads	NNS	warhead
,	,	,
rockets	NNS	rocket
and	CC	and
other	JJ	other
military	JJ	military
equipment	NN	equipment
belonging	VBG	belong
to	TO	to
the	DT	the
terror	NN	terror
group	NN	group
and	CC	and
its	PP$	its
elite	JJ	elite
Nukhba	NP	<unknown>
forces	NNS	force
,	,	,
the	DT	the
IDF	NP	IDF
said	VBD	say
.	SENT	.
<p>
The	DT	the
raids	NNS	raid
came	VBD	come
days	NNS	day
after	IN	after
Israeli	JJ	Israeli
troops	NNS	troop
discovered	VBD	discover
a	DT	a
Hamas	JJ	<unknown>
tunnel	NN	tunnel
system	NN	system
in	IN	in
the	DT	the
city	NN	city
where	WRB	where
some	DT	some
of	IN	of
the	DT	the
hostages	NNS	hostage
were	VBD	be
being	VBG	be
held	VBN	hold
in	IN	in
"	``	"
difficult	JJ	difficult
conditions	NNS	condition
.	SENT	.
"	''	"
<p>
The	DT	the
safety	NN	safety
of	IN	of
the	DT	the
hostages	NNS	hostage
remains	VBZ	remain
among	IN	among
the	DT	the
top	JJ	top
concerns	NNS	concern
for	IN	for
Israelis	NPS	Israelis
,	,	,
with	IN	with
many	JJ	many
of	IN	of
the	DT	the
hostages	NNS	hostage
who	WP	who
were	VBD	be
freed	VBN	free
during	IN	during
the	DT	the
temporary	JJ	temporary
cease-fire	NN	cease-fire
in	IN	in
November	NP	November
critical	JJ	critical
of	IN	of
their	PP$	their
government	NN	government
'	POS	'
s	JJ	<unknown>
response	NN	response
over	IN	over
the	DT	the
urgent	JJ	urgent
issue	NN	issue
.	SENT	.
<p>
"	``	"
We	PP	we
were	VBD	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Hagar	NP	Hagar
Brodutch	NP	Brodutch
said	VBD	say
during	IN	during
a	DT	a
rally	NN	rally
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
on	IN	on
Sunday	NP	Sunday
.	SENT	.
<p>
Brodutch	NP	Brodutch
,	,	,
who	WP	who
was	VBD	be
in	IN	in
captivity	NN	captivity
for	IN	for
51	CD	@card@
days	NNS	day
with	IN	with
her	PP$	her
three	CD	three
children	NNS	child
,	,	,
was	VBD	be
among	IN	among
many	DT	many
who	WP	who
have	VBP	have
called	VBN	call
on	IN	on
Israel	NP	Israel
to	TO	to
accept	VB	accept
a	DT	a
deal	NN	deal
that	WDT	that
would	MD	would
see	VB	see
the	DT	the
remaining	VBG	remain
hostages	NNS	hostage
freed	VBN	free
from	IN	from
their	PP$	their
nightmare	NN	nightmare
as	IN	as
soon	RB	soon
as	RB	as
possible	JJ	possible
,	,	,
the	DT	the
Times	NP	Times
of	IN	of
Israel	NP	Israel
reports	NNS	report
.	SENT	.
<p>
Meanwhile	RB	meanwhile
,	,	,
with	IN	with
no	DT	no
sign	NN	sign
of	IN	of
the	DT	the
conflict	NN	conflict
in	IN	in
Gaza	NP	Gaza
ending	VBG	end
anytime	RB	anytime
soon	RB	soon
,	,	,
Israel	NP	Israel
also	RB	also
has	VBZ	have
seen	VBN	see
the	DT	the
chances	NNS	chance
of	IN	of
a	DT	a
two-front	NN	two-front
war	NN	war
growing	VBG	grow
as	IN	as
tensions	NNS	tension
Sunday	NP	Sunday
continued	VBD	continue
to	TO	to
heat	VB	heat
up	RP	up
along	IN	along
the	DT	the
northern	JJ	northern
border	NN	border
in	IN	in
Lebanon	NP	Lebanon
after	IN	after
a	DT	a
series	NN	series
of	IN	of
missile	NN	missile
strikes	NNS	strike
by	IN	by
Hezbollah	NP	Hezbollah
terrorists	NNS	terrorist
.	SENT	.
<p>
One	CD	one
of	IN	of
the	DT	the
strikes	NNS	strike
in	IN	in
the	DT	the
city	NN	city
of	IN	of
Kfar	NP	Kfar
Yuval	NP	Yuval
killed	VBD	kill
Miri	NNS	mir
Ayalon	NP	Ayalon
,	,	,
76	CD	@card@
,	,	,
and	CC	and
her	PP$	her
son	NN	son
Barak	NP	Barak
Ayalon	NP	Ayalon
,	,	,
45	CD	@card@
,	,	,
a	DT	a
member	NN	member
of	IN	of
the	DT	the
Israel	NP	Israel
Defense	NP	Defense
Forces	NP	Forces
serving	VBG	serve
as	IN	as
a	DT	a
staff	NN	staff
sergeant	NN	sergeant
in	IN	in
the	DT	the
reserves	NNS	reserve
and	CC	and
as	IN	as
part	NN	part
of	IN	of
the	DT	the
town	NN	town
'	POS	'
s	JJ	<unknown>
security	NN	security
team	NN	team
.	SENT	.
<p>
Since	IN	since
Oct.	NP	Oct.
8	CD	@card@
,	,	,
the	DT	the
IDF	NP	IDF
has	VBZ	have
reported	VBN	report
five	CD	five
civilian	JJ	civilian
deaths	NNS	death
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
skirmishes	NNS	skirmish
with	IN	with
Lebanon	NP	Lebanon
'	POS	'
s	JJ	<unknown>
Hezbollah	NP	Hezbollah
rebels	NNS	rebel
,	,	,
with	IN	with
another	DT	another
10	CD	@card@
soldiers	NNS	soldier
and	CC	and
reservists	NNS	reservist
killed	VBN	kill
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
fellow	JJ	fellow
Iran-backed	JJ	Iran-backed
Houthis	NP	<unknown>
rebels	NNS	rebel
have	VBP	have
launched	VBN	launch
attacks	NNS	attack
in	IN	in
support	NN	support
of	IN	of
Hamas	NP	<unknown>
,	,	,
with	IN	with
the	DT	the
terror	NN	terror
group	NN	group
firing	NN	firing
at	IN	at
ships	NNS	ship
in	IN	in
the	DT	the
Red	NP	Red
Sea	NP	Sea
.	SENT	.
<p>
Biden	NP	Biden
is	VBZ	be
said	VBN	say
to	TO	to
feel	VB	feel
"	``	"
immense	JJ	immense
frustration	NN	frustration
"	''	"
with	IN	with
Netanyahu	NP	<unknown>
'	POS	'
s	JJ	<unknown>
handling	NN	handling
of	IN	of
the	DT	the
war	NN	war
.	SENT	.
REUTERS	NP	Reuters
<p>
US	NP	US
and	CC	and
UK	NP	UK
officials	NNS	official
have	VBP	have
warned	VBN	warn
the	DT	the
Houthis	NP	<unknown>
rebels	NNS	rebel
of	IN	of
"	``	"
consequences	NNS	consequence
"	''	"
if	IN	if
they	PP	they
continue	VBP	continue
to	TO	to
conduct	VB	conduct
terror	NN	terror
attacks	NNS	attack
in	IN	in
the	DT	the
region	NN	region
,	,	,
with	IN	with
the	DT	the
Western	JJ	Western
allies	NNS	ally
allegedly	RB	allegedly
unleashing	VBG	unleash
a	DT	a
series	NN	series
of	IN	of
strikes	NNS	strike
against	IN	against
the	DT	the
group	NN	group
on	IN	on
Sunday	NP	Sunday
.	SENT	.
<p>
Al-Masirah	NP	<unknown>
TV	NP	TV
,	,	,
which	WDT	which
is	VBZ	be
operated	VBN	operate
by	IN	by
the	DT	the
Iran-backed	JJ	Iran-backed
military	JJ	military
group	NN	group
,	,	,
reported	VBD	report
the	DT	the
attack	NN	attack
against	IN	against
Houthi	NP	<unknown>
rebels	NNS	rebel
in	IN	in
Yemen	NP	Yemen
'	POS	'
s	NN	S
war-torn	JJ	war-torn
Hodeida	NP	<unknown>
.	SENT	.
<p>
It	PP	it
would	MD	would
mark	VB	mark
the	DT	the
third	JJ	third
day	NN	day
in	IN	in
a	DT	a
row	NN	row
that	IN	that
the	DT	the
Houthi	NP	<unknown>
group	NN	group
has	VBZ	have
been	VBN	be
attacked	VBN	attack
over	IN	over
its	PP$	its
aggression	NN	aggression
in	IN	in
the	DT	the
Red	NP	Red
Sea	NP	Sea
.	SENT	.
US	PP	us
and	CC	and
UK	NP	UK
officials	NNS	official
have	VBP	have
not	RB	not
commented	VBN	comment
on	IN	on
Sunday	NP	Sunday
'	POS	'
s	NN	S
airstrikes	NNS	airstrike
.	SENT	.
