<h>
Israel-Hezbollah	NP	Israel-Hezbollah
came	VBD	come
into	IN	into
effect	NN	effect
on	IN	on
Wednesday	NP	Wednesday
morning	NN	morning
,	,	,
gives	VBZ	give
Israeli	JJ	Israeli
forces	NNS	force
and	CC	and
Hezbollah	NP	Hezbollah
fighters	NNS	fighter
60	CD	@card@
days	NNS	day
to	TO	to
withdraw	VB	withdraw
from	IN	from
southern	JJ	southern
Lebanon	NP	Lebanon
.	SENT	.
<p>
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
said	VBD	say
he	PP	he
instructed	VBD	instruct
the	DT	the
military	JJ	military
not	RB	not
to	TO	to
allow	VB	allow
residents	NNS	resident
back	RB	back
into	IN	into
the	DT	the
Lebanese	JJ	Lebanese
villages	NNS	village
near	IN	near
the	DT	the
Israel-Lebanon	NP	Israel-Lebanon
border	NN	border
.	SENT	.
<p>
Lebanon	NP	Lebanon
'	POS	'
s	NN	S
army	NN	army
,	,	,
which	WDT	which
has	VBZ	have
been	VBN	be
given	VBN	give
the	DT	the
responsibility	NN	responsibility
of	IN	of
ensuring	VBG	ensure
the	DT	the
ceasefire	NN	ceasefire
lasts	VBZ	last
and	CC	and
will	MD	will
take	VB	take
control	NN	control
of	IN	of
southern	JJ	southern
Lebanon	NP	Lebanon
as	IN	as
Israel	NP	Israel
gradually	RB	gradually
withdraws	VBZ	withdraw
its	PP$	its
forces	NNS	force
,	,	,
said	VBD	say
it	PP	it
has	VBZ	have
begun	VBN	begin
deploying	VBG	deploy
additional	JJ	additional
troops	NNS	troop
south	RB	south
of	IN	of
the	DT	the
Litani	NP	Litani
.	SENT	.
<p>
Earlier	RBR	earlier
on	IN	on
Wednesday	NP	Wednesday
,	,	,
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
Chief	NP	Chief
of	IN	of
Staff	NP	Staff
Herzi	NP	<unknown>
Halevi	NP	<unknown>
said	VBD	say
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
enforcement	NN	enforcement
of	IN	of
the	DT	the
ceasefire	NN	ceasefire
would	MD	would
be	VB	be
determined	VBN	determine
by	IN	by
whether	IN	whether
Hezbollah	NP	Hezbollah
keeps	VBZ	keep
to	TO	to
the	DT	the
agreement	NN	agreement
.	SENT	.
<p>
"	''	"
Hezbollah	NP	Hezbollah
operatives	NNS	operative
who	WP	who
approach	VBP	approach
our	PP$	our
troops	NNS	troop
,	,	,
the	DT	the
border	NN	border
area	NN	area
and	CC	and
the	DT	the
villages	NNS	village
within	IN	within
the	DT	the
area	NN	area
we	PP	we
have	VBP	have
marked	VBN	mark
will	MD	will
be	VB	be
struck	VBN	strike
.	SENT	.
...	:	...
We	PP	we
are	VBP	be
preparing	VBG	prepare
,	,	,
getting	VBG	get
ready	JJ	ready
for	IN	for
the	DT	the
possibility	NN	possibility
that	IN	that
this	DT	this
ceasefire	NN	ceasefire
approach	NN	approach
wo	MD	wo
n't	RB	n't
succeed	VB	succeed
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
<h>
Hezbollah	NP	Hezbollah
claims	NNS	claim
'	POS	'
victory	NN	victory
'	''	'
<p>
In	IN	in
its	PP$	its
first	JJ	first
public	JJ	public
statement	NN	statement
since	RB	since
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
a	DT	a
"	``	"
victory	NN	victory
"	''	"
over	IN	over
Israel	NP	Israel
.	SENT	.
<p>
"	``	"
Victory	NN	victory
from	IN	from
God	NP	God
almighty	JJ	almighty
was	VBD	be
the	DT	the
ally	NN	ally
of	IN	of
the	DT	the
righteous	JJ	righteous
cause	NN	cause
,	,	,
"	''	"
the	DT	the
statement	NN	statement
from	IN	from
the	DT	the
Iran-algned	JJ	<unknown>
group	NN	group
said	VBD	say
.	SENT	.
<p>
Hezbollah	NP	Hezbollah
fighters	NNS	fighter
"	``	"
will	MD	will
remain	VB	remain
in	IN	in
total	JJ	total
readiness	NN	readiness
to	TO	to
deal	VB	deal
with	IN	with
the	DT	the
Israeli	JJ	Israeli
enemy	NN	enemy
'	POS	'
s	NN	S
ambitions	NNS	ambition
and	CC	and
its	PP$	its
attacks	NNS	attack
"	''	"
,	,	,
the	DT	the
statement	NN	statement
added	VBD	add
.	SENT	.
<p>
Earlier	RBR	earlier
,	,	,
Lebanon	NP	Lebanon
'	POS	'
s	NN	S
caretaker	NN	caretaker
Prime	NP	Prime
Minister	NP	Minister
Najib	NP	Najib
Mikati	NP	<unknown>
called	VBD	call
for	IN	for
unity	NN	unity
after	IN	after
what	WP	what
he	PP	he
said	VBD	say
was	VBD	be
the	DT	the
"	``	"
most	JJS	most
cruel	JJ	cruel
phase	NN	phase
in	IN	in
Lebanese	JJ	Lebanese
history	NN	history
"	''	"
.	SENT	.
<p>
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
told	VBD	tell
US	NP	US
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
that	IN	that
his	PP$	his
government	NN	government
had	VBD	have
approved	VBN	approve
the	DT	the
ceasefire	NN	ceasefire
and	CC	and
that	IN	that
he	PP	he
appreciated	VBD	appreciate
his	PP$	his
"	``	"
understanding	NN	understanding
that	IN	that
Israel	NP	Israel
will	MD	will
maintain	VB	maintain
its	PP$	its
freedom	NN	freedom
of	IN	of
action	NN	action
in	IN	in
enforcing	VBG	enforce
it	PP	it
"	``	"
,	,	,
his	PP$	his
office	NN	office
said	VBD	say
.	SENT	.
<p>
Biden	NP	Biden
released	VBD	release
a	DT	a
joint	JJ	joint
statement	NN	statement
with	IN	with
French	NP	French
President	NP	President
Emmanuel	NP	Emmanuel
Macron	NN	macron
,	,	,
emphasising	VBG	emphasise
that	IN	that
both	DT	both
countries	NNS	country
"	``	"
will	MD	will
work	VB	work
with	IN	with
Israel	NP	Israel
and	CC	and
Lebanon	NP	Lebanon
to	TO	to
ensure	VB	ensure
this	DT	this
arrangement	NN	arrangement
is	VBZ	be
fully	RB	fully
implemented	VBN	implement
and	CC	and
enforced	VBN	enforce
"	''	"
.	SENT	.
<p>
Hezbollah	NP	Hezbollah
began	VBD	begin
launching	VBG	launch
rockets	NNS	rocket
towards	IN	towards
Israel	NP	Israel
on	IN	on
October	NP	October
8	CD	@card@
,	,	,
2023	CD	@card@
,	,	,
in	IN	in
what	WP	what
it	PP	it
said	VBD	say
was	VBD	be
solidarity	NN	solidarity
with	IN	with
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
.	SENT	.
Cross-border	JJ	cross-border
attacks	NNS	attack
persisted	VBD	persist
for	IN	for
months	NNS	month
.	SENT	.
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
bombarding	VBG	bombard
areas	NNS	area
across	IN	across
the	DT	the
country	NN	country
and	CC	and
then	RB	then
launching	VBG	launch
a	DT	a
ground	NN	ground
offensive	NN	offensive
in	IN	in
October	NP	October
.	SENT	.
<p>
At	IN	at
least	JJS	least
3,823	CD	@card@
people	NNS	people
have	VBP	have
been	VBN	be
killed	VBN	kill
and	CC	and
15,859	CD	@card@
wounded	VBN	wound
in	IN	in
Israeli	JJ	Israeli
attacks	NNS	attack
in	IN	in
Lebanon	NP	Lebanon
since	IN	since
October	NP	October
2023	CD	@card@
,	,	,
according	VBG	accord
to	TO	to
Lebanese	JJ	Lebanese
health	NN	health
authorities	NNS	authority
.	SENT	.
<h>
'	''	'
Ray	NP	Ray
of	IN	of
hope	NN	hope
'	''	'
<p>
Despite	IN	despite
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
warning	NN	warning
of	IN	of
restrictions	NNS	restriction
on	IN	on
movement	NN	movement
,	,	,
displaced	VBN	displace
Lebanese	JJ	Lebanese
residents	NNS	resident
piled	VBN	pile
into	IN	into
cars	NNS	car
carrying	VBG	carry
mattresses	NNS	mattress
and	CC	and
drove	VBD	drive
through	IN	through
the	DT	the
heavily	RB	heavily
bombed	VBN	bomb
southern	JJ	southern
city	NN	city
of	IN	of
Tyre	NP	Tyre
to	TO	to
go	VB	go
back	RB	back
to	TO	to
areas	NNS	area
they	PP	they
had	VBD	have
been	VBN	be
forced	VBN	force
to	TO	to
leave	VB	leave
.	SENT	.
<p>
Shams	NP	Shams
Fakih	NP	Fakih
,	,	,
a	DT	a
resident	NN	resident
from	IN	from
Kfar	NP	Kfar
Kila	NP	<unknown>
in	IN	in
southern	JJ	southern
Lebanon	NP	Lebanon
,	,	,
told	VBD	tell
Al	NP	Al
Jazeera	NP	<unknown>
:	:	:
"	``	"
Once	RB	once
they	PP	they
let	VBP	let
us	PP	us
return	VB	return
to	TO	to
our	PP$	our
village	NN	village
,	,	,
we	PP	we
will	MD	will
go	VB	go
there	RB	there
,	,	,
but	CC	but
now	RB	now
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
another	DT	another
village	NN	village
in	IN	in
Debeen	NP	<unknown>
,	,	,
where	WRB	where
my	PP$	my
brother	NN	brother
who	WP	who
was	VBD	be
fighting	VBG	fight
for	IN	for
the	DT	the
resistance	NN	resistance
was	VBD	be
killed	VBN	kill
.	SENT	.
"	``	"
<p>
Others	NNS	other
were	VBD	be
not	RB	not
able	JJ	able
to	TO	to
return	VB	return
to	TO	to
their	PP$	their
home	NN	home
villages	NNS	village
as	IN	as
Israeli	JJ	Israeli
forces	NNS	force
had	VBD	have
yet	RB	yet
to	TO	to
withdraw	VB	withdraw
from	IN	from
the	DT	the
area	NN	area
.	SENT	.
<p>
Hussam	NP	Hussam
Arrout	NP	<unknown>
,	,	,
a	DT	a
father	NN	father
of	IN	of
four	CD	four
,	,	,
told	VBD	tell
the	DT	the
Reuters	NP	Reuters
news	NN	news
agency	NN	agency
that	IN	that
he	PP	he
was	VBD	be
desperate	JJ	desperate
to	TO	to
go	VB	go
home	NN	home
,	,	,
but	CC	but
Israeli	JJ	Israeli
forces	NNS	force
were	VBD	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
n't	RB	n't
withdrawn	VBN	withdraw
in	IN	in
full	JJ	full
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
still	RB	still
on	IN	on
the	DT	the
edge	NN	edge
.	SENT	.
So	RB	so
we	PP	we
decided	VBD	decide
to	TO	to
wait	VB	wait
until	IN	until
the	DT	the
army	NN	army
announces	VBZ	announce
that	IN	that
we	PP	we
can	MD	can
go	VB	go
in	IN	in
.	SENT	.
Then	RB	then
we	PP	we
'	POS	'
ll	NNS	<unknown>
turn	VBP	turn
the	DT	the
cars	NNS	car
on	IN	on
immediately	RB	immediately
and	CC	and
go	VB	go
to	TO	to
the	DT	the
village	NN	village
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
<p>
Displaced	VBN	displace
Lebanese	JJ	Lebanese
Assaad	NP	Assaad
Bzih	NP	<unknown>
is	VBZ	be
driving	VBG	drive
with	IN	with
his	PP$	his
belongings	NNS	belonging
piled	VBN	pile
on	IN	on
top	NN	top
of	IN	of
his	PP$	his
car	NN	car
near	IN	near
his	PP$	his
destroyed	VBN	destroy
home	NN	home
in	IN	in
Zibqin	NP	<unknown>
in	IN	in
southern	JJ	southern
Lebanon	NP	Lebanon
Aziz	NP	Aziz
Taher/Reuters	NP	Taher/Reuters
<p>
After	IN	after
the	DT	the
ceasefire	NN	ceasefire
announcement	NN	announcement
,	,	,
United	NP	United
Nations	NPS	Nations
Secretary-General	NP	Secretary-General
Antonio	NP	Antonio
Guterres	NP	Guterres
said	VBD	say
the	DT	the
agreement	NN	agreement
was	VBD	be
the	DT	the
"	``	"
first	JJ	first
ray	NN	ray
of	IN	of
hope	NN	hope
"	''	"
in	IN	in
the	DT	the
regional	JJ	regional
war	NN	war
.	SENT	.
<p>
"	``	"
It	PP	it
is	VBZ	be
essential	JJ	essential
that	IN	that
those	DT	those
who	WP	who
signed	VBD	sign
the	DT	the
ceasefire	NN	ceasefire
commitment	NN	commitment
respect	VB	respect
it	PP	it
in	IN	in
full	JJ	full
,	,	,
"	''	"
he	PP	he
said	VBD	say
in	IN	in
a	DT	a
televised	JJ	televised
statement	NN	statement
during	IN	during
a	DT	a
visit	NN	visit
to	TO	to
Lisbon	NP	Lisbon
,	,	,
adding	VBG	add
that	DT	that
UN	NP	UN
peacekeeping	VBG	peacekeepe
forces	NNS	force
in	IN	in
Lebanon	NP	Lebanon
were	VBD	be
ready	JJ	ready
to	TO	to
monitor	VB	monitor
the	DT	the
ceasefire	NN	ceasefire
.	SENT	.
<p>
"	''	"
I	PP	I
received	VBD	receive
an	DT	an
auspicious	JJ	auspicious
sign	NN	sign
yesterday	NN	yesterday
,	,	,
the	DT	the
first	JJ	first
ray	NN	ray
of	IN	of
hope	NN	hope
for	IN	for
peace	NN	peace
amid	IN	amid
the	DT	the
darkness	NN	darkness
of	IN	of
the	DT	the
past	JJ	past
months	NNS	month
,	,	,
"	''	"
he	PP	he
said	VBD	say
,	,	,
adding	VBG	add
:	:	:
"	``	"
It	PP	it
is	VBZ	be
a	DT	a
moment	NN	moment
of	IN	of
great	JJ	great
importance	NN	importance
,	,	,
especially	RB	especially
for	IN	for
civilians	NNS	civilian
who	WP	who
were	VBD	be
paying	VBG	pay
an	DT	an
enormous	JJ	enormous
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
