<p>
Hello	UH	hello
stories	NNS	story
--	:	--
as	IN	as
they	PP	they
have	VBP	have
done	VBN	do
hundreds	NNS	hundred
of	IN	of
times	NNS	time
since	IN	since
the	DT	the
October	NP	October
7	CD	@card@
massacre	NN	massacre
,	,	,
including	VBG	include
to	TO	to
the	DT	the
Pope	NP	Pope
and	CC	and
on	IN	on
a	DT	a
TED	VBP	ted
Talk	NN	talk
now	RB	now
watched	VBN	watch
by	IN	by
millions	NNS	million
--	:	--
with	IN	with
a	DT	a
calm	JJ	calm
dignity	NN	dignity
and	CC	and
the	DT	the
bond	NN	bond
of	IN	of
shared	JJ	shared
suffering	NN	suffering
.	SENT	.
<p>
The	DT	the
hardest	JJS	hard
part	NN	part
is	VBZ	be
not	RB	not
hearing	VBG	hear
their	PP$	their
words	NNS	word
.	SENT	.
The	DT	the
hardest	JJS	hard
part	NN	part
is	VBZ	be
silencing	VBG	silence
your	PP$	your
inner	JJ	inner
voice	NN	voice
as	IN	as
it	PP	it
insists	VBZ	insist
,	,	,
even	RB	even
as	IN	as
they	PP	they
speak	VBP	speak
,	,	,
that	IN	that
their	PP$	their
call	NN	call
for	IN	for
resistance	NN	resistance
--	:	--
not	RB	not
against	IN	against
those	DT	those
who	WP	who
threaten	VBP	threaten
their	PP$	their
communities	NNS	community
,	,	,
but	CC	but
against	IN	against
the	DT	the
victims	NNS	victim
'	POS	'
instinct	NN	instinct
for	IN	for
vengeance	NN	vengeance
--	:	--
is	VBZ	be
futile	JJ	futile
.	SENT	.
That	DT	that
two	CD	two
men	NNS	man
on	IN	on
bar	NN	bar
stools	NNS	stool
in	IN	in
a	DT	a
north	JJ	north
London	NP	London
office	NN	office
,	,	,
addressing	VBG	address
an	DT	an
audience	NN	audience
of	IN	of
UK	NP	UK
creatives	NNS	<unknown>
,	,	,
can	MD	can
not	RB	not
possibly	RB	possibly
hope	VBP	hope
to	TO	to
halt	VB	halt
the	DT	the
infinite	JJ	infinite
conveyor	NN	conveyor
belt	NN	belt
of	IN	of
catastrophe	NN	catastrophe
that	WDT	that
is	VBZ	be
the	DT	the
Middle	NP	Middle
East	NP	East
.	SENT	.
That	RB	that
to	TO	to
believe	VB	believe
otherwise	RB	otherwise
is	VBZ	be
...	:	...
irrational	JJ	irrational
.	SENT	.
<p>
And	CC	and
yet	RB	yet
,	,	,
history	NN	history
is	VBZ	be
littered	VBN	litter
with	IN	with
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
give	VB	give
up	RP	up
her	PP$	her
seat	NN	seat
in	IN	in
Montgomery	NP	Montgomery
,	,	,
Alabama	NP	Alabama
,	,	,
and	CC	and
ignited	VBD	ignite
a	DT	a
movement	NN	movement
that	IN	that
dismantled	VBN	dismantle
generations	NNS	generation
of	IN	of
institutional	JJ	institutional
racism	NN	racism
.	SENT	.
Mahatma	NN	Mahatma
Gandhi	NP	Gandhi
led	VBD	lead
the	DT	the
Salt	NP	Salt
March	NP	March
in	IN	in
1930	CD	@card@
,	,	,
triggering	VBG	trigger
a	DT	a
revolution	NN	revolution
that	WDT	that
ended	VBD	end
British	JJ	British
colonial	JJ	colonial
rule	NN	rule
in	IN	in
India	NP	India
.	SENT	.
A	DT	a
handful	NN	handful
of	IN	of
women	NNS	woman
in	IN	in
Hollywood	NP	Hollywood
spoke	VBD	speak
out	RP	out
against	IN	against
their	PP$	their
abuser	NN	abuser
,	,	,
and	CC	and
their	PP$	their
testimonies	NNS	testimony
blossomed	VBN	blossom
into	IN	into
the	DT	the
global	JJ	global
#MeToo	NN	<unknown>
movement	NN	movement
.	SENT	.
<p>
Inon	NP	<unknown>
and	CC	and
Abu	NP	Abu
Sarah	NP	Sarah
'	POS	'
s	JJ	<unknown>
simple	JJ	simple
act	NN	act
--	:	--
sitting	VBG	sit
together	RB	together
,	,	,
advocating	VBG	advocate
for	IN	for
dialogue	NN	dialogue
,	,	,
rejecting	VBG	reject
the	DT	the
cycles	NNS	cycle
of	IN	of
violence	NN	violence
--	:	--
is	VBZ	be
its	PP$	its
own	JJ	own
form	NN	form
of	IN	of
radicalism	NN	radicalism
.	SENT	.
<p>
Both	DT	both
men	NNS	man
are	VBP	be
angry	JJ	angry
,	,	,
but	CC	but
anger	NN	anger
can	MD	can
go	VB	go
one	CD	one
of	IN	of
two	CD	two
ways	NNS	way
,	,	,
they	PP	they
say	VBP	say
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
like	IN	like
nuclear	JJ	nuclear
power	NN	power
.	SENT	.
It	PP	it
can	MD	can
cause	VB	cause
destruction	NN	destruction
,	,	,
or	CC	or
it	PP	it
can	MD	can
create	VB	create
light	NN	light
.	SENT	.
"	``	"
<p>
They	PP	they
do	VBP	do
not	RB	not
only	RB	only
challenge	VB	challenge
the	DT	the
extremists	NNS	extremist
in	IN	in
power	NN	power
,	,	,
Hamas	NP	<unknown>
and	CC	and
Netanyahu	NP	<unknown>
.	SENT	.
They	PP	they
challenge	VBP	challenge
the	DT	the
ultra-partisans	NNS	ultra-partisan
on	IN	on
social	JJ	social
media	NNS	medium
whose	WP$	whose
cries	NNS	cry
of	IN	of
genocide	NN	genocide
and	CC	and
war	NN	war
crimes	NNS	crime
fuel	VB	fuel
their	PP$	their
YouTube	NP	<unknown>
revenue	NN	revenue
more	JJR	more
than	IN	than
any	DT	any
solution	NN	solution
.	SENT	.
They	PP	they
challenge	VBP	challenge
a	DT	a
news	NN	news
media	NNS	medium
inclined	VBN	incline
to	TO	to
sidestep	VB	sidestep
the	DT	the
topic	NN	topic
because	IN	because
this	DT	this
particular	JJ	particular
topic	NN	topic
is	VBZ	be
deemed	VBN	deem
intractable	JJ	intractable
and	CC	and
bad	JJ	bad
for	IN	for
business	NN	business
.	SENT	.
And	CC	and
they	PP	they
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
"	``	"
Hope	NP	Hope
is	VBZ	be
an	DT	an
action	NN	action
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
something	NN	something
you	PP	you
find	VBP	find
,	,	,
something	NN	something
you	PP	you
can	MD	can
lose	VB	lose
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
something	NN	something
you	PP	you
make	VBP	make
,	,	,
"	''	"
Inon	NP	<unknown>
says	VBZ	say
,	,	,
echoing	VBG	echo
the	DT	the
Palestinian	JJ	Palestinian
poet	NN	poet
Mahmoud	NP	Mahmoud
Darwish	NP	Darwish
:	:	:
In	IN	in
order	NN	order
to	TO	to
live	VB	live
,	,	,
we	PP	we
must	MD	must
invent	VB	invent
hope	NN	hope
by	IN	by
force	NN	force
.	SENT	.
<p>
Their	PP$	their
appeal	NN	appeal
is	VBZ	be
for	IN	for
a	DT	a
concerted	JJ	concerted
grassroots	NNS	grassroots
refusal	NN	refusal
to	TO	to
accept	VB	accept
the	DT	the
endless	JJ	endless
cycle	NN	cycle
of	IN	of
violence	NN	violence
,	,	,
even	RB	even
if	IN	if
--	:	--
especiallyif	NN	<unknown>
--	:	--
it	PP	it
seems	VBZ	seem
justified	JJ	justified
and	CC	and
inevitable	JJ	inevitable
.	SENT	.
<p>
Rosa	NP	Rosa
Parks	NP	Parks
sat	VBD	sit
down	RP	down
.	SENT	.
Gandhi	NP	Gandhi
walked	VBD	walk
.	SENT	.
Women	NNS	woman
spoke	VBD	speak
out	RP	out
.	SENT	.
<p>
In	IN	in
a	DT	a
small	JJ	small
office	NN	office
in	IN	in
north	JJ	north
London	NP	London
--	:	--
named	VBN	name
,	,	,
appropriately	RB	appropriately
enough	RB	enough
,	,	,
Phoenix	NP	Phoenix
Court	NP	Court
--	:	--
an	DT	an
Israeli	JJ	Israeli
and	CC	and
a	DT	a
Palestinian	NP	Palestinian
ask	VB	ask
:	:	:
How	WRB	how
will	MD	will
anything	NN	anything
ever	RB	ever
rise	VB	rise
from	IN	from
the	DT	the
ashes	NNS	ash
of	IN	of
Gaza	NP	Gaza
,	,	,
if	IN	if
not	RB	not
through	IN	through
the	DT	the
forceful	JJ	forceful
action	NN	action
of	IN	of
hope	NN	hope
?	SENT	?
<p>
Hello	UH	hello
.	SENT	.
It	PP	it
looks	VBZ	look
like	IN	like
you	PP	you
'	POS	'
re	NN	re
using	VBG	use
an	DT	an
ad	NN	ad
blocker	NN	blocker
that	WDT	that
may	MD	may
prevent	VB	prevent
our	PP$	our
website	NN	website
from	IN	from
working	VBG	work
properly	RB	properly
.	SENT	.
To	TO	to
receive	VB	receive
the	DT	the
best	JJS	good
experience	NN	experience
possible	JJ	possible
,	,	,
please	VB	please
make	VB	make
sure	RB	sure
any	DT	any
ad	NN	ad
blockers	NNS	blocker
are	VBP	be
switched	VBN	switch
off	RP	off
,	,	,
or	CC	or
add	VB	add
https	NNS	<unknown>
:	:	:
**25	NN	<unknown>
;	:	;
1899	CD	@card@
;	:	;
TOOLONG	NN	<unknown>
to	TO	to
your	PP$	your
trusted	VBN	trust
sites	NNS	site
,	,	,
and	CC	and
refresh	VB	refresh
the	DT	the
page	NN	page
.	SENT	.
