<p>
Palestinians	NPS	Palestinians
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
leave	VB	leave
safely	RB	safely
.	SENT	.
'	''	'
...	:	...
But	CC	but
when	WRB	when
I	PP	I
come	VBP	come
to	TO	to
the	DT	the
hotel	NN	hotel
,	,	,
I	PP	I
talked	VBD	talk
to	TO	to
my	PP$	my
husband	NN	husband
and	CC	and
I	PP	I
just	RB	just
exploded	VBD	explode
with	IN	with
tears	NNS	tear
.	SENT	.
"	``	"
<p>
The	DT	the
federal	JJ	federal
government	NN	government
said	VBD	say
75	CD	@card@
people	NNS	people
connected	VBN	connect
to	TO	to
Canada	NP	Canada
were	VBD	be
able	JJ	able
to	TO	to
leave	VB	leave
Gaza	NP	Gaza
through	IN	through
the	DT	the
southern	JJ	southern
Rafah	NP	<unknown>
crossing	NN	crossing
with	IN	with
Egypt	NP	Egypt
--	:	--
the	DT	the
only	JJ	only
way	NN	way
out	IN	out
for	IN	for
foreign	JJ	foreign
nationals	NNS	national
--	:	--
on	IN	on
Tuesday	NP	Tuesday
as	IN	as
the	DT	the
war	NN	war
entered	VBD	enter
its	PP$	its
second	JJ	second
month	NN	month
.	SENT	.
<p>
More	JJR	more
Canadians	NNS	Canadian
were	VBD	be
on	IN	on
a	DT	a
list	NN	list
to	TO	to
leave	VB	leave
Gaza	NP	Gaza
on	IN	on
Wednesday	NP	Wednesday
but	CC	but
a	DT	a
spokesperson	NN	spokesperson
for	IN	for
the	DT	the
U.S.	NP	U.S.
State	NP	State
Department	NP	Department
said	VBD	say
in	IN	in
a	DT	a
midday	NN	midday
briefing	NN	briefing
that	IN	that
the	DT	the
Rafah	NP	<unknown>
crossing	NN	crossing
was	VBD	be
closed	VBN	close
due	RB	due
to	TO	to
a	DT	a
"	``	"
security	NN	security
circumstance	NN	circumstance
.	SENT	.
'	''	'
'	''	'
<p>
Sitting	VBG	sit
in	IN	in
her	PP$	her
quiet	JJ	quiet
hotel	NN	hotel
room	NN	room
in	IN	in
Cairo	NP	Cairo
,	,	,
Nassrawi	NP	<unknown>
said	VBD	say
she	PP	she
could	MD	could
n't	RB	n't
get	VB	get
images	NNS	image
of	IN	of
death	NN	death
and	CC	and
destruction	NN	destruction
in	IN	in
Gaza	NP	Gaza
out	IN	out
of	IN	of
her	PP$	her
mind	NN	mind
.	SENT	.
Compounding	NN	compounding
that	WDT	that
was	VBD	be
pain	NN	pain
and	CC	and
fear	NN	fear
for	IN	for
loved	VBN	love
ones	NNS	one
she	PP	she
had	VBD	have
left	VBN	leave
behind	RB	behind
,	,	,
she	PP	she
said	VBD	say
,	,	,
including	VBG	include
her	PP$	her
Palestinian	JJ	Palestinian
parents	NNS	parent
,	,	,
who	WP	who
are	VBP	be
in	IN	in
their	PP$	their
80s	JJ	<unknown>
.	SENT	.
<p>
"	''	"
Everything	NN	everything
came	VBD	come
to	TO	to
my	PP$	my
memory	NN	memory
again	RB	again
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
"	``	"
I	PP	I
do	VBP	do
n't	RB	n't
wish	VB	wish
anybody	NN	anybody
to	TO	to
see	VB	see
what	WP	what
I	PP	I
go	VBP	go
through	RP	through
.	SENT	.
It	PP	it
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
she	PP	she
had	VBD	have
travelled	VBN	travel
to	TO	to
Gaza	NP	Gaza
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
two	CD	two
decades	NNS	decade
to	TO	to
visit	VB	visit
her	PP$	her
parents	NNS	parent
--	:	--
she	PP	she
left	VBD	leave
Gaza	NP	Gaza
to	TO	to
live	VB	live
in	IN	in
the	DT	the
UAE	NNS	UAE
when	WRB	when
she	PP	she
was	VBD	be
17	CD	@card@
and	CC	and
moved	VBD	move
with	IN	with
her	PP$	her
husband	NN	husband
to	TO	to
Canada	NP	Canada
in	IN	in
2009	CD	@card@
.	SENT	.
She	PP	she
said	VBD	say
she	PP	she
arrived	VBD	arrive
in	IN	in
Gaza	NP	Gaza
four	CD	four
days	NNS	day
before	IN	before
the	DT	the
war	NN	war
began	VBD	begin
on	IN	on
Oct.	NP	Oct.
7	CD	@card@
.	SENT	.
<p>
Two	CD	two
days	NNS	day
later	RBR	later
,	,	,
Nassrawi	NP	<unknown>
said	VBD	say
she	PP	she
registered	VBD	register
with	IN	with
the	DT	the
Canadian	JJ	Canadian
embassy	NN	embassy
,	,	,
and	CC	and
hoped	VBN	hope
for	IN	for
an	DT	an
immediate	JJ	immediate
evacuation	NN	evacuation
for	IN	for
herself	PP	herself
and	CC	and
her	PP$	her
kids	NNS	kid
from	IN	from
the	DT	the
besieged	JJ	besieged
Palestinian	JJ	Palestinian
territory	NN	territory
.	SENT	.
Back	RB	back
in	IN	in
Canada	NP	Canada
,	,	,
she	PP	she
said	VBD	say
her	PP$	her
husband	NN	husband
and	CC	and
three	CD	three
older	JJR	old
children	NNS	child
were	VBD	be
also	RB	also
in	IN	in
touch	NN	touch
with	IN	with
Global	NP	Global
Affairs	NPS	Affairs
Canada	NP	Canada
seeking	VBG	seek
information	NN	information
on	IN	on
how	WRB	how
Canadians	NNS	Canadian
could	MD	could
leave	VB	leave
Gaza	NP	Gaza
.	SENT	.
<p>
As	IN	as
Israel	NP	Israel
escalated	VBD	escalate
its	PP$	its
bombardment	NN	bombardment
of	IN	of
Gaza	NP	Gaza
,	,	,
she	PP	she
said	VBD	say
her	PP$	her
five-year-old	JJ	five-year-old
and	CC	and
seven-year-old	JJ	seven-year-old
,	,	,
who	WP	who
were	VBD	be
both	DT	both
born	VBN	bear
in	IN	in
Canada	NP	Canada
,	,	,
began	VBD	begin
questioning	VBG	question
the	DT	the
sounds	NNS	sound
of	IN	of
the	DT	the
bombs	NNS	bomb
dropping	VBG	drop
.	SENT	.
<p>
She	PP	she
said	VBD	say
she	PP	she
told	VBD	tell
them	PP	them
the	DT	the
explosions	NNS	explosion
were	VBD	be
just	RB	just
a	DT	a
thunderstorm	NN	thunderstorm
.	SENT	.
When	WRB	when
they	PP	they
stepped	VBD	step
outside	RB	outside
and	CC	and
saw	VBD	see
the	DT	the
destruction	NN	destruction
,	,	,
she	PP	she
said	VBD	say
she	PP	she
told	VBD	tell
her	PP$	her
children	NNS	child
Gaza	NP	Gaza
had	VBD	have
been	VBN	be
hit	VBN	hit
with	IN	with
an	DT	an
earthquake	NN	earthquake
.	SENT	.
<p>
"	``	"
They	PP	they
were	VBD	be
born	VBN	bear
and	CC	and
lived	VBN	live
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
what	WP	what
injured	JJ	injured
people	NNS	people
mean	VBP	mean
,	,	,
what	WP	what
is	VBZ	be
destroying	VBG	destroy
the	DT	the
houses	NNS	house
,	,	,
"	''	"
she	PP	she
said	VBD	say
,	,	,
adding	VBG	add
she	PP	she
will	MD	will
tell	VB	tell
them	PP	them
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
older	JJR	old
that	IN	that
they	PP	they
were	VBD	be
trapped	VBN	trap
in	IN	in
a	DT	a
war	NN	war
.	SENT	.
<p>
A	DT	a
few	JJ	few
days	NNS	day
later	RBR	later
,	,	,
Nassrawi	NP	<unknown>
said	VBD	say
she	PP	she
was	VBD	be
told	VBN	tell
by	IN	by
Global	NP	Global
Affairs	NPS	Affairs
to	TO	to
try	VB	try
to	TO	to
get	VB	get
to	TO	to
the	DT	the
Rafah	NP	<unknown>
crossing	VBG	cross
with	IN	with
her	PP$	her
children	NNS	child
,	,	,
but	CC	but
when	WRB	when
they	PP	they
arrived	VBD	arrive
,	,	,
they	PP	they
narrowly	RB	narrowly
avoided	VBD	avoid
an	DT	an
airstrike	NN	airstrike
.	SENT	.
<p>
"	``	"
Everyone	NN	everyone
was	VBD	be
running	VBG	run
and	CC	and
pushing	VBG	push
.	SENT	.
It	PP	it
was	VBD	be
like	IN	like
the	DT	the
last	JJ	last
day	NN	day
on	IN	on
Earth	NP	Earth
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
<p>
She	PP	she
tried	VBD	try
to	TO	to
get	VB	get
to	TO	to
the	DT	the
crossing	VBG	cross
two	CD	two
more	JJR	more
times	NNS	time
,	,	,
but	CC	but
Rafah	NP	<unknown>
remained	VBD	remain
closed	JJ	closed
.	SENT	.
<p>
As	IN	as
the	DT	the
violence	NN	violence
continued	VBD	continue
,	,	,
Nassrawi	NP	<unknown>
said	VBD	say
she	PP	she
and	CC	and
her	PP$	her
family	NN	family
took	VBD	take
shelter	NN	shelter
in	IN	in
a	DT	a
church	NN	church
and	CC	and
then	RB	then
a	DT	a
school	NN	school
,	,	,
before	IN	before
they	PP	they
all	RB	all
made	VBD	make
their	PP$	their
way	NN	way
to	TO	to
the	DT	the
southern	JJ	southern
city	NN	city
of	IN	of
Khan	NP	Khan
Yunis	NP	Yunis
to	TO	to
live	VB	live
with	IN	with
dozens	NNS	dozen
of	IN	of
others	NNS	other
crowded	VBN	crowd
into	IN	into
a	DT	a
home	NN	home
.	SENT	.
They	PP	they
rationed	VBD	ration
food	NN	food
and	CC	and
water	NN	water
for	IN	for
days	NNS	day
.	SENT	.
<p>
On	IN	on
Friday	NP	Friday
last	JJ	last
week	NN	week
,	,	,
she	PP	she
said	VBD	say
she	PP	she
heard	VBD	hear
from	IN	from
Global	JJ	global
Affairs	NPS	Affairs
that	IN	that
Canadians	NNS	Canadian
could	MD	could
be	VB	be
allowed	VBN	allow
out	RP	out
of	IN	of
Gaza	NP	Gaza
over	IN	over
the	DT	the
weekend	NN	weekend
,	,	,
but	CC	but
escalating	VBG	escalate
attacks	NNS	attack
by	RB	by
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
afternoon	NN	afternoon
,	,	,
her	PP$	her
husband	NN	husband
told	VBD	tell
her	PP$	her
Global	NP	Global
Affairs	NPS	Affairs
had	VBD	have
said	VBN	say
she	PP	she
and	CC	and
her	PP$	her
children	NNS	child
were	VBD	be
on	IN	on
a	DT	a
list	NN	list
of	IN	of
Canadians	NNS	Canadian
and	CC	and
other	JJ	other
foreigners	NNS	foreigner
who	WP	who
would	MD	would
be	VB	be
allowed	VBN	allow
to	TO	to
leave	VB	leave
Gaza	NP	Gaza
on	IN	on
Tuesday	NP	Tuesday
.	SENT	.
<p>
At	IN	at
sunrise	NN	sunrise
Tuesday	NP	Tuesday
,	,	,
she	PP	she
said	VBD	say
she	PP	she
packed	VBD	pack
a	DT	a
bag	NN	bag
with	IN	with
their	PP$	their
passports	NNS	passport
and	CC	and
a	DT	a
change	NN	change
of	IN	of
clothes	NNS	clothes
for	IN	for
her	PP$	her
kids	NNS	kid
and	CC	and
herself	PP	herself
and	CC	and
got	VBD	get
in	IN	in
a	DT	a
car	NN	car
that	WDT	that
took	VBD	take
them	PP	them
to	TO	to
the	DT	the
border	NN	border
.	SENT	.
<p>
From	IN	from
8	CD	@card@
a.m.	NN	a.m.
to	TO	to
around	RB	around
2	CD	@card@
p.m.	NN	p.m.
she	PP	she
said	VBD	say
she	PP	she
stood	VBD	stand
with	IN	with
her	PP$	her
kids	NNS	kid
in	IN	in
a	DT	a
long	JJ	long
line	NN	line
ending	VBG	end
at	IN	at
the	DT	the
Egyptian	JJ	Egyptian
border	NN	border
,	,	,
listening	VBG	listen
to	TO	to
a	DT	a
man	NN	man
calling	VBG	call
out	RP	out
the	DT	the
names	NNS	name
of	IN	of
evacuees	NNS	evacuee
permitted	VBN	permit
to	TO	to
leave	VB	leave
that	DT	that
day	NN	day
.	SENT	.
<p>
"	``	"
We	PP	we
(	(	(
waited	VBN	wait
)	)	)
for	IN	for
the	DT	the
injured	VBN	injure
to	TO	to
come	VB	come
and	CC	and
the	DT	the
people	NNS	people
from	IN	from
the	DT	the
last	JJ	last
two	CD	two
days	NNS	day
that	WDT	that
was	VBD	be
on	IN	on
the	DT	the
list	NN	list
but	CC	but
could	MD	could
n't	RB	n't
leave	VB	leave
to	TO	to
"	``	"
pass	VB	pass
through	IN	through
the	DT	the
border	NN	border
first	RB	first
,	,	,
she	PP	she
said	VBD	say
.	SENT	.
<p>
"	``	"
When	WRB	when
they	PP	they
call	VBP	call
your	PP$	your
name	NN	name
,	,	,
they	PP	they
scan	VBP	scan
your	PP$	your
passport	NN	passport
on	IN	on
the	DT	the
Palestinian	JJ	Palestinian
side	NN	side
.	SENT	.
(	(	(
Then	RB	then
)	)	)
you	PP	you
get	VBP	get
into	IN	into
a	DT	a
bus	NN	bus
and	CC	and
you	PP	you
go	VBP	go
to	TO	to
the	DT	the
Egyptian	JJ	Egyptian
side	NN	side
.	SENT	.
"	``	"
<p>
That	RB	that
'	''	'
s	NN	S
where	WRB	where
she	PP	she
said	VBD	say
Egyptian	NP	Egyptian
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
became	VBD	become
safe	JJ	safe
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
<p>
When	WRB	when
she	PP	she
left	VBD	leave
the	DT	the
area	NN	area
,	,	,
she	PP	she
said	VBD	say
she	PP	she
saw	VBD	see
a	DT	a
bus	NN	bus
with	IN	with
a	DT	a
large	JJ	large
Canadian	JJ	Canadian
flag	NN	flag
and	CC	and
workers	NNS	worker
around	IN	around
it	PP	it
.	SENT	.
She	PP	she
and	CC	and
her	PP$	her
children	NNS	child
waited	VBN	wait
in	IN	in
that	DT	that
bus	NN	bus
for	IN	for
another	DT	another
four	CD	four
hours	NNS	hour
,	,	,
waiting	VBG	wait
for	IN	for
it	PP	it
to	TO	to
fill	VB	fill
up	RP	up
with	IN	with
others	NNS	other
.	SENT	.
<p>
Her	PP$	her
ride	NN	ride
to	TO	to
Cairo	NP	Cairo
was	VBD	be
eight	CD	eight
hours	NNS	hour
.	SENT	.
<p>
"	''	"
We	PP	we
arrived	VBD	arrive
to	TO	to
hotel	NN	hotel
at	IN	at
like	IN	like
4	CD	@card@
a.m.	NN	a.m.
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
<p>
Immediately	RB	immediately
afterwards	RB	afterwards
,	,	,
her	PP$	her
husband	NN	husband
booked	VBD	book
the	DT	the
trio	NN	trio
a	DT	a
flight	NN	flight
to	TO	to
Mississauga	NP	Mississauga
that	WDT	that
is	VBZ	be
set	VBN	set
to	TO	to
arrive	VB	arrive
Thursday	NP	Thursday
.	SENT	.
<p>
While	IN	while
at	IN	at
the	DT	the
hotel	NN	hotel
,	,	,
she	PP	she
said	VBD	say
Canadian	JJ	Canadian
officials	NNS	official
booked	VBD	book
a	DT	a
meeting	NN	meeting
with	IN	with
her	PP	her
and	CC	and
other	JJ	other
Canadians	NNS	Canadian
to	TO	to
ask	VB	ask
whether	IN	whether
they	PP	they
needed	VBD	need
financial	JJ	financial
support	NN	support
or	CC	or
medical	JJ	medical
aid	NN	aid
.	SENT	.
<p>
Despite	IN	despite
the	DT	the
sounds	NNS	sound
of	IN	of
airstrikes	NNS	airstrike
making	VBG	make
it	PP	it
hard	JJ	hard
for	IN	for
her	PP	her
to	TO	to
sleep	VB	sleep
for	IN	for
a	DT	a
month	NN	month
,	,	,
Nassrawi	NP	<unknown>
said	VBD	say
she	PP	she
was	VBD	be
finding	VBG	find
it	PP	it
hard	JJ	hard
to	TO	to
rest	VB	rest
.	SENT	.
