<p>
WASHINGTON	NP	WASHINGTON
of	IN	of
four	CD	four
hostages	NNS	hostage
by	IN	by
Hamas	JJ	<unknown>
last	JJ	last
month	NN	month
--	:	--
about	RB	about
a	DT	a
larger	JJR	large
release	NN	release
of	IN	of
hostages	NNS	hostage
.	SENT	.
CIA	NP	CIA
Director	NP	Director
William	NP	William
Burns	NP	Burns
was	VBD	be
in	IN	in
Doha	NP	Doha
on	IN	on
Thursday	NP	Thursday
to	TO	to
discuss	VB	discuss
efforts	NNS	effort
to	TO	to
win	VB	win
the	DT	the
release	NN	release
of	IN	of
hostages	NNS	hostage
in	IN	in
Gaza	NP	Gaza
with	IN	with
the	DT	the
Qatari	JJ	Qatari
prime	JJ	prime
minister	NN	minister
and	CC	and
the	DT	the
head	NN	head
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
Mossad	NN	Mossad
intelligence	NN	intelligence
agency	NN	agency
,	,	,
according	VBG	accord
to	TO	to
a	DT	a
U.S.	NP	U.S.
official	NN	official
.	SENT	.
<p>
Burns	NP	Burns
met	VBD	meet
with	IN	with
Mossad	NP	Mossad
chief	JJ	chief
David	NP	David
Barnea	NP	<unknown>
and	CC	and
Prime	NP	Prime
Minister	NP	Minister
Sheikh	NP	Sheikh
Mohammed	NP	Mohammed
bin	NN	bin
Abdulrahman	NP	Abdulrahman
Al	NP	Al
Thani	NP	<unknown>
,	,	,
said	VBD	say
the	DT	the
official	NN	official
,	,	,
who	WP	who
talked	VBD	talk
to	TO	to
The	DT	the
Associated	NP	Associated
Press	NP	Press
on	IN	on
the	DT	the
condition	NN	condition
of	IN	of
anonymity	NN	anonymity
to	TO	to
discuss	VB	discuss
sensitive	JJ	sensitive
matters	NNS	matter
.	SENT	.
<p>
Qatar	NP	Qatar
is	VBZ	be
a	DT	a
frequent	JJ	frequent
go-between	NN	go-between
in	IN	in
international	JJ	international
dealings	NNS	dealings
with	IN	with
Hamas	NP	<unknown>
,	,	,
and	CC	and
some	DT	some
top	JJ	top
Hamas	JJ	<unknown>
political	JJ	political
leaders	NNS	leader
make	VBP	make
their	PP$	their
home	NN	home
in	IN	in
the	DT	the
Gulf	NP	Gulf
country	NN	country
.	SENT	.
The	DT	the
U.S.	NP	U.S.
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
the	DT	the
negotiations	NNS	negotiation
.	SENT	.
<p>
Kirby	NP	Kirby
confirmed	VBD	confirm
that	IN	that
the	DT	the
U.S.	NP	U.S.
continues	VBZ	continue
to	TO	to
have	VB	have
"	``	"
active	JJ	active
discussions	NNS	discussion
with	IN	with
partners	NNS	partner
about	IN	about
trying	VBG	try
to	TO	to
secure	VB	secure
the	DT	the
release	NN	release
of	IN	of
hostages	NNS	hostage
,	,	,
"	''	"
noting	VBG	note
in	IN	in
particular	JJ	particular
Qatar	NP	Qatar
'	POS	'
s	NN	S
help	NN	help
.	SENT	.
<p>
"	``	"
We	PP	we
know	VBP	know
they	PP	they
have	VBP	have
lines	NNS	line
of	IN	of
communication	NN	communication
with	IN	with
Hamas	NNS	<unknown>
that	IN	that
we	PP	we
do	VBP	do
n't	RB	n't
,	,	,
"	''	"
Kirby	NP	Kirby
said	VBD	say
of	IN	of
Qatar	NP	Qatar
.	SENT	.
"	``	"
And	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
continue	VB	continue
to	TO	to
work	VB	work
with	IN	with
them	PP	them
and	CC	and
regional	JJ	regional
partners	NNS	partner
to	TO	to
try	VB	try
to	TO	to
secure	VB	secure
the	DT	the
release	NN	release
of	IN	of
all	PDT	all
the	DT	the
hostages	NNS	hostage
.	SENT	.
"	''	"
<p>
Lt.	NP	Lt.
Col.	NP	Col.
Richard	NP	Richard
Hecht	NP	Hecht
,	,	,
an	DT	an
Israeli	JJ	Israeli
military	JJ	military
spokesman	NN	spokesman
,	,	,
said	VBD	say
there	EX	there
had	VBD	have
been	VBN	be
no	DT	no
shift	NN	shift
in	IN	in
Israeli	JJ	Israeli
tactics	NNS	tactic
.	SENT	.
'	''	'
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
ceasefire	NN	ceasefire
,	,	,
"	''	"
he	PP	he
told	VBD	tell
reporters	NNS	reporter
.	SENT	.
"	''	"
'	''	'
These	DT	these
are	VBP	be
tactical	JJ	tactical
local	JJ	local
pauses	NNS	pause
for	IN	for
humanitarian	JJ	humanitarian
aid	NN	aid
,	,	,
which	WDT	which
are	VBP	be
limited	VBN	limit
in	IN	in
time	NN	time
and	CC	and
area	NN	area
.	SENT	.
'	''	'
<p>
"	``	"
These	DT	these
evacuation	NN	evacuation
corridors	NNS	corridor
are	VBP	be
for	IN	for
civilians	NNS	civilian
to	TO	to
move	VB	move
south	RB	south
to	TO	to
safer	JJR	safe
areas	NNS	area
where	WRB	where
they	PP	they
can	MD	can
receive	VB	receive
humanitarian	JJ	humanitarian
aid	NN	aid
.	SENT	.
"	''	"
Asked	VBN	ask
about	IN	about
Kirby	NP	Kirby
'	POS	'
s	NN	S
announcement	NN	announcement
,	,	,
he	PP	he
said	VBD	say
:	:	:
"	``	"
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
shift	NN	shift
,	,	,
"	``	"
though	IN	though
he	PP	he
said	VBD	say
Israel	NP	Israel
would	MD	would
try	VB	try
to	TO	to
expand	VB	expand
these	DT	these
humanitarian	JJ	humanitarian
corridors	NNS	corridor
.	SENT	.
<p>
In	IN	in
a	DT	a
blunt	JJ	blunt
call	NN	call
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
allow	VB	allow
for	IN	for
the	DT	the
immediate	JJ	immediate
and	CC	and
increased	VBN	increase
delivery	NN	delivery
of	IN	of
assistance	NN	assistance
,	,	,
Blinken	NP	<unknown>
said	VBD	say
the	DT	the
situation	NN	situation
would	MD	would
drive	VB	drive
Palestinians	NPS	Palestinians
toward	IN	toward
further	JJR	further
radicalism	NN	radicalism
and	CC	and
effectively	RB	effectively
end	VB	end
prospects	NNS	prospect
for	IN	for
any	DT	any
eventual	JJ	eventual
resumption	NN	resumption
of	IN	of
peace	NN	peace
talks	NNS	talk
to	TO	to
end	VB	end
the	DT	the
conflict	NN	conflict
.	SENT	.
<p>
French	NP	French
President	NP	President
Emmanuel	NP	Emmanuel
Macron	NN	macron
had	VBD	have
opened	VBN	open
a	DT	a
Gaza	NP	Gaza
aid	NN	aid
conference	NN	conference
on	IN	on
Thursday	NP	Thursday
with	IN	with
an	DT	an
appeal	NN	appeal
for	IN	for
Israel	NP	Israel
to	TO	to
protect	VB	protect
civilians	NNS	civilian
,	,	,
saying	VBG	say
that	IN	that
"	``	"
all	DT	all
lives	NNS	life
have	VBP	have
equal	JJ	equal
worth	NN	worth
"	''	"
and	CC	and
that	IN	that
fighting	VBG	fight
terrorism	NN	terrorism
"	``	"
can	MD	can
never	RB	never
be	VB	be
carried	VBN	carry
out	RP	out
without	IN	without
rules	NNS	rule
.	SENT	.
"	''	"
<p>
Kirby	NP	Kirby
said	VBD	say
Uzra	NP	<unknown>
Zeya	NP	<unknown>
,	,	,
the	DT	the
State	NP	State
Department	NP	Department
'	POS	'
s	NN	S
under	IN	under
secretary	NN	secretary
for	IN	for
civilian	JJ	civilian
security	NN	security
,	,	,
democracy	NN	democracy
and	CC	and
human	JJ	human
rights	NNS	right
;	:	;
special	JJ	special
envoy	NN	envoy
David	NP	David
Satterfield	NP	Satterfield
;	:	;
and	CC	and
Sarah	NP	Sarah
Charles	NP	Charles
,	,	,
who	WP	who
leads	VBZ	lead
the	DT	the
USAID	NN	<unknown>
'	POS	'
s	JJ	<unknown>
bureau	NN	bureau
for	IN	for
humanitarian	JJ	humanitarian
assistance	NN	assistance
,	,	,
were	VBD	be
representing	VBG	represent
the	DT	the
U.S.	NP	U.S.
at	IN	at
the	DT	the
Paris	NP	Paris
conference	NN	conference
.	SENT	.
Israel	NP	Israel
has	VBZ	have
not	RB	not
been	VBN	be
invited	VBN	invite
by	IN	by
France	NP	France
to	TO	to
the	DT	the
conference	NN	conference
.	SENT	.
Kirby	NP	Kirby
demurred	VBD	demur
when	WRB	when
asked	VBN	ask
about	IN	about
the	DT	the
decision	NN	decision
to	TO	to
leave	VB	leave
Israel	NP	Israel
out	RP	out
of	IN	of
the	DT	the
international	JJ	international
talks	NNS	talk
.	SENT	.
<p>
"	``	"
We	PP	we
'	POS	'
re	NN	re
focused	VBD	focus
on	IN	on
trying	VBG	try
to	TO	to
have	VB	have
the	DT	the
most	RBS	most
constructive	JJ	constructive
conversation	NN	conversation
there	RB	there
that	IN	that
we	PP	we
can	MD	can
,	,	,
"	''	"
Kirby	NP	Kirby
said	VBD	say
.	SENT	.
<p>
Satterfield	NP	Satterfield
on	IN	on
Thursday	NP	Thursday
described	VBD	describe
improving	VBG	improve
aid	NN	aid
delivery	NN	delivery
for	IN	for
central	JJ	central
and	CC	and
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
northern	JJ	northern
battle	NN	battle
zone	NN	zone
other	JJ	other
than	IN	than
to	TO	to
help	VB	help
civilians	NNS	civilian
flee	VB	flee
the	DT	the
intensifying	JJ	intensifying
Israeli	JJ	Israeli
assault	NN	assault
there	RB	there
.	SENT	.
<p>
He	PP	he
told	VBD	tell
reporters	NNS	reporter
via	IN	via
an	DT	an
online	JJ	online
briefing	NN	briefing
that	IN	that
the	DT	the
international	JJ	international
community	NN	community
had	VBD	have
been	VBN	be
able	JJ	able
to	TO	to
get	VB	get
fuel	NN	fuel
to	TO	to
turn	VB	turn
back	RB	back
on	IN	on
water	NN	water
desalination	NN	desalination
plants	NNS	plant
in	IN	in
the	DT	the
south	NN	south
,	,	,
and	CC	and
that	DT	that
aid	NN	aid
into	IN	into
the	DT	the
south	NN	south
was	VBD	be
averaging	VBG	average
100	CD	@card@
trucks	NNS	truck
a	DT	a
day	NN	day
.	SENT	.
Two	CD	two
pipelines	NNS	pipeline
supplying	VBG	supply
clean	JJ	clean
drinking	NN	drinking
water	NN	water
to	TO	to
the	DT	the
south	NN	south
from	IN	from
Israel	NP	Israel
have	VBP	have
been	VBN	be
turned	VBN	turn
back	RB	back
on	IN	on
.	SENT	.
<p>
"	``	"
We	PP	we
do	VBP	do
see	VB	see
the	DT	the
ability	NN	ability
in	IN	in
the	DT	the
coming	VBG	come
days	NNS	day
,	,	,
we	PP	we
hope	VBP	hope
,	,	,
to	TO	to
meet	VB	meet
the	DT	the
minimum	JJ	minimum
requirements	NNS	requirement
of	IN	of
the	DT	the
population	NN	population
in	IN	in
the	DT	the
south	NN	south
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
"	``	"
And	CC	and
I	PP	I
'	POS	'
m	NN	m
speaking	NN	speaking
of	IN	of
the	DT	the
south	NN	south
and	CC	and
the	DT	the
center	NN	center
,	,	,
not	RB	not
of	IN	of
the	DT	the
north	NN	north
,	,	,
which	WDT	which
remains	VBZ	remain
a	DT	a
kinetic	JJ	kinetic
area	NN	area
.	SENT	.
"	``	"
