<h>
When	WRB	when
the	DT	the
incalculable	JJ	incalculable
impact	NN	impact
it	PP	it
has	VBZ	have
on	IN	on
people	NNS	people
long	JJ	long
after	IN	after
the	DT	the
bombers	NNS	bomber
have	VBP	have
eventually	RB	eventually
stopped	VBN	stop
booming	JJ	booming
in	IN	in
the	DT	the
air	NN	air
.	SENT	.
<p>
The	DT	the
ripples	NNS	ripple
of	IN	of
war	NN	war
travel	NN	travel
far	RB	far
and	CC	and
wide	JJ	wide
,	,	,
and	CC	and
no	DT	no
one	CD	one
probably	RB	probably
feels	VBZ	feel
it	PP	it
vicariously	RB	vicariously
as	IN	as
the	DT	the
scribes	NNS	scribe
who	WP	who
are	VBP	be
pounded	VBN	pound
by	IN	by
it	PP	it
in	IN	in
newsrooms	NNS	newsroom
across	IN	across
the	DT	the
world	NN	world
.	SENT	.
War	NN	war
reporters	NNS	reporter
suffer	VBP	suffer
it	PP	it
firsthand	RB	firsthand
--	:	--
their	PP$	their
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
--	:	--
their	PP$	their
experience	NN	experience
bordering	VBG	border
on	IN	on
the	DT	the
dystopian	NN	<unknown>
.	SENT	.
If	IN	if
you	PP	you
thought	VBD	think
the	DT	the
latter	NN	latter
are	VBP	be
better	JJR	good
off	RP	off
,	,	,
for	IN	for
distance	NN	distance
,	,	,
they	PP	they
say	VBP	say
,	,	,
distils	VBZ	distil
impact	NN	impact
,	,	,
you	PP	you
could	MD	could
not	RB	not
have	VB	have
been	VBN	be
more	RBR	more
wrong	JJ	wrong
.	SENT	.
War	NN	war
stories	NNS	story
and	CC	and
images	NNS	image
can	MD	can
be	VB	be
as	RB	as
distressing	JJ	distressing
to	TO	to
people	NNS	people
thousands	NNS	thousand
of	IN	of
miles	NNS	mile
away	RB	away
as	IN	as
it	PP	it
is	VBZ	be
to	TO	to
people	NNS	people
on	IN	on
the	DT	the
battle	NN	battle
ground	NN	ground
,	,	,
as	IN	as
I	PP	I
recently	RB	recently
discovered	VBD	discover
in	IN	in
my	PP$	my
brief	JJ	brief
conversations	NNS	conversation
with	IN	with
those	DT	those
who	WP	who
spent	VBD	spend
all	DT	all
day	NN	day
sifting	VBG	sift
and	CC	and
sorting	VBG	sort
graphic	JJ	graphic
images	NNS	image
on	IN	on
their	PP$	their
screens	NNS	screen
to	TO	to
process	VB	process
and	CC	and
report	VB	report
the	DT	the
goings-on	NN	goings-on
some	DT	some
2100km	NN	<unknown>
away	RB	away
.	SENT	.
<p>
From	IN	from
getting	VBG	get
nightmares	NNS	nightmare
to	TO	to
feeling	VBG	feel
distraught	JJ	distraught
by	IN	by
the	DT	the
untold	JJ	untold
suffering	NN	suffering
wrought	JJ	wrought
by	IN	by
war	NN	war
;	:	;
from	IN	from
getting	VBG	get
emotionally	RB	emotionally
entangled	JJ	entangled
to	TO	to
pretending	VBG	pretend
detachment	NN	detachment
,	,	,
war-time	JJ	<unknown>
work	NN	work
for	IN	for
those	DT	those
on	IN	on
news	NN	news
desks	NNS	desk
is	VBZ	be
anything	NN	anything
but	CC	but
all	DT	all
in	IN	in
a	DT	a
day	NN	day
'	POS	'
s	NN	S
work	NN	work
.	SENT	.
If	IN	if
editors	NNS	editor
of	IN	of
yore	NN	yore
had	VBD	have
only	RB	only
still	RB	still
photos	NNS	photo
to	TO	to
filter	VB	filter
and	CC	and
wire	VB	wire
stories	NNS	story
to	TO	to
edit	VB	edit
,	,	,
new	JJ	new
age	NN	age
media	NNS	medium
thrusts	VBZ	thrust
real-time	JJ	real-time
videos	NNS	video
that	WDT	that
are	VBP	be
more	RBR	more
graphic	JJ	graphic
and	CC	and
gorier	JJR	gory
on	IN	on
their	PP$	their
faces	NNS	face
.	SENT	.
And	CC	and
the	DT	the
dynamic	JJ	dynamic
nature	NN	nature
of	IN	of
social	JJ	social
media	NNS	medium
makes	VBZ	make
it	PP	it
worse	JJR	bad
with	IN	with
its	PP$	its
insatiable	JJ	insatiable
appetite	NN	appetite
for	IN	for
grisly	JJ	grisly
kind	NN	kind
of	IN	of
content	NN	content
.	SENT	.
A	DT	a
young	JJ	young
journalist	NN	journalist
I	PP	I
spoke	VBD	speak
to	TO	to
admitted	VBN	admit
to	RB	to
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
yet	RB	yet
continuing	VBG	continue
to	TO	to
do	VB	do
it	PP	it
because	IN	because
it	PP	it
was	VBD	be
their	PP$	their
job	NN	job
to	TO	to
tell	VB	tell
the	DT	the
story	NN	story
to	TO	to
the	DT	the
world	NN	world
.	SENT	.
Yet	RB	yet
another	DT	another
veteran	NN	veteran
said	VBD	say
it	PP	it
was	VBD	be
something	NN	something
they	PP	they
had	VBD	have
learnt	VBN	learn
to	TO	to
overcome	VB	overcome
with	IN	with
time	NN	time
.	SENT	.
<p>
Perhaps	RB	perhaps
,	,	,
not	RB	not
all	DT	all
men	NNS	man
and	CC	and
women	NNS	woman
who	WP	who
handle	VBP	handle
war	NN	war
stories	NNS	story
at	IN	at
their	PP$	their
desk	NN	desk
are	VBP	be
equally	RB	equally
impacted	VBN	impact
,	,	,
and	CC	and
some	DT	some
have	VBP	have
learnt	VBN	learn
to	TO	to
be	VB	be
impartial	JJ	impartial
observers	NNS	observer
.	SENT	.
Or	CC	or
have	VB	have
they	PP	they
?	SENT	?
Haw	NP	Haw
easy	RB	easy
is	VBZ	be
it	PP	it
for	IN	for
a	DT	a
person	NN	person
,	,	,
no	DT	no
matter	NN	matter
how	WRB	how
stoic	JJ	stoic
they	PP	they
are	VBP	be
,	,	,
to	TO	to
be	VB	be
not	RB	not
moved	VBN	move
by	IN	by
images	NNS	image
of	IN	of
children	NNS	child
soaked	VBN	soak
in	IN	in
blood	NN	blood
or	CC	or
neighbourhoods	NNS	neighbourhood
where	WRB	where
families	NNS	family
lived	VBD	live
as	RB	as
one	CD	one
community	NN	community
flattened	VBN	flatten
,	,	,
or	CC	or
wailing	VBG	wail
mothers	NNS	mother
receiving	VBG	receive
news	NN	news
of	IN	of
their	PP$	their
young	JJ	young
one	CD	one
'	POS	'
s	JJ	<unknown>
death	NN	death
in	IN	in
a	DT	a
hospital	NN	hospital
or	CC	or
men	NNS	man
frantically	RB	frantically
searching	VBG	search
for	IN	for
loved	VBN	love
ones	NNS	one
in	IN	in
what	WP	what
was	VBD	be
once	RB	once
their	PP$	their
sweet	JJ	sweet
home	NN	home
?	SENT	?
Multiple	JJ	multiple
exposures	NNS	exposure
may	MD	may
have	VB	have
dented	VBN	dent
one	CD	one
'	POS	'
s	NN	S
sensibilities	NNS	sensibility
to	TO	to
instances	NNS	instance
of	IN	of
atrocities	NNS	atrocity
and	CC	and
other	JJ	other
human	JJ	human
afflictions	NNS	affliction
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
improbable	JJ	improbable
that	IN	that
a	DT	a
person	NN	person
with	IN	with
their	PP$	their
heart	NN	heart
in	IN	in
the	DT	the
right	JJ	right
place	NN	place
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
shake	VB	shake
off	RP	off
the	DT	the
lousy	JJ	lousy
side-effects	NNS	side-effect
of	IN	of
watching	VBG	watch
a	DT	a
fellow	JJ	fellow
human	JJ	human
being	VBG	be
badgered	VBN	badger
and	CC	and
butchered	VBN	butcher
.	SENT	.
<p>
Disengagement	NN	disengagement
might	MD	might
be	VB	be
a	DT	a
good	JJ	good
old	JJ	old
philosophy	NN	philosophy
,	,	,
and	CC	and
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
valuable	JJ	valuable
quality	NN	quality
to	TO	to
have	VB	have
for	IN	for
people	NNS	people
who	WP	who
are	VBP	be
in	IN	in
occupations	NNS	occupation
that	WDT	that
deal	VBP	deal
with	IN	with
human	JJ	human
mortality	NN	mortality
,	,	,
but	CC	but
few	JJ	few
people	NNS	people
attain	VBP	attain
to	TO	to
that	DT	that
neutral	JJ	neutral
state	NN	state
.	SENT	.
The	DT	the
vexation	NN	vexation
is	VBZ	be
either	RB	either
masked	VBN	mask
or	CC	or
suppressed	VBN	suppress
and	CC	and
to	TO	to
many	JJ	many
,	,	,
it	PP	it
lies	VBZ	lie
dormant	JJ	dormant
for	IN	for
long	JJ	long
before	IN	before
precipitating	VBG	precipitate
in	IN	in
different	JJ	different
forms	NNS	form
of	IN	of
mental	JJ	mental
illness	NN	illness
.	SENT	.
Many	JJ	many
journalists	NNS	journalist
engaged	VBN	engage
in	IN	in
real-time	JJ	real-time
war	NN	war
reporting	NN	reporting
are	VBP	be
diagnosed	VBN	diagnose
with	IN	with
PTSD	NN	<unknown>
and	CC	and
they	PP	they
duly	RB	duly
take	VBP	take
treatment	NN	treatment
,	,	,
but	CC	but
rarely	RB	rarely
do	VBP	do
people	NNS	people
at	IN	at
the	DT	the
desk	NN	desk
recognise	VB	recognise
their	PP$	their
condition	NN	condition
as	IN	as
something	NN	something
that	WDT	that
requires	VBZ	require
attention	NN	attention
.	SENT	.
<p>
The	DT	the
need	NN	need
to	TO	to
acknowledge	VB	acknowledge
the	DT	the
effect	NN	effect
of	IN	of
nonstop	JJ	nonstop
exposure	NN	exposure
to	TO	to
blood	NN	blood
and	CC	and
bodies	NNS	body
on	IN	on
newsmen	NNS	newsman
far	RB	far
from	IN	from
the	DT	the
scene	NN	scene
of	IN	of
action	NN	action
has	VBZ	have
never	RB	never
before	RB	before
been	VBN	be
so	RB	so
urgent	JJ	urgent
.	SENT	.
Those	DT	those
who	WP	who
are	VBP	be
impacted	VBN	impact
must	MD	must
process	VB	process
their	PP$	their
emotions	NNS	emotion
without	IN	without
dismissing	VBG	dismiss
them	PP	them
as	IN	as
professional	JJ	professional
hazards	NNS	hazard
and	CC	and
seek	VB	seek
intervention	NN	intervention
that	WDT	that
will	MD	will
prevent	VB	prevent
a	DT	a
silent	JJ	silent
breakdown	NN	breakdown
of	IN	of
faculties	NNS	faculty
.	SENT	.
They	PP	they
could	MD	could
talk	VB	talk
to	TO	to
peers	NNS	peer
willing	JJ	willing
to	TO	to
listen	VB	listen
and	CC	and
purge	VB	purge
their	PP$	their
distress	NN	distress
;	:	;
they	PP	they
must	MD	must
indulge	VB	indulge
in	IN	in
positive	JJ	positive
activities	NNS	activity
that	WDT	that
will	MD	will
help	VB	help
them	PP	them
snap	VB	snap
out	RP	out
once	IN	once
the	DT	the
day	NN	day
'	POS	'
s	NN	S
job	NN	job
is	VBZ	be
over	RP	over
,	,	,
and	CC	and
if	IN	if
the	DT	the
situation	NN	situation
snowballs	NNS	snowball
into	IN	into
something	NN	something
more	RBR	more
serious	JJ	serious
than	IN	than
regular	JJ	regular
anguish	NN	anguish
,	,	,
then	RB	then
they	PP	they
must	MD	must
seek	VB	seek
professional	JJ	professional
help	NN	help
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
prayers	NNS	prayer
work	NN	work
as	IN	as
palliatives	NNS	palliative
.	SENT	.
<p>
Our	PP$	our
world	NN	world
is	VBZ	be
not	RB	not
going	VBG	go
to	TO	to
be	VB	be
rid	VBN	rid
of	IN	of
the	DT	the
pestilence	NN	pestilence
of	IN	of
war	NN	war
.	SENT	.
With	IN	with
each	DT	each
instance	NN	instance
,	,	,
the	DT	the
imagery	NN	imagery
is	VBZ	be
only	RB	only
getting	VBG	get
more	RBR	more
vexing	JJ	vexing
,	,	,
and	CC	and
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
obliged	VBN	oblige
to	TO	to
take	VB	take
these	DT	these
sad	JJ	sad
stories	NNS	story
to	TO	to
the	DT	the
world	NN	world
have	VB	have
the	DT	the
difficult	JJ	difficult
choice	NN	choice
of	IN	of
either	DT	either
remaining	VBG	remain
empathetic	JJ	empathetic
and	CC	and
therefore	RB	therefore
be	VB	be
affected	VBN	affect
by	IN	by
it	PP	it
or	CC	or
become	VB	become
so	RB	so
desensitised	VBN	desensitise
that	IN	that
the	DT	the
loss	NN	loss
of	IN	of
human	JJ	human
lives	NNS	life
will	MD	will
have	VB	have
no	DT	no
bearing	NN	bearing
upon	IN	upon
them	PP	them
.	SENT	.
<p>
Disclaimer	NN	disclaimer
:	:	:
The	DT	the
content	NN	content
of	IN	of
this	DT	this
article	NN	article
is	VBZ	be
syndicated	VBN	syndicate
or	CC	or
provided	VBN	provide
to	TO	to
this	DT	this
website	NN	website
from	IN	from
an	DT	an
external	JJ	external
third	JJ	third
party	NN	party
provider	NN	provider
.	SENT	.
We	PP	we
are	VBP	be
not	RB	not
responsible	JJ	responsible
for	IN	for
,	,	,
and	CC	and
do	VBP	do
not	RB	not
control	VB	control
,	,	,
such	JJ	such
external	JJ	external
websites	NNS	website
,	,	,
entities	NNS	entity
,	,	,
applications	NNS	application
or	CC	or
media	NNS	medium
publishers	NNS	publisher
.	SENT	.
The	DT	the
body	NN	body
of	IN	of
the	DT	the
text	NN	text
is	VBZ	be
provided	VBN	provide
on	IN	on
an	DT	an
"	``	"
as	RB	as
is	VBZ	be
"	''	"
and	CC	and
"	``	"
as	RB	as
available	JJ	available
"	''	"
basis	NN	basis
and	CC	and
has	VBZ	have
not	RB	not
been	VBN	be
edited	VBN	edit
in	IN	in
any	DT	any
way	NN	way
.	SENT	.
Neither	CC	neither
we	PP	we
nor	CC	nor
our	PP$	our
affiliates	NNS	affiliate
guarantee	VBP	guarantee
the	DT	the
accuracy	NN	accuracy
of	IN	of
or	CC	or
endorse	VB	endorse
the	DT	the
views	NNS	view
or	CC	or
opinions	NNS	opinion
expressed	VBN	express
in	IN	in
this	DT	this
article	NN	article
.	SENT	.
Read	VB	read
our	PP$	our
full	JJ	full
disclaimer	NN	disclaimer
policy	NN	policy
here	RB	here
.	SENT	.
