<h>
Newsletters	NNS	newsletter
did	VBD	do
n't	RB	n't
go	VB	go
there	RB	there
;	:	;
so	RB	so
I	PP	I
behaved	VBD	behave
myself	PP	myself
,	,	,
"	''	"
the	DT	the
doctor	NN	doctor
added	VBD	add
.	SENT	.
"	''	"
Well	RB	well
,	,	,
I	PP	I
was	VBD	be
welcome	JJ	welcome
everywhere	RB	everywhere
else	RB	else
,	,	,
and	CC	and
as	RB	as
I	PP	I
say	VBP	say
,	,	,
the	DT	the
doctors	NNS	doctor
and	CC	and
nurses	NNS	nurse
there	RB	there
were	VBD	be
very	RB	very
welcoming	VBG	welcome
and	CC	and
very	RB	very
kind	NN	kind
,	,	,
and	CC	and
the	DT	the
hushed	VBN	hush
tones	NNS	tone
under	IN	under
which	WDT	which
this	DT	this
was	VBD	be
said	VBN	say
were	VBD	be
consistent	JJ	consistent
with	IN	with
all	PDT	all
the	DT	the
other	JJ	other
hushed	VBN	hush
tones	NNS	tone
with	IN	with
which	WDT	which
Hamas	NNS	<unknown>
was	VBD	be
discussed	VBN	discuss
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
people	NNS	people
were	VBD	be
genuinely	RB	genuinely
fearful	JJ	fearful
.	SENT	.
"	''	"
<p>
Hamas	NP	<unknown>
has	VBZ	have
long	RB	long
been	VBN	be
accused	VBN	accuse
of	IN	of
using	VBG	use
civilians	NNS	civilian
and	CC	and
civilian	JJ	civilian
infrastructure	NN	infrastructure
as	IN	as
shields	NNS	shield
to	TO	to
protect	VB	protect
themselves	PP	themselves
from	IN	from
Israeli	JJ	Israeli
forces	NNS	force
,	,	,
and	CC	and
both	DT	both
Israeli	NP	Israeli
and	CC	and
U.S.	NP	U.S.
officials	NNS	official
have	VBP	have
confirmed	VBN	confirm
the	DT	the
Shifa	NP	Shifa
Hospital	NP	Hospital
has	VBZ	have
been	VBN	be
used	VBN	use
by	IN	by
Hamas	NP	<unknown>
.	SENT	.
Israeli	JJ	Israeli
officials	NNS	official
have	VBP	have
since	RB	since
raided	VBN	raid
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
elsewhere	RB	elsewhere
,	,	,
including	VBG	include
neonatal	JJ	neonatal
babies	NNS	baby
who	WP	who
were	VBD	be
evacuated	VBN	evacuate
to	TO	to
Egypt	NP	Egypt
.	SENT	.
Both	CC	both
a	DT	a
tunnel	NN	tunnel
shaft	NN	shaft
and	CC	and
weapons	NNS	weapon
were	VBD	be
found	VBN	find
in	IN	in
it	PP	it
.	SENT	.
<p>
The	DT	the
IDF	NP	IDF
,	,	,
in	IN	in
cooperation	NN	cooperation
with	IN	with
COGAT	NP	<unknown>
,	,	,
helped	VBD	help
facilitate	VB	facilitate
the	DT	the
safe	JJ	safe
evacuation	NN	evacuation
of	IN	of
newborn	JJ	newborn
babies	NNS	baby
from	IN	from
the	DT	the
Shifa	NP	Shifa
Hospital	NP	Hospital
to	TO	to
receive	VB	receive
medical	JJ	medical
treatment	NN	treatment
in	IN	in
Egypt	NP	Egypt
.	SENT	.
<p>
IDF	NP	IDF
teams	NNS	team
on	IN	on
the	DT	the
ground	NN	ground
assisted	VBN	assist
UN	NP	UN
teams	NNS	team
in	IN	in
the	DT	the
evacuation	NN	evacuation
using	VBG	use
incubators	NNS	incubator
provided	VBN	provide
by	IN	by
Israel	NP	Israel
.	SENT	.
<p>
As	IN	as
the	DT	the
fighting	NN	fighting
occurred	VBD	occur
at	IN	at
the	DT	the
hospital	NN	hospital
,	,	,
it	PP	it
threatened	VBD	threaten
the	DT	the
safety	NN	safety
of	IN	of
the	DT	the
people	NNS	people
in	IN	in
need	NN	need
of	IN	of
care	NN	care
,	,	,
the	DT	the
providers	NNS	provider
,	,	,
as	RB	as
well	RB	well
as	IN	as
a	DT	a
significant	JJ	significant
number	NN	number
of	IN	of
people	NNS	people
who	WP	who
were	VBD	be
sheltering	VBG	shelter
from	IN	from
the	DT	the
war	NN	war
there	RB	there
.	SENT	.
The	DT	the
bodies	NNS	body
of	IN	of
two	CD	two
of	IN	of
the	DT	the
roughly	RB	roughly
240	CD	@card@
hostages	NNS	hostage
taken	VBN	take
on	IN	on
Oct.	NP	Oct.
7	CD	@card@
,	,	,
held	VBN	hold
now	RB	now
for	IN	for
roughly	RB	roughly
six	CD	six
weeks	NNS	week
,	,	,
were	VBD	be
recovered	VBN	recover
last	JJ	last
week	NN	week
near	IN	near
the	DT	the
hospital	NN	hospital
.	SENT	.
<p>
Israel	NP	Israel
Defense	NP	Defense
Forces	NPS	Forces
spokesman	NN	spokesman
Daniel	NP	Daniel
Hagari	NP	<unknown>
said	VBD	say
on	IN	on
Sunday	NP	Sunday
that	IN	that
Hamas	JJ	<unknown>
fighters	NNS	fighter
brought	VBD	bring
the	DT	the
hostages	NNS	hostage
to	TO	to
the	DT	the
hospital	NN	hospital
and	CC	and
showed	VBD	show
still	RB	still
images	NNS	image
and	CC	and
short	JJ	short
videos	NNS	video
,	,	,
which	WDT	which
he	PP	he
said	VBD	say
were	VBD	be
of	IN	of
two	CD	two
hostages	NNS	hostage
moving	VBG	move
through	IN	through
the	DT	the
building	NN	building
.	SENT	.
The	DT	the
Hamas-controlled	NP	<unknown>
Gaza	NP	Gaza
Health	NP	Health
Ministry	NP	Ministry
questioned	VBD	question
the	DT	the
authenticity	NN	authenticity
of	IN	of
the	DT	the
videos	NNS	video
and	CC	and
said	VBD	say
that	IN	that
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
were	VBD	be
brought	VBN	bring
to	TO	to
the	DT	the
hospital	NN	hospital
for	IN	for
medical	JJ	medical
care	NN	care
,	,	,
according	VBG	accord
to	TO	to
CNN	NP	CNN
,	,	,
a	DT	a
claim	NN	claim
that	IN	that
Hagari	NP	<unknown>
said	VBD	say
is	VBZ	be
untrue	JJ	untrue
.	SENT	.
<p>
"	''	"
If	IN	if
medical	JJ	medical
care	NN	care
had	VBD	have
been	VBN	be
given	VBN	give
at	IN	at
the	DT	the
hospital	NN	hospital
,	,	,
if	IN	if
the	DT	the
hostages	NNS	hostage
had	VBD	have
remained	VBN	remain
there	RB	there
,	,	,
then	RB	then
the	DT	the
Red	NP	Red
Cross	NP	Cross
would	MD	would
have	VB	have
come	VBN	come
,	,	,
and	CC	and
the	DT	the
people	NNS	people
would	MD	would
have	VB	have
been	VBN	be
released	VBN	release
.	SENT	.
None	NN	none
of	IN	of
these	DT	these
things	NNS	thing
happened	VBD	happen
,	,	,
"	``	"
he	PP	he
said	VBD	say
.	SENT	.
