<p>
Irish-Israeli	NP	Irish-Israeli
Taoiseach	NP	<unknown>
will	MD	will
make	VB	make
as	IN	as
much	JJ	much
effort	NN	effort
to	TO	to
get	VB	get
the	DT	the
hostages	NNS	hostage
,	,	,
especially	RB	especially
my	PP$	my
daughter	NN	daughter
,	,	,
back	RB	back
as	RB	as
much	JJ	much
as	IN	as
he	PP	he
wants	VBZ	want
to	TO	to
help	VB	help
the	DT	the
people	NNS	people
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
"	``	"
She	PP	she
'	POS	'
s	NN	S
an	DT	an
Irish	JJ	Irish
citizen	NN	citizen
after	IN	after
all	DT	all
.	SENT	.
"	''	"
<h>
RESCUING	VBG	rescue
HOSTAGES	NNS	hostage
<p>
Justice	NP	Justice
Minister	NP	Minister
Helen	NP	Helen
McEntee	NP	McEntee
said	VBD	say
Irish	JJ	Irish
authorities	NNS	authority
are	VBP	be
making	VBG	make
every	DT	every
effort	NN	effort
possible	JJ	possible
to	TO	to
assist	VB	assist
in	IN	in
securing	VBG	secure
the	DT	the
release	NN	release
of	IN	of
Emily	NP	Emily
in	IN	in
a	DT	a
"	``	"
changing	JJ	changing
and	CC	and
dynamic	JJ	dynamic
environment	NN	environment
"	''	"
.	SENT	.
<p>
Minister	NP	Minister
McEntee	NP	McEntee
said	VBD	say
:	:	:
"	``	"
This	DT	this
has	VBZ	have
been	VBN	be
a	DT	a
hugely	RB	hugely
traumatic	JJ	traumatic
experience	NN	experience
for	IN	for
her	PP$	her
family	NN	family
.	SENT	.
First	RB	first
,	,	,
believing	VBG	believe
that	IN	that
she	PP	she
had	VBD	have
passed	VBN	pass
away	RP	away
,	,	,
and	CC	and
now	RB	now
potentially	RB	potentially
that	IN	that
not	RB	not
being	VBG	be
the	DT	the
case	NN	case
.	SENT	.
<p>
"	``	"
So	RB	so
I	PP	I
think	VBP	think
we	PP	we
need	VBP	need
to	TO	to
be	VB	be
very	RB	very
sensitive	JJ	sensitive
to	TO	to
the	DT	the
fact	NN	fact
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
changing	JJ	changing
and	CC	and
dynamic	JJ	dynamic
environment	NN	environment
for	IN	for
all	DT	all
involved	VBN	involve
.	SENT	.
<p>
"	''	"
Every	DT	every
effort	NN	effort
,	,	,
every	DT	every
single	JJ	single
thing	NN	thing
that	WDT	that
can	MD	can
be	VB	be
done	VBN	do
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
many	JJ	many
other	JJ	other
Irish	JJ	Irish
citizens	NNS	citizen
on	IN	on
the	DT	the
ground	NN	ground
in	IN	in
Gaza	NP	Gaza
who	WP	who
are	VBP	be
trying	VBG	try
to	TO	to
leave	VB	leave
and	CC	and
we	PP	we
obviously	RB	obviously
want	VBP	want
them	PP	them
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
get	VB	get
out	RP	out
and	CC	and
to	TO	to
get	VB	get
home	NN	home
and	CC	and
to	TO	to
be	VB	be
safe	JJ	safe
.	SENT	.
"	''	"
<p>
Around	IN	around
35-40	CD	@card@
Irish	JJ	Irish
passports	NNS	passport
remain	VBP	remain
in	IN	in
Gaza	NP	Gaza
amid	IN	amid
intense	JJ	intense
diplomatic	JJ	diplomatic
efforts	NNS	effort
to	TO	to
secure	VB	secure
their	PP$	their
passage	NN	passage
out	RP	out
of	IN	of
the	DT	the
enclave	NN	enclave
via	IN	via
the	DT	the
Rafah	NP	<unknown>
crossing	VBG	cross
to	TO	to
Egypt	NP	Egypt
.	SENT	.
<p>
No	DT	no
Irish	JJ	Irish
citizens	NNS	citizen
have	VBP	have
so	RB	so
far	RB	far
been	VBN	be
included	VBN	include
on	IN	on
the	DT	the
approved	VBN	approve
lists	NNS	list
of	IN	of
international	JJ	international
passport	NN	passport
holders	NNS	holder
who	WP	who
have	VBP	have
left	VBN	leave
via	IN	via
the	DT	the
crossing	NN	crossing
.	SENT	.
<p>
Mr	NP	Mr
Hand	NP	Hand
,	,	,
his	PP$	his
eldest	JJ	eldest
son	NN	son
and	CC	and
daughter	NN	daughter
,	,	,
Emily	NP	Emily
'	POS	'
s	NN	S
classmates	NNS	classmate
,	,	,
teachers	NNS	teacher
and	CC	and
friends	NNS	friend
"	``	"
are	VBP	be
all	RB	all
waiting	VBG	wait
for	IN	for
her	PP	her
"	''	"
.	SENT	.
<p>
Emily	NP	Emily
'	POS	'
s	NN	S
dad	NN	dad
said	VBD	say
:	:	:
"	``	"
Everyone	NN	everyone
'	''	'
s	NNS	<unknown>
very	RB	very
concerned	VBN	concern
.	SENT	.
<p>
"	``	"
She	PP	she
was	VBD	be
a	DT	a
beautiful	JJ	beautiful
innocent	JJ	innocent
child	NN	child
.	SENT	.
She	PP	she
loved	VBD	love
music	NN	music
,	,	,
it	PP	it
'	POS	'
s	NN	S
in	IN	in
her	PP$	her
DNA	NN	DNA
-	NN	<unknown>
us	PP	us
Irish	JJ	Irish
love	NN	love
music	NN	music
.	SENT	.
She	PP	she
was	VBD	be
into	IN	into
dancing	NN	dancing
,	,	,
singing	NN	singing
,	,	,
putting	VBG	put
on	IN	on
shows	NNS	show
,	,	,
learning	VBG	learn
the	DT	the
piano	NN	piano
,	,	,
she	PP	she
wanted	VBD	want
to	TO	to
learn	VB	learn
the	DT	the
guitar	NN	guitar
.	SENT	.
<p>
"	``	"
She	PP	she
was	VBD	be
a	DT	a
very	RB	very
determined	VBN	determine
little	JJ	little
girl	NN	girl
.	SENT	.
And	CC	and
happy	JJ	happy
,	,	,
even	RB	even
though	IN	though
her	PP$	her
uncle	NN	uncle
,	,	,
granddad	NN	granddad
and	CC	and
mum	NN	mum
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
at	IN	at
her	PP$	her
small	JJ	small
little	JJ	little
age	NN	age
but	CC	but
she	PP	she
was	VBD	be
still	RB	still
a	DT	a
happy	JJ	happy
,	,	,
life-loving	JJ	life-loving
child	NN	child
.	SENT	.
From	IN	from
the	DT	the
smallest	JJS	small
creature	NN	creature
to	TO	to
the	DT	the
biggest	JJS	big
,	,	,
she	PP	she
loved	VBD	love
everything	NN	everything
.	SENT	.
"	``	"
