<p>
Palestinians	NPS	Palestinians
Sunday	NP	Sunday
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
including	VBG	include
against	IN	against
what	WP	what
the	DT	the
military	NN	military
said	VBD	say
were	VBD	be
"	``	"
weapons	NNS	weapon
storage	NN	storage
facilities	NNS	facility
,	,	,
underground	JJ	underground
infrastructure	NN	infrastructure
sites	NNS	site
,	,	,
terrorist	JJ	terrorist
cells	NNS	cell
,	,	,
and	CC	and
additional	JJ	additional
military	JJ	military
infrastructure	NN	infrastructure
sites	NNS	site
.	SENT	.
"	''	"
<p>
In	IN	in
a	DT	a
statement	NN	statement
,	,	,
the	DT	the
military	NN	military
said	VBD	say
it	PP	it
had	VBD	have
detected	VBN	detect
the	DT	the
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
by	IN	by
them	PP	them
"	''	"
to	TO	to
rebuild	VB	rebuild
its	PP$	its
operational	JJ	operational
capabilities	NNS	capability
in	IN	in
the	DT	the
area	NN	area
,	,	,
"	''	"
and	CC	and
was	VBD	be
moving	VBG	move
forward	RB	forward
with	IN	with
the	DT	the
operation	NN	operation
to	TO	to
"	``	"
dismantle	VB	dismantle
.	SENT	.
"	''	"
<p>
Hamas	NP	<unknown>
'	POS	'
s	JJ	<unknown>
military	JJ	military
wing	NN	wing
,	,	,
Al-Qassam	NP	<unknown>
Brigades	NNS	brigade
,	,	,
said	VBD	say
it	PP	it
was	VBD	be
engaged	VBN	engage
in	IN	in
"	``	"
fierce	JJ	fierce
fights	NNS	fight
"	''	"
with	IN	with
Israeli	JJ	Israeli
forces	NNS	force
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
.	SENT	.
<p>
Jabalya	NP	<unknown>
is	VBZ	be
a	DT	a
densely	RB	densely
populated	JJ	populated
refugee	NN	refugee
camp	NN	camp
that	WDT	that
was	VBD	be
among	IN	among
the	DT	the
first	JJ	first
places	NNS	place
targeted	VBN	target
early	RB	early
on	IN	on
in	IN	in
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
response	NN	response
to	TO	to
Hamas	NP	<unknown>
'	POS	'
October	NP	October
7	CD	@card@
attacks	VBZ	attack
one	CD	one
year	NN	year
ago	RB	ago
.	SENT	.
<p>
Dozens	NNS	dozen
of	IN	of
families	NNS	family
in	IN	in
the	DT	the
area	NN	area
have	VBP	have
packed	VBN	pack
up	RP	up
their	PP$	their
belongings	NNS	belonging
and	CC	and
fled	VBD	flee
once	RB	once
again	RB	again
after	IN	after
warnings	NNS	warning
from	IN	from
the	DT	the
Israeli	JJ	Israeli
military	NN	military
of	IN	of
the	DT	the
fresh	JJ	fresh
ground	NN	ground
operation	NN	operation
in	IN	in
Jabalya	NP	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
home	NN	home
to	TO	to
Gaza	NP	Gaza
'	POS	'
s	JJ	<unknown>
biggest	JJS	big
refugee	NN	refugee
camp	NN	camp
.	SENT	.
<p>
The	DT	the
Israeli	JJ	Israeli
military	NN	military
issued	VBD	issue
a	DT	a
fresh	JJ	fresh
evacuation	NN	evacuation
order	NN	order
for	IN	for
residents	NNS	resident
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
,	,	,
adding	VBG	add
it	PP	it
had	VBD	have
expanded	VBN	expand
the	DT	the
scope	NN	scope
of	IN	of
the	DT	the
"	``	"
humanitarian	JJ	humanitarian
area	NN	area
"	''	"
in	IN	in
Al-Mawasi	NP	<unknown>
.	SENT	.
<p>
"	''	"
People	NNS	people
left	VBD	leave
their	PP$	their
homes	NNS	home
this	DT	this
morning	NN	morning
,	,	,
and	CC	and
they	PP	they
do	VBP	do
n't	RB	n't
know	VB	know
where	WRB	where
to	TO	to
go	VB	go
,	,	,
carrying	VBG	carry
some	DT	some
simple	JJ	simple
belongings	NNS	belonging
.	SENT	.
There	EX	there
are	VBP	be
no	DT	no
means	NN	means
of	IN	of
transportation	NN	transportation
,	,	,
"	''	"
Abu	NP	Abu
Alaa	NP	<unknown>
Asaf	NP	<unknown>
,	,	,
a	DT	a
resident	NN	resident
of	IN	of
Beit	NP	Beit
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
sounds	VBZ	sound
of	IN	of
explosions	NNS	explosion
all	DT	all
night	NN	night
long	RB	long
as	RB	as
if	IN	if
the	DT	the
war	NN	war
started	VBD	start
today	NN	today
,	,	,
"	''	"
Asaf	NP	<unknown>
said	VBD	say
<p>
Some	DT	some
residents	NNS	resident
of	IN	of
northern	JJ	northern
Gaza	NP	Gaza
are	VBP	be
refusing	VBG	refuse
to	TO	to
move	VB	move
,	,	,
saying	VBG	say
there	EX	there
is	VBZ	be
no	DT	no
safe	JJ	safe
place	NN	place
left	VBN	leave
in	IN	in
the	DT	the
enclave	NN	enclave
.	SENT	.
<p>
Mohammad	NP	Mohammad
Ibrahim	NP	Ibrahim
,	,	,
36	CD	@card@
,	,	,
from	IN	from
Jabalya	NP	<unknown>
,	,	,
told	VBD	tell
CNN	NP	CNN
:	:	:
"	``	"
I	PP	I
,	,	,
along	IN	along
with	IN	with
my	PP$	my
two	CD	two
sons	NNS	son
,	,	,
have	VBP	have
stayed	VBN	stay
in	IN	in
Jabalya	NP	<unknown>
and	CC	and
will	MD	will
not	RB	not
go	VB	go
anywhere	RB	anywhere
.	SENT	.
There	EX	there
is	VBZ	be
no	DT	no
safe	JJ	safe
place	NN	place
in	IN	in
Gaza	NP	Gaza
,	,	,
and	CC	and
death	NN	death
is	VBZ	be
the	DT	the
same	JJ	same
here	RB	here
or	CC	or
there	RB	there
.	SENT	.
"	''	"
<p>
Jabalya	NP	<unknown>
is	VBZ	be
home	NN	home
to	TO	to
Palestinians	NPS	Palestinians
who	WP	who
have	VBP	have
been	VBN	be
displaced	VBN	displace
multiple	JJ	multiple
times	NNS	time
during	IN	during
the	DT	the
Israel-Gaza	NP	<unknown>
conflict	NN	conflict
.	SENT	.
The	DT	the
camp	NN	camp
has	VBZ	have
already	RB	already
been	VBN	be
targeted	VBN	target
by	IN	by
the	DT	the
Israel	NP	Israel
Defense	NP	Defense
Forces	NPS	Forces
(	(	(
IDF	NP	IDF
)	)	)
several	JJ	several
times	NNS	time
during	IN	during
the	DT	the
war	NN	war
.	SENT	.
<p>
In	IN	in
May	NP	May
,	,	,
CNN	NP	CNN
reported	VBD	report
that	IN	that
the	DT	the
Israeli	JJ	Israeli
military	NN	military
had	VBD	have
renewed	VBN	renew
its	PP$	its
fighting	NN	fighting
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
where	WRB	where
it	PP	it
had	VBD	have
claimed	VBN	claim
,	,	,
in	IN	in
January	NP	January
,	,	,
to	TO	to
have	VB	have
dismantled	VBN	dismantle
Hamas	NP	<unknown>
'	POS	'
command	NN	command
structure	NN	structure
.	SENT	.
During	IN	during
that	DT	that
period	NN	period
,	,	,
the	DT	the
Israeli	JJ	Israeli
military	NN	military
said	VBD	say
Hamas	NNS	<unknown>
was	VBD	be
trying	VBG	try
to	TO	to
"	``	"
reassemble	VB	reassemble
"	''	"
in	IN	in
the	DT	the
area	NN	area
,	,	,
raising	VBG	raise
doubts	NNS	doubt
about	RB	about
whether	IN	whether
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
goal	NN	goal
of	IN	of
eradicating	VBG	eradicate
the	DT	the
group	NN	group
in	IN	in
the	DT	the
enclave	NN	enclave
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Gaza	NP	Gaza
,	,	,
a	DT	a
mosque	NN	mosque
was	VBD	be
targeted	VBN	target
by	IN	by
Israeli	JJ	Israeli
forces	NNS	force
early	JJ	early
Sunday	NP	Sunday
,	,	,
killing	VBG	kill
at	IN	at
least	JJS	least
25	CD	@card@
people	NNS	people
,	,	,
while	IN	while
another	DT	another
strike	NN	strike
on	IN	on
a	DT	a
school	NN	school
killed	VBD	kill
four	CD	four
people	NNS	people
,	,	,
hospital	NN	hospital
officials	NNS	official
said	VBD	say
,	,	,
<p>
CNN	NP	CNN
video	NN	video
showed	VBD	show
chaotic	JJ	chaotic
scenes	NNS	scene
as	IN	as
bodies	NNS	body
were	VBD	be
pulled	VBN	pull
from	IN	from
rubble	NN	rubble
after	IN	after
the	DT	the
overnight	JJ	overnight
attack	NN	attack
on	IN	on
the	DT	the
religious	JJ	religious
site	NN	site
in	IN	in
Deir	NP	Deir
el	NN	el
Balah	NP	<unknown>
,	,	,
where	WRB	where
Palestinians	NNS	Palestinian
were	VBD	be
sheltering	VBG	shelter
.	SENT	.
<p>
"	''	"
The	DT	the
mosque	NN	mosque
was	VBD	be
a	DT	a
shelter	NN	shelter
for	IN	for
displaced	VBN	displace
people	NNS	people
,	,	,
there	EX	there
are	VBP	be
no	DT	no
militants	NNS	militant
or	CC	or
anything	NN	anything
inside	NN	inside
,	,	,
"	''	"
said	VBD	say
Nabil	NP	Nabil
Nadda	NP	<unknown>
,	,	,
who	WP	who
was	VBD	be
nearby	JJ	nearby
when	WRB	when
the	DT	the
strike	NN	strike
happened	VBD	happen
.	SENT	.
"	''	"
Just	RB	just
people	NNS	people
who	WP	who
have	VBP	have
no	DT	no
shelter	NN	shelter
,	,	,
tents	NNS	tent
,	,	,
or	CC	or
homes	NNS	home
so	IN	so
they	PP	they
sheltered	VBD	shelter
in	IN	in
the	DT	the
mosque	NN	mosque
.	SENT	.
"	``	"
<p>
The	DT	the
Israeli	JJ	Israeli
military	NN	military
confirmed	VBD	confirm
it	PP	it
carrying	VBG	carry
out	RP	out
strikes	NNS	strike
on	IN	on
both	DT	both
sites	NNS	site
,	,	,
calling	VBG	call
them	PP	them
"	``	"
precise	JJ	precise
"	''	"
and	CC	and
said	VBD	say
were	VBD	be
targeting	VBG	target
Hamas	JJ	<unknown>
"	``	"
command	NN	command
and	CC	and
control	NN	control
"	''	"
centers	NNS	center
.	SENT	.
<p>
The	DT	the
renewed	JJ	renewed
fighting	NN	fighting
comes	VBZ	come
on	IN	on
the	DT	the
eve	NN	eve
of	IN	of
the	DT	the
anniversary	NN	anniversary
of	IN	of
the	DT	the
October	NP	October
7	CD	@card@
attacks	NNS	attack
,	,	,
which	WDT	which
saw	VBD	see
Hamas	JJ	<unknown>
kill	NN	kill
around	IN	around
1,200	CD	@card@
people	NNS	people
in	IN	in
Israel	NP	Israel
and	CC	and
seize	VB	seize
more	JJR	more
than	IN	than
250	CD	@card@
hostages	NNS	hostage
.	SENT	.
<p>
The	DT	the
Israeli	JJ	Israeli
offensive	NN	offensive
that	WDT	that
followed	VBD	follow
in	IN	in
Gaza	NP	Gaza
--	:	--
which	WDT	which
Israel	NP	Israel
says	VBZ	say
is	VBZ	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
people	NNS	people
and	CC	and
triggered	VBD	trigger
a	DT	a
humanitarian	JJ	humanitarian
crisis	NN	crisis
.	SENT	.
