<p>
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
have	VBP	have
died	VBN	die
,	,	,
with	IN	with
over	IN	over
110,000	CD	@card@
injured	VBN	injure
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
defence	NN	defence
--	:	--
it	PP	it
is	VBZ	be
revenge	NN	revenge
.	SENT	.
The	DT	the
absurdity	NN	absurdity
must	MD	must
end	VB	end
.	SENT	.
As	RB	as
must	MD	must
the	DT	the
blockade	NN	blockade
of	IN	of
humanitarian	JJ	humanitarian
aid	NN	aid
to	TO	to
a	DT	a
starving	VBG	starve
population	NN	population
.	SENT	.
That	DT	that
is	VBZ	be
why	WRB	why
we	PP	we
feel	VBP	feel
it	PP	it
is	VBZ	be
right	JJ	right
to	TO	to
show	VB	show
the	DT	the
pilots	NNS	pilot
the	DT	the
consequences	NNS	consequence
of	IN	of
their	PP$	their
actions	NNS	action
.	SENT	.
They	PP	they
must	MD	must
see	VB	see
the	DT	the
faces	NNS	face
of	IN	of
the	DT	the
children	NNS	child
who	WP	who
died	VBD	die
.	SENT	.
Those	DT	those
who	WP	who
press	VBP	press
that	DT	that
button	NN	button
of	IN	of
horror	NN	horror
need	VBP	need
to	TO	to
look	VB	look
those	DT	those
children	NNS	child
in	IN	in
the	DT	the
eyes	NNS	eye
.	SENT	.
They	PP	they
are	VBP	be
trained	VBN	train
not	RB	not
to	TO	to
see	VB	see
the	DT	the
humanity	NN	humanity
behind	IN	behind
those	DT	those
faces	NNS	face
,	,	,
but	CC	but
we	PP	we
show	VBP	show
them	PP	them
,	,	,
hoping	VBG	hope
to	TO	to
awaken	VB	awaken
their	PP$	their
consciences	NNS	conscience
.	SENT	.
They	PP	they
can	MD	can
not	RB	not
hide	VB	hide
behind	IN	behind
the	DT	the
role	NN	role
of	IN	of
mere	JJ	mere
executors	NNS	executor
.	SENT	.
They	PP	they
have	VBP	have
the	DT	the
power	NN	power
and	CC	and
the	DT	the
duty	NN	duty
to	TO	to
help	VB	help
stop	VB	stop
this	DT	this
massacre	NN	massacre
.	SENT	.
"	``	"
<p>
Say	VB	say
'	''	'
no'Sapir	NN	<unknown>
,	,	,
another	DT	another
young	JJ	young
woman	NN	woman
involved	VBN	involve
in	IN	in
the	DT	the
initiative	NN	initiative
,	,	,
echoes	VBZ	echo
Dana	NP	Dana
'	POS	'
s	JJ	<unknown>
words	NNS	word
:	:	:
"	``	"
Our	PP$	our
protests	NNS	protest
are	VBP	be
silent	JJ	silent
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
held	VBD	hold
them	PP	them
outside	IN	outside
the	DT	the
bases	NNS	base
of	IN	of
Tel	NP	Tel
Nof	NP	Nof
,	,	,
Hazerim	NP	<unknown>
,	,	,
Ramat	NP	Ramat
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
victims	NNS	victim
to	TO	to
remind	VB	remind
them	PP	them
of	IN	of
the	DT	the
life-and-death	NP	life-and-death
power	NN	power
in	IN	in
their	PP$	their
hands	NNS	hand
,	,	,
and	CC	and
to	TO	to
make	VB	make
clear	JJ	clear
that	IN	that
they	PP	they
can	MD	can
not	RB	not
hide	VB	hide
behind	IN	behind
the	DT	the
supposed	VBN	suppose
'	POS	'
technicality	NN	technicality
'	''	'
of	IN	of
their	PP$	their
jobs	NNS	job
.	SENT	.
Yes	UH	yes
,	,	,
politicians	NNS	politician
who	WP	who
give	VBP	give
orders	NNS	order
bear	VBP	bear
greater	JJR	great
responsibility	NN	responsibility
,	,	,
but	CC	but
obedience	NN	obedience
does	VBZ	do
not	RB	not
absolve	VB	absolve
them	PP	them
.	SENT	.
They	PP	they
can	MD	can
still	RB	still
say	VB	say
no	UH	no
.	SENT	.
We	PP	we
started	VBD	start
as	IN	as
a	DT	a
small	JJ	small
group	NN	group
,	,	,
but	CC	but
each	DT	each
time	NN	time
we	PP	we
demonstrate	VBP	demonstrate
,	,	,
more	JJR	more
people	NNS	people
join	VBP	join
:	:	:
entire	JJ	entire
families	NNS	family
who	WP	who
feel	VBP	feel
the	DT	the
ethical	JJ	ethical
imperative	NN	imperative
,	,	,
rooted	VBN	root
in	IN	in
Judaism	NP	Judaism
,	,	,
to	TO	to
preserve	VB	preserve
human	JJ	human
life	NN	life
,	,	,
especially	RB	especially
that	IN	that
of	IN	of
the	DT	the
innocent	JJ	innocent
.	SENT	.
We	PP	we
will	MD	will
continue	VB	continue
and	CC	and
expand	VB	expand
this	DT	this
campaign	NN	campaign
,	,	,
calling	VBG	call
on	IN	on
the	DT	the
pilots	NNS	pilot
to	TO	to
listen	VB	listen
to	TO	to
the	DT	the
appeal	NN	appeal
of	IN	of
so	RB	so
many	JJ	many
across	IN	across
Israeli	JJ	Israeli
society	NN	society
:	:	:
you	PP	you
,	,	,
too	RB	too
,	,	,
are	VBP	be
human	JJ	human
beings	NNS	being
,	,	,
with	IN	with
free	JJ	free
will	NN	will
and	CC	and
moral	JJ	moral
discernment	NN	discernment
.	SENT	.
Refuse	VBP	refuse
to	TO	to
be	VB	be
used	VBN	use
as	IN	as
instruments	NNS	instrument
of	IN	of
death	NN	death
.	SENT	.
"	``	"
<p>
A	DT	a
moral	JJ	moral
obligation	NN	obligation
to	TO	to
actThis	NN	<unknown>
action	NN	action
has	VBZ	have
now	RB	now
spread	VBN	spread
across	IN	across
the	DT	the
country	NN	country
.	SENT	.
Carmel	NP	Carmel
,	,	,
from	IN	from
Haifa	NP	Haifa
,	,	,
describes	VBZ	describe
how	WRB	how
the	DT	the
demonstrations	NNS	demonstration
are	VBP	be
conducted	VBN	conduct
:	:	:
"	``	"
We	PP	we
stand	VBP	stand
quietly	RB	quietly
outside	IN	outside
base	NN	base
entrances	NNS	entrance
with	IN	with
simple	JJ	simple
signs	NNS	sign
addressed	VBN	address
to	TO	to
pilots	NNS	pilot
:	:	:
'	''	'
No	DT	no
more	JJR	more
bombs	NNS	bomb
,	,	,
'	''	'
'	''	'
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
of	IN	of
smiling	VBG	smile
,	,	,
happy	JJ	happy
children	NNS	child
,	,	,
children	NNS	child
who	WP	who
were	VBD	be
alive	JJ	alive
before	IN	before
someone	NN	someone
pushed	VBD	push
the	DT	the
button	NN	button
that	WDT	that
ended	VBD	end
their	PP$	their
lives	NNS	life
.	SENT	.
We	PP	we
remain	VBP	remain
silent	JJ	silent
,	,	,
avoiding	VBG	avoid
any	DT	any
display	NN	display
that	WDT	that
might	MD	might
disturb	VB	disturb
passersby	NNS	passerby
,	,	,
especially	RB	especially
children	NNS	child
.	SENT	.
Our	PP$	our
only	JJ	only
aim	NN	aim
is	VBZ	be
to	TO	to
reach	VB	reach
the	DT	the
pilots	NNS	pilot
'	POS	'
consciences	NNS	conscience
and	CC	and
help	VB	help
them	PP	them
grasp	VB	grasp
the	DT	the
devastation	NN	devastation
they	PP	they
have	VBP	have
wrought	JJ	wrought
.	SENT	.
When	WRB	when
we	PP	we
heard	VBD	hear
about	IN	about
the	DT	the
protests	NNS	protest
in	IN	in
southern	JJ	southern
Israel	NP	Israel
,	,	,
we	PP	we
began	VBD	begin
organising	VBG	organise
in	IN	in
Haifa	NP	Haifa
and	CC	and
the	DT	the
north	NN	north
,	,	,
identifying	VBG	identify
air	NN	air
force	NN	force
bases	NNS	base
in	IN	in
our	PP$	our
regions	NNS	region
as	RB	as
well	RB	well
.	SENT	.
Personally	RB	personally
,	,	,
I	PP	I
feel	VBP	feel
a	DT	a
moral	JJ	moral
obligation	NN	obligation
to	TO	to
act	VB	act
.	SENT	.
This	DT	this
is	VBZ	be
genocide	NN	genocide
,	,	,
and	CC	and
we	PP	we
must	MD	must
try	VB	try
to	TO	to
stop	VB	stop
it	PP	it
.	SENT	.
I	PP	I
believe	VBP	believe
our	PP$	our
initiative	NN	initiative
is	VBZ	be
effective	JJ	effective
.	SENT	.
Pilots	NNS	pilot
enjoy	VBP	enjoy
high	JJ	high
prestige	NN	prestige
in	IN	in
Israeli	JJ	Israeli
society	NN	society
.	SENT	.
If	IN	if
even	RB	even
a	DT	a
few	JJ	few
were	VBD	be
to	TO	to
refuse	VB	refuse
to	TO	to
participate	VB	participate
in	IN	in
this	DT	this
senseless	JJ	senseless
war	NN	war
,	,	,
it	PP	it
could	MD	could
have	VB	have
a	DT	a
significant	JJ	significant
impact	NN	impact
on	IN	on
public	JJ	public
opinion	NN	opinion
.	SENT	.
"	''	"
--	:	--
Vatican	NP	Vatican
News	NP	News
