<p>
Jerusalem	NP	Jerusalem
cross-border	JJ	cross-border
attack	NN	attack
into	IN	into
southern	JJ	southern
Israel	NP	Israel
,	,	,
killing	VBG	kill
around	IN	around
1,200	CD	@card@
people	NNS	people
,	,	,
mostly	RB	mostly
civilians	NNS	civilian
,	,	,
and	CC	and
capturing	VBG	capture
251	CD	@card@
hostages	NNS	hostage
.	SENT	.
<p>
Since	IN	since
then	RB	then
,	,	,
Israel	NP	Israel
has	VBZ	have
pursued	VBN	pursue
a	DT	a
relentless	JJ	relentless
military	JJ	military
campaign	NN	campaign
against	IN	against
Hamas	NP	<unknown>
.	SENT	.
<h>
Weekly	NP	Weekly
Poll	NP	Poll
Question	NP	Question
<h>
Connect	VBP	connect
with	IN	with
us	PP	us
<h>
Intro	NN	intro
footer	NN	footer
<p>
The	DT	the
Morung	NP	<unknown>
Express	NP	Express
<p>
The	DT	the
Morung	NP	<unknown>
Express	NP	Express
is	VBZ	be
a	DT	a
people-oriented	JJ	people-oriented
alternative	NN	alternative
newspaper	NN	newspaper
based	VBN	base
in	IN	in
Nagaland	NP	Nagaland
that	WDT	that
was	VBD	be
conceived	VBN	conceive
from	IN	from
the	DT	the
Naga	NP	Naga
people	NNS	people
'	POS	'
s	JJ	<unknown>
historical	JJ	historical
realities	NNS	reality
and	CC	and
is	VBZ	be
guided	VBN	guide
by	IN	by
their	PP$	their
voices	NNS	voice
and	CC	and
experiences	NNS	experience
.	SENT	.
It	PP	it
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
free	JJ	free
press	NN	press
is	VBZ	be
based	VBN	base
on	IN	on
"	``	"
qualitative	JJ	qualitative
and	CC	and
investigative	JJ	investigative
"	''	"
journalism	NN	journalism
.	SENT	.
Ensuring	VBG	ensure
this	DT	this
is	VBZ	be
essential	JJ	essential
for	IN	for
contributing	VBG	contribute
to	TO	to
an	DT	an
informed	JJ	informed
Naga	NP	Naga
public	NN	public
that	WDT	that
makes	VBZ	make
sound	JJ	sound
decisions	NNS	decision
on	IN	on
issues	NNS	issue
that	WDT	that
affect	VBP	affect
all	DT	all
spheres	NNS	sphere
of	IN	of
life	NN	life
.	SENT	.
