article_id	now_field_2	date_original	date_iso	country_code	source_name	url	title	article_file	source_file
41621540	1466	20-01-04	2020-01-04	GB	countypress.co.uk	https://www.countypress.co.uk/news/national/18138028.mourners-chant-america-great-satan-funeral-iranian-general/	Mourners chant `America is the Great Satan' at funeral for ...	text-20-01/20-01-gb1.txt	now-sources-2020.txt
41621718	799	20-01-04	2020-01-04	GB	belfasttelegraph.co.uk	https://www.belfasttelegraph.co.uk/news/world-news/iran-general-steps-out-of-soleimanis-shadow-to-lead-quds-force-38833630.html	Iran general steps out of Soleimani's shadow to lead Quds ...	text-20-01/20-01-gb1.txt	now-sources-2020.txt
83058432	172	20-01-04	2020-01-04	GB	Press TV	https://www.presstv.com/Detail/2020/01/04/615348/Palestinians-Gaza-Iranian-commander-Qassem-Soleimani	Palestinians in Gaza pay tribute to slain Iranian commander	text-20-01/20-01-gb1.txt	now-sources-2020.txt
83060635	172	20-01-04	2020-01-04	GB	Press TV	https://www.presstv.com/Detail/2020/01/04/615348/Palestinians-Gaza-Iranian-commander-Qassem-Soleimani	Palestinians in Gaza pay tribute to slain Iranian commander	text-20-01/20-01-gb1.txt	now-sources-2020.txt
83061235	159	20-01-04	2020-01-04	GB	Press TV	https://www.presstv.com/Detail/2020/01/04/615376/Palestinians-General-Qassem-Soleimani-assassination-mourning-ceremony	Palestinians pay homage to late General Soleimani	text-20-01/20-01-gb1.txt	now-sources-2020.txt
83061913	159	20-01-04	2020-01-04	GB	Press TV	https://www.presstv.com/Detail/2020/01/04/615376/Palestinians-General-Qassem-Soleimani-assassination-mourning-ceremony	Palestinians pay homage to late General Soleimani	text-20-01/20-01-gb1.txt	now-sources-2020.txt
83062872	159	20-01-04	2020-01-04	GB	Press TV	https://www.presstv.com/Detail/2020/01/04/615376/Palestinians-General-Qassem-Soleimani-assassination-mourning-ceremony	Palestinians pay homage to late General Soleimani	text-20-01/20-01-gb2.txt	now-sources-2020.txt
61500958	856	20-01-04	2020-01-04	IE	trtworld.com	https://www.trtworld.com/middle-east/why-was-qasem-soleimani-indispensable-for-iran-32692	Why was Qasem Soleimani indispensable for Iran?	text-20-01/20-01-ie.txt	now-sources-2020.txt
71545622	5773	20-01-04	2020-01-04	IN	thewire.in	https://thewire.in/the-sciences/evidence-based-medicine-peter-gotzsche	The Hidden Complications  of  `Evidence-Based Medicine'	text-20-01/20-01-in1.txt	now-sources-2020.txt
71545675	783	20-01-04	2020-01-04	PH	entertainment.mb.com.ph	https://entertainment.mb.com.ph/2020/01/04/the-globes-some-memorable-golden-moments/	The Globes: Some memorable Golden moments _ Manila ...	text-20-01/20-01-ph.txt	now-sources-2020.txt
51330255	1248	20-01-04	2020-01-04	PK	nation.com.pk	https://nation.com.pk/04-Jan-2020/top-iran-general-killed-in-us-airstrike	Top Iran general killed in US airstrike	text-20-01/20-01-pk.txt	now-sources-2020.txt
31551563	1303	20-01-04	2020-01-04	US	jpost.com	https://www.jpost.com/Israel-News/Military-Affairs-The-eyes-of-the-sky-604992	IAF Air Traffic Control Division: The eyes of the sky ...	text-20-01/20-01-us6.txt	now-sources-2020.txt
31551565	614	20-01-04	2020-01-04	US	jpost.com	https://www.jpost.com/Middle-East/Palestinian-terror-groups-denounce-Soleimani-death-as-US-crime-612983	Hamas, PIJ denounce killing  of  Soleimani as a US 'crime ...	text-20-01/20-01-us6.txt	now-sources-2020.txt
31551566	1813	20-01-04	2020-01-04	US	jpost.com	https://www.jpost.com/Middle-East/US-Israel-brace-for-Iranian-retaliation-in-wake-of-Soleimani-killing-613113	US, Israel brace for Iranian retaliation in wake  of  ...	text-20-01/20-01-us6.txt	now-sources-2020.txt
31552153	1827	20-01-04	2020-01-04	US	nytimes.com	https://www.nytimes.com/2020/01/04/world/middleeast/iraq-funeral-general-soleimani-al-muhandis.html	Cries of `Revenge Is Coming' at Funerals for Slain ...	text-20-01/20-01-us5.txt	now-sources-2020.txt
31552210	757	20-01-04	2020-01-04	US	forbes.com	https://www.forbes.com/sites/jamesrodgerseurope/2020/01/04/russia-condemns-killing-of-irans-soleimani-watches-oil-price/	Russia Condemns Killing  of  Iran's Soleimani, Watches Oil Price	text-20-01/20-01-us1.txt	now-sources-2020.txt
31552225	747	20-01-04	2020-01-04	US	usatoday.com	https://www.usatoday.com/story/opinion/2020/01/03/qassem-soleimani-donald-trump-iran-war-iraq-column/2805482001/	Killing of Iran's Qassem Soleimani: Trump right to respond ...	text-20-01/20-01-us3.txt	now-sources-2020.txt
31552330	1082	20-01-04	2020-01-04	US	spokesman.com	https://www.spokesman.com/stories/2020/jan/04/iran-general-steps-out-of-soleimanis-shadow-to-lea/	Iran general steps out of Soleimani's shadow to lead ...	text-20-01/20-01-us3.txt	now-sources-2020.txt
31552362	849	20-01-04	2020-01-04	US	latimes.com	https://www.latimes.com/world-nation/story/2020-01-03/israel-had-advance-notice-of-u-s-plan-to-kill-iranian-general-suleimani-sources-say	Israel had advance notice of U.S. plan to kill Iranian ...	text-20-01/20-01-us5.txt	now-sources-2020.txt
31552465	1879	20-01-04	2020-01-04	US	aljazeera.com	https://www.aljazeera.com/news/2020/01/aftermath-soleimani-killing-raid-latest-updates-200104061026015.html	Aftermath of Soleimani killing in US raid: All the latest ...	text-20-01/20-01-us6.txt	now-sources-2020.txt
31552528	564	20-01-04	2020-01-04	US	nydailynews.com	https://www.nydailynews.com/news/national/ny-esmail-ghaani-named-new-head-quds-force-20200104-6pph35cymrbpvmjpu5expcdfce-story.html	Esmail Ghaani named as new leader of Quds Force - New York ...	text-20-01/20-01-us3.txt	now-sources-2020.txt
61503144	600	20-01-04	2020-01-04	ZA	ecr.co.za	https://www.ecr.co.za/news/news/bethlehem-welcomes-pilgrims-christmas-celebrations/	Bethlehem welcomes pilgrims for Christmas celebrations	text-20-01/20-01-za.txt	now-sources-2020.txt
83089610	558	20-01-05	2020-01-05	GB	Palestine Chronicle	http://www.palestinechronicle.com/israeli-forces-committed-255-violations-against-journalists-in-2019/	Israeli Forces Committed 255 Violations against Journalists in 2019	text-20-01/20-01-gb1.txt	now-sources-2020.txt
71549733	1224	20-01-05	2020-01-05	IN	republicworld.com	https://www.republicworld.com/world-news/rest-of-the-world-news/palestinians-face-mounting-barriers-to-peaceful-protest.html	Palestinians face mounting barriers to peaceful protest ...	text-20-01/20-01-in1.txt	now-sources-2020.txt
31553783	850	20-01-05	2020-01-05	US	nypost.com	https://nypost.com/2020/01/04/inside-the-twisted-terrible-reign-of-iranian-general-qassem-soleimani/	Qassem Soleimani: Inside his twisted, terrible reign	text-20-01/20-01-us7.txt	now-sources-2020.txt
31553939	674	20-01-05	2020-01-05	US	nypost.com	https://nypost.com/2020/01/04/trumps-critics-long-for-a-return-of-obamas-iran-appeasement/	Trump's critics long for a return  of  Obama's Iran appeasement	text-20-01/20-01-us4.txt	now-sources-2020.txt
83082057	342	20-01-05	2020-01-05	US	The Jerusalem Post Blogs	https://www.jpost.com/Israel-News/Otzma-Yehudit-supporters-handout-candy-celebrating-assassination-613139	Otzma Yehudit supporters handout candy celebrating assassination	text-20-01/20-01-us5.txt	now-sources-2020.txt
83082406	342	20-01-05	2020-01-05	US	The Jerusalem Post Blogs	https://www.jpost.com/Israel-News/Otzma-Yehudit-supporters-handout-candy-celebrating-assassination-613139	Otzma Yehudit supporters hand out candy celebrating assassination	text-20-01/20-01-us1.txt	now-sources-2020.txt
83091322	3098	20-01-05	2020-01-05	US	YAHOO!	https://news.yahoo.com/latest-irans-supreme-leader-prays-062113103.html	The Latest: Iran's supreme leader prays over slain general	text-20-01/20-01-us2.txt	now-sources-2020.txt
83091508	5141	20-01-05	2020-01-05	US	YAHOO!	https://news.yahoo.com/latest-irans-supreme-leader-prays-062113103.html	The Latest: Iran's supreme leader prays over slain general	text-20-01/20-01-us1.txt	now-sources-2020.txt
83099774	1903	20-01-06	2020-01-06	??	Christian Forums	https://www.christianforums.com/threads/iranian-official-well-turn-tel-aviv-and-haifa-to-dust.8144372/	Iranian official: We'll turn...	text-20-01/20-01-xx1.txt	now-sources-2020.txt
