<p>
Jerusalem	NP	Jerusalem
plans	NNS	plan
are	VBP	be
failing	VBG	fail
:	:	:
Hamas	NN	<unknown>
has	VBZ	have
failed	VBN	fail
in	IN	in
Gaza	NP	Gaza
,	,	,
Hezbollah	NP	Hezbollah
is	VBZ	be
failing	VBG	fail
in	IN	in
Lebanon	NP	Lebanon
,	,	,
and	CC	and
the	DT	the
Houthis	NP	<unknown>
are	VBP	be
failing	VBG	fail
in	IN	in
Yemen	NP	Yemen
.	SENT	.
"	''	"
<p>
Gandler	NP	<unknown>
said	VBD	say
that	IN	that
Tehran	NP	Tehran
could	MD	could
have	VB	have
used	VBN	use
its	PP$	its
oil	NN	oil
and	CC	and
gas	NN	gas
to	TO	to
support	VB	support
and	CC	and
uplift	VB	uplift
its	PP$	its
people	NNS	people
,	,	,
however	RB	however
,	,	,
it	PP	it
rather	RB	rather
chose	VBD	choose
to	TO	to
strengthen	VB	strengthen
up	RP	up
proxies	NNS	proxy
across	IN	across
the	DT	the
Middle	NP	Middle
East	NP	East
.	SENT	.
<p>
The	DT	the
Israeli	JJ	Israeli
government	NN	government
spokesperson	NN	spokesperson
said	VBD	say
,	,	,
"	``	"
Iran	NP	Iran
is	VBZ	be
a	DT	a
failed	JJ	failed
state	NN	state
with	IN	with
a	DT	a
terrible	JJ	terrible
economy	NN	economy
with	IN	with
a	DT	a
nonfunctioning	JJ	<unknown>
Army	NN	army
.	SENT	.
They	PP	they
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
,	,	,
but	CC	but
what	WP	what
they	PP	they
really	RB	really
have	VBP	have
are	VBP	be
proxies	NNS	proxy
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
building	VBG	build
these	DT	these
proxies	NNS	proxy
for	IN	for
years	NNS	year
.	SENT	.
"	''	"
<p>
"	``	"
This	DT	this
oil	NN	oil
and	CC	and
gas-rich	JJ	gas-rich
nation	NN	nation
that	WDT	that
could	MD	could
have	VB	have
taken	VBN	take
all	PDT	all
that	DT	that
money	NN	money
in	IN	in
order	NN	order
to	TO	to
support	VB	support
its	PP$	its
citizens	NNS	citizen
and	CC	and
make	VB	make
their	PP$	their
lives	NNS	life
better	RBR	well
has	VBZ	have
used	VBN	use
it	PP	it
all	RB	all
in	IN	in
order	NN	order
to	TO	to
strengthen	VB	strengthen
up	RP	up
proxies	NNS	proxy
all	RB	all
over	IN	over
the	DT	the
Middle	NP	Middle
East	NP	East
,	,	,
but	CC	but
not	RB	not
just	RB	just
through	IN	through
the	DT	the
Middle	NP	Middle
East	NP	East
-	NN	<unknown>
we	PP	we
'	POS	'
ve	NN	ve
seen	VBN	see
Iran	NP	Iran
go	VBP	go
abroad	RB	abroad
with	IN	with
terror	NN	terror
attacks	NNS	attack
in	IN	in
Bulgaria	NP	Bulgaria
,	,	,
in	IN	in
Argentina	NP	Argentina
,	,	,
"	''	"
he	PP	he
said	VBD	say
.	SENT	.
<p>
"	``	"
All	PDT	all
the	DT	the
plans	NNS	plan
and	CC	and
the	DT	the
infrastructure	NN	infrastructure
that	IN	that
they	PP	they
had	VBD	have
built	VBN	build
for	IN	for
the	DT	the
one	CD	one
day	NN	day
they	PP	they
wanted	VBD	want
to	TO	to
destroy	VB	destroy
Israel	NP	Israel
are	VBP	be
failing	VBG	fail
...	:	...
"	``	"
the	DT	the
spokesperson	NN	spokesperson
further	RBR	further
added	VBD	add
.	SENT	.
<p>
The	DT	the
Deputy	NP	Deputy
spokesperson	NN	spokesperson
further	RBR	further
claimed	VBD	claim
that	IN	that
there	EX	there
are	VBP	be
multiple	JJ	multiple
powers	NNS	power
which	WDT	which
are	VBP	be
trying	VBG	try
to	TO	to
attack	VB	attack
Israel	NP	Israel
,	,	,
and	CC	and
they	PP	they
are	VBP	be
all	RB	all
controlled	VBN	control
by	IN	by
Iran	NP	Iran
.	SENT	.
<p>
"	``	"
The	DT	the
countries	NNS	country
from	IN	from
outside	IN	outside
the	DT	the
region	NN	region
and	CC	and
from	IN	from
inside	IN	inside
the	DT	the
region	NN	region
understand	VBP	understand
that	IN	that
what	WP	what
is	VBZ	be
happening	VBG	happen
is	VBZ	be
that	IN	that
Iran	NP	Iran
is	VBZ	be
attacking	VBG	attack
Israel	NP	Israel
either	CC	either
by	IN	by
rockets	NNS	rocket
or	CC	or
by	IN	by
proxies	NNS	proxy
-	JJ	<unknown>
it	PP	it
'	''	'
s	NNS	<unknown>
destabilizing	JJ	destabilizing
,	,	,
not	RB	not
just	RB	just
the	DT	the
situation	NN	situation
in	IN	in
Israel	NP	Israel
,	,	,
we	PP	we
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
a	DT	a
regional	JJ	regional
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
...	:	...
"	``	"
Gandler	NP	<unknown>
told	VBD	tell
ANI	NN	ani
.	SENT	.
<p>
"	``	"
It	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
us	PP	us
who	WP	who
are	VBP	be
under	IN	under
attack	NN	attack
.	SENT	.
Everyone	NN	everyone
understands	VBZ	understand
that	IN	that
either	RB	either
the	DT	the
seas	NNS	sea
or	CC	or
under	IN	under
attack	NN	attack
by	IN	by
Yemeni	JJ	Yemeni
Houthis	NP	<unknown>
or	CC	or
in	IN	in
the	DT	the
air	NN	air
where	WRB	where
planes	NNS	plane
can	MD	can
fly	VB	fly
when	WRB	when
rockets	NNS	rocket
are	VBP	be
being	VBG	be
shot	VBN	shoot
by	IN	by
Iran	NP	Iran
'	POS	'
s	NN	S
Hezbollah	NP	Hezbollah
completely	RB	completely
destabilizing	VBG	destabilize
both	DT	both
Syria	NP	Syria
and	CC	and
Lebanon	NP	Lebanon
.	SENT	.
There	EX	there
are	VBP	be
multiple	JJ	multiple
powers	NNS	power
that	WDT	that
are	VBP	be
trying	VBG	try
to	TO	to
attack	VB	attack
Israel	NP	Israel
,	,	,
all	DT	all
controlled	VBN	control
by	IN	by
Iran	NP	Iran
and	CC	and
defended	VBD	defend
by	IN	by
a	DT	a
coalition	NN	coalition
of	IN	of
states	NNS	state
that	WDT	that
are	VBP	be
like-minded	JJ	like-minded
in	IN	in
their	PP$	their
understanding	NN	understanding
of	IN	of
the	DT	the
situation	NN	situation
of	IN	of
destabilization	NN	destabilization
by	IN	by
the	DT	the
Islamic	NP	Islamic
Republic	NP	Republic
of	IN	of
Iran	NP	Iran
,	,	,
"	''	"
he	PP	he
added	VBD	add
.	SENT	.
<p>
The	DT	the
conflict	NN	conflict
in	IN	in
Gaza	NP	Gaza
started	VBD	start
after	IN	after
Hamas	NP	<unknown>
attacked	VBD	attack
Israel	NP	Israel
on	IN	on
October	NP	October
7	CD	@card@
.	SENT	.
About	IN	about
2,500	CD	@card@
terrorists	NNS	terrorist
breached	VBD	breach
the	DT	the
border	NN	border
into	IN	into
Israel	NP	Israel
from	IN	from
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
,	,	,
leading	VBG	lead
to	TO	to
casualties	NNS	casualty
and	CC	and
the	DT	the
seizure	NN	seizure
of	IN	of
hostages	NNS	hostage
.	SENT	.
Following	VBG	follow
the	DT	the
October	NP	October
7	CD	@card@
attack	NN	attack
,	,	,
Israel	NP	Israel
launched	VBD	launch
a	DT	a
counter-offensive	NN	counter-offensive
against	IN	against
Hamas	NP	<unknown>
,	,	,
vowing	VBG	vow
to	TO	to
eliminate	VB	eliminate
the	DT	the
entire	JJ	entire
terror	NN	terror
group	NN	group
while	IN	while
making	VBG	make
efforts	NNS	effort
to	TO	to
minimize	VB	minimize
civilian	JJ	civilian
casualties	NNS	casualty
.	SENT	.
<p>
According	VBG	accord
to	TO	to
Gaza	NP	Gaza
health	NN	health
ministry	NN	ministry
,	,	,
more	JJR	more
than	IN	than
35,000	CD	@card@
Palestinians	NPS	Palestinians
have	VBP	have
been	VBN	be
killed	VBN	kill
in	IN	in
this	DT	this
war	NN	war
.	SENT	.
The	DT	the
war	NN	war
has	VBZ	have
spiralled	VBN	spiral
into	IN	into
the	DT	the
region	NN	region
lately	RB	lately
,	,	,
with	IN	with
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
in	IN	in
the	DT	the
Red	NP	Red
Sea	NP	Sea
.	SENT	.
(	(	(
ANI	NN	ani
)	)	)
