<h>
What	WP	what
and	CC	and
their	PP$	their
allies	NNS	ally
from	IN	from
Lebanon	NP	Lebanon
and	CC	and
the	DT	the
termination	NN	termination
of	IN	of
the	DT	the
influence	NN	influence
of	IN	of
any	DT	any
imperialist	JJ	imperialist
power	NN	power
in	IN	in
the	DT	the
country	NN	country
"	''	"
.	SENT	.
<p>
In	IN	in
1990	CD	@card@
'	POS	'
s	NNS	<unknown>
the	DT	the
group	NN	group
evolved	VBN	evolve
into	IN	into
a	DT	a
political	JJ	political
party	NN	party
and	CC	and
won	VBD	win
its	PP$	its
first	JJ	first
seat	NN	seat
in	IN	in
Lebanon	NP	Lebanon
parliament	NN	parliament
in	IN	in
1992	CD	@card@
and	CC	and
eventually	RB	eventually
became	VBD	become
the	DT	the
leading	VBG	lead
voice	NN	voice
for	IN	for
the	DT	the
Lebanese	JJ	Lebanese
Shia	NP	Shia
community	NN	community
.	SENT	.
<p>
In	IN	in
the	DT	the
2000	CD	@card@
'	POS	'
s	NNS	<unknown>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
government	NN	government
.	SENT	.
<p>
The	DT	the
group	NN	group
is	VBZ	be
closely	RB	closely
linked	VBN	link
to	TO	to
Iranian	JJ	Iranian
leadership	NN	leadership
with	IN	with
much	JJ	much
of	IN	of
its	PP$	its
sponsorship	NN	sponsorship
coming	VBG	come
from	IN	from
Iran	NP	Iran
.	SENT	.
The	DT	the
United	NP	United
States	NPS	States
estimates	VBZ	estimate
Iran	NP	Iran
allocates	VBZ	allocate
hundreds	NNS	hundred
of	IN	of
millions	NNS	million
of	IN	of
dollars	NNS	dollar
annually	RB	annually
to	TO	to
Hezbollah	NP	Hezbollah
in	IN	in
recent	JJ	recent
years	NNS	year
.	SENT	.
<p>
This	DT	this
was	VBD	be
confirmed	VBN	confirm
in	IN	in
a	DT	a
broadcast	NN	broadcast
where	WRB	where
Hezbollah	NP	Hezbollah
'	POS	'
s	NN	S
Secretary	NP	Secretary
General	NP	General
Hassan	NP	Hassan
Nasarallah	NP	Nasarallah
said	VBD	say
that	IN	that
all	DT	all
of	IN	of
Hezbollah	NP	Hezbollah
'	POS	'
s	NN	S
budget	NN	budget
,	,	,
expenses	NNS	expense
,	,	,
wages	NNS	wage
,	,	,
food	NN	food
,	,	,
drinks	NNS	drink
,	,	,
weapons	NNS	weapon
and	CC	and
rockets	NNS	rocket
were	VBD	be
being	VBG	be
supplied	VBN	supply
by	IN	by
the	DT	the
Islamic	NP	Islamic
Republic	NP	Republic
of	IN	of
Iran	NP	Iran
.	SENT	.
<p>
The	DT	the
group	NN	group
also	RB	also
has	VBZ	have
strong	JJ	strong
military	JJ	military
weapons	NNS	weapon
such	JJ	such
as	IN	as
precision	NN	precision
rockets	NNS	rocket
that	WDT	that
can	MD	can
hit	VB	hit
all	DT	all
parts	NNS	part
of	IN	of
Israel	NP	Israel
and	CC	and
has	VBZ	have
as	RB	as
much	RB	much
as	IN	as
100,000	CD	@card@
fighters	NNS	fighter
but	CC	but
experts	NNS	expert
believe	VBP	believe
it	PP	it
can	MD	can
be	VB	be
below	IN	below
that	DT	that
amount	NN	amount
.	SENT	.
They	PP	they
however	RB	however
have	VBP	have
no	RB	no
known	VBN	know
military	JJ	military
base	NN	base
.	SENT	.
<p>
Hezbollah	NP	Hezbollah
has	VBZ	have
also	RB	also
been	VBN	be
linked	VBN	link
as	IN	as
a	DT	a
branch	NN	branch
of	IN	of
Islamic	NP	Islamic
Revolutionary	NP	Revolutionary
Guard	NP	Guard
Corp	NP	Corp
.	SENT	.
<p>
Their	PP$	their
key	JJ	key
leader	NN	leader
Hassan	NP	Hassan
Nasrallah	NP	Nasrallah
,	,	,
a	DT	a
Shia	NP	Shia
cleric	NN	cleric
who	WP	who
was	VBD	be
the	DT	the
Secretary	NP	Secretary
General	NP	General
had	VBD	have
a	DT	a
stronghold	NN	stronghold
base	NN	base
in	IN	in
southern	JJ	southern
Lebanon	NP	Lebanon
and	CC	and
led	VBN	lead
for	IN	for
32	CD	@card@
years	NNS	year
until	IN	until
he	PP	he
was	VBD	be
killed	VBN	kill
by	IN	by
an	DT	an
airstrike	NN	airstrike
in	IN	in
Lebanon	NP	Lebanon
on	IN	on
September	NP	September
27	CD	@card@
2024	CD	@card@
.	SENT	.
Hassan	NP	Hassan
Nasrallah	NP	Nasrallah
,	,	,
Hezbollah	NP	Hezbollah
former	JJ	former
leader	NN	leader
<h>
Why	WRB	why
are	VBP	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
of	IN	of
exterminating	VBG	exterminate
Israel	NP	Israel
,	,	,
Hezbollah	NP	Hezbollah
has	VBZ	have
always	RB	always
been	VBN	be
aggressive	JJ	aggressive
toward	IN	toward
Israel	NP	Israel
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
region	NN	region
and	CC	and
with	IN	with
the	DT	the
level	NN	level
of	IN	of
military	JJ	military
weaponry	NN	weaponry
focused	VBD	focus
its	PP$	its
strength	NN	strength
in	IN	in
pushing	VBG	push
Israel	NP	Israel
out	RP	out
of	IN	of
Southern	NP	Southern
Lebanon	NP	Lebanon
,	,	,
a	DT	a
victory	NN	victory
they	PP	they
achieved	VBD	achieve
in	IN	in
2000	CD	@card@
when	WRB	when
Israel	NP	Israel
withdrew	VBD	withdraw
.	SENT	.
<p>
Then	RB	then
in	IN	in
July	NP	July
12	CD	@card@
2006	CD	@card@
,	,	,
Hezbollah	NP	Hezbollah
captured	VBD	capture
two	CD	two
Israeli	JJ	Israeli
soldiers	NNS	soldier
in	IN	in
a	DT	a
bid	NN	bid
to	TO	to
swap	VB	swap
them	PP	them
for	IN	for
their	PP$	their
'	POS	'
s	NN	S
.	SENT	.
This	DT	this
failed	VBD	fail
as	IN	as
Israel	NP	Israel
rather	RB	rather
responded	VBD	respond
militarily	RB	militarily
to	TO	to
retrieve	VB	retrieve
the	DT	the
two	CD	two
soldiers	NNS	soldier
and	CC	and
with	IN	with
the	DT	the
intent	NN	intent
of	IN	of
destroying	VBG	destroy
Hezbollah	NP	Hezbollah
and	CC	and
that	WDT	that
'	POS	'
s	NN	S
how	WRB	how
another	DT	another
conflict	NN	conflict
started	VBD	start
which	WDT	which
lasted	VBD	last
for	IN	for
34	CD	@card@
days	NNS	day
.	SENT	.
At	IN	at
the	DT	the
end	NN	end
1,109	CD	@card@
Lebanese	NNS	Lebanese
,	,	,
250	CD	@card@
Hezbollah	NP	Hezbollah
soldiers	NNS	soldier
died	VBD	die
.	SENT	.
Hezbollah	NP	Hezbollah
'	POS	'
s	NN	S
rocket	NN	rocket
also	RB	also
killed	VBD	kill
43	CD	@card@
Israeli	JJ	Israeli
civilians	NNS	civilian
and	CC	and
12	CD	@card@
soldiers	NNS	soldier
.	SENT	.
<p>
Meanwhile	RB	meanwhile
,	,	,
Hassan	NP	Hassan
Nasrallah	NP	Nasrallah
Hezbollah	NP	Hezbollah
'	POS	'
s	JJ	<unknown>
Secretary-General	NN	Secretary-General
in	IN	in
a	DT	a
speech	NN	speech
said	VBD	say
the	DT	the
2006	CD	@card@
war	NN	war
was	VBD	be
a	DT	a
key	JJ	key
victory	NN	victory
for	IN	for
the	DT	the
group	NN	group
and	CC	and
for	IN	for
Lebanon	NP	Lebanon
'	POS	'
s	NN	S
security	NN	security
.	SENT	.
<p>
"	``	"
This	DT	this
is	VBZ	be
the	DT	the
historic	JJ	historic
and	CC	and
strategic	JJ	strategic
accomplishment	NN	accomplishment
that	IN	that
the	DT	the
resistance	NN	resistance
achieved	VBN	achieve
for	IN	for
Lebanon	NP	Lebanon
in	IN	in
the	DT	the
July	NP	July
War	NP	War
:	:	:
security	NN	security
and	CC	and
safety	NN	safety
over	IN	over
the	DT	the
past	JJ	past
15	CD	@card@
years	NNS	year
,	,	,
"	''	"
Nasrallah	NP	Nasrallah
said	VBD	say
in	IN	in
a	DT	a
televised	JJ	televised
speech	NN	speech
,	,	,
adding	VBG	add
that	IN	that
Hezbollah	NP	Hezbollah
'	POS	'
s	NNS	<unknown>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
<p>
In	IN	in
a	DT	a
report	NN	report
by	IN	by
Al	NP	Al
Jazeera	NP	<unknown>
,	,	,
Hezbollah	NP	Hezbollah
has	VBZ	have
expanded	VBN	expand
its	PP$	its
arsenal	NN	arsenal
with	IN	with
rocket	NN	rocket
and	CC	and
missile	NN	missile
growth	NN	growth
from	IN	from
roughly	RB	roughly
15,000	CD	@card@
in	IN	in
2006	CD	@card@
to	TO	to
an	DT	an
estimated	JJ	estimated
130,000	CD	@card@
rounds	NNS	round
in	IN	in
2018	CD	@card@
.	SENT	.
<p>
16	CD	@card@
years	NNS	year
later	RBR	later
on	IN	on
October	NP	October
7	CD	@card@
2023	CD	@card@
the	DT	the
group	NN	group
fired	VBD	fire
rockets	NNS	rocket
into	IN	into
Israel	NP	Israel
killing	VBG	kill
soldiers	NNS	soldier
and	CC	and
civilians	NNS	civilian
and	CC	and
said	VBD	say
it	PP	it
wo	MD	wo
n't	RB	n't
stop	VB	stop
until	IN	until
Israel	NP	Israel
ends	VBZ	end
its	PP$	its
war	NN	war
on	IN	on
Gaza	NP	Gaza
and	CC	and
Israel	NP	Israel
hit	VBD	hit
back	RB	back
--	:	--
firing	VBG	fire
into	IN	into
Lebanon	NP	Lebanon
killing	VBG	kill
civilians	NNS	civilian
along	RP	along
with	IN	with
some	DT	some
Hezbollah	NP	Hezbollah
commanders	NNS	commander
and	CC	and
fighters	NNS	fighter
.	SENT	.
<p>
Since	IN	since
then	RB	then
both	DT	both
group	NN	group
have	VBP	have
carried	VBN	carry
series	NN	series
of	IN	of
attacks	NNS	attack
against	IN	against
the	DT	the
other	JJ	other
that	WDT	that
have	VBP	have
left	VBN	leave
41,595	CD	@card@
Palestinians	NNS	Palestinian
dead	JJ	dead
that	WDT	that
is	VBZ	be
according	VBG	accord
to	TO	to
Palestinian	NP	Palestinian
Health	NP	Health
ministry	NN	ministry
and	CC	and
695	CD	@card@
Israeli	JJ	Israeli
soldiers	NNS	soldier
according	VBG	accord
to	TO	to
the	DT	the
Israeli	JJ	Israeli
army	NN	army
.	SENT	.
<p>
Business	NP	Business
Day	NP	Day
,	,	,
established	VBN	establish
in	IN	in
2001	CD	@card@
,	,	,
is	VBZ	be
a	DT	a
daily	JJ	daily
business	NN	business
newspaper	NN	newspaper
based	VBN	base
in	IN	in
Lagos	NP	Lagos
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
only	RB	only
Nigerian	JJ	Nigerian
newspaper	NN	newspaper
with	IN	with
a	DT	a
bureau	NN	bureau
in	IN	in
Accra	NP	Accra
,	,	,
Ghana	NP	Ghana
.	SENT	.
It	PP	it
has	VBZ	have
both	DT	both
daily	JJ	daily
and	CC	and
Sunday	NP	Sunday
titles	NNS	title
.	SENT	.
It	PP	it
circulates	VBZ	circulate
in	IN	in
Nigeria	NP	Nigeria
and	CC	and
Ghana	NP	Ghana
