<h>
How	WRB	how
.	SENT	.
<p>
AFP	NP	AFP
/	SYM	/
Eyad	NP	<unknown>
Baba	NP	Baba
<p>
JERUSALEM	NP	Jerusalem
,	,	,
undefined	JJ	undefined
--	:	--
A	DT	a
year	NN	year
on	IN	on
from	IN	from
Hamas	NP	<unknown>
'	POS	'
s	JJ	<unknown>
unprecedented	JJ	unprecedented
attack	NN	attack
on	IN	on
Israel	NP	Israel
on	IN	on
October	NP	October
7	CD	@card@
,	,	,
unsubstantiated	JJ	unsubstantiated
claims	NNS	claim
about	IN	about
the	DT	the
number	NN	number
of	IN	of
children	NNS	child
killed	VBN	kill
have	VBP	have
maintained	VBN	maintain
traction	NN	traction
,	,	,
whereas	IN	whereas
an	DT	an
AFP	NP	AFP
tally	NN	tally
established	VBD	establish
that	IN	that
37	CD	@card@
minors	NNS	minor
died	VBD	die
,	,	,
including	VBG	include
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
French	JJ	French
,	,	,
or	CC	or
English	NP	English
have	VBP	have
claimed	VBN	claim
dozens	NNS	dozen
of	IN	of
babies	NNS	baby
were	VBD	be
killed	VBN	kill
by	IN	by
the	DT	the
Palestinian	JJ	Palestinian
Islamist	NN	<unknown>
movement	NN	movement
,	,	,
some	DT	some
of	IN	of
them	PP	them
decapitated	VBD	decapitate
or	CC	or
mutilated	VBD	mutilate
,	,	,
and	CC	and
one	CD	one
even	RB	even
burned	VBN	burn
alive	JJ	alive
in	IN	in
an	DT	an
oven	NN	oven
.	SENT	.
<p>
During	IN	during
the	DT	the
onslaught	NN	onslaught
on	IN	on
Israel	NP	Israel
on	IN	on
October	NP	October
7	CD	@card@
,	,	,
2023	CD	@card@
,	,	,
Hamas	NP	<unknown>
led	VBD	lead
attacks	NNS	attack
across	IN	across
southern	JJ	southern
Israel	NP	Israel
that	WDT	that
saw	VBD	see
the	DT	the
militants	NNS	militant
murder	NN	murder
civilians	NNS	civilian
en	IN	en
masse	NN	masse
and	CC	and
take	VB	take
hostages	NNS	hostage
,	,	,
as	IN	as
they	PP	they
burned	VBD	burn
homes	NNS	home
and	CC	and
targeted	JJ	targeted
communities	NNS	community
with	IN	with
a	DT	a
variety	NN	variety
of	IN	of
small	JJ	small
arms	NNS	arm
and	CC	and
rockets	NNS	rocket
.	SENT	.
<p>
The	DT	the
exact	JJ	exact
details	NNS	detail
of	IN	of
some	DT	some
of	IN	of
the	DT	the
atrocities	NNS	atrocity
,	,	,
however	RB	however
,	,	,
remain	VB	remain
disputed	VBN	dispute
.	SENT	.
Some	DT	some
of	IN	of
the	DT	the
claims	NNS	claim
made	VBN	make
by	IN	by
Israeli	JJ	Israeli
officials	NNS	official
and	CC	and
shared	VBN	share
online	JJ	online
in	IN	in
social	JJ	social
media	NNS	medium
are	VBP	be
not	RB	not
backed	VBN	back
by	IN	by
publicly	RB	publicly
available	JJ	available
data	NNS	datum
or	CC	or
records	NNS	record
.	SENT	.
<p>
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
himself	PP	himself
stated	VBD	state
,	,	,
at	IN	at
the	DT	the
United	NP	United
Nations	NPS	Nations
in	IN	in
New	NP	New
York	NP	York
on	IN	on
September	NP	September
27	CD	@card@
,	,	,
that	IN	that
"	``	"
they	PP	they
burned	VBD	burn
babies	NNS	baby
alive	RB	alive
"	''	"
during	IN	during
Hamas	NP	<unknown>
'	POS	'
s	JJ	<unknown>
attack	NN	attack
on	IN	on
October	NP	October
7	CD	@card@
,	,	,
2023	CD	@card@
.	SENT	.
<p>
According	VBG	accord
to	TO	to
an	DT	an
AFP	NP	AFP
tally	NN	tally
based	VBN	base
on	IN	on
data	NNS	datum
from	IN	from
Israeli	JJ	Israeli
authorities	NNS	authority
,	,	,
only	RB	only
two	CD	two
children	NNS	child
under	IN	under
the	DT	the
age	NN	age
of	IN	of
five	CD	five
were	VBD	be
confirmed	VBN	confirm
killed	VBN	kill
during	IN	during
the	DT	the
onslaught	NN	onslaught
.	SENT	.
<p>
Nine-month-old	JJ	nine-month-old
Mila	NP	Mila
Cohen	NP	Cohen
was	VBD	be
shot	VBN	shoot
dead	RB	dead
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
,	,	,
while	IN	while
her	PP$	her
mother	NN	mother
survived	VBD	survive
.	SENT	.
<p>
At	IN	at
Nir	NP	Nir
Oz	NP	Oz
,	,	,
the	DT	the
body	NN	body
of	IN	of
two-year-old	JJ	two-year-old
Omer	NP	Omer
Kedem	NP	Kedem
Siman	NP	<unknown>
Yov	NP	<unknown>
was	VBD	be
found	VBN	find
burned	VBN	burn
,	,	,
along	RB	along
with	IN	with
those	DT	those
of	IN	of
his	PP$	his
sisters	NNS	sister
,	,	,
five-year-old	JJ	five-year-old
twins	NNS	twin
Shahar	NP	Shahar
and	CC	and
Arbel	NP	Arbel
,	,	,
and	CC	and
their	PP$	their
parents	NNS	parent
.	SENT	.
<p>
The	DT	the
fate	NN	fate
of	IN	of
two	CD	two
other	JJ	other
children	NNS	child
under	IN	under
the	DT	the
age	NN	age
of	IN	of
five	CD	five
--	:	--
Ariel	NP	Ariel
and	CC	and
Kfir	NP	<unknown>
Bibas	NP	<unknown>
,	,	,
four	CD	four
years	NNS	year
and	CC	and
nine	CD	nine
months	NNS	month
old	JJ	old
at	IN	at
the	DT	the
time	NN	time
of	IN	of
their	PP$	their
abduction	NN	abduction
from	IN	from
Kibbutz	NN	kibbutz
Nir	NP	Nir
Oz	NP	Oz
with	IN	with
their	PP$	their
parents	NNS	parent
--	:	--
remains	VBZ	remain
unclear	JJ	unclear
.	SENT	.
<p>
Of	IN	of
the	DT	the
minors	NNS	minor
who	WP	who
died	VBD	die
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
October	NP	October
7	CD	@card@
attacks	NNS	attack
,	,	,
there	EX	there
were	VBD	be
13	CD	@card@
children	NNS	child
under	IN	under
the	DT	the
age	NN	age
of	IN	of
13	CD	@card@
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
AFP	NP	AFP
tally	NN	tally
.	SENT	.
<h>
Forensic	JJ	forensic
investigations	NNS	investigation
<p>
The	DT	the
death	NN	death
of	IN	of
twins	NNS	twin
Liel	NP	Liel
and	CC	and
Yanai	NP	Yanai
Hetzroni	NP	<unknown>
,	,	,
12	CD	@card@
,	,	,
received	VBN	receive
extensive	JJ	extensive
coverage	NN	coverage
in	IN	in
Israeli	JJ	Israeli
media	NNS	medium
.	SENT	.
<p>
They	PP	they
were	VBD	be
part	NN	part
of	IN	of
a	DT	a
group	NN	group
of	IN	of
13	CD	@card@
people	NNS	people
taken	VBN	take
hostage	NN	hostage
by	IN	by
militants	NNS	militant
and	CC	and
later	RBR	later
found	VBD	find
dead	JJ	dead
in	IN	in
a	DT	a
house	NN	house
struck	VBD	strike
by	IN	by
an	DT	an
Israeli	JJ	Israeli
tank	NN	tank
in	IN	in
Beeri	NP	<unknown>
.	SENT	.
<p>
The	DT	the
army	NN	army
said	VBD	say
"	``	"
most	JJS	most
of	IN	of
the	DT	the
hostages	NNS	hostage
(	(	(
in	IN	in
this	DT	this
group	NN	group
)	)	)
were	VBD	be
killed	VBN	kill
by	IN	by
the	DT	the
terrorists	NNS	terrorist
,	,	,
"	''	"
but	CC	but
doubts	NNS	doubt
remain	VBP	remain
.	SENT	.
<p>
It	PP	it
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
ashes	NN	ashes
of	IN	of
the	DT	the
burned	JJ	burned
house	NN	house
,	,	,
for	IN	for
authorities	NNS	authority
to	TO	to
confirm	VB	confirm
Liel	NP	Liel
'	POS	'
s	NN	S
death	NN	death
.	SENT	.
<p>
In	IN	in
total	NN	total
,	,	,
10	CD	@card@
minors	NNS	minor
were	VBD	be
killed	VBN	kill
at	IN	at
Beeri	NP	<unknown>
on	IN	on
October	NP	October
7	CD	@card@
,	,	,
and	CC	and
10	CD	@card@
others	NNS	other
were	VBD	be
taken	VBN	take
captive	NN	captive
to	TO	to
Gaza	NP	Gaza
,	,	,
AFP	NP	AFP
'	POS	'
s	NN	S
tally	NN	tally
showed	VBD	show
.	SENT	.
<p>
At	IN	at
Kibbutz	NN	kibbutz
Nir	NP	Nir
Oz	NP	Oz
,	,	,
the	DT	the
body	NN	body
of	IN	of
13-year-old	JJ	13-year-old
Noya	NP	Noya
Dan	NP	Dan
was	VBD	be
identified	VBN	identify
on	IN	on
October	NP	October
18	CD	@card@
along	IN	along
with	IN	with
that	DT	that
of	IN	of
her	PP$	her
Franco-Israeli	NP	Franco-Israeli
grandmother	NN	grandmother
,	,	,
Carmela	NP	Carmela
Dan	NP	Dan
,	,	,
with	IN	with
whom	WP	whom
she	PP	she
had	VBD	have
spent	VBN	spend
the	DT	the
night	NN	night
.	SENT	.
<p>
In	IN	in
the	DT	the
neighbouring	VBG	neighbour
kibbutz	NN	kibbutz
community	NN	community
of	IN	of
Kfar	NP	Kfar
Aza	NP	Aza
--	:	--
one	CD	one
of	IN	of
the	DT	the
areas	NNS	area
hardest	RBS	hardest
hit	VBN	hit
by	IN	by
the	DT	the
attacks	NNS	attack
--	:	--
two	CD	two
teenagers	NNS	teenager
,	,	,
Yonatan	NP	Yonatan
and	CC	and
Yiftah	NP	<unknown>
Kutz	NP	Kutz
,	,	,
aged	VBN	age
16	CD	@card@
and	CC	and
14	CD	@card@
,	,	,
were	VBD	be
shot	VBN	shoot
dead	RB	dead
along	IN	along
with	IN	with
their	PP$	their
parents	NNS	parent
and	CC	and
older	JJR	old
sister	NN	sister
,	,	,
Rotem	NP	<unknown>
,	,	,
18	CD	@card@
.	SENT	.
No	DT	no
family	NN	family
member	NN	member
survived	VBD	survive
.	SENT	.
<h>
10	CD	@card@
Days	NNS	day
<p>
During	IN	during
the	DT	the
one-year	JJ	one-year
commemoration	NN	commemoration
ceremony	NN	ceremony
organised	VBN	organise
by	IN	by
the	DT	the
families	NNS	family
of	IN	of
victims	NNS	victim
of	IN	of
October	NP	October
7	CD	@card@
,	,	,
the	DT	the
story	NN	story
of	IN	of
the	DT	the
Kafshiter	NP	Kafshiter
family	NN	family
left	VBD	leave
a	DT	a
particularly	RB	particularly
strong	JJ	strong
mark	NN	mark
on	IN	on
viewers	NNS	viewer
.	SENT	.
<p>
Eight-year-old	JJ	eight-year-old
Aline	NP	Aline
Kafshiter	NP	Kafshiter
and	CC	and
her	PP$	her
five-year-old	JJ	five-year-old
brother	NN	brother
,	,	,
Eitan	NP	Eitan
,	,	,
were	VBD	be
killed	VBN	kill
with	IN	with
their	PP$	their
parents	NNS	parent
by	IN	by
an	DT	an
anti-tank	NN	anti-tank
rocket	NN	rocket
fired	VBN	fire
at	IN	at
their	PP$	their
car	NN	car
as	IN	as
they	PP	they
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Their	PP$	their
grandmother	NN	grandmother
recounted	VBD	recount
how	WRB	how
she	PP	she
learned	VBD	learn
of	IN	of
their	PP$	their
deaths	NNS	death
one	CD	one
by	IN	by
one	CD	one
over	IN	over
the	DT	the
course	NN	course
of	IN	of
several	JJ	several
days	NNS	day
apart	RB	apart
.	SENT	.
<p>
Six	CD	six
Bedouin	NN	Bedouin
children	NNS	child
aged	VBN	age
between	IN	between
five	CD	five
to	TO	to
15	CD	@card@
and	CC	and
a	DT	a
12-year-old	JJ	12-year-old
Jewish	JJ	Jewish
boy	NN	boy
were	VBD	be
also	RB	also
killed	VBN	kill
on	IN	on
October	NP	October
7	CD	@card@
by	IN	by
rockets	NNS	rocket
fired	VBN	fire
from	IN	from
Gaza	NP	Gaza
into	IN	into
southern	JJ	southern
Israel	NP	Israel
.	SENT	.
<p>
The	DT	the
youngest	JJS	young
victim	NN	victim
officially	RB	officially
recognised	VBN	recognise
was	VBD	be
a	DT	a
newborn	NN	newborn
who	WP	who
died	VBD	die
14	CD	@card@
hours	NNS	hour
after	IN	after
her	PP$	her
birth	NN	birth
,	,	,
following	VBG	follow
an	DT	an
emergency	NN	emergency
cesarean	JJ	Cesarean
section	NN	section
performed	VBN	perform
on	IN	on
her	PP$	her
pregnant	JJ	pregnant
mother	NN	mother
,	,	,
who	WP	who
had	VBD	have
been	VBN	be
shot	VBN	shoot
.	SENT	.
<p>
The	DT	the
other	JJ	other
minors	NNS	minor
killed	VBN	kill
by	IN	by
Hamas	JJ	<unknown>
commandos	NNS	commando
died	VBN	die
in	IN	in
kibbutz	NN	kibbutz
communities	NNS	community
,	,	,
on	IN	on
Zikim	NP	<unknown>
Beach	NP	Beach
north	NN	north
of	IN	of
Gaza	NP	Gaza
.	SENT	.
A	DT	a
17-year-old	JJ	17-year-old
girl	NN	girl
with	IN	with
severe	JJ	severe
disabilities	NNS	disability
was	VBD	be
killed	VBN	kill
at	IN	at
the	DT	the
Nova	NP	Nova
festival	NN	festival
,	,	,
where	WRB	where
her	PP$	her
father	NN	father
had	VBD	have
taken	VBN	take
her	PP	her
.	SENT	.
<p>
Of	IN	of
the	DT	the
251	CD	@card@
people	NNS	people
abducted	VBN	abduct
on	IN	on
October	NP	October
7	CD	@card@
and	CC	and
taken	VBN	take
to	TO	to
Gaza	NP	Gaza
,	,	,
37	CD	@card@
were	VBD	be
under	IN	under
the	DT	the
age	NN	age
of	IN	of
18	CD	@card@
.	SENT	.
<p>
All	DT	all
of	IN	of
the	DT	the
child	NN	child
hostages	NNS	hostage
were	VBD	be
released	VBN	release
in	IN	in
exchange	NN	exchange
for	IN	for
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
in	IN	in
November	NP	November
,	,	,
except	IN	except
for	IN	for
Ariel	NP	Ariel
and	CC	and
Kfir	NP	<unknown>
Bibas	NP	<unknown>
.	SENT	.
