<p>
Jerusalem	NP	Jerusalem
footer	NN	footer
<p>
The	NP	The
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
newspaper	NN	newspaper
based	VBN	base
in	IN	in
Nagaland	NP	Nagaland
that	WDT	that
was	VBD	be
conceived	VBN	conceive
from	IN	from
the	DT	the
Naga	NP	Naga
people	NNS	people
'	POS	'
s	JJ	<unknown>
historical	JJ	historical
realities	NNS	reality
and	CC	and
is	VBZ	be
guided	VBN	guide
by	IN	by
their	PP$	their
voices	NNS	voice
and	CC	and
experiences	NNS	experience
.	SENT	.
It	PP	it
emerged	VBD	emerge
from	IN	from
the	DT	the
well-recognized	JJ	well-recognized
concept	NN	concept
that	IN	that
the	DT	the
core	NN	core
of	IN	of
a	DT	a
free	JJ	free
press	NN	press
is	VBZ	be
based	VBN	base
on	IN	on
"	``	"
qualitative	JJ	qualitative
and	CC	and
investigative	JJ	investigative
"	''	"
journalism	NN	journalism
.	SENT	.
Ensuring	VBG	ensure
this	DT	this
is	VBZ	be
essential	JJ	essential
for	IN	for
contributing	VBG	contribute
to	TO	to
an	DT	an
informed	JJ	informed
Naga	NP	Naga
public	NN	public
that	WDT	that
makes	VBZ	make
sound	JJ	sound
decisions	NNS	decision
on	IN	on
issues	NNS	issue
that	WDT	that
affect	VBP	affect
all	DT	all
spheres	NNS	sphere
of	IN	of
life	NN	life
.	SENT	.
