<p>
This	DT	this
the	DT	the
central	JJ	central
location	NN	location
for	IN	for
efforts	NNS	effort
to	TO	to
campaign	NN	campaign
on	IN	on
behalf	NN	behalf
of	IN	of
hostages	NNS	hostage
being	VBG	be
held	VBN	hold
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
Three	CD	three
Israeli	JJ	Israeli
civilians	NNS	civilian
and	CC	and
four	CD	four
soldiers	NNS	soldier
--	:	--
all	DT	all
women	NNS	woman
--	:	--
have	VBP	have
been	VBN	be
released	VBN	release
so	RB	so
far	RB	far
in	IN	in
the	DT	the
ceasefire	NN	ceasefire
,	,	,
which	WDT	which
began	VBD	begin
on	IN	on
January	NP	January
19	CD	@card@
.	SENT	.
In	IN	in
return	NN	return
,	,	,
Israel	NP	Israel
has	VBZ	have
released	VBN	release
290	CD	@card@
Palestinian	NN	Palestinian
convicts	VBZ	convict
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
in	IN	in
the	DT	the
Hamas	JJ	<unknown>
attack	NN	attack
in	IN	in
Israel	NP	Israel
.	SENT	.
<p>
Around	IN	around
half	NN	half
were	VBD	be
released	VBN	release
the	DT	the
following	VBG	follow
month	NN	month
during	IN	during
the	DT	the
only	JJ	only
previous	JJ	previous
truce	NN	truce
,	,	,
and	CC	and
others	NNS	other
have	VBP	have
been	VBN	be
recovered	VBN	recover
dead	JJ	dead
or	CC	or
alive	JJ	alive
during	IN	during
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
military	JJ	military
campaign	NN	campaign
in	IN	in
Gaza	NP	Gaza
,	,	,
which	WDT	which
has	VBZ	have
left	VBN	leave
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
Palestinians	NNS	Palestinian
dead	JJ	dead
and	CC	and
turned	VBD	turn
the	DT	the
tiny	JJ	tiny
coastal	JJ	coastal
enclave	NN	enclave
into	IN	into
a	DT	a
wasteland	NN	wasteland
of	IN	of
rubble	NN	rubble
.	SENT	.
<p>
Israel	NP	Israel
still	RB	still
lists	VBZ	list
90	CD	@card@
captives	NNS	captive
in	IN	in
Gaza	NP	Gaza
,	,	,
with	IN	with
around	RB	around
30	CD	@card@
declared	VBD	declare
dead	JJ	dead
in	IN	in
absentia	NN	absentia
.	SENT	.
--	:	--
Rappler.com	NP	<unknown>
