<p>
ATLANTA	NP	Atlanta
s	NN	S
leadership	NN	leadership
decided	VBD	decide
to	TO	to
hold	VB	hold
its	PP$	its
call	NN	call
with	IN	with
faculty	NN	faculty
members	NNS	member
,	,	,
though	IN	though
officials	NNS	official
have	VBP	have
made	VBN	make
clear	JJ	clear
Biden	NP	Biden
'	POS	'
s	NN	S
invitation	NN	invitation
will	MD	will
not	RB	not
be	VB	be
rescinded	VBN	rescind
.	SENT	.
<p>
"	``	"
This	DT	this
was	VBD	be
a	DT	a
decision	NN	decision
that	WDT	that
should	MD	should
have	VB	have
included	VBN	include
more	JJR	more
members	NNS	member
of	IN	of
the	DT	the
campus	NN	campus
community	NN	community
--	:	--
students	NNS	student
and	CC	and
faculty	NN	faculty
,	,	,
"	''	"
Douglas	NP	Douglas
said	VBD	say
.	SENT	.
"	''	"
And	CC	and
if	IN	if
those	DT	those
conversations	NNS	conversation
had	VBD	have
happened	VBN	happen
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
that	IN	that
the	DT	the
decision	NN	decision
to	TO	to
move	VB	move
forward	RB	forward
would	MD	would
have	VB	have
been	VBN	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
and	CC	and
widespread	JJ	widespread
concerns	NNS	concern
"	''	"
over	IN	over
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
,	,	,
arguing	VBG	argue
that	IN	that
"	``	"
the	DT	the
Biden	NP	Biden
administration	NN	administration
has	VBZ	have
had	VBN	have
a	DT	a
hand	NN	hand
in	IN	in
seven	CD	seven
months	NNS	month
of	IN	of
death	NN	death
and	CC	and
destruction	NN	destruction
in	IN	in
ways	NNS	way
that	IN	that
we	PP	we
do	VBP	do
n't	RB	n't
condone	VB	condone
or	CC	or
support	VB	support
.	SENT	.
"	''	"
<p>
On	IN	on
Wednesday	NP	Wednesday
,	,	,
White	NP	White
House	NP	House
press	NN	press
secretary	NN	secretary
Karine	NP	Karine
Jean-Pierre	NP	Jean-Pierre
responded	VBD	respond
to	TO	to
the	DT	the
backlash	NN	backlash
,	,	,
telling	VBG	tell
reporters	NNS	reporter
that	IN	that
commencements	NNS	commencement
were	VBD	be
meant	VBN	mean
to	TO	to
focus	VB	focus
on	IN	on
the	DT	the
graduates	NNS	graduate
and	CC	and
their	PP$	their
families	NNS	family
.	SENT	.
<p>
"	``	"
It	PP	it
'	POS	'
s	NN	S
not	RB	not
the	DT	the
first	JJ	first
time	NN	time
,	,	,
obviously	RB	obviously
,	,	,
that	IN	that
he	PP	he
'	POS	'
s	JJ	<unknown>
given	VBN	give
commencement	NN	commencement
speeches	NNS	speech
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
"	``	"
I	PP	I
understand	VBP	understand
this	DT	this
is	VBZ	be
a	DT	a
different	JJ	different
moment	NN	moment
in	IN	in
time	NN	time
that	IN	that
we	PP	we
'	POS	'
re	NN	re
in	IN	in
.	SENT	.
But	CC	but
he	PP	he
always	RB	always
takes	VBZ	take
this	DT	this
moment	NN	moment
as	IN	as
a	DT	a
special	JJ	special
time	NN	time
to	TO	to
deliver	VB	deliver
a	DT	a
message	NN	message
,	,	,
an	DT	an
encouraging	JJ	encouraging
message	NN	message
,	,	,
a	DT	a
message	NN	message
that	RB	that
'	POS	'
s	NN	S
hopefully	RB	hopefully
uplifting	VBG	uplift
to	TO	to
the	DT	the
graduates	NNS	graduate
and	CC	and
their	PP$	their
families	NNS	family
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
continue	VB	continue
to	TO	to
have	VB	have
these	DT	these
conversations	NNS	conversation
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
just	RB	just
mentioned	VBN	mention
,	,	,
with	IN	with
the	DT	the
different	JJ	different
communities	NNS	community
about	IN	about
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
right	RB	right
now	RB	now
.	SENT	.
We	PP	we
get	VBP	get
it	PP	it
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
painful	JJ	painful
.	SENT	.
"	''	"
<p>
Calvin	NP	Calvin
Bell	NP	Bell
,	,	,
a	DT	a
senior	JJ	senior
at	IN	at
Morehouse	NP	Morehouse
who	WP	who
voted	VBD	vote
for	IN	for
Biden	NP	Biden
in	IN	in
2020	CD	@card@
,	,	,
has	VBZ	have
similar	JJ	similar
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
"	``	"
distraction	NN	distraction
"	''	"
from	IN	from
celebrating	VBG	celebrate
students	NNS	student
during	IN	during
commencement	NN	commencement
,	,	,
he	PP	he
also	RB	also
sees	VBZ	see
the	DT	the
visit	NN	visit
as	IN	as
a	DT	a
chance	NN	chance
to	TO	to
take	VB	take
student	NN	student
concerns	NNS	concern
over	IN	over
Gaza	NP	Gaza
directly	RB	directly
to	TO	to
the	DT	the
president	NN	president
.	SENT	.
<p>
"	``	"
This	DT	this
is	VBZ	be
also	RB	also
an	DT	an
opportunity	NN	opportunity
for	IN	for
students	NNS	student
to	TO	to
make	VB	make
their	PP$	their
voices	NNS	voice
heard	VBN	hear
during	IN	during
a	DT	a
time	NN	time
of	IN	of
increasing	VBG	increase
war	NN	war
and	CC	and
genocide	NN	genocide
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
,	,	,
"	''	"
Bell	NP	Bell
said	VBD	say
.	SENT	.
<p>
While	IN	while
Douglas	NP	Douglas
acknowledged	VBD	acknowledge
the	DT	the
call	NN	call
with	IN	with
leadership	NN	leadership
is	VBZ	be
"	``	"
unlikely	JJ	unlikely
"	''	"
to	TO	to
result	VB	result
in	IN	in
Biden	NP	Biden
'	POS	'
s	NN	S
speech	NN	speech
being	VBG	be
canceled	VBN	cancel
,	,	,
Douglas	NP	Douglas
says	VBZ	say
the	DT	the
priority	NN	priority
among	IN	among
faculty	NN	faculty
is	VBZ	be
to	TO	to
protect	VB	protect
students	NNS	student
'	POS	'
rights	NNS	right
to	TO	to
protest	VB	protest
,	,	,
noting	VBG	note
that	IN	that
a	DT	a
protest	NN	protest
at	IN	at
Morehouse	NP	Morehouse
--	:	--
the	DT	the
nation	NN	nation
'	POS	'
s	JJ	<unknown>
only	JJ	only
college	NN	college
dedicated	VBN	dedicate
to	TO	to
educating	VBG	educate
Black	JJ	Black
men	NNS	man
--	:	--
could	MD	could
bring	VB	bring
a	DT	a
different	JJ	different
risk	NN	risk
than	IN	than
similar	JJ	similar
protests	NNS	protest
at	IN	at
other	JJ	other
campuses	NNS	campus
across	IN	across
the	DT	the
country	NN	country
.	SENT	.
<p>
"	``	"
Our	PP$	our
priority	NN	priority
should	MD	should
be	VB	be
...	:	...
to	TO	to
try	VB	try
and	CC	and
ensure	VB	ensure
that	IN	that
under	IN	under
no	DT	no
circumstances	NNS	circumstance
are	VBP	be
the	DT	the
police	NN	police
brought	VBD	bring
to	TO	to
bear	VB	bear
on	IN	on
our	PP$	our
students	NNS	student
,	,	,
"	''	"
Douglas	NP	Douglas
said	VBD	say
.	SENT	.
<p>
"	``	"
Our	PP$	our
students	NNS	student
do	VBP	do
not	RB	not
have	VB	have
the	DT	the
same	JJ	same
privileges	NNS	privilege
that	IN	that
Ivy	NP	Ivy
League	NP	League
students	NNS	student
typically	RB	typically
do	VBP	do
,	,	,
and	CC	and
confrontations	NNS	confrontation
with	IN	with
the	DT	the
police	NN	police
can	MD	can
turn	VB	turn
deadly	JJ	deadly
for	IN	for
our	PP$	our
students	NNS	student
,	,	,
"	''	"
he	PP	he
added	VBD	add
.	SENT	.
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
forefront	NN	forefront
of	IN	of
justice	NN	justice
movements	NNS	movement
,	,	,
"	''	"
Brown	NP	Brown
said	VBD	say
.	SENT	.
"	``	"
We	PP	we
certainly	RB	certainly
encourage	VBP	encourage
our	PP$	our
students	NNS	student
,	,	,
our	PP$	our
faculty	NN	faculty
,	,	,
our	PP$	our
staff	NN	staff
,	,	,
to	TO	to
form	VB	form
strong	JJ	strong
opinions	NNS	opinion
and	CC	and
to	TO	to
come	VB	come
together	RB	together
peacefully	RB	peacefully
and	CC	and
engage	VB	engage
in	IN	in
that	DT	that
.	SENT	.
So	IN	so
the	DT	the
way	NN	way
I	PP	I
see	VBP	see
this	DT	this
is	VBZ	be
,	,	,
this	DT	this
is	VBZ	be
certainly	RB	certainly
an	DT	an
opportunity	NN	opportunity
...	:	...
for	IN	for
our	PP$	our
community	NN	community
to	TO	to
engage	VB	engage
with	IN	with
the	DT	the
president	NN	president
to	TO	to
express	VB	express
the	DT	the
range	NN	range
of	IN	of
views	NNS	view
that	WDT	that
exist	VBP	exist
on	IN	on
the	DT	the
present	JJ	present
issues	NNS	issue
,	,	,
certainly	RB	certainly
in	IN	in
Israel	NP	Israel
and	CC	and
Gaza	NP	Gaza
.	SENT	.
"	''	"
<p>
Politically	RB	politically
,	,	,
the	DT	the
speech	NN	speech
holds	VBZ	hold
several	JJ	several
layers	NNS	layer
of	IN	of
significance	NN	significance
for	IN	for
Biden	NP	Biden
.	SENT	.
Morehouse	NP	Morehouse
is	VBZ	be
located	VBN	locate
just	RB	just
west	RB	west
of	IN	of
downtown	JJ	downtown
Atlanta	NP	Atlanta
in	IN	in
battleground	NN	battleground
Georgia	NP	Georgia
--	:	--
a	DT	a
state	NN	state
Biden	NP	Biden
barely	RB	barely
won	VBD	win
in	IN	in
2020	CD	@card@
.	SENT	.
Some	DT	some
state	NN	state
Democrats	NNS	democrat
have	VBP	have
expressed	VBN	express
concern	NN	concern
about	IN	about
his	PP$	his
ability	NN	ability
to	TO	to
repeat	VB	repeat
that	DT	that
victory	NN	victory
.	SENT	.
<p>
A	DT	a
speech	NN	speech
at	IN	at
the	DT	the
lauded	VBN	laud
alma	NN	alma
mater	NN	mater
of	IN	of
Martin	NP	Martin
Luther	NP	Luther
King	NP	King
Jr	NP	Jr
.	SENT	.
would	MD	would
also	RB	also
give	VB	give
the	DT	the
president	NN	president
a	DT	a
unique	JJ	unique
opportunity	NN	opportunity
to	TO	to
appeal	VB	appeal
to	TO	to
young	JJ	young
Black	NP	Black
voters	NNS	voter
--	:	--
a	DT	a
group	NN	group
where	WRB	where
polls	NNS	poll
show	VBP	show
his	PP$	his
support	NN	support
is	VBZ	be
lagging	VBG	lag
.	SENT	.
<p>
But	CC	but
while	IN	while
commencement	NN	commencement
is	VBZ	be
still	RB	still
a	DT	a
month	NN	month
away	RB	away
--	:	--
enough	JJ	enough
time	NN	time
for	IN	for
minds	NNS	mind
to	TO	to
change	VB	change
--	:	--
Douglas	NP	Douglas
said	VBD	say
the	DT	the
early	JJ	early
signs	NNS	sign
do	VBP	do
not	RB	not
point	VB	point
to	TO	to
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
conversation	NN	conversation
with	IN	with
a	DT	a
student	NN	student
who	WP	who
'	POS	'
s	NNS	<unknown>
happy	JJ	happy
about	IN	about
this	DT	this
.	SENT	.
"	``	"
