<p>
Palestinians	NPS	Palestinians
.	SENT	.
"	``	"
<p>
Another	DT	another
Palestinian	JJ	Palestinian
youth	NN	youth
,	,	,
Tamar	NP	Tamar
,	,	,
is	VBZ	be
carrying	VBG	carry
pieces	NNS	piece
of	IN	of
wood	NN	wood
.	SENT	.
<p>
"	''	"
I	NP	I
'	POS	'
ll	NNS	<unknown>
go	VBP	go
sell	VB	sell
them	PP	them
to	TO	to
make	VB	make
10	CD	@card@
to	TO	to
20	CD	@card@
shekels	NNS	shekel
,	,	,
so	RB	so
that	IN	that
I	PP	I
never	RB	never
have	VB	have
to	TO	to
extend	VB	extend
my	PP$	my
hand	NN	hand
out	RP	out
and	CC	and
beg	VB	beg
for	IN	for
money	NN	money
from	IN	from
people	NNS	people
,	,	,
"	''	"
he	PP	he
explains	VBZ	explain
.	SENT	.
<p>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
,	,	,
Tamar	NP	Tamar
says	VBZ	say
.	SENT	.
"	``	"
If	IN	if
it	PP	it
were	VBD	be
n't	RB	n't
for	IN	for
my	PP$	my
neighbors	NNS	neighbor
,	,	,
I	PP	I
would	MD	would
n't	RB	n't
have	VB	have
known	VBN	know
it	PP	it
was	VBD	be
my	PP$	my
house	NN	house
.	SENT	.
Devastation	NN	devastation
everywhere	RB	everywhere
,	,	,
"	''	"
he	PP	he
says	VBZ	say
.	SENT	.
<p>
Tamar	NP	Tamar
carries	VBZ	carry
wood	NN	wood
to	TO	to
sell	VB	sell
.	SENT	.
<p>
CNN	NP	CNN
<p>
The	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
buildings	NNS	building
in	IN	in
the	DT	the
footage	NN	footage
,	,	,
including	VBG	include
homes	NNS	home
,	,	,
offices	NNS	office
and	CC	and
mosques	NNS	mosque
,	,	,
have	VBP	have
been	VBN	be
significantly	RB	significantly
damaged	JJ	damaged
and	CC	and
many	JJ	many
are	VBP	be
entirely	RB	entirely
flattened	VBN	flatten
.	SENT	.
<p>
On	IN	on
Monday	NP	Monday
,	,	,
the	DT	the
European	JJ	European
Hospital	NN	hospital
in	IN	in
Gaza	NP	Gaza
said	VBD	say
the	DT	the
bodies	NNS	body
of	IN	of
46	CD	@card@
Palestinians	NNS	Palestinian
had	VBD	have
been	VBN	be
recovered	VBN	recover
following	VBG	follow
the	DT	the
Israeli	JJ	Israeli
withdrawal	NN	withdrawal
from	IN	from
Khan	NP	Khan
Younis	NP	Younis
,	,	,
most	JJS	most
of	IN	of
them	PP	them
"	``	"
found	VBD	find
dead	JJ	dead
under	IN	under
the	DT	the
rubble	NN	rubble
of	IN	of
demolished	VBN	demolish
buildings	NNS	building
.	SENT	.
"	``	"
<p>
Those	DT	those
buildings	NNS	building
that	WDT	that
are	VBP	be
still	RB	still
standing	NN	standing
are	VBP	be
covered	VBN	cover
in	IN	in
soot	NN	soot
and	CC	and
riddled	VBN	riddle
with	IN	with
bullet	NN	bullet
holes	NNS	hole
and	CC	and
artillery	NN	artillery
damage	NN	damage
.	SENT	.
<p>
Piles	NNS	pile
of	IN	of
empty	JJ	empty
bullet	NN	bullet
shells	NNS	shell
and	CC	and
the	DT	the
remnants	NNS	remnant
of	IN	of
at	IN	at
least	JJS	least
one	CD	one
mortar	NN	mortar
lie	NN	lie
on	IN	on
the	DT	the
ground	NN	ground
.	SENT	.
<p>
"	``	"
My	PP$	my
house	NN	house
got	VBD	get
completely	RB	completely
destroyed	VBN	destroy
.	SENT	.
It	PP	it
was	VBD	be
three	CD	three
stories	NNS	story
,	,	,
and	CC	and
now	RB	now
it	PP	it
'	POS	'
s	NN	S
one	CD	one
with	IN	with
the	DT	the
ground	NN	ground
.	SENT	.
I	PP	I
was	VBD	be
n't	RB	n't
left	VBN	leave
with	IN	with
any	DT	any
memories	NNS	memory
.	SENT	.
Just	RB	just
like	IN	like
everyone	NN	everyone
here	RB	here
.	SENT	.
They	PP	they
destroyed	VBD	destroy
the	DT	the
area	NN	area
in	IN	in
a	DT	a
barbaric	JJ	barbaric
and	CC	and
intended	JJ	intended
way	NN	way
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Mahmoud	NP	Mahmoud
Ahmad	NP	Ahmad
,	,	,
an	DT	an
elderly	JJ	elderly
man	NN	man
,	,	,
stands	VBZ	stand
inside	IN	inside
his	PP$	his
destroyed	VBN	destroy
home	NN	home
,	,	,
reduced	VBN	reduce
to	TO	to
only	RB	only
a	DT	a
frame	NN	frame
.	SENT	.
He	PP	he
points	VBZ	point
to	TO	to
areas	NNS	area
that	WDT	that
used	VBD	use
to	TO	to
be	VB	be
rooms	NNS	room
,	,	,
recounting	VBG	recount
what	WP	what
used	VBN	use
to	TO	to
be	VB	be
where	WRB	where
and	CC	and
what	WP	what
he	PP	he
has	VBZ	have
lost	VBN	lose
.	SENT	.
<p>
"	``	"
That	DT	that
was	VBD	be
my	PP$	my
washing	NN	washing
machine	NN	machine
,	,	,
they	PP	they
burned	VBD	burn
it	PP	it
,	,	,
the	DT	the
Israelis	NPS	Israelis
.	SENT	.
I	PP	I
had	VBD	have
a	DT	a
nice	JJ	nice
little	JJ	little
sitting	VBG	sit
area	NN	area
here	RB	here
,	,	,
it	PP	it
'	POS	'
s	NN	S
all	RB	all
gone	VBN	go
.	SENT	.
That	DT	that
was	VBD	be
my	PP$	my
fridge	NN	fridge
,	,	,
look	NN	look
,	,	,
the	DT	the
door	NN	door
is	VBZ	be
removed	VBN	remove
.	SENT	.
This	DT	this
was	VBD	be
the	DT	the
kitchen	NN	kitchen
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
nothing	NN	nothing
left	VBD	leave
.	SENT	.
"	''	"
<p>
Graffiti	NNS	graffito
left	VBN	leave
in	IN	in
a	DT	a
building	NN	building
in	IN	in
Khan	NP	Khan
Younis	NP	Younis
after	IN	after
Israel	NP	Israel
pulled	VBD	pull
its	PP$	its
ground	NN	ground
forces	VBZ	force
out	RP	out
of	IN	of
the	DT	the
southern	JJ	southern
city	NN	city
in	IN	in
Gaza	NP	Gaza
.	SENT	.
April	NP	April
7	CD	@card@
,	,	,
2024	CD	@card@
.	SENT	.
<p>
AFP/Getty	JJ	<unknown>
Images	NNS	image
<h>
'	''	'
They	PP	they
destroyed	VBD	destroy
us	PP	us
'	''	'
<p>
Throughout	IN	throughout
the	DT	the
footage	NN	footage
in	IN	in
Khan	NP	Khan
Younis	NP	Younis
,	,	,
Israeli	JJ	Israeli
drones	NNS	drone
can	MD	can
be	VB	be
heard	VBN	hear
buzzing	VBG	buzz
overhead	NN	overhead
,	,	,
as	RB	as
can	MD	can
occasional	JJ	occasional
gunshots	NNS	gunshot
.	SENT	.
<p>
Graffitied	VBN	<unknown>
on	IN	on
the	DT	the
walls	NNS	wall
of	IN	of
what	WP	what
appears	VBZ	appear
to	TO	to
be	VB	be
the	DT	the
office	NN	office
of	IN	of
a	DT	a
telecoms	NNS	<unknown>
company	NN	company
are	VBP	be
Stars	NP	Stars
of	IN	of
David	NP	David
and	CC	and
anti-Arab	NP	anti-Arab
profanities	NNS	profanity
written	VBN	write
in	IN	in
English	NP	English
.	SENT	.
<p>
"	''	"
Gaza	NP	Gaza
belongs	VBZ	belong
to	TO	to
the	DT	the
Jews	NPS	Jews
,	,	,
"	''	"
reads	VBZ	read
a	DT	a
marking	NN	marking
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
<p>
Before	IN	before
the	DT	the
October	NP	October
7	CD	@card@
attack	NN	attack
by	IN	by
Hamas	NP	<unknown>
on	IN	on
Israel	NP	Israel
,	,	,
Khan	NP	Khan
Younis	NP	Younis
-	NP	<unknown>
Gaza	NP	Gaza
'	POS	'
s	JJ	<unknown>
second-largest	JJS	second-largest
city	NN	city
-	NN	<unknown>
had	VBD	have
been	VBN	be
home	NN	home
to	TO	to
more	JJR	more
than	IN	than
400,000	CD	@card@
people	NNS	people
,	,	,
according	VBG	accord
to	TO	to
Gaza	NP	Gaza
'	POS	'
s	JJ	<unknown>
Ministry	NP	Ministry
of	IN	of
Interior	NP	Interior
.	SENT	.
<p>
In	IN	in
the	DT	the
early	JJ	early
days	NNS	day
of	IN	of
the	DT	the
war	NN	war
,	,	,
the	DT	the
city	NN	city
was	VBD	be
a	DT	a
haven	NN	haven
for	IN	for
thousands	NNS	thousand
of	IN	of
Palestinian	JJ	Palestinian
civilians	NNS	civilian
fleeing	VBG	flee
Israeli	JJ	Israeli
military	JJ	military
operations	NNS	operation
in	IN	in
the	DT	the
north	NN	north
of	IN	of
Gaza	NP	Gaza
.	SENT	.
<p>
But	CC	but
when	WRB	when
Israeli	JJ	Israeli
forces	NNS	force
began	VBD	begin
an	DT	an
assault	NN	assault
on	IN	on
Khan	NP	Khan
Younis	NP	Younis
in	IN	in
early	JJ	early
December	NP	December
,	,	,
those	DT	those
living	NN	living
there	RB	there
were	VBD	be
forced	VBN	force
to	TO	to
seek	VB	seek
refuge	NN	refuge
further	RBR	further
south	RB	south
.	SENT	.
<p>
Graffiti	NNS	graffito
left	VBD	leave
inside	IN	inside
a	DT	a
building	NN	building
in	IN	in
Khan	NP	Khan
Younis	NP	Younis
,	,	,
Gaza	NP	Gaza
on	IN	on
April	NP	April
7	CD	@card@
,	,	,
2024	CD	@card@
.	SENT	.
<p>
AFP/Getty	NP	AFP/Getty
Images	NNS	image
<p>
More	RBR	more
than	IN	than
a	DT	a
million	CD	million
Palestinians	NPS	Palestinians
are	VBP	be
now	RB	now
sheltering	VBG	shelter
in	IN	in
dire	JJ	dire
humanitarian	JJ	humanitarian
conditions	NNS	condition
in	IN	in
the	DT	the
southern	JJ	southern
city	NN	city
of	IN	of
Rafah	NP	<unknown>
,	,	,
where	WRB	where
Israel	NP	Israel
is	VBZ	be
also	RB	also
planning	VBG	plan
an	DT	an
offensive	NN	offensive
.	SENT	.
<p>
Even	RB	even
for	IN	for
those	DT	those
now	RB	now
able	JJ	able
to	TO	to
return	VB	return
to	TO	to
Khan	NP	Khan
Younis	NP	Younis
,	,	,
there	EX	there
is	VBZ	be
little	JJ	little
solace	NN	solace
to	TO	to
be	VB	be
found	VBN	find
.	SENT	.
<p>
Among	IN	among
those	DT	those
interviewed	VBN	interview
in	IN	in
the	DT	the
CNN	NP	CNN
footage	NN	footage
is	VBZ	be
Abdelkarim	NP	Abdelkarim
,	,	,
a	DT	a
young	JJ	young
Palestinian	NN	Palestinian
who	WP	who
sits	VBZ	sit
next	JJ	next
to	TO	to
his	PP$	his
destroyed	VBN	destroy
school	NN	school
.	SENT	.
<p>
He	PP	he
says	VBZ	say
that	IN	that
while	IN	while
he	PP	he
was	VBD	be
sheltering	VBG	shelter
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
he	PP	he
knew	VBD	know
he	PP	he
would	MD	would
n't	RB	n't
be	VB	be
able	JJ	able
to	TO	to
go	VB	go
back	RB	back
to	TO	to
school	NN	school
.	SENT	.
<p>
"	``	"
How	WRB	how
are	VBP	be
we	PP	we
going	VBG	go
to	TO	to
learn	VB	learn
now	RB	now
?	SENT	?
"	''	"
he	PP	he
asks	VBZ	ask
.	SENT	.
"	``	"
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
more	JJR	more
life	NN	life
.	SENT	.
Our	PP$	our
childhood	NN	childhood
is	VBZ	be
gone	VBN	go
.	SENT	.
They	PP	they
destroyed	VBD	destroy
us	PP	us
.	SENT	.
"	``	"
