<p>
Hello	UH	hello
and	CC	and
mistreat	VB	mistreat
"	''	"
,	,	,
and	CC	and
this	DT	this
led	VBN	lead
to	TO	to
the	DT	the
widespread	JJ	widespread
view	NN	view
that	IN	that
the	DT	the
violence	NN	violence
was	VBD	be
being	VBG	be
fuelled	VBN	fuel
by	IN	by
antisemitism	NN	<unknown>
.	SENT	.
Commentators	NNS	commentator
used	VBD	use
the	DT	the
word	NN	word
"	``	"
pogrom	NN	pogrom
"	''	"
to	TO	to
describe	VB	describe
what	WP	what
had	VBD	have
happened	VBN	happen
.	SENT	.
Geert	NP	Geert
Wilders	VBZ	wilder
,	,	,
the	DT	the
anti-Islam	NN	anti-Islam
,	,	,
far-right	JJ	far-right
leader	NN	leader
who	WP	who
effectively	RB	effectively
leads	VBZ	lead
the	DT	the
Dutch	JJ	Dutch
government	NN	government
,	,	,
relished	VBD	relish
the	DT	the
opportunity	NN	opportunity
to	TO	to
get	VB	get
in	IN	in
on	IN	on
the	DT	the
action	NN	action
and	CC	and
stated	VBN	state
on	IN	on
Twitter/X	NP	<unknown>
:	:	:
"	``	"
We	PP	we
have	VBP	have
become	VBN	become
the	DT	the
Gaza	NP	Gaza
of	IN	of
Europe	NP	Europe
"	''	"
.	SENT	.
<p>
On	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
several	JJ	several
media	NNS	medium
outlets	NNS	outlet
noted	VBD	note
that	IN	that
some	DT	some
Maccabi	NP	<unknown>
fans	NNS	fan
had	VBD	have
also	RB	also
been	VBN	be
provocative	JJ	provocative
,	,	,
chanting	VBG	chant
anti-Arab	NN	anti-Arab
slogans	NNS	slogan
and	CC	and
tearing	VBG	tear
down	RP	down
a	DT	a
Palestinian	JJ	Palestinian
flag	NN	flag
,	,	,
of	IN	of
which	WDT	which
many	JJ	many
are	VBP	be
on	IN	on
display	NN	display
in	IN	in
Amsterdam	NP	Amsterdam
.	SENT	.
<p>
The	DT	the
ongoing	JJ	ongoing
atrocities	NNS	atrocity
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
ones	NNS	one
in	IN	in
Israel	NP	Israel
on	IN	on
7	CD	@card@
October	NP	October
last	JJ	last
year	NN	year
naturally	RB	naturally
stir	VB	stir
outrage	NN	outrage
,	,	,
even	RB	even
without	IN	without
emotions	NNS	emotion
being	VBG	be
further	RBR	further
whipped	VBN	whip
up	RP	up
by	IN	by
racism	NN	racism
,	,	,
xenophobia	NN	xenophobia
and	CC	and
antisemitism	NN	<unknown>
.	SENT	.
The	DT	the
Maccabi	NP	<unknown>
Tel	NP	Tel
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
another	DT	another
football	NN	football
match	NN	match
and	CC	and
the	DT	the
violence	NN	violence
can	MD	can
not	RB	not
just	RB	just
be	VB	be
explained	VBN	explain
away	RB	away
as	IN	as
football	NN	football
hooliganism	NN	hooliganism
.	SENT	.
<p>
That	DT	that
being	VBG	be
said	VBN	say
,	,	,
the	DT	the
Dutch	JJ	Dutch
capital	NN	capital
is	VBZ	be
no	DT	no
stranger	NN	stranger
to	TO	to
outbreaks	NNS	outbreak
of	IN	of
football-related	JJ	football-related
violence	NN	violence
,	,	,
and	CC	and
there	EX	there
might	MD	might
have	VB	have
also	RB	also
been	VBN	be
an	DT	an
element	NN	element
of	IN	of
that	DT	that
present.None	NN	<unknown>
of	IN	of
that	WDT	that
makes	VBZ	make
it	PP	it
any	DT	any
better	JJR	good
for	IN	for
the	DT	the
tiny	JJ	tiny
Amsterdam	NP	Amsterdam
Jewish	JJ	Jewish
community	NN	community
,	,	,
the	DT	the
remnant	NN	remnant
of	IN	of
a	DT	a
thriving	JJ	thriving
Jewish	JJ	Jewish
presence	NN	presence
that	WDT	that
was	VBD	be
wiped	VBN	wipe
out	RP	out
in	IN	in
the	DT	the
Holocaust	NN	holocaust
.	SENT	.
The	DT	the
Israelis	NPS	Israelis
will	MD	will
go	VB	go
home	NN	home
and	CC	and
might	MD	might
be	VB	be
a	DT	a
bit	NN	bit
more	RBR	more
hesitant	JJ	hesitant
to	TO	to
visit	VB	visit
the	DT	the
Netherlands	NPS	Netherlands
and	CC	and
Europe	NP	Europe
in	IN	in
general	JJ	general
than	IN	than
they	PP	they
already	RB	already
were	VBD	be
.	SENT	.
Jews	NPS	Jews
will	MD	will
have	VB	have
to	TO	to
live	VB	live
with	IN	with
a	DT	a
warning	NN	warning
from	IN	from
the	DT	the
country	NN	country
'	POS	'
s	JJ	<unknown>
coordinator	NN	coordinator
for	IN	for
combating	VBG	combat
antisemitism	NN	<unknown>
,	,	,
who	WP	who
advised	VBD	advise
:	:	:
"	``	"
hide	VB	hide
who	WP	who
you	PP	you
are	VBP	be
"	''	"
.	SENT	.
<p>
To	TO	to
many	JJ	many
in	IN	in
the	DT	the
Netherlands	NPS	Netherlands
and	CC	and
outside	IN	outside
it	PP	it
,	,	,
even	RB	even
mentioning	VBG	mention
such	JJ	such
Jewish	JJ	Jewish
concerns	NNS	concern
is	VBZ	be
an	DT	an
outrageous	JJ	outrageous
betrayal	NN	betrayal
of	IN	of
the	DT	the
Palestinians	NPS	Palestinians
'	POS	'
suffering	NN	suffering
.	SENT	.
"	``	"
What	WP	what
are	VBP	be
some	DT	some
threats	NNS	threat
and	CC	and
even	RB	even
a	DT	a
few	JJ	few
blows	NNS	blow
compared	VBN	compare
to	TO	to
the	DT	the
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
who	WP	who
are	VBP	be
getting	VBG	get
killed	VBN	kill
in	IN	in
Gaza	NP	Gaza
,	,	,
including	VBG	include
women	NNS	woman
and	CC	and
children	NNS	child
?	SENT	?
"	``	"
is	VBZ	be
a	DT	a
common	JJ	common
retort	NN	retort
.	SENT	.
<p>
Yet	RB	yet
,	,	,
Amsterdam	NP	Amsterdam
'	POS	'
s	JJ	<unknown>
Green-Left	NP	<unknown>
mayor	NN	mayor
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
country	NN	country
'	POS	'
s	NN	S
centre-	NN	<unknown>
and	CC	and
far-right	JJ	far-right
of	IN	of
allowing	VBG	allow
too	RB	too
many	JJ	many
pro-Palestinian	NP	pro-Palestinian
demonstrations	NNS	demonstration
in	IN	in
the	DT	the
capital	NN	capital
,	,	,
was	VBD	be
unequivocal	JJ	unequivocal
this	DT	this
time	NN	time
.	SENT	.
She	PP	she
called	VBD	call
the	DT	the
riots	NNS	riot
antisemitic	JJ	antisemitic
and	CC	and
said	VBD	say
she	PP	she
understood	VBD	understand
why	WRB	why
they	PP	they
invited	VBD	invite
comparison	NN	comparison
with	IN	with
pogroms	NNS	pogrom
.	SENT	.
<p>
The	DT	the
violence	NN	violence
raged	VBN	rage
in	IN	in
the	DT	the
streets	NNS	street
of	IN	of
Amsterdam	NP	Amsterdam
on	IN	on
the	DT	the
same	JJ	same
evening	NN	evening
that	IN	that
the	DT	the
Jewish	JJ	Jewish
community	NN	community
gathered	VBN	gather
in	IN	in
the	DT	the
17th	JJ	17th
century	NN	century
Portuguese	JJ	Portuguese
synagogue	NN	synagogue
in	IN	in
the	DT	the
city	NN	city
centre	NN	centre
to	TO	to
commemorate	VB	commemorate
the	DT	the
1938	CD	@card@
Kristallnacht	NP	Kristallnacht
pogrom	NN	pogrom
in	IN	in
Germany	NP	Germany
.	SENT	.
It	PP	it
also	RB	also
comes	VBZ	come
as	IN	as
Amsterdam	NP	Amsterdam
celebrates	VBZ	celebrate
750	CD	@card@
years	NNS	year
since	IN	since
its	PP$	its
founding	NN	founding
.	SENT	.
For	IN	for
much	JJ	much
of	IN	of
that	DT	that
time	NN	time
,	,	,
it	PP	it
was	VBD	be
known	VBN	know
as	IN	as
a	DT	a
haven	NN	haven
for	IN	for
persecuted	VBN	persecute
minorities	NNS	minority
,	,	,
including	VBG	include
Jews	NPS	Jews
.	SENT	.
Whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
because	IN	because
of	IN	of
the	DT	the
anti-Islam	NN	anti-Islam
rhetoric	NN	rhetoric
espoused	VBN	espouse
by	IN	by
the	DT	the
likes	NN	likes
of	IN	of
Wilders	VBZ	wilder
or	CC	or
the	DT	the
violence	NN	violence
meted	VBN	mete
out	RP	out
to	TO	to
Israelis	NPS	Israelis
,	,	,
that	DT	that
reputation	NN	reputation
lies	VBZ	lie
in	IN	in
tatters	NNS	tatter
.	SENT	.
<p>
Hello	UH	hello
.	SENT	.
It	PP	it
looks	VBZ	look
like	IN	like
you	PP	you
'	POS	'
re	NN	re
using	VBG	use
an	DT	an
ad	NN	ad
blocker	NN	blocker
that	WDT	that
may	MD	may
prevent	VB	prevent
our	PP$	our
website	NN	website
from	IN	from
working	VBG	work
properly	RB	properly
.	SENT	.
To	TO	to
receive	VB	receive
the	DT	the
best	JJS	good
experience	NN	experience
possible	JJ	possible
,	,	,
please	VB	please
make	VB	make
sure	RB	sure
any	DT	any
ad	NN	ad
blockers	NNS	blocker
are	VBP	be
switched	VBN	switch
off	RP	off
,	,	,
or	CC	or
add	VB	add
https	NNS	<unknown>
:	:	:
**25	NN	<unknown>
;	:	;
1128	CD	@card@
;	:	;
TOOLONG	NN	<unknown>
to	TO	to
your	PP$	your
trusted	VBN	trust
sites	NNS	site
,	,	,
and	CC	and
refresh	VB	refresh
the	DT	the
page	NN	page
.	SENT	.
