<h>
Six-year-old	NP	Six-year-old
woman	NN	woman
who	WP	who
said	VBD	say
she	PP	she
was	VBD	be
being	VBG	be
attacked	VBN	attack
by	IN	by
her	PP$	her
landlord	NN	landlord
in	IN	in
Plainfield	NP	Plainfield
,	,	,
near	IN	near
Chicago	NP	Chicago
.	SENT	.
<p>
The	DT	the
woman	NN	woman
said	VBD	say
she	PP	she
"	``	"
ran	VBD	run
into	IN	into
the	DT	the
bathroom	NN	bathroom
and	CC	and
continued	VBD	continue
to	TO	to
fight	VB	fight
off	RP	off
her	PP$	her
attacker	NN	attacker
"	''	"
.	SENT	.
<p>
When	WRB	when
officers	NNS	officer
arrived	VBD	arrive
at	IN	at
the	DT	the
scene	NN	scene
they	PP	they
discovered	VBD	discover
the	DT	the
woman	NN	woman
and	CC	and
the	DT	the
boy	NN	boy
with	IN	with
"	``	"
multiple	JJ	multiple
stab	NN	stab
wounds	NNS	wound
to	TO	to
their	PP$	their
chest	NN	chest
,	,	,
torso	NN	torso
,	,	,
and	CC	and
upper	JJ	upper
extremities	NNS	extremity
"	''	"
.	SENT	.
<p>
Both	DT	both
victims	NNS	victim
were	VBD	be
taken	VBN	take
to	TO	to
hospital	NN	hospital
,	,	,
but	CC	but
the	DT	the
boy	NN	boy
who	WP	who
was	VBD	be
later	RBR	later
found	VBN	find
to	TO	to
be	VB	be
stabbed	VBN	stab
26	CD	@card@
times	NNS	time
,	,	,
died	VBN	die
at	IN	at
the	DT	the
hospital	NN	hospital
while	IN	while
his	PP$	his
seriously-injured	JJ	seriously-injured
mother	NN	mother
is	VBZ	be
expected	VBN	expect
to	TO	to
survive	VB	survive
the	DT	the
attack	NN	attack
.	SENT	.
<p>
"	''	"
The	DT	the
knife	NN	knife
used	VBN	use
in	IN	in
this	DT	this
attack	NN	attack
is	VBZ	be
a	DT	a
12-inch	JJ	<unknown>
(	(	(
31cm	JJ	<unknown>
)	)	)
serrated	JJ	serrated
military-style	JJ	military-style
knife	NN	knife
that	WDT	that
has	VBZ	have
a	DT	a
seven-inch	JJ	seven-inch
blade	NN	blade
,	,	,
"	''	"
the	DT	the
Sheriff	NP	Sheriff
'	POS	'
s	NN	S
office	NN	office
said	VBD	say
.	SENT	.
<p>
According	VBG	accord
to	TO	to
the	DT	the
statement	NN	statement
,	,	,
police	NNS	police
had	VBD	have
found	VBN	find
Czuba	NP	Czuba
"	''	"
sitting	VBG	sit
upright	JJ	upright
outside	NN	outside
on	IN	on
the	DT	the
ground	NN	ground
near	IN	near
the	DT	the
driveway	NN	driveway
of	IN	of
the	DT	the
residence	NN	residence
"	''	"
and	CC	and
was	VBD	be
taken	VBN	take
to	TO	to
hospital	NN	hospital
for	IN	for
treatment	NN	treatment
before	IN	before
being	VBG	be
questioned	VBN	question
by	IN	by
detectives	NNS	detective
.	SENT	.
<p>
"	``	"
Detectives	NNS	detective
were	VBD	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
were	VBD	be
targeted	VBN	target
by	IN	by
the	DT	the
suspect	NN	suspect
due	JJ	due
to	TO	to
them	PP	them
being	VBG	be
Muslim	JJ	Muslim
and	CC	and
the	DT	the
ongoing	JJ	ongoing
Middle	NP	Middle
Eastern	NP	Eastern
conflict	NN	conflict
involving	VBG	involve
Hamas	NP	<unknown>
and	CC	and
the	DT	the
Israelis	NPS	Israelis
,	,	,
"	''	"
the	DT	the
Sheriff	NP	Sheriff
'	POS	'
s	NN	S
office	NN	office
added	VBD	add
.	SENT	.
<p>
While	IN	while
the	DT	the
police	NN	police
did	VBD	do
not	RB	not
publicly	RB	publicly
release	VB	release
the	DT	the
names	NNS	name
of	IN	of
the	DT	the
victims	NNS	victim
,	,	,
the	DT	the
Chicago	NP	Chicago
office	NN	office
of	IN	of
the	DT	the
Council	NP	Council
on	IN	on
American-Islamic	NP	American-Islamic
Relations	NPS	Relations
(	(	(
CAIR-Chicago	NP	CAIR-Chicago
)	)	)
,	,	,
America	NP	America
'	POS	'
s	NN	S
rights	NNS	right
group	NN	group
,	,	,
identified	VBD	identify
the	DT	the
boy	NN	boy
Wadea	NP	<unknown>
al-Fayoume	NP	<unknown>
,	,	,
and	CC	and
his	PP$	his
mother	NN	mother
Hanaan	NP	<unknown>
Shahinat	NP	<unknown>
,	,	,
at	IN	at
a	DT	a
news	NN	news
briefing	NN	briefing
later	RBR	later
on	IN	on
Sunday	NP	Sunday
.	SENT	.
It	PP	it
said	VBD	say
Wadea	NP	<unknown>
was	VBD	be
born	VBN	bear
in	IN	in
the	DT	the
US	NP	US
,	,	,
while	IN	while
his	PP$	his
mother	NN	mother
--	:	--
originally	RB	originally
from	IN	from
Beitunia	NP	<unknown>
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
--	:	--
came	VBD	come
to	TO	to
the	DT	the
country	NN	country
12	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
CAIR-Chicago	NP	CAIR-Chicago
executive	JJ	executive
director	NN	director
Ahmed	NP	Ahmed
Rehab	NP	Rehab
said	VBD	say
Wadea	NP	<unknown>
had	VBD	have
only	RB	only
celebrated	VBN	celebrate
his	PP$	his
birthday	NN	birthday
a	DT	a
few	JJ	few
weeks	NNS	week
ago	RB	ago
.	SENT	.
<p>
"	''	"
He	PP	he
loved	VBD	love
his	PP$	his
family	NN	family
,	,	,
his	PP$	his
friends	NNS	friend
.	SENT	.
He	PP	he
loved	VBD	love
soccer	NN	soccer
,	,	,
he	PP	he
loved	VBD	love
basketball	NN	basketball
.	SENT	.
<p>
"	``	"
And	CC	and
he	PP	he
paid	VBD	pay
the	DT	the
price	NN	price
for	IN	for
the	DT	the
atmosphere	NN	atmosphere
of	IN	of
hate	NN	hate
and	CC	and
otherisation	NN	<unknown>
and	CC	and
dehumanisation	NN	dehumanisation
that	IN	that
frankly	RB	frankly
I	PP	I
think	VBP	think
we	PP	we
are	VBP	be
seeing	VBG	see
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
irresponsible	JJ	irresponsible
leadership	NN	leadership
,	,	,
lopsided	JJ	lopsided
,	,	,
one-sided	JJ	one-sided
statements	NNS	statement
and	CC	and
coverage	NN	coverage
that	IN	that
we	PP	we
'	POS	'
re	NN	re
seeing	NN	seeing
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
warned	VBN	warn
about	IN	about
not	RB	not
recreating	VBG	recreate
the	DT	the
same	JJ	same
mistake	NN	mistake
we	PP	we
had	VBD	have
in	IN	in
the	DT	the
post	NN	post
9/11	CD	@card@
environment	NN	environment
,	,	,
"	''	"
Rehab	NP	Rehab
said	VBD	say
,	,	,
adding	VBG	add
that	IN	that
back	RB	back
then	RB	then
innocent	JJ	innocent
members	NNS	member
of	IN	of
a	DT	a
particular	JJ	particular
community	NN	community
had	VBD	have
been	VBN	be
victimised	VBN	victimise
by	IN	by
the	DT	the
deadly	JJ	deadly
attacks	NNS	attack
in	IN	in
the	DT	the
US	NP	US
in	IN	in
2001	CD	@card@
.	SENT	.
<p>
In	IN	in
Gaza	NP	Gaza
,	,	,
the	DT	the
death	NN	death
toll	NN	toll
for	IN	for
Palestinians	NPS	Palestinians
has	VBZ	have
crossed	VBN	cross
2,300	CD	@card@
Palestinians	NNS	Palestinian
killed	VBN	kill
and	CC	and
over	IN	over
9,000	CD	@card@
have	VBP	have
been	VBN	be
wounded	VBN	wound
,	,	,
while	IN	while
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
,	,	,
54	CD	@card@
were	VBD	be
recorded	VBN	record
dead	JJ	dead
and	CC	and
1,100	CD	@card@
wounded	VBN	wound
since	IN	since
the	DT	the
conflict	NN	conflict
between	IN	between
Hamas	NP	<unknown>
and	CC	and
Israel	NP	Israel
started	VBD	start
on	IN	on
October	NP	October
7	CD	@card@
.	SENT	.
