<p>
Two-time	VB	two-time
are	VBP	be
inherently	RB	inherently
antisemitic	JJ	antisemitic
.	SENT	.
<p>
Nicknamed	VBN	nickname
the	DT	the
'	''	'
Greek	NP	Greek
God	NP	God
of	IN	of
Walks	NP	Walks
'	POS	'
in	IN	in
the	DT	the
best-selling	JJS	best-selling
book	NN	book
,	,	,
Moneyball	NP	<unknown>
,	,	,
the	DT	the
46-year-old	JJ	46-year-old
Youkilis	NP	Youkilis
is	VBZ	be
actually	RB	actually
Jewish	JJ	Jewish
and	CC	and
once	RB	once
served	VBN	serve
as	IN	as
the	DT	the
hitting	VBG	hit
coach	NN	coach
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Miami	NP	Miami
.	SENT	.
<p>
In	IN	in
addition	NN	addition
to	TO	to
being	VBG	be
an	DT	an
outspoken	JJ	outspoken
supporter	NN	supporter
of	IN	of
Israel	NP	Israel
,	,	,
he	PP	he
'	POS	'
s	NN	S
also	RB	also
Tom	NP	Tom
Brady	NP	Brady
'	POS	'
s	NN	S
brother-in-law	NN	brother-in-law
having	VBG	have
married	VBN	marry
the	DT	the
quarterback	NN	quarterback
'	POS	'
s	NN	S
sister	NN	sister
Julie	NP	Julie
in	IN	in
2012	CD	@card@
.	SENT	.
<p>
Sunday	NP	Sunday
'	POS	'
s	JJ	<unknown>
violence	NN	violence
in	IN	in
Boulder	NP	Boulder
comes	VBZ	come
amid	IN	amid
the	DT	the
growing	VBG	grow
global	JJ	global
tensions	NNS	tension
over	IN	over
the	DT	the
Israel-Hamas	JJ	<unknown>
war	NN	war
and	CC	and
a	DT	a
spike	NN	spike
in	IN	in
reports	NNS	report
of	IN	of
antisemitism	NN	<unknown>
in	IN	in
the	DT	the
US	NP	US
.	SENT	.
Previously	RB	previously
a	DT	a
man	NN	man
was	VBD	be
heard	VBN	hear
yelling	VBG	yell
'	''	'
free	JJ	free
Palestine	NP	Palestine
'	POS	'
after	IN	after
allegedly	RB	allegedly
shooting	VBG	shoot
and	CC	and
killing	VBG	kill
two	CD	two
Israeli	JJ	Israeli
embassy	NN	embassy
staffers	NNS	staffer
in	IN	in
Washington	NP	Washington
DC	NP	DC
.	SENT	.
<p>
Ocasio-Cortez	NP	Ocasio-Cortez
offered	VBD	offer
her	PP$	her
sympathy	NN	sympathy
to	TO	to
the	DT	the
Jewish	JJ	Jewish
community	NN	community
,	,	,
but	CC	but
Youkilis	NP	Youkilis
rejected	VBD	reject
her	PP$	her
post	NN	post
<p>
As	IN	as
for	IN	for
Soliman	NP	Soliman
,	,	,
the	DT	the
suspect	NN	suspect
in	IN	in
Boulder	NP	Boulder
,	,	,
he	PP	he
allegedly	RB	allegedly
told	VBD	tell
police	NN	police
he	PP	he
planned	VBD	plan
the	DT	the
attack	NN	attack
for	IN	for
the	DT	the
last	JJ	last
year	NN	year
as	IN	as
part	NN	part
of	IN	of
his	PP$	his
desire	NN	desire
to	TO	to
'	''	'
kill	VB	kill
all	DT	all
Zionist	JJ	Zionist
people	NNS	people
.	SENT	.
'	''	'
<p>
Since	IN	since
October	NP	October
of	IN	of
2023	CD	@card@
,	,	,
when	WRB	when
Hamas-led	JJ	<unknown>
militants	NNS	militant
abducted	VBD	abduct
1,195	CD	@card@
Israelis	NNS	Israeli
and	CC	and
foreign	JJ	foreign
nationals	NNS	national
,	,	,
roughly	RB	roughly
60,000	CD	@card@
people	NNS	people
have	VBP	have
been	VBN	be
killed	VBN	kill
on	IN	on
both	DT	both
sides	NNS	side
the	DT	the
conflict	NN	conflict
,	,	,
according	VBG	accord
to	TO	to
multiple	JJ	multiple
sources	NNS	source
.	SENT	.
Of	IN	of
those	DT	those
deaths	NNS	death
,	,	,
more	JJR	more
than	IN	than
95	CD	@card@
percent	NN	percent
are	VBP	be
Palestinian	JJ	Palestinian
,	,	,
the	DT	the
Gaza	NP	Gaza
Health	NP	Health
Ministry	NP	Ministry
reports	VBZ	report
.	SENT	.
<p>
The	DT	the
fighting	NN	fighting
has	VBZ	have
resulted	VBN	result
in	IN	in
a	DT	a
hunger	NN	hunger
crisis	NN	crisis
in	RB	in
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
Meanwhile	RB	meanwhile
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
has	VBZ	have
been	VBN	be
accused	VBN	accuse
of	IN	of
strategically	RB	strategically
starving	VBG	starve
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
--	:	--
an	DT	an
allegation	NN	allegation
he	PP	he
has	VBZ	have
denied	VBN	deny
.	SENT	.
<p>
Since	IN	since
returning	VBG	return
to	TO	to
office	NN	office
in	IN	in
January	NP	January
,	,	,
President	NP	President
Donald	NP	Donald
Trump	NP	Trump
has	VBZ	have
attacked	VBN	attack
Palestinian	JJ	Palestinian
support	NN	support
in	IN	in
American	JJ	American
colleges	NNS	college
by	IN	by
threatening	VBG	threaten
to	TO	to
revoke	VB	revoke
funding	NN	funding
for	IN	for
schools	NNS	school
and	CC	and
visas	NNS	visa
for	IN	for
international	JJ	international
students	NNS	student
thought	VBD	think
to	TO	to
be	VB	be
'	POS	'
Hamas	JJ	<unknown>
sympathizers	NNS	sympathizer
.	SENT	.
'	''	'
<p>
Last	JJ	last
month	NN	month
,	,	,
the	DT	the
Trump	NP	Trump
administration	NN	administration
revoked	VBD	revoke
the	DT	the
visas	NNS	visa
of	IN	of
a	DT	a
reported	VBN	report
800	CD	@card@
students	NNS	student
,	,	,
some	DT	some
of	IN	of
whom	WP	whom
have	VBP	have
had	VBN	have
their	PP$	their
statuses	NNS	status
restored	VBN	restore
by	IN	by
courts	NNS	court
.	SENT	.
<p>
We	PP	we
will	MD	will
automatically	RB	automatically
post	VB	post
your	PP$	your
comment	NN	comment
and	CC	and
a	DT	a
link	NN	link
to	TO	to
the	DT	the
news	NN	news
story	NN	story
to	TO	to
your	PP$	your
Facebook	NN	<unknown>
timeline	NN	timeline
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
it	PP	it
is	VBZ	be
posted	VBN	post
on	IN	on
MailOnline	NP	<unknown>
.	SENT	.
To	TO	to
do	VB	do
this	DT	this
we	PP	we
will	MD	will
link	VB	link
your	PP$	your
MailOnline	NP	<unknown>
account	NN	account
with	IN	with
your	PP$	your
Facebook	NN	<unknown>
account	NN	account
.	SENT	.
We	PP	we
'	POS	'
ll	NNS	<unknown>
ask	VBP	ask
you	PP	you
to	TO	to
confirm	VB	confirm
this	DT	this
for	IN	for
your	PP$	your
first	JJ	first
post	NN	post
to	TO	to
Facebook	NP	<unknown>
.	SENT	.
<p>
You	PP	you
can	MD	can
choose	VB	choose
on	IN	on
each	DT	each
post	NN	post
whether	IN	whether
you	PP	you
would	MD	would
like	VB	like
it	PP	it
to	TO	to
be	VB	be
posted	VBN	post
to	TO	to
Facebook	NP	<unknown>
.	SENT	.
Your	PP$	your
details	NNS	detail
from	IN	from
Facebook	NP	<unknown>
will	MD	will
be	VB	be
used	VBN	use
to	TO	to
provide	VB	provide
you	PP	you
with	IN	with
tailored	JJ	tailored
content	NN	content
,	,	,
marketing	NN	marketing
and	CC	and
ads	NNS	ad
in	IN	in
line	NN	line
with	IN	with
our	PP$	our
Privacy	NN	privacy
Policy	NN	policy
.	SENT	.
