<h>
When	WRB	when
@	SYM	@
@	SYM	@
War	NN	war
of	IN	of
the	DT	the
1980s	NNS	1980s
?	SENT	?
That	DT	that
was	VBD	be
Saddam	NP	Saddam
Hussein	NP	Hussein
'	POS	'
s	NNS	<unknown>
doing	VBG	do
.	SENT	.
Iran	NP	Iran
bled	VBD	bleed
in	IN	in
defence	NN	defence
.	SENT	.
And	CC	and
while	IN	while
Tehran	NP	Tehran
has	VBZ	have
undeniably	RB	undeniably
backed	VBN	back
militias	NNS	militia
and	CC	and
proxies	NNS	proxy
across	IN	across
the	DT	the
region	NN	region
,	,	,
its	PP$	its
strategy	NN	strategy
has	VBZ	have
been	VBN	be
reactive	JJ	reactive
,	,	,
not	RB	not
expansionist	JJ	expansionist
.	SENT	.
<p>
In	IN	in
retaliation	NN	retaliation
,	,	,
Iran	NP	Iran
unleashed	VBD	unleash
drones	NNS	drone
and	CC	and
missiles	NNS	missile
in	IN	in
the	DT	the
hundreds	NNS	hundred
.	SENT	.
Some	DT	some
were	VBD	be
intercepted	VBN	intercept
,	,	,
others	NNS	other
found	VBD	find
their	PP$	their
mark	NN	mark
.	SENT	.
What	WP	what
followed	VBD	follow
was	VBD	be
n't	RB	n't
diplomacy	NN	diplomacy
,	,	,
but	CC	but
silence	NN	silence
.	SENT	.
From	IN	from
Washington	NP	Washington
.	SENT	.
From	IN	from
Brussels	NP	Brussels
.	SENT	.
From	IN	from
Canberra	NP	Canberra
.	SENT	.
The	DT	the
so-called	JJ	so-called
defenders	NNS	defender
of	IN	of
international	JJ	international
law	NN	law
looked	VBD	look
the	DT	the
other	JJ	other
way	NN	way
--	:	--
again	RB	again
.	SENT	.
<p>
And	CC	and
yet	RB	yet
,	,	,
in	IN	in
a	DT	a
quiet	JJ	quiet
office	NN	office
at	IN	at
The	DT	the
Hague	NP	Hague
,	,	,
the	DT	the
scales	NNS	scale
of	IN	of
justice	NN	justice
tilted	VBN	tilt
for	IN	for
a	DT	a
moment	NN	moment
.	SENT	.
<p>
In	IN	in
retaliation	NN	retaliation
,	,	,
Iran	NP	Iran
unleashed	VBD	unleash
drones	NNS	drone
and	CC	and
missiles	NNS	missile
in	IN	in
the	DT	the
hundreds	NNS	hundred
.	SENT	.
Some	DT	some
were	VBD	be
intercepted	VBN	intercept
,	,	,
others	NNS	other
found	VBD	find
their	PP$	their
mark	NN	mark
.	SENT	.
What	WP	what
followed	VBD	follow
was	VBD	be
n't	RB	n't
diplomacy	NN	diplomacy
,	,	,
but	CC	but
silence	NN	silence
.	SENT	.
--	:	--
Reuters	NP	Reuters
pic	JJ	<unknown>
<p>
The	NP	The
International	NP	International
Criminal	NP	Criminal
Court	NP	Court
--	:	--
that	DT	that
long-maligned	NN	<unknown>
,	,	,
often-ignored	VBN	often-ignore
institution	NN	institution
--	:	--
issued	VBN	issue
arrest	NN	arrest
warrants	NNS	warrant
against	IN	against
Israeli	NP	Israeli
Prime	NP	Prime
Minister	NP	Minister
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
and	CC	and
Defense	NP	Defense
Minister	NP	Minister
Yoav	NP	<unknown>
Gallant	NN	gallant
.	SENT	.
The	DT	the
charges	NNS	charge
?	SENT	?
War	NN	war
crimes	NNS	crime
and	CC	and
crimes	NNS	crime
against	IN	against
humanity	NN	humanity
in	IN	in
Gaza	NP	Gaza
,	,	,
including	VBG	include
the	DT	the
use	NN	use
of	IN	of
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
<p>
The	DT	the
ink	NN	ink
on	IN	on
the	DT	the
warrants	NNS	warrant
is	VBZ	be
barely	RB	barely
dry	JJ	dry
.	SENT	.
But	CC	but
the	DT	the
implications	NNS	implication
are	VBP	be
seismic	JJ	seismic
.	SENT	.
These	DT	these
are	VBP	be
not	RB	not
rogue	NN	rogue
rebels	NNS	rebel
.	SENT	.
These	DT	these
are	VBP	be
leaders	NNS	leader
of	IN	of
a	DT	a
country	NN	country
that	WDT	that
claims	VBZ	claim
moral	JJ	moral
superiority	NN	superiority
at	IN	at
every	DT	every
international	JJ	international
podium	NN	podium
.	SENT	.
A	DT	a
country	NN	country
that	WDT	that
invokes	VBZ	invoke
the	DT	the
Holocaust	NN	holocaust
to	TO	to
justify	VB	justify
occupation	NN	occupation
.	SENT	.
A	DT	a
nation	NN	nation
armed	VBN	arm
to	TO	to
the	DT	the
teeth	NNS	tooth
with	IN	with
Western-made	JJ	<unknown>
weapons	NNS	weapon
,	,	,
playing	VBG	play
the	DT	the
eternal	JJ	eternal
victim	NN	victim
while	IN	while
turning	VBG	turn
entire	JJ	entire
neighbourhoods	NNS	neighbourhood
into	IN	into
rubble	NN	rubble
.	SENT	.
<p>
And	CC	and
where	WRB	where
is	VBZ	be
Iran	NP	Iran
in	IN	in
all	PDT	all
this	DT	this
,	,	,
legally	RB	legally
speaking	VBG	speak
?	SENT	?
Absent	JJ	absent
from	IN	from
the	DT	the
ICC	NP	ICC
docket	NN	docket
.	SENT	.
No	DT	no
warrants	NNS	warrant
.	SENT	.
No	DT	no
trials	NNS	trial
.	SENT	.
No	DT	no
charges	NNS	charge
.	SENT	.
<p>
Let	NP	Let
'	POS	'
s	NNS	<unknown>
not	RB	not
romanticise	VBP	romanticise
Tehran	NP	Tehran
.	SENT	.
This	DT	this
is	VBZ	be
n't	RB	n't
about	IN	about
sainthood	NN	sainthood
.	SENT	.
This	DT	this
is	VBZ	be
about	RB	about
consistency	NN	consistency
.	SENT	.
If	IN	if
a	DT	a
state	NN	state
can	MD	can
bomb	VB	bomb
civilian	JJ	civilian
infrastructure	NN	infrastructure
in	IN	in
a	DT	a
sovereign	JJ	sovereign
country	NN	country
without	IN	without
consequence	NN	consequence
--	:	--
because	IN	because
it	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
ally	NN	ally
--	:	--
then	RB	then
the	DT	the
whole	JJ	whole
system	NN	system
of	IN	of
international	JJ	international
justice	NN	justice
collapses	NNS	collapse
into	IN	into
farce	NN	farce
.	SENT	.
<p>
The	DT	the
double	JJ	double
standards	NNS	standard
reek	VBP	reek
.	SENT	.
And	CC	and
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
--	:	--
especially	RB	especially
the	DT	the
Global	NP	Global
South	NP	South
--	:	--
can	MD	can
smell	VB	smell
it	PP	it
.	SENT	.
<p>
The	DT	the
truth	NN	truth
is	VBZ	be
,	,	,
we	PP	we
'	POS	'
re	NN	re
being	VBG	be
played	VBN	play
.	SENT	.
Not	RB	not
just	RB	just
by	IN	by
military	JJ	military
strategists	NNS	strategist
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
or	CC	or
the	DT	the
clerics	NNS	cleric
in	IN	in
Qom	NP	Qom
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
some	DT	some
lives	NNS	life
are	VBP	be
worth	JJ	worth
more	JJR	more
than	IN	than
others	NNS	other
.	SENT	.
By	IN	by
every	DT	every
editor	NN	editor
who	WP	who
buries	VBZ	bury
war	NN	war
crimes	NNS	crime
under	IN	under
euphemisms	NNS	euphemism
like	IN	like
"	``	"
surgical	JJ	surgical
strike	NN	strike
.	SENT	.
"	''	"
By	IN	by
every	DT	every
leader	NN	leader
who	WP	who
offers	VBZ	offer
condolences	NNS	condolence
instead	RB	instead
of	IN	of
accountability	NN	accountability
.	SENT	.
<p>
So	RB	so
,	,	,
what	WP	what
will	MD	will
it	PP	it
take	VB	take
?	SENT	?
<p>
How	WRB	how
many	JJ	many
more	JJR	more
children	NNS	child
buried	VBN	bury
under	IN	under
concrete	NN	concrete
in	IN	in
Gaza	NP	Gaza
?	SENT	?
How	WRB	how
many	JJ	many
more	JJR	more
scientists	NNS	scientist
assassinated	VBN	assassinate
in	IN	in
Tehran	NP	Tehran
?	SENT	?
How	WRB	how
many	JJ	many
more	JJR	more
cameras	NNS	camera
capturing	VBG	capture
the	DT	the
moment	NN	moment
a	DT	a
hospital	NN	hospital
goes	VBZ	go
dark	JJ	dark
,	,	,
again	RB	again
?	SENT	?
<p>
We	PP	we
ca	MD	ca
n't	RB	n't
afford	VB	afford
to	TO	to
wait	VB	wait
for	IN	for
a	DT	a
reckoning	NN	reckoning
that	WDT	that
never	RB	never
comes	VBZ	come
.	SENT	.
Justice	NP	Justice
does	VBZ	do
n't	RB	n't
need	VB	need
permission	NN	permission
from	IN	from
powerful	JJ	powerful
allies	NNS	ally
.	SENT	.
And	CC	and
history	NN	history
--	:	--
real	JJ	real
history	NN	history
--	:	--
does	VBZ	do
n't	RB	n't
care	VB	care
who	WP	who
funded	VBD	fund
the	DT	the
bombs	NNS	bomb
.	SENT	.
<p>
The	DT	the
madness	NN	madness
wo	MD	wo
n't	RB	n't
stop	VB	stop
until	IN	until
we	PP	we
stop	VBP	stop
pretending	VBG	pretend
this	DT	this
is	VBZ	be
normal	JJ	normal
.	SENT	.
Until	IN	until
we	PP	we
stop	VBP	stop
accepting	VBG	accept
the	DT	the
script	NN	script
that	WDT	that
says	VBZ	say
some	DT	some
wars	NNS	war
are	VBP	be
righteous	JJ	righteous
,	,	,
and	CC	and
others	NNS	other
are	VBP	be
terror	NN	terror
.	SENT	.
Until	IN	until
we	PP	we
stop	VBP	stop
letting	VBG	let
one	CD	one
country	NN	country
bomb	NN	bomb
its	PP$	its
neighbours	NNS	neighbour
with	IN	with
impunity	NN	impunity
while	IN	while
another	DT	another
is	VBZ	be
choked	VBN	choke
for	IN	for
simply	RB	simply
existing	VBG	exist
.	SENT	.
<p>
We	PP	we
were	VBD	be
told	VBN	tell
that	IN	that
justice	NN	justice
is	VBZ	be
blind	JJ	blind
.	SENT	.
But	CC	but
right	RB	right
now	RB	now
,	,	,
it	PP	it
looks	VBZ	look
the	DT	the
other	JJ	other
way	NN	way
.	SENT	.
<p>
And	CC	and
when	WRB	when
that	DT	that
happens	VBZ	happen
,	,	,
all	RB	all
that	RB	that
'	''	'
s	NNS	<unknown>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
it	PP	it
.	SENT	.
<p>
*	SYM	*
This	DT	this
is	VBZ	be
the	DT	the
personal	JJ	personal
opinion	NN	opinion
of	IN	of
the	DT	the
writer	NN	writer
or	CC	or
publication	NN	publication
and	CC	and
does	VBZ	do
not	RB	not
necessarily	RB	necessarily
represent	VB	represent
the	DT	the
views	NNS	view
of	IN	of
Malay	JJ	Malay
Mail	NP	Mail
.	SENT	.
