<h>
American-Israeli	JJ	American-Israeli
after	IN	after
the	DT	the
surprise	NN	surprise
attacks	VBZ	attack
that	IN	that
the	DT	the
couple	NN	couple
were	VBD	be
among	IN	among
the	DT	the
hundreds	NNS	hundred
of	IN	of
people	NNS	people
being	VBG	be
held	VBN	hold
hostage	NN	hostage
by	IN	by
Hamas	JJ	<unknown>
militants	NNS	militant
in	IN	in
Gaza	NP	Gaza
,	,	,
reported	VBD	report
CTV	NP	CTV
News	NP	News
.	SENT	.
<p>
"	``	"
Gadi	NP	<unknown>
was	VBD	be
a	DT	a
man	NN	man
full	JJ	full
of	IN	of
humor	NN	humor
who	WP	who
knew	VBD	know
how	WRB	how
to	TO	to
make	VB	make
those	DT	those
around	IN	around
him	PP	him
laugh	VBP	laugh
.	SENT	.
A	DT	a
musician	NN	musician
at	IN	at
heart	NN	heart
,	,	,
a	DT	a
gifted	JJ	gifted
flautist	NN	flautist
,	,	,
he	PP	he
played	VBD	play
in	IN	in
the	DT	the
IDF	NP	IDF
Orchestra	NN	orchestra
and	CC	and
was	VBD	be
involved	VBN	involve
with	IN	with
music	NN	music
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
statement	NN	statement
.	SENT	.
<p>
Gadi	NP	<unknown>
Haggai	NP	<unknown>
,	,	,
a	DT	a
73-year-old	JJ	73-year-old
US	NP	US
and	CC	and
Israeli	JJ	Israeli
dual	JJ	dual
national	JJ	national
,	,	,
and	CC	and
his	PP$	his
wife	NN	wife
Judith	NP	Judith
Weinstein	NP	Weinstein
Haggai	NP	<unknown>
,	,	,
70	CD	@card@
,	,	,
were	VBD	be
both	DT	both
kidnapped	VBN	kidnap
on	IN	on
7	CD	@card@
October	NN	October
(	(	(
Supplied	VBN	supply
)	)	)
<p>
"	``	"
We	PP	we
share	VBP	share
in	IN	in
the	DT	the
profound	JJ	profound
grief	NN	grief
of	IN	of
the	DT	the
Haggai	NP	<unknown>
family	NN	family
.	SENT	.
"	``	"
<p>
The	DT	the
details	NNS	detail
of	IN	of
how	WRB	how
or	CC	or
when	WRB	when
the	DT	the
73-year-old	JJ	73-year-old
died	VBD	die
remain	VB	remain
unclear	JJ	unclear
but	CC	but
he	PP	he
is	VBZ	be
believed	VBN	believe
to	TO	to
be	VB	be
the	DT	the
first	JJ	first
confirmed	VBN	confirm
death	NN	death
of	IN	of
an	DT	an
American	JJ	American
hostage	NN	hostage
held	VBN	hold
by	IN	by
Hamas	NP	<unknown>
.	SENT	.
<p>
Meanwhile	RB	meanwhile
,	,	,
Ms	NN	Ms
Haggai	NP	<unknown>
is	VBZ	be
still	RB	still
being	VBG	be
held	VBN	hold
captive	NN	captive
in	IN	in
Gaza	NP	Gaza
,	,	,
the	DT	the
forum	NN	forum
said	VBD	say
.	SENT	.
<p>
The	DT	the
couple	NN	couple
'	POS	'
s	NN	S
nephew	NN	nephew
previously	RB	previously
spoke	VBD	speak
of	IN	of
the	DT	the
family	NN	family
'	POS	'
s	JJ	<unknown>
heartbreak	NN	heartbreak
at	IN	at
not	RB	not
knowing	VBG	know
whether	IN	whether
they	PP	they
were	VBD	be
dead	JJ	dead
or	CC	or
alive	JJ	alive
.	SENT	.
<p>
Arad	NP	Arad
Haggai	NP	<unknown>
,	,	,
who	WP	who
is	VBZ	be
based	VBN	base
in	IN	in
the	DT	the
UK	NP	UK
,	,	,
told	VBD	tell
The	DT	the
Guardian	NP	Guardian
in	IN	in
October	NP	October
about	IN	about
the	DT	the
last	JJ	last
communication	NN	communication
they	PP	they
had	VBD	have
with	IN	with
their	PP$	their
loved	VBN	love
ones	NNS	one
.	SENT	.
<p>
He	PP	he
said	VBD	say
that	IN	that
the	DT	the
Haggais	NP	<unknown>
had	VBD	have
gone	VBN	go
for	IN	for
a	DT	a
walk	NN	walk
at	IN	at
around	RB	around
6.30am	JJ	<unknown>
on	IN	on
the	DT	the
morning	NN	morning
of	IN	of
7	CD	@card@
October	NP	October
.	SENT	.
<p>
They	PP	they
then	RB	then
sent	VBD	send
a	DT	a
final	JJ	final
text	NN	text
message	NN	message
to	TO	to
their	PP$	their
children	NNS	child
at	IN	at
around	RB	around
6.50am	JJ	<unknown>
,	,	,
saying	VBG	say
that	IN	that
they	PP	they
were	VBD	be
under	IN	under
attack	NN	attack
from	IN	from
"	``	"
rocket	NN	rocket
fire	NN	fire
and	CC	and
they	PP	they
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
<p>
Around	IN	around
15	CD	@card@
minutes	NNS	minute
later	RBR	later
,	,	,
Ms	NN	Ms
Haggai	NP	<unknown>
managed	VBD	manage
to	TO	to
send	VB	send
a	DT	a
message	NN	message
to	TO	to
the	DT	the
kibbutz	NN	kibbutz
security	NN	security
saying	VBG	say
that	IN	that
they	PP	they
had	VBD	have
both	DT	both
been	VBN	be
shot	VBN	shoot
by	IN	by
Hamas	JJ	<unknown>
militants	NNS	militant
on	IN	on
a	DT	a
motorbike	NN	motorbike
.	SENT	.
<p>
While	IN	while
she	PP	she
was	VBD	be
wounded	VBN	wound
,	,	,
her	PP$	her
husband	NN	husband
was	VBD	be
"	``	"
hit	VBN	hit
badly	RB	badly
"	''	"
.	SENT	.
<p>
"	''	"
She	PP	she
tried	VBD	try
to	TO	to
ask	VB	ask
for	IN	for
help	NN	help
.	SENT	.
But	CC	but
the	DT	the
kibbutz	NN	kibbutz
was	VBD	be
already	RB	already
under	IN	under
heavy	JJ	heavy
fire	NN	fire
,	,	,
and	CC	and
there	EX	there
is	VBZ	be
only	RB	only
one	CD	one
bullet-proof	JJ	bullet-proof
ambulance	NN	ambulance
,	,	,
and	CC	and
they	PP	they
could	MD	could
n't	RB	n't
move	VB	move
it	PP	it
because	IN	because
the	DT	the
terrorists	NNS	terrorist
set	VBD	set
it	PP	it
on	IN	on
fire	NN	fire
,	,	,
"	''	"
Arad	NP	Arad
Haggai	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
Gadi	NP	<unknown>
Haggai	NP	<unknown>
was	VBD	be
a	DT	a
retired	VBN	retire
chef	NN	chef
and	CC	and
musician	NN	musician
while	IN	while
Ms	NN	Ms
Haggai	NP	<unknown>
previously	RB	previously
worked	VBD	work
as	IN	as
an	DT	an
English	JJ	English
teacher	NN	teacher
and	CC	and
puppeteer	NN	puppeteer
.	SENT	.
They	PP	they
share	VBP	share
four	CD	four
adult	NN	adult
children	NNS	child
.	SENT	.
<p>
Around	IN	around
240	CD	@card@
people	NNS	people
were	VBD	be
believed	VBN	believe
to	TO	to
have	VB	have
been	VBN	be
taken	VBN	take
captive	JJ	captive
when	WRB	when
Hamas	NP	<unknown>
launched	VBD	launch
its	PP$	its
surprise	NN	surprise
attacks	NNS	attack
on	IN	on
7	CD	@card@
October	NP	October
,	,	,
killing	VBG	kill
around	IN	around
1,200	CD	@card@
people	NNS	people
.	SENT	.
<p>
Then	RB	then
,	,	,
last	JJ	last
month	NN	month
,	,	,
major	JJ	major
movement	NN	movement
began	VBD	begin
in	IN	in
the	DT	the
release	NN	release
of	IN	of
hostages	NNS	hostage
when	WRB	when
the	DT	the
Israeli	JJ	Israeli
government	NN	government
reached	VBD	reach
a	DT	a
landmark	JJ	landmark
deal	NN	deal
with	IN	with
Hamas	NP	<unknown>
.	SENT	.
<p>
As	IN	as
part	NN	part
of	IN	of
a	DT	a
week-long	JJ	week-long
truce	NN	truce
--	:	--
brokered	VBD	broker
by	IN	by
the	DT	the
US	NP	US
,	,	,
Qatar	NP	Qatar
and	CC	and
Egypt	NP	Egypt
--	:	--
hostages	NNS	hostage
were	VBD	be
freed	VBN	free
in	RB	in
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
Gaza	NP	Gaza
to	TO	to
allow	VB	allow
critical	JJ	critical
humanitarian	JJ	humanitarian
aid	NN	aid
trucks	NNS	truck
into	IN	into
the	DT	the
war-stricken	JJ	war-stricken
area	NN	area
.	SENT	.
<p>
Most	JJS	most
of	IN	of
the	DT	the
hostages	NNS	hostage
released	VBN	release
were	VBD	be
women	NNS	woman
and	CC	and
children	NNS	child
,	,	,
many	JJ	many
of	IN	of
them	PP	them
from	IN	from
the	DT	the
same	JJ	same
kibbutz	NN	kibbutz
where	WRB	where
the	DT	the
Haggais	NP	<unknown>
lived	VBD	live
.	SENT	.
<p>
Four-year-old	JJ	four-year-old
American-Israeli	JJ	American-Israeli
girl	NN	girl
Abigail	NP	Abigail
Edan	NP	Edan
was	VBD	be
among	IN	among
the	DT	the
final	JJ	final
hostages	NNS	hostage
released	VBN	release
.	SENT	.
<p>
Prior	RB	prior
to	TO	to
the	DT	the
release	NN	release
of	IN	of
some	DT	some
of	IN	of
the	DT	the
hostages	NNS	hostage
,	,	,
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
had	VBD	have
been	VBN	be
facing	VBG	face
mounting	VBG	mount
pressure	NN	pressure
to	TO	to
bring	VB	bring
American	JJ	American
citizens	NNS	citizen
home	NN	home
.	SENT	.
<p>
Meanwhile	RB	meanwhile
,	,	,
he	PP	he
is	VBZ	be
also	RB	also
facing	VBG	face
mounting	VBG	mount
pressure	NN	pressure
from	IN	from
progressive	JJ	progressive
Democrats	NNS	democrat
over	IN	over
the	DT	the
US	NP	US
'	POS	'
s	JJ	<unknown>
support	NN	support
for	IN	for
Israel	NP	Israel
as	IN	as
President	NP	President
Benjamin	NP	Benjamin
Netanyahu	NP	<unknown>
'	POS	'
s	NN	S
military	NN	military
continues	VBZ	continue
to	TO	to
rain	VB	rain
down	RP	down
on	IN	on
Gaza	NP	Gaza
.	SENT	.
<p>
More	JJR	more
than	IN	than
20,000	CD	@card@
Palestinians	NPS	Palestinians
have	VBP	have
been	VBN	be
killed	VBN	kill
in	IN	in
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
retaliatory	JJ	retaliatory
strikes	NNS	strike
on	IN	on
Gaza	NP	Gaza
since	IN	since
the	DT	the
start	NN	start
of	IN	of
the	DT	the
war	NN	war
--	:	--
amounting	VBG	amount
to	TO	to
almost	RB	almost
1	CD	@card@
per	IN	per
cent	NN	cent
of	IN	of
the	DT	the
territory	NN	territory
'	POS	'
s	JJ	<unknown>
pre-war	JJ	pre-war
population	NN	population
--	:	--
according	VBG	accord
to	TO	to
Gaza	NP	Gaza
'	POS	'
s	NN	S
Health	NP	Health
Ministry	NP	Ministry
.	SENT	.
<p>
The	DT	the
United	NP	United
Nations	NPS	Nations
General	NP	General
Assembly	NP	Assembly
on	IN	on
Tuesday	NP	Tuesday
voted	VBD	vote
in	IN	in
favor	NN	favor
of	IN	of
a	DT	a
nonbinding	VBG	nonbind
resolution	NN	resolution
calling	VBG	call
for	IN	for
a	DT	a
humanitarian	JJ	humanitarian
ceasefire	NN	ceasefire
in	IN	in
the	DT	the
war	NN	war
between	IN	between
Israel	NP	Israel
and	CC	and
Hamas	NP	<unknown>
,	,	,
which	WDT	which
has	VBZ	have
just	RB	just
entered	VBN	enter
its	PP$	its
third	JJ	third
month	NN	month
.	SENT	.
<p>
Eleven	NN	eleven
more	RBR	more
Israeli	JJ	Israeli
hostages	NNS	hostage
were	VBD	be
released	VBN	release
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
of	IN	of
the	DT	the
four-day	JJ	four-day
truce	NN	truce
between	IN	between
Israel	NP	Israel
and	CC	and
Hamas	NP	<unknown>
,	,	,
Qatari	JJ	Qatari
officials	NNS	official
said	VBD	say
.	SENT	.
Both	DT	both
sides	NNS	side
have	VBP	have
agreed	VBN	agree
to	TO	to
extend	VB	extend
the	DT	the
truce	NN	truce
for	IN	for
two	CD	two
more	JJR	more
days	NNS	day
.	SENT	.
Here	RB	here
'	POS	'
s	JJ	<unknown>
everything	NN	everything
we	PP	we
know	VBP	know
about	IN	about
the	DT	the
extended	JJ	extended
truce	NN	truce
.	SENT	.
<p>
Firefly	NN	firefly
Aerospace	NP	Aerospace
sent	VBD	send
its	PP$	its
Alpha	NP	Alpha
rocket	NN	rocket
to	TO	to
orbit	VB	orbit
this	DT	this
morning	NN	morning
,	,	,
with	IN	with
the	DT	the
company	NN	company
carrying	VBG	carry
a	DT	a
payload	NN	payload
from	IN	from
Lockheed	NP	Lockheed
Martin	NP	Martin
to	TO	to
space	NN	space
.	SENT	.
Today	NN	today
'	POS	'
s	NN	S
launch	NN	launch
marks	VBZ	mark
the	DT	the
fourth-ever	JJ	<unknown>
flight	NN	flight
of	IN	of
Firefly	NN	firefly
'	POS	'
s	JJ	<unknown>
Alpha	NP	Alpha
rocket	NN	rocket
.	SENT	.
The	DT	the
vehicle	NN	vehicle
took	VBD	take
off	RP	off
from	IN	from
California	NP	California
'	POS	'
s	NN	S
Vandenberg	NP	Vandenberg
Space	NP	Space
Force	NP	Force
Base	NP	Base
at	IN	at
9:32	CD	@card@
AM	NP	AM
local	JJ	local
time	NN	time
.	SENT	.
<p>
What	WP	what
role(s)	NN	<unknown>
will	MD	will
generative	JJ	generative
AI	VBP	ai
play	NN	play
in	IN	in
the	DT	the
future	NN	future
of	IN	of
robotics	NNS	robotic
?	SENT	?
Matthew	NP	Matthew
Johnson-Roberson	NP	Johnson-Roberson
,	,	,
CMU	NP	CMU
:	:	:
Generative	JJ	generative
AI	NN	ai
,	,	,
through	IN	through
its	PP$	its
ability	NN	ability
to	TO	to
generate	VB	generate
novel	NN	novel
data	NNS	datum
and	CC	and
solutions	NNS	solution
,	,	,
will	MD	will
significantly	RB	significantly
bolster	VB	bolster
the	DT	the
capabilities	NNS	capability
of	IN	of
robots	NNS	robot
.	SENT	.
It	PP	it
could	MD	could
enable	VB	enable
them	PP	them
to	TO	to
better	RBR	well
generalize	VB	generalize
across	IN	across
a	DT	a
wide	JJ	wide
range	NN	range
of	IN	of
tasks	NNS	task
,	,	,
enhance	VB	enhance
their	PP$	their
adaptability	NN	adaptability
to	TO	to
new	JJ	new
environments	NNS	environment
and	CC	and
improve	VB	improve
their	PP$	their
ability	NN	ability
to	TO	to
autonomously	RB	autonomously
learn	VB	learn
and	CC	and
evolve	VB	evolve
.	SENT	.
<p>
Not	RB	not
so	RB	so
fast	RB	fast
on	IN	on
that	DT	that
Christmas	NP	Christmas
present	NN	present
for	IN	for
precarious	JJ	precarious
gig	NN	gig
workers	NNS	worker
in	IN	in
the	DT	the
EU	NP	EU
:	:	:
A	DT	a
political	JJ	political
deal	NN	deal
announced	VBD	announce
mid	JJ	mid
month	NN	month
,	,	,
which	WDT	which
aims	VBZ	aim
to	TO	to
bolster	VB	bolster
platform	NN	platform
workers	NNS	worker
rights	NNS	right
across	RB	across
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
,	,	,
does	VBZ	do
not	RB	not
have	VB	have
the	DT	the
necessary	JJ	necessary
qualified	JJ	qualified
majority	NN	majority
backing	NN	backing
among	IN	among
Member	NP	Member
States	NPS	States
,	,	,
it	PP	it
emerged	VBD	emerge
today	NN	today
.	SENT	.
The	DT	the
development	NN	development
was	VBD	be
picked	VBN	pick
up	RP	up
earlier	RBR	earlier
by	IN	by
Bloomberg	NP	Bloomberg
and	CC	and
Euractiv	NP	<unknown>
--	:	--
which	WDT	which
reported	VBD	report
that	IN	that
the	DT	the
deal	NN	deal
failed	VBD	fail
to	TO	to
secure	VB	secure
a	DT	a
qualified	JJ	qualified
majority	NN	majority
in	IN	in
a	DT	a
Coreper	NP	Coreper
held	VBD	hold
Friday	NP	Friday
.	SENT	.
