<h>
What	WP	what
Freeland	NP	Freeland
said	VBD	say
that	IN	that
"	``	"
Canada	NP	Canada
respects	VBZ	respect
the	DT	the
independence	NN	independence
"	''	"
of	IN	of
the	DT	the
ICC	NP	ICC
,	,	,
Prime	NP	Prime
Minister	NP	Minister
Justin	NP	Justin
Trudeau	NP	Trudeau
said	VBD	say
the	DT	the
request	NN	request
indicates	VBZ	indicate
a	DT	a
"	``	"
troubling	JJ	troubling
...	:	...
sense	NN	sense
of	IN	of
equivalency	NN	equivalency
between	IN	between
the	DT	the
democratically	RB	democratically
elected	VBN	elect
leaders	NNS	leader
of	IN	of
Israel	NP	Israel
and	CC	and
the	DT	the
bloodthirsty	JJ	bloodthirsty
terrorists	NNS	terrorist
that	WDT	that
lead	VBP	lead
up	RP	up
Hamas	NNS	<unknown>
.	SENT	.
"	``	"
<p>
This	DT	this
does	VBZ	do
n't	RB	n't
mean	VB	mean
all	DT	all
member	NN	member
states	NNS	state
must	MD	must
agree	VB	agree
with	IN	with
every	DT	every
decision	NN	decision
taken	VBN	take
by	IN	by
the	DT	the
prosecutor	NN	prosecutor
in	IN	in
the	DT	the
exercise	NN	exercise
of	IN	of
his	PP$	his
discretion	NN	discretion
,	,	,
but	CC	but
it	PP	it
does	VBZ	do
imply	VB	imply
that	IN	that
they	PP	they
refrain	VB	refrain
from	IN	from
actions	NNS	action
that	WDT	that
would	MD	would
frustrate	VB	frustrate
the	DT	the
proper	JJ	proper
functioning	NN	functioning
of	IN	of
the	NP	the
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
co-operation	NN	co-operation
<p>
While	IN	while
we	PP	we
are	VBP	be
certain	JJ	certain
to	TO	to
see	VB	see
challenges	NNS	challenge
to	TO	to
the	DT	the
ICC	NP	ICC
'	POS	'
s	NN	S
jurisdiction	NN	jurisdiction
and	CC	and
admissibility	NN	admissibility
brought	VBN	bring
by	IN	by
Israel	NP	Israel
,	,	,
it	PP	it
is	VBZ	be
not	RB	not
for	IN	for
other	JJ	other
members	NNS	member
of	IN	of
the	DT	the
ICC	NP	ICC
to	TO	to
question	VB	question
the	DT	the
authority	NN	authority
of	IN	of
its	PP$	its
decisions	NNS	decision
.	SENT	.
In	IN	in
the	DT	the
event	NN	event
that	IN	that
Canada	NP	Canada
were	VBD	be
faced	VBN	face
,	,	,
for	IN	for
example	NN	example
,	,	,
with	IN	with
a	DT	a
request	NN	request
to	TO	to
arrest	VB	arrest
Netanyahu	NP	<unknown>
,	,	,
it	PP	it
would	MD	would
be	VB	be
obliged	VBN	oblige
to	TO	to
co-operate	VB	co-operate
.	SENT	.
<p>
Unlike	IN	unlike
in	IN	in
the	DT	the
case	NN	case
against	IN	against
Vladimir	NP	Vladimir
Putin	NP	<unknown>
,	,	,
Khan	NP	Khan
has	VBZ	have
chosen	VBN	choose
to	TO	to
go	VB	go
public	JJ	public
with	IN	with
his	PP$	his
request	NN	request
for	IN	for
warrants	NNS	warrant
before	IN	before
they	PP	they
were	VBD	be
issued	VBN	issue
by	IN	by
the	DT	the
ICC	NP	ICC
.	SENT	.
He	PP	he
has	VBZ	have
done	VBN	do
so	RB	so
to	TO	to
encourage	VB	encourage
both	DT	both
Israeli	JJ	Israeli
and	CC	and
Hamas	JJ	<unknown>
leaders	NNS	leader
to	TO	to
change	VB	change
course	NN	course
in	IN	in
this	DT	this
conflict	NN	conflict
,	,	,
and	CC	and
to	TO	to
reinforce	VB	reinforce
"	''	"
that	IN	that
the	DT	the
lives	NNS	life
of	IN	of
all	DT	all
human	JJ	human
beings	NNS	being
"	''	"
--	:	--
both	DT	both
Israeli	JJ	Israeli
and	CC	and
Palestinian	JJ	Palestinian
--	:	--
"	``	"
have	VBP	have
equal	JJ	equal
value	NN	value
.	SENT	.
"	``	"
<p>
This	DT	this
was	VBD	be
a	DT	a
risky	JJ	risky
decision	NN	decision
because	IN	because
it	PP	it
opened	VBD	open
the	DT	the
door	NN	door
for	IN	for
political	JJ	political
criticism	NN	criticism
that	WDT	that
will	MD	will
not	RB	not
be	VB	be
as	RB	as
readily	RB	readily
available	JJ	available
once	IN	once
the	DT	the
ICC	NP	ICC
has	VBZ	have
decided	VBN	decide
there	EX	there
are	VBP	be
reasonable	JJ	reasonable
grounds	NNS	ground
to	TO	to
issue	VB	issue
warrants	NNS	warrant
.	SENT	.
While	IN	while
the	DT	the
harsh	JJ	harsh
responses	NNS	response
of	IN	of
the	DT	the
U.S.	NP	U.S.
and	CC	and
Israel	NP	Israel
were	VBD	be
entirely	RB	entirely
predictable	JJ	predictable
,	,	,
that	DT	that
so	RB	so
many	JJ	many
ICC	NP	ICC
member	NN	member
states	NNS	state
have	VBP	have
followed	VBN	follow
the	DT	the
same	JJ	same
line	NN	line
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
warrants	NNS	warrant
are	VBP	be
eventually	RB	eventually
issued	VBN	issue
,	,	,
it	PP	it
would	MD	would
be	VB	be
wholly	RB	wholly
inappropriate	JJ	inappropriate
for	IN	for
leaders	NNS	leader
of	IN	of
member	NN	member
states	NNS	state
like	IN	like
Trudeau	NP	Trudeau
and	CC	and
U.K.	NP	U.K.
Prime	NP	Prime
Minister	NP	Minister
Rishi	NP	<unknown>
Sunak	NP	<unknown>
to	TO	to
continue	VB	continue
to	TO	to
characterize	VB	characterize
the	DT	the
warrants	NNS	warrant
as	IN	as
"	``	"
unhelpful	JJ	unhelpful
.	SENT	.
"	''	"
To	TO	to
do	VB	do
so	RB	so
would	MD	would
undermine	VB	undermine
the	DT	the
findings	NNS	finding
of	IN	of
the	DT	the
ICC	NP	ICC
,	,	,
and	CC	and
would	MD	would
be	VB	be
inconsistent	JJ	inconsistent
with	IN	with
states	NNS	state
parties	NNS	party
'	POS	'
general	JJ	general
obligation	NN	obligation
of	IN	of
co-operation	NN	co-operation
.	SENT	.
<h>
Canadian	JJ	Canadian
response	NN	response
<p>
Now	RB	now
--	:	--
before	IN	before
the	DT	the
ICC	NP	ICC
decides	VBZ	decide
on	IN	on
arrest	NN	arrest
warrants	NNS	warrant
--	:	--
is	VBZ	be
the	DT	the
time	NN	time
for	IN	for
the	DT	the
Canadian	JJ	Canadian
government	NN	government
to	TO	to
decide	VB	decide
whether	IN	whether
it	PP	it
will	MD	will
continue	VB	continue
to	TO	to
support	VB	support
the	DT	the
work	NN	work
of	IN	of
the	DT	the
ICC	NP	ICC
as	IN	as
it	PP	it
promised	VBD	promise
to	TO	to
do	VB	do
in	IN	in
the	DT	the
motion	NN	motion
that	WDT	that
passed	VBD	pass
on	IN	on
March	NP	March
18	CD	@card@
.	SENT	.
<p>
Notwithstanding	IN	notwithstanding
Canada	NP	Canada
'	POS	'
s	JJ	<unknown>
recent	JJ	recent
abstention	NN	abstention
at	IN	at
the	DT	the
General	NP	General
Assembly	NP	Assembly
on	IN	on
the	DT	the
question	NN	question
of	IN	of
Palestinian	JJ	Palestinian
membership	NN	membership
in	IN	in
the	DT	the
UN	NP	UN
,	,	,
it	PP	it
is	VBZ	be
now	RB	now
an	DT	an
open	JJ	open
question	NN	question
whether	IN	whether
Canada	NP	Canada
will	MD	will
oppose	VB	oppose
the	DT	the
ICC	NP	ICC
'	POS	'
s	JJ	<unknown>
jurisdiction	NN	jurisdiction
over	IN	over
the	DT	the
alleged	JJ	alleged
crimes	NNS	crime
on	IN	on
the	DT	the
same	JJ	same
basis	NN	basis
.	SENT	.
Given	VBN	give
that	IN	that
the	DT	the
Court	NP	Court
has	VBZ	have
already	RB	already
found	VBN	find
that	IN	that
it	PP	it
has	VBZ	have
jurisdiction	NN	jurisdiction
over	IN	over
territory	NN	territory
occupied	VBN	occupy
by	IN	by
Israel	NP	Israel
since	IN	since
1967	CD	@card@
for	IN	for
the	DT	the
purposes	NNS	purpose
of	IN	of
the	DT	the
prosecutor	NN	prosecutor
'	POS	'
s	NN	S
investigation	NN	investigation
,	,	,
as	IN	as
international	JJ	international
law	NN	law
expert	NN	expert
Tom	NP	Tom
Dannenbaum	NP	<unknown>
notes	NNS	note
,	,	,
such	PDT	such
a	DT	a
challenge	NN	challenge
is	VBZ	be
unlikely	JJ	unlikely
to	TO	to
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
the	DT	the
ICC	NP	ICC
'	POS	'
s	JJ	<unknown>
jurisdiction	NN	jurisdiction
after	IN	after
it	PP	it
issues	VBZ	issue
arrest	NN	arrest
warrants	NNS	warrant
,	,	,
it	PP	it
would	MD	would
n't	RB	n't
be	VB	be
on	IN	on
the	DT	the
basis	NN	basis
that	IN	that
reasonable	JJ	reasonable
grounds	NNS	ground
to	TO	to
believe	VB	believe
that	IN	that
Israeli	JJ	Israeli
or	CC	or
Hamas	JJ	<unknown>
leaders	NNS	leader
have	VBP	have
committed	VBN	commit
international	JJ	international
crimes	NNS	crime
were	VBD	be
lacking	VBG	lack
.	SENT	.
Instead	RB	instead
,	,	,
such	PDT	such
a	DT	a
policy	NN	policy
decision	NN	decision
would	MD	would
rely	VB	rely
on	IN	on
the	DT	the
premise	NN	premise
that	IN	that
Palestinian	JJ	Palestinian
lives	NNS	life
are	VBP	be
less	RBR	less
worthy	JJ	worthy
of	IN	of
protection	NN	protection
than	IN	than
the	DT	the
lives	NNS	life
of	IN	of
the	DT	the
nationals	NNS	national
of	IN	of
other	JJ	other
ICC	NP	ICC
member	NN	member
states	NNS	state
.	SENT	.
