<p>
Jerusalem	NP	Jerusalem
control	NN	control
in	IN	in
the	DT	the
area	NN	area
and	CC	and
eliminated	VBD	eliminate
a	DT	a
large	JJ	large
number	NN	number
of	IN	of
terrorists	NNS	terrorist
who	WP	who
were	VBD	be
with	IN	with
Biari	NP	<unknown>
.	SENT	.
Additionally	RB	additionally
,	,	,
underground	JJ	underground
terrorist	JJ	terrorist
infrastructure	NN	infrastructure
collapsed	VBD	collapse
following	VBG	follow
the	DT	the
strike	NN	strike
.	SENT	.
<p>
"	``	"
The	DT	the
IDF	NP	IDF
reiterates	VBZ	reiterate
its	PP$	its
call	NN	call
to	TO	to
the	DT	the
residents	NNS	resident
of	IN	of
the	DT	the
area	NN	area
to	TO	to
move	VB	move
south	RB	south
for	IN	for
their	PP$	their
safety	NN	safety
.	SENT	.
"	''	"
<p>
Jabalya	NP	<unknown>
is	VBZ	be
the	DT	the
largest	JJS	large
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
'	POS	'
s	NN	S
eight	CD	eight
refugee	NN	refugee
camps	NNS	camp
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
UN	NP	UN
.	SENT	.
<p>
Defending	VBG	defend
Tuesday	NP	Tuesday
'	POS	'
s	NN	S
airstrike	NN	airstrike
which	WDT	which
killed	VBD	kill
a	DT	a
large	JJ	large
number	NN	number
of	IN	of
people	NNS	people
and	CC	and
caused	VBN	cause
catastrophic	JJ	catastrophic
damages	NNS	damage
,	,	,
IDF	NP	IDF
spokesperson	NN	spokesperson
Lt.	NP	Lt.
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
kill	VB	kill
Biari	NP	<unknown>
,	,	,
who	WP	who
was	VBD	be
"	``	"
pivotal	JJ	pivotal
to	TO	to
the	DT	the
planning	NN	planning
and	CC	and
the	DT	the
execution	NN	execution
of	IN	of
the	DT	the
October	NP	October
7	CD	@card@
attack	NN	attack
"	''	"
.	SENT	.
<p>
"	``	"
He	PP	he
was	VBD	be
actively	RB	actively
coordinating	VBG	coordinate
,	,	,
orchestrating	VBG	orchestrate
,	,	,
and	CC	and
leading	VBG	lead
combat	NN	combat
activities	NNS	activity
against	IN	against
the	DT	the
IDF	NP	IDF
as	IN	as
he	PP	he
was	VBD	be
targeted	VBN	target
,	,	,
"	''	"
CNN	NP	CNN
quoted	VBD	quote
Conricus	NP	<unknown>
as	IN	as
saying	VBG	say
to	TO	to
reporters	NNS	reporter
.	SENT	.
<p>
The	DT	the
IDF	NP	IDF
spokesperson	NN	spokesperson
said	VBD	say
that	IN	that
Biari	NP	<unknown>
'	POS	'
s	NN	S
activities	NNS	activity
go	VBP	go
back	RB	back
to	TO	to
before	RB	before
2004	CD	@card@
when	WRB	when
he	PP	he
"	``	"
masterminded	VBN	mastermind
"	''	"
an	DT	an
attack	NN	attack
in	IN	in
Ashdod	NP	Ashdod
that	WDT	that
led	VBD	lead
to	TO	to
the	DT	the
killing	NN	killing
of	IN	of
13	CD	@card@
Israelis	NNS	Israeli
.	SENT	.
<p>
"	``	"
Dozens	NNS	dozen
"	''	"
of	IN	of
Hamas	JJ	<unknown>
combatants	NNS	combatant
were	VBD	be
also	RB	also
killed	VBN	kill
in	IN	in
Tuesday	NP	Tuesday
'	POS	'
s	JJ	<unknown>
strike	NN	strike
when	WRB	when
underground	JJ	underground
tunnels	NNS	tunnel
beneath	IN	beneath
the	DT	the
camp	NN	camp
collapsed	VBD	collapse
,	,	,
Conricus	NP	<unknown>
said	VBD	say
,	,	,
adding	VBG	add
that	IN	that
the	DT	the
IDF	NP	IDF
is	VBZ	be
still	RB	still
working	VBG	work
to	TO	to
obtain	VB	obtain
a	DT	a
precise	JJ	precise
number	NN	number
of	IN	of
casualties	NNS	casualty
.	SENT	.
<p>
"	``	"
I	PP	I
understand	VBP	understand
that	IN	that
that	DT	that
is	VBZ	be
also	RB	also
the	DT	the
reason	NN	reason
why	WRB	why
there	EX	there
are	VBP	be
many	JJ	many
reports	NNS	report
of	IN	of
collateral	NN	collateral
damage	NN	damage
and	CC	and
non-combatant	NN	non-combatant
casualties	NNS	casualty
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
looking	VBG	look
into	IN	into
those	DT	those
as	RB	as
well	RB	well
,	,	,
"	''	"
Conricus	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
Conricus	NP	<unknown>
said	VBD	say
they	PP	they
are	VBP	be
working	VBG	work
to	TO	to
determine	VB	determine
the	DT	the
number	NN	number
of	IN	of
civilians	NNS	civilian
who	WP	who
were	VBD	be
also	RB	also
killed	VBN	kill
in	IN	in
the	DT	the
strike	NN	strike
,	,	,
adding	VBG	add
that	IN	that
the	DT	the
IDF	NP	IDF
had	VBD	have
considered	VBN	consider
all	DT	all
factors	NNS	factor
when	WRB	when
making	VBG	make
the	DT	the
strike	NN	strike
"	``	"
including	VBG	include
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
spokesperson	NN	spokesperson
noted	VBD	note
that	IN	that
the	DT	the
military	NN	military
had	VBD	have
notified	VBN	notify
civilians	NNS	civilian
to	TO	to
leave	VB	leave
the	DT	the
area	NN	area
through	IN	through
the	DT	the
distribution	NN	distribution
of	IN	of
leaflets	NNS	leaflet
,	,	,
messages	NNS	message
on	IN	on
social	JJ	social
media	NNS	medium
and	CC	and
radio	NN	radio
dispatches	NNS	dispatch
,	,	,
CNN	NP	CNN
reported	VBD	report
.	SENT	.
<p>
"	``	"
I	PP	I
want	VBP	want
to	TO	to
emphasize	VB	emphasize
the	DT	the
strike	NN	strike
was	VBD	be
on	IN	on
a	DT	a
military	JJ	military
target	NN	target
of	IN	of
significant	JJ	significant
military	JJ	military
importance	NN	importance
to	TO	to
the	DT	the
battlefield	NN	battlefield
and	CC	and
for	IN	for
us	PP	us
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
obtain	VB	obtain
our	PP$	our
military	JJ	military
objectives	NNS	objective
.	SENT	.
That	DT	that
is	VBZ	be
why	WRB	why
it	PP	it
was	VBD	be
struck	VBN	strike
,	,	,
"	''	"
Conricus	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
Earlier	RBR	earlier
on	IN	on
Tuesday	NP	Tuesday
,	,	,
the	DT	the
IDF	NP	IDF
said	VBD	say
that	IN	that
its	PP$	its
troops	NNS	troop
on	IN	on
the	DT	the
ground	NN	ground
had	VBD	have
targeted	VBN	target
a	DT	a
Hamas	JJ	<unknown>
terrorist	JJ	terrorist
stronghold	NN	stronghold
in	IN	in
Jabaliya	NP	<unknown>
"	``	"
used	VBD	use
for	IN	for
training	NN	training
and	CC	and
execution	NN	execution
of	IN	of
terrorism	NN	terrorism
activities	NNS	activity
"	''	"
.	SENT	.
<p>
"	''	"
During	IN	during
the	DT	the
ground	NN	ground
activity	NN	activity
,	,	,
the	DT	the
troops	NNS	troop
eliminated	VBD	eliminate
approx.	JJ	<unknown>
50	CD	@card@
terrorists	NNS	terrorist
,	,	,
as	RB	as
well	RB	well
as	IN	as
destroyed	VBN	destroy
entrances	NNS	entrance
to	TO	to
terrorist	JJ	terrorist
tunnels	NNS	tunnel
and	CC	and
weapons	NNS	weapon
,	,	,
"	''	"
it	PP	it
said	VBD	say
on	IN	on
X.	NP	X.
<p>
Meanwhile	RB	meanwhile
,	,	,
the	DT	the
Hamas	NN	<unknown>
has	VBZ	have
denied	VBN	deny
that	IN	that
a	DT	a
member	NN	member
was	VBD	be
present	JJ	present
in	IN	in
the	DT	the
camp	NN	camp
during	IN	during
the	DT	the
aistrike	NN	aistrike
.	SENT	.
<p>
Hamas	JJ	<unknown>
spokesperson	NN	spokesperson
Hazem	NP	Hazem
Qassem	NP	Qassem
accused	VBD	accuse
Israel	NP	Israel
of	IN	of
attempting	VBG	attempt
to	TO	to
justify	VB	justify
what	WP	what
he	PP	he
described	VBD	describe
as	IN	as
a	DT	a
"	``	"
heinous	JJ	heinous
crime	NN	crime
against	IN	against
safe	JJ	safe
civilians	NNS	civilian
,	,	,
children	NNS	child
,	,	,
and	CC	and
women	NNS	woman
in	IN	in
Jabalya	NP	<unknown>
camp	NN	camp
"	''	"
.	SENT	.
<p>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
homes	NNS	home
were	VBD	be
completely	RB	completely
flattened	VBN	flatten
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
strike	NN	strike
.	SENT	.
<p>
However	RB	however
,	,	,
the	DT	the
number	NN	number
of	IN	of
casualties	NNS	casualty
were	VBD	be
not	RB	not
immediately	RB	immediately
confirmed	VBN	confirm
.	SENT	.
<p>
Multiple	JJ	multiple
Arab	JJ	Arab
nations	NNS	nation
have	VBP	have
condemned	VBN	condemn
the	DT	the
airstrike	NN	airstrike
on	IN	on
the	DT	the
Jabaliya	NP	<unknown>
camp	NN	camp
.	SENT	.
<p>
While	IN	while
Jordan	NP	Jordan
held	VBD	hold
"	``	"
Israel	NP	Israel
,	,	,
the	DT	the
occupying	JJ	occupying
power	NN	power
responsible	JJ	responsible
for	IN	for
this	DT	this
dangerous	JJ	dangerous
development	NN	development
"	''	"
,	,	,
Saudi	NP	Saudi
Arabia	NP	Arabia
"	``	"
affirmed	VBD	affirm
that	IN	that
the	DT	the
dangerous	JJ	dangerous
humanitarian	JJ	humanitarian
conditions	NNS	condition
resulting	VBG	result
from	IN	from
the	DT	the
continuous	JJ	continuous
escalation	NN	escalation
can	MD	can
not	RB	not
be	VB	be
justified	VBN	justify
at	IN	at
all	DT	all
"	''	"
,	,	,
reports	VBZ	report
CNN	NP	CNN
.	SENT	.
<p>
Iran	NP	Iran
"	``	"
condemned	VBD	condemn
in	IN	in
the	DT	the
strongest	JJS	strong
terms	NNS	term
the	DT	the
barbaric	JJ	barbaric
attack	NN	attack
"	''	"
and	CC	and
the	DT	the
United	NP	United
Arab	NP	Arab
Emirates	NPS	Emirates
(	(	(
UAE	NP	UAE
)	)	)
warned	VBD	warn
that	IN	that
"	``	"
indiscriminate	JJ	indiscriminate
attacks	NNS	attack
will	MD	will
result	VB	result
in	IN	in
irreparable	JJ	irreparable
ramifications	NNS	ramification
in	IN	in
the	DT	the
region	NN	region
"	''	"
.	SENT	.
<h>
Weekly	NP	Weekly
Poll	NP	Poll
Question	NP	Question
<h>
Connect	VBP	connect
with	IN	with
us	PP	us
<h>
Intro	NN	intro
footer	NN	footer
<p>
The	DT	the
Morung	NP	<unknown>
Express	NP	Express
<p>
The	DT	the
Morung	NP	<unknown>
Express	NP	Express
is	VBZ	be
a	DT	a
people-oriented	JJ	people-oriented
alternative	NN	alternative
newspaper	NN	newspaper
based	VBN	base
in	IN	in
Nagaland	NP	Nagaland
that	WDT	that
was	VBD	be
conceived	VBN	conceive
from	IN	from
the	DT	the
Naga	NP	Naga
people	NNS	people
'	POS	'
s	JJ	<unknown>
historical	JJ	historical
realities	NNS	reality
and	CC	and
is	VBZ	be
guided	VBN	guide
by	IN	by
their	PP$	their
voices	NNS	voice
and	CC	and
experiences	NNS	experience
.	SENT	.
It	PP	it
emerged	VBD	emerge
from	IN	from
the	DT	the
well-recognized	JJ	well-recognized
concept	NN	concept
that	IN	that
the	DT	the
core	NN	core
of	IN	of
a	DT	a
free	JJ	free
press	NN	press
is	VBZ	be
based	VBN	base
on	IN	on
"	``	"
qualitative	JJ	qualitative
and	CC	and
investigative	JJ	investigative
"	''	"
journalism	NN	journalism
.	SENT	.
Ensuring	VBG	ensure
this	DT	this
is	VBZ	be
essential	JJ	essential
for	IN	for
contributing	VBG	contribute
to	TO	to
an	DT	an
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
affect	VB	affect
all	DT	all
spheres	NNS	sphere
of	IN	of
life	NN	life
.	SENT	.
