<p>
New	NP	New
the	DT	the
building	NN	building
'	POS	'
s	NN	S
offices	NNS	office
,	,	,
"	''	"
claimed	VBD	claim
the	DT	the
IDF	NP	IDF
.	SENT	.
<p>
UNRWA	NP	<unknown>
Commissioner-General	NP	Commissioner-General
Philippe	NP	Philippe
Lazzarini	NP	<unknown>
in	IN	in
a	DT	a
statement	NN	statement
Saturday	NP	Saturday
said	VBD	say
UNRWA	NP	<unknown>
staff	NN	staff
had	VBD	have
left	VBN	leave
its	PP$	its
headquarters	NN	headquarters
in	IN	in
Gaza	NP	Gaza
on	IN	on
12	CD	@card@
October	NP	October
following	VBG	follow
Israeli	JJ	Israeli
evacuation	NN	evacuation
orders	NNS	order
and	CC	and
as	IN	as
bombardment	NN	bombardment
intensified	VBN	intensify
in	IN	in
the	DT	the
area	NN	area
.	SENT	.
<p>
"	``	"
We	PP	we
have	VBP	have
not	RB	not
used	VBN	use
that	DT	that
compound	NN	compound
since	IN	since
we	PP	we
left	VBD	leave
it	PP	it
nor	CC	nor
are	VBP	be
we	PP	we
aware	JJ	aware
of	IN	of
any	DT	any
activity	NN	activity
that	WDT	that
may	MD	may
have	VB	have
taken	VBN	take
place	NN	place
there	RB	there
,	,	,
"	''	"
he	PP	he
said	VBD	say
,	,	,
adding	VBG	add
that	IN	that
the	DT	the
last	JJ	last
inspection	NN	inspection
for	IN	for
UNRWA	NP	<unknown>
Gaza	NP	Gaza
premises	NNS	premise
was	VBD	be
completed	VBN	complete
in	IN	in
September	NP	September
2023	CD	@card@
.	SENT	.
<p>
--	:	--
UNRWA	NP	<unknown>
did	VBD	do
not	RB	not
know	VB	know
what	WP	what
is	VBZ	be
under	IN	under
its	PP$	its
headquarters	NN	headquarters
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
--	:	--
UNRWA	NP	<unknown>
is	VBZ	be
made	VBN	make
aware	JJ	aware
of	IN	of
reports	NNS	report
through	IN	through
the	DT	the
media	NNS	medium
regarding	VBG	regard
a	DT	a
tunnel	NN	tunnel
under	IN	under
the	DT	the
UNRWA	NP	<unknown>
Headquarters	NN	headquarters
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
--	:	--
UNRWA	NP	<unknown>
staff	NN	staff
left	VBD	leave
its	PP$	its
headquarters	NN	headquarters
in	IN	in
Gaza	NP	Gaza
City	NP	City
on	IN	on
12	CD	@card@
October	NP	October
following	VBG	follow
the	DT	the
Israeli	JJ	Israeli
evacuation	NN	evacuation
orders	NNS	order
and	CC	and
as	RB	as
...	:	...
<p>
"	``	"
UNRWA	NP	<unknown>
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
the	DT	the
capacity	NN	capacity
to	TO	to
undertake	VB	undertake
military	JJ	military
inspections	NNS	inspection
of	IN	of
what	WP	what
is	VBZ	be
or	CC	or
might	MD	might
be	VB	be
under	IN	under
its	PP$	its
premises	NNS	premise
,	,	,
"	''	"
he	PP	he
further	RBR	further
said	VBD	say
.	SENT	.
<p>
Lazzarini	NP	<unknown>
added	VBD	add
that	IN	that
in	IN	in
the	DT	the
past	NN	past
,	,	,
"	``	"
whenever	WRB	whenever
(	(	(
a	DT	a
)	)	)
suspicious	JJ	suspicious
cavity	NN	cavity
was	VBD	be
found	VBN	find
close	RB	close
to	TO	to
or	CC	or
under	IN	under
UNRWA	NP	<unknown>
premises	NNS	premise
,	,	,
protest	NN	protest
letters	NNS	letter
were	VBD	be
promptly	RB	promptly
filed	VBN	file
to	TO	to
parties	NNS	party
to	TO	to
the	DT	the
conflict	NN	conflict
,	,	,
including	VBG	include
both	CC	both
the	DT	the
de	FW	de
facto	FW	facto
authorities	NNS	authority
in	IN	in
Gaza	NP	Gaza
(	(	(
Hamas	NP	<unknown>
)	)	)
and	CC	and
the	DT	the
Israeli	JJ	Israeli
authorities	NNS	authority
"	''	"
.	SENT	.
<h>
'	''	'
Hamas	JJ	<unknown>
tunnels	NNS	tunnel
found	VBD	find
'	''	'
in	IN	in
Gaza	NP	Gaza
<p>
This	NP	This
is	VBZ	be
not	RB	not
the	DT	the
first	JJ	first
time	NN	time
Israeli	JJ	Israeli
forces	NNS	force
have	VBP	have
discovered	VBN	discover
a	DT	a
tunnel	NN	tunnel
they	PP	they
claim	VBP	claim
was	VBD	be
being	VBG	be
used	VBN	use
by	IN	by
Hamas	NP	<unknown>
,	,	,
since	IN	since
a	DT	a
terror	NN	terror
attack	NN	attack
by	IN	by
the	DT	the
Islamist	NN	<unknown>
outfit	NN	outfit
on	IN	on
the	DT	the
Israeli	JJ	Israeli
mainland	NN	mainland
resulted	VBN	result
in	IN	in
retaliatory	JJ	retaliatory
strikes	NNS	strike
.	SENT	.
Israel	NP	Israel
has	VBZ	have
maintained	VBN	maintain
that	IN	that
Hamas	NP	<unknown>
was	VBD	be
using	VBG	use
an	DT	an
extensive	JJ	extensive
network	NN	network
of	IN	of
tunnels	NNS	tunnel
under	IN	under
schools	NNS	school
and	CC	and
hospitals	NNS	hospital
in	IN	in
Gaza	NP	Gaza
to	TO	to
continue	VB	continue
with	IN	with
its	PP$	its
activities	NNS	activity
while	IN	while
evading	VBG	evade
airstrikes	NNS	airstrike
.	SENT	.
<p>
In	IN	in
November	NP	November
last	JJ	last
year	NN	year
,	,	,
the	DT	the
Israeli	JJ	Israeli
military	NN	military
claimed	VBD	claim
it	PP	it
had	VBD	have
discovered	VBN	discover
a	DT	a
tunnel	NN	tunnel
shaft	NN	shaft
under	IN	under
the	DT	the
beleaguered	JJ	beleaguered
al-Shifa	NP	al-Shifa
Hospital	NP	Hospital
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
.	SENT	.
It	PP	it
said	VBD	say
that	IN	that
it	PP	it
found	VBD	find
a	DT	a
55-metre-long	JJ	<unknown>
,	,	,
10-metre-deep	JJ	<unknown>
tunnel	NN	tunnel
under	IN	under
the	DT	the
hospital	NN	hospital
,	,	,
which	WDT	which
is	VBZ	be
Gaza	NP	Gaza
'	POS	'
s	JJ	<unknown>
largest	JJS	large
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
similar	JJ	similar
claim	NN	claim
about	IN	about
a	DT	a
tunnel	NN	tunnel
shaft	NN	shaft
inside	IN	inside
a	DT	a
school	NN	school
in	IN	in
the	DT	the
Khirbet	NP	<unknown>
Ahza	NP	<unknown>
area	NN	area
of	IN	of
southern	JJ	southern
Gaza	NP	Gaza
.	SENT	.
The	DT	the
IDF	NP	IDF
later	RBR	later
released	VBD	release
a	DT	a
photo	NN	photo
showing	VBG	show
mortars	NNS	mortar
,	,	,
grenades	NNS	grenade
and	CC	and
bullets	NNS	bullet
inside	IN	inside
the	DT	the
school	NN	school
and	CC	and
said	VBD	say
it	PP	it
found	VBD	find
photos	NNS	photo
of	IN	of
'	''	'
weapons	NNS	weapon
geared	VBN	gear
for	IN	for
children	NNS	child
'	POS	'
.	SENT	.
<p>
Other	JJ	other
than	IN	than
this	DT	this
,	,	,
the	DT	the
Israeli	JJ	Israeli
military	NN	military
also	RB	also
claimed	VBD	claim
that	IN	that
it	PP	it
located	VBD	locate
and	CC	and
destroyed	VBD	destroy
three	CD	three
tunnel	NN	tunnel
shafts	NNS	shaft
near	IN	near
Rantisi	NP	<unknown>
Children	NP	Children
'	POS	'
s	JJ	<unknown>
Hospital	NN	hospital
in	IN	in
Gaza	NP	Gaza
last	JJ	last
December	NP	December
.	SENT	.
<p>
International	JJ	international
observers	NNS	observer
have	VBP	have
yet	RB	yet
to	TO	to
establish	VB	establish
a	DT	a
direct	JJ	direct
link	NN	link
between	IN	between
the	DT	the
tunnels	NNS	tunnel
and	CC	and
bunker-like	JJ	<unknown>
spaces	NNS	space
to	TO	to
military	JJ	military
activity	NN	activity
by	IN	by
Hamas	JJ	<unknown>
or	CC	or
other	JJ	other
Palestinian	JJ	Palestinian
groups	NNS	group
.	SENT	.
<p>
According	VBG	accord
to	TO	to
one	CD	one
report	NN	report
by	IN	by
The	DT	the
Washington	NP	Washington
Post	NP	Post
from	IN	from
last	JJ	last
November	NP	November
,	,	,
Israeli	JJ	Israeli
officials	NNS	official
"	``	"
estimate	VBP	estimate
there	EX	there
are	VBP	be
1,300	CD	@card@
tunnels	NNS	tunnel
,	,	,
spanning	VBG	span
300	CD	@card@
miles	NNS	mile
across	IN	across
the	DT	the
Gaza	NP	Gaza
strip	NN	strip
"	''	"
.	SENT	.
Another	DT	another
report	NN	report
by	IN	by
The	DT	the
New	NP	New
York	NP	York
Times	NP	Times
from	IN	from
last	JJ	last
month	NN	month
cited	VBD	cite
a	DT	a
statement	NN	statement
by	IN	by
the	DT	the
Israeli	JJ	Israeli
forces	NNS	force
to	TO	to
say	VB	say
that	IN	that
they	PP	they
had	VBD	have
begun	VBN	begin
"	``	"
pumping	VBG	pump
water	NN	water
into	IN	into
the	DT	the
vast	JJ	vast
network	NN	network
of	IN	of
tunnels	NNS	tunnel
beneath	IN	beneath
Gaza	NP	Gaza
"	''	"
.	SENT	.
<h>
UNRWA	NP	<unknown>
in	IN	in
Gaza	NP	Gaza
<p>
The	NP	The
UNRWA	NP	<unknown>
,	,	,
which	WDT	which
provides	VBZ	provide
critical	JJ	critical
relief	NN	relief
to	TO	to
thousands	NNS	thousand
of	IN	of
Palestinians	NNS	Palestinian
affected	VBN	affect
by	IN	by
Israeli	JJ	Israeli
airstrikes	NNS	airstrike
,	,	,
has	VBZ	have
been	VBN	be
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
.	SENT	.
<p>
This	DT	this
comes	VBZ	come
against	IN	against
the	DT	the
backdrop	NN	backdrop
of	IN	of
statements	NNS	statement
by	IN	by
Right	NP	Right
Wing	NP	Wing
members	NNS	member
of	IN	of
the	DT	the
Netanyahu	NP	<unknown>
administration	NN	administration
who	WP	who
have	VBP	have
referred	VBN	refer
to	TO	to
the	DT	the
war	NN	war
as	IN	as
"	``	"
Gaza	NP	Gaza
'	POS	'
s	NN	S
Nakba	NP	<unknown>
"	''	"
--	:	--
the	DT	the
term	NN	term
used	VBN	use
to	TO	to
describe	VB	describe
displacement	NN	displacement
of	IN	of
Palestinians	NPS	Palestinians
in	IN	in
1948	CD	@card@
.	SENT	.
Another	DT	another
minister	NN	minister
suggested	VBD	suggest
dropping	VBG	drop
a	DT	a
nuclear	JJ	nuclear
bomb	NN	bomb
on	IN	on
Gaza	NP	Gaza
,	,	,
before	IN	before
he	PP	he
was	VBD	be
suspended	VBN	suspend
from	IN	from
cabinet	NN	cabinet
meetings	NNS	meeting
.	SENT	.
<p>
Palestinians	NPS	Palestinians
and	CC	and
global	JJ	global
rights	NNS	right
groups	NNS	group
have	VBP	have
accused	VBN	accuse
Israel	NP	Israel
of	IN	of
tarnishing	VBG	tarnish
the	DT	the
UNRWA	NP	<unknown>
by	IN	by
spreading	VBG	spread
false	JJ	false
information	NN	information
against	IN	against
it	PP	it
.	SENT	.
The	DT	the
UNRWA	NP	<unknown>
employs	VBZ	employ
13,000	CD	@card@
people	NNS	people
in	IN	in
more	JJR	more
than	IN	than
300	CD	@card@
installations	NNS	installation
in	IN	in
Gaza	NP	Gaza
.	SENT	.
Israel	NP	Israel
claims	VBZ	claim
10	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
aid	NN	aid
agency	NN	agency
'	POS	'
s	NN	S
employees	NNS	employee
have	VBP	have
links	NNS	link
to	TO	to
Hamas	JJ	<unknown>
and	CC	and
other	JJ	other
groups	NNS	group
.	SENT	.
The	DT	the
organisation	NN	organisation
had	VBD	have
sacked	VBN	sack
several	JJ	several
employees	NNS	employee
last	JJ	last
month	NN	month
following	VBG	follow
Israeli	JJ	Israeli
allegations	NNS	allegation
that	IN	that
they	PP	they
were	VBD	be
a	DT	a
part	NN	part
of	IN	of
the	DT	the
October	NP	October
7	CD	@card@
attacks	NNS	attack
.	SENT	.
<p>
The	DT	the
allegations	NNS	allegation
led	VBD	lead
to	TO	to
at	IN	at
least	JJS	least
10	CD	@card@
Western	JJ	Western
countries	NNS	country
,	,	,
including	VBG	include
the	DT	the
US	NP	US
and	CC	and
France	NP	France
,	,	,
either	CC	either
withdrawing	VBG	withdraw
or	CC	or
temporarily	RB	temporarily
suspending	VBG	suspend
funding	NN	funding
to	TO	to
the	DT	the
aid	NN	aid
agency	NN	agency
that	WDT	that
runs	VBZ	run
schools	NNS	school
,	,	,
healthcare	NN	<unknown>
clinics	NNS	clinic
and	CC	and
distributes	VBZ	distribute
aid	NN	aid
in	IN	in
the	DT	the
Palestinian	JJ	Palestinian
enclave	NN	enclave
.	SENT	.
However	RB	however
,	,	,
some	DT	some
including	VBG	include
Ireland	NP	Ireland
,	,	,
Spain	NP	Spain
and	CC	and
Norway	NP	Norway
continue	VBP	continue
to	TO	to
fund	VB	fund
it	PP	it
and	CC	and
have	VB	have
criticised	VBN	criticise
others	NNS	other
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
