<h>
Follow	VB	follow
but	CC	but
added	VBD	add
that	IN	that
it	PP	it
was	VBD	be
up	RP	up
to	TO	to
Hamas	NP	<unknown>
to	TO	to
give	VB	give
its	PP$	its
final	JJ	final
assent	NN	assent
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	JJ	<unknown>
right	NN	right
on	IN	on
the	DT	the
brink	NN	brink
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
closer	RBR	closer
than	IN	than
it	PP	it
'	POS	'
s	NN	S
ever	RB	ever
been	VBN	be
before	RB	before
.	SENT	.
"	''	"
<p>
Speaking	VBG	speak
at	IN	at
a	DT	a
weekly	JJ	weekly
briefing	NN	briefing
,	,	,
Qatari	JJ	Qatari
Foreign	NP	Foreign
Ministry	NP	Ministry
spokesperson	NN	spokesperson
Majed	NP	<unknown>
al-Ansari	NP	al-Ansari
described	VBD	describe
the	DT	the
ongoing	JJ	ongoing
talks	NNS	talk
as	IN	as
in	IN	in
the	DT	the
"	``	"
final	NN	final
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
to	TO	to
an	DT	an
agreement	NN	agreement
,	,	,
while	IN	while
also	RB	also
cautioning	VBG	caution
against	IN	against
overexcitement	NN	overexcitement
until	IN	until
a	DT	a
deal	NN	deal
is	VBZ	be
announced	VBN	announce
.	SENT	.
<p>
Qatar	NP	Qatar
,	,	,
Egypt	NP	Egypt
and	CC	and
the	DT	the
United	NP	United
States	NPS	States
have	VBP	have
led	VBN	lead
a	DT	a
monthslong	JJ	monthslong
effort	NN	effort
to	TO	to
try	VB	try
to	TO	to
achieve	VB	achieve
a	DT	a
halt	NN	halt
in	IN	in
the	DT	the
fighting	NN	fighting
,	,	,
with	IN	with
talks	NNS	talk
Tuesday	NP	Tuesday
in	IN	in
Doha	NP	Doha
focusing	VBG	focus
on	IN	on
the	DT	the
last	JJ	last
details	NNS	detail
of	IN	of
a	DT	a
deal	NN	deal
.	SENT	.
Hamas	NP	<unknown>
said	VBD	say
it	PP	it
was	VBD	be
awaiting	VBG	await
maps	NNS	map
from	IN	from
Israel	NP	Israel
showing	VBG	show
what	WP	what
parts	NNS	part
of	IN	of
Gaza	NP	Gaza
it	PP	it
would	MD	would
withdraw	VB	withdraw
its	PP$	its
troops	NNS	troop
from	IN	from
in	IN	in
the	DT	the
initial	JJ	initial
stages	NNS	stage
of	IN	of
the	DT	the
ceasefire	NN	ceasefire
.	SENT	.
<p>
Ceasefire	NN	ceasefire
would	MD	would
unfold	VB	unfold
in	IN	in
stages	NNS	stage
<p>
President	NP	President
Joe	NP	Joe
Biden	NP	Biden
said	VBD	say
Monday	NP	Monday
that	IN	that
the	DT	the
deal	NN	deal
was	VBD	be
on	IN	on
"	``	"
the	DT	the
brink	NN	brink
"	''	"
of	IN	of
"	``	"
finally	RB	finally
coming	VBG	come
to	TO	to
fruition	NN	fruition
.	SENT	.
"	''	"
<p>
In	IN	in
a	DT	a
speech	NN	speech
at	IN	at
the	DT	the
State	NP	State
Department	NP	Department
to	TO	to
highlight	VB	highlight
his	PP$	his
foreign	JJ	foreign
policy	NN	policy
achievements	NNS	achievement
,	,	,
Biden	NP	Biden
said	VBD	say
the	DT	the
deal	NN	deal
would	MD	would
"	``	"
free	VB	free
the	DT	the
hostages	NNS	hostage
,	,	,
halt	VB	halt
the	DT	the
fighting	NN	fighting
,	,	,
provide	VB	provide
security	NN	security
to	TO	to
Israel	NP	Israel
and	CC	and
allow	VB	allow
us	PP	us
to	TO	to
significantly	RB	significantly
surge	VB	surge
humanitarian	JJ	humanitarian
assistance	NN	assistance
to	TO	to
the	DT	the
Palestinians	NPS	Palestinians
,	,	,
who	WP	who
suffered	VBD	suffer
terribly	RB	terribly
in	IN	in
this	DT	this
war	NN	war
that	IN	that
Hamas	NP	<unknown>
started	VBD	start
.	SENT	.
"	''	"
<p>
Demonstrators	NNS	demonstrator
raise	VBP	raise
placards	NNS	placard
during	IN	during
a	DT	a
protest	NN	protest
calling	VBG	call
for	IN	for
action	NN	action
to	TO	to
secure	VB	secure
the	DT	the
release	NN	release
of	IN	of
Israelis	NPS	Israelis
held	VBN	hold
hostage	NN	hostage
in	IN	in
Gaza	NP	Gaza
since	IN	since
October	NP	October
2023	CD	@card@
,	,	,
in	IN	in
front	NN	front
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
14	CD	@card@
,	,	,
2025	CD	@card@
.	SENT	.
<p>
The	DT	the
basic	JJ	basic
parameters	NNS	parameter
of	IN	of
the	DT	the
ceasefire	NN	ceasefire
proposal	NN	proposal
would	MD	would
see	VB	see
the	DT	the
process	NN	process
play	VB	play
out	RP	out
in	IN	in
several	JJ	several
stages	NNS	stage
.	SENT	.
<p>
Hamas	NNS	<unknown>
would	MD	would
release	VB	release
hostages	NNS	hostage
it	PP	it
has	VBZ	have
been	VBN	be
holding	VBG	hold
since	IN	since
the	DT	the
militants	NNS	militant
carried	VBD	carry
out	RP	out
their	PP$	their
October	NP	October
2023	CD	@card@
attack	NN	attack
on	IN	on
Israel	NP	Israel
,	,	,
while	IN	while
Israeli	JJ	Israeli
authorities	NNS	authority
would	MD	would
release	VB	release
Palestinian	JJ	Palestinian
prisoners	NNS	prisoner
.	SENT	.
<p>
Israeli	JJ	Israeli
troops	NNS	troop
would	MD	would
carry	VB	carry
out	RP	out
a	DT	a
phased	VBN	phase
withdrawal	NN	withdrawal
from	IN	from
Gaza	NP	Gaza
,	,	,
and	CC	and
some	DT	some
Palestinians	NPS	Palestinians
displaced	VBD	displace
by	IN	by
the	DT	the
conflict	NN	conflict
would	MD	would
be	VB	be
allowed	VBN	allow
to	TO	to
return	VB	return
,	,	,
along	RB	along
with	IN	with
a	DT	a
surge	NN	surge
in	IN	in
aid	NN	aid
for	IN	for
Palestinian	JJ	Palestinian
civilians	NNS	civilian
.	SENT	.
<p>
Months	NNS	month
of	IN	of
negotiations	NNS	negotiation
have	VBP	have
failed	VBN	fail
to	TO	to
bring	VB	bring
a	DT	a
halt	NN	halt
to	TO	to
the	DT	the
fighting	NN	fighting
,	,	,
but	CC	but
in	IN	in
recent	JJ	recent
weeks	NNS	week
,	,	,
the	DT	the
effort	NN	effort
has	VBZ	have
gained	VBN	gain
momentum	NN	momentum
at	IN	at
a	DT	a
time	NN	time
when	WRB	when
the	DT	the
U.S.	NP	U.S.
is	VBZ	be
preparing	VBG	prepare
for	IN	for
President-elect	NN	president-elect
Donald	NP	Donald
Trump	NP	Trump
to	TO	to
take	VB	take
office	NN	office
Jan.	NP	Jan.
20	CD	@card@
as	IN	as
Biden	NP	Biden
'	POS	'
s	JJ	<unknown>
four-year	JJ	four-year
term	NN	term
ends	NNS	end
.	SENT	.
<p>
Post-war	JJ	post-war
Gaza	NP	Gaza
governance	NN	governance
<p>
Blinken	NP	<unknown>
made	VBD	make
a	DT	a
last-minute	JJ	last-minute
case	NN	case
Tuesday	NP	Tuesday
for	IN	for
a	DT	a
plan	NN	plan
for	IN	for
the	DT	the
post-war	JJ	post-war
reconstruction	NN	reconstruction
and	CC	and
governance	NN	governance
of	IN	of
Gaza	NP	Gaza
.	SENT	.
<p>
"	``	"
We	PP	we
have	VBP	have
a	DT	a
responsibility	NN	responsibility
to	TO	to
ensure	VB	ensure
that	IN	that
the	DT	the
strategic	JJ	strategic
gains	NNS	gain
of	IN	of
the	DT	the
last	JJ	last
15	CD	@card@
months	NNS	month
endure	VBP	endure
and	CC	and
lay	VBP	lay
the	DT	the
foundation	NN	foundation
for	IN	for
a	DT	a
better	RBR	well
future	JJ	future
,	,	,
"	''	"
Blinken	NP	<unknown>
told	VBD	tell
the	DT	the
Atlantic	NP	Atlantic
Council	NP	Council
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
seen	VBN	see
how	WRB	how
the	DT	the
shoes	NNS	shoe
of	IN	of
one	CD	one
dictator	NN	dictator
can	MD	can
be	VB	be
filled	VBN	fill
by	IN	by
another	DT	another
or	CC	or
give	VB	give
way	NN	way
to	TO	to
conflict	NN	conflict
and	CC	and
chaos	NN	chaos
.	SENT	.
"	''	"
<p>
Blinken	NP	<unknown>
said	VBD	say
the	DT	the
plan	NN	plan
envisions	VBZ	envision
the	DT	the
Palestinian	JJ	Palestinian
Authority	NP	Authority
inviting	VBG	invite
"	``	"
international	JJ	international
partners	NNS	partner
"	''	"
to	TO	to
create	VB	create
an	DT	an
interim	JJ	interim
governing	VBG	govern
authority	NN	authority
to	TO	to
run	VB	run
critical	JJ	critical
services	NNS	service
and	CC	and
oversee	VB	oversee
the	DT	the
territory	NN	territory
.	SENT	.
Other	JJ	other
partners	NNS	partner
,	,	,
notably	RB	notably
Arab	JJ	Arab
states	NNS	state
,	,	,
would	MD	would
provide	VB	provide
forces	NNS	force
to	TO	to
ensure	VB	ensure
security	NN	security
in	IN	in
the	DT	the
short	JJ	short
term	NN	term
,	,	,
he	PP	he
said	VBD	say
.	SENT	.
<p>
That	DT	that
security	NN	security
mission	NN	mission
would	MD	would
depend	VB	depend
on	IN	on
a	DT	a
pathway	NN	pathway
to	TO	to
an	DT	an
independent	JJ	independent
Palestinian	JJ	Palestinian
state	NN	state
unifying	VBG	unify
Gaza	NP	Gaza
and	CC	and
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
would	MD	would
be	VB	be
tasked	VBN	task
with	IN	with
creating	VBG	create
"	``	"
a	DT	a
secure	JJ	secure
environment	NN	environment
for	IN	for
humanitarian	JJ	humanitarian
and	CC	and
reconstruction	NN	reconstruction
efforts	NNS	effort
and	CC	and
ensuring	VBG	ensure
border	NN	border
security	NN	security
,	,	,
"	''	"
Blinken	NP	<unknown>
said	VBD	say
.	SENT	.
<p>
Creation	NN	creation
of	IN	of
a	DT	a
Palestinian	JJ	Palestinian
state	NN	state
,	,	,
which	WDT	which
Israel	NP	Israel
has	VBZ	have
refused	VBN	refuse
to	TO	to
support	VB	support
,	,	,
has	VBZ	have
been	VBN	be
a	DT	a
sticking	JJ	sticking
point	NN	point
in	IN	in
the	DT	the
negotiations	NNS	negotiation
.	SENT	.
<p>
This	DT	this
picture	NN	picture
taken	VBN	take
from	IN	from
the	DT	the
Israeli	JJ	Israeli
side	NN	side
of	IN	of
the	DT	the
border	NN	border
with	IN	with
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
shows	VBZ	show
destroyed	VBN	destroy
buildings	NNS	building
in	IN	in
northern	JJ	northern
Gaza	NP	Gaza
on	IN	on
Jan.	NP	Jan.
13	CD	@card@
,	,	,
2025	CD	@card@
.	SENT	.
<p>
Blinken	NP	<unknown>
told	VBD	tell
MSNBC	NP	<unknown>
on	IN	on
Monday	NP	Monday
that	IN	that
the	DT	the
sides	NNS	side
were	VBD	be
"	``	"
closer	JJR	close
than	IN	than
we	PP	we
'	POS	'
ve	NN	ve
ever	RB	ever
been	VBN	be
"	``	"
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
to	TO	to
Hamas	NP	<unknown>
.	SENT	.
<p>
Biden	NP	Biden
'	POS	'
s	JJ	<unknown>
national	JJ	national
security	NN	security
adviser	NN	adviser
,	,	,
Jake	NP	Jake
Sullivan	NP	Sullivan
,	,	,
said	VBD	say
Monday	NP	Monday
that	IN	that
Biden	NP	Biden
administration	NN	administration
officials	NNS	official
were	VBD	be
keeping	VBG	keep
Trump	NP	Trump
'	POS	'
s	JJ	<unknown>
Mideast	JJ	Mideast
advisers	NNS	adviser
abreast	JJ	abreast
of	IN	of
negotiations	NNS	negotiation
.	SENT	.
Trump	NP	Trump
'	POS	'
s	NN	S
Middle	NP	Middle
East	NP	East
envoy	NN	envoy
,	,	,
Steve	NP	Steve
Witkoff	NP	<unknown>
,	,	,
has	VBZ	have
been	VBN	be
involved	VBN	involve
in	IN	in
the	DT	the
latest	JJS	late
round	NN	round
of	IN	of
talks	NNS	talk
.	SENT	.
<p>
Israel	NP	Israel
launched	VBD	launch
its	PP$	its
assault	NN	assault
on	IN	on
Hamas	NP	<unknown>
in	IN	in
Gaza	NP	Gaza
after	IN	after
Hamas	NP	<unknown>
fighters	NNS	fighter
stormed	VBD	storm
across	IN	across
its	PP$	its
borders	NNS	border
on	IN	on
Oct.	NP	Oct.
7	CD	@card@
,	,	,
2023	CD	@card@
,	,	,
killing	VBG	kill
1,200	CD	@card@
people	NNS	people
and	CC	and
taking	VBG	take
more	JJR	more
than	IN	than
250	CD	@card@
hostages	NNS	hostage
,	,	,
according	VBG	accord
to	TO	to
Israeli	JJ	Israeli
tallies	NNS	tally
.	SENT	.
<p>
Since	IN	since
then	RB	then
,	,	,
more	JJR	more
than	IN	than
46,500	CD	@card@
people	NNS	people
have	VBP	have
been	VBN	be
killed	VBN	kill
in	IN	in
Gaza	NP	Gaza
,	,	,
with	IN	with
most	JJS	most
of	IN	of
them	PP	them
women	NNS	woman
and	CC	and
children	NNS	child
,	,	,
according	VBG	accord
to	TO	to
Palestinian	JJ	Palestinian
health	NN	health
officials	NNS	official
,	,	,
although	IN	although
Israel	NP	Israel
says	VBZ	say
the	DT	the
death	NN	death
toll	NN	toll
includes	VBZ	include
thousands	NNS	thousand
of	IN	of
Hamas	JJ	<unknown>
combatants	NNS	combatant
it	PP	it
has	VBZ	have
killed	VBN	kill
.	SENT	.
<p>
Much	RB	much
of	IN	of
Gaza	NP	Gaza
,	,	,
a	DT	a
narrow	JJ	narrow
strip	NN	strip
of	IN	of
land	NN	land
along	IN	along
the	DT	the
Mediterranean	NP	Mediterranean
Sea	NP	Sea
,	,	,
has	VBZ	have
been	VBN	be
laid	VBN	lay
to	TO	to
waste	VB	waste
during	IN	during
the	DT	the
fighting	NN	fighting
and	CC	and
gripped	VBD	grip
by	IN	by
a	DT	a
humanitarian	JJ	humanitarian
crisis	NN	crisis
,	,	,
with	IN	with
most	JJS	most
of	IN	of
its	PP$	its
2.3	CD	@card@
million	CD	million
population	NN	population
displaced	VBN	displace
,	,	,
often	RB	often
multiple	JJ	multiple
times	NNS	time
.	SENT	.
<p>
White	NP	White
House	NP	House
Bureau	NP	Bureau
Chief	NP	Chief
Patsy	NP	Patsy
Widakuswara	NP	Widakuswara
contributed	VBD	contribute
to	TO	to
this	DT	this
report	NN	report
.	SENT	.
Some	DT	some
material	NN	material
came	VBD	come
from	IN	from
The	DT	the
Associated	NP	Associated
Press	NP	Press
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
America	NP	America
provides	VBZ	provide
news	NN	news
and	CC	and
information	NN	information
in	IN	in
more	JJR	more
than	IN	than
40	CD	@card@
languages	NNS	language
to	TO	to
an	DT	an
estimated	JJ	estimated
weekly	JJ	weekly
audience	NN	audience
of	IN	of
over	IN	over
326	CD	@card@
million	CD	million
people	NNS	people
.	SENT	.
Stories	NNS	story
with	IN	with
the	DT	the
VOA	NP	VOA
News	NP	News
byline	NN	byline
are	VBP	be
the	DT	the
work	NN	work
of	IN	of
multiple	JJ	multiple
VOA	NP	VOA
journalists	NNS	journalist
and	CC	and
may	MD	may
contain	VB	contain
information	NN	information
from	IN	from
wire	NN	wire
service	NN	service
reports	NNS	report
.	SENT	.
