<p>
CHICAGO	NP	CHICAGO
in	IN	in
Chicago	NP	Chicago
is	VBZ	be
to	TO	to
shed	VB	shed
light	NN	light
on	IN	on
policy	NN	policy
changes	NNS	change
they	PP	they
believe	VBP	believe
are	VBP	be
necessary	JJ	necessary
to	TO	to
halt	VB	halt
U.S.	NP	U.S.
funding	NN	funding
and	CC	and
arms	NNS	arm
shipments	NNS	shipment
supporting	VBG	support
Israel	NP	Israel
'	POS	'
s	JJ	<unknown>
war	NN	war
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
They	PP	they
are	VBP	be
also	RB	also
calling	VBG	call
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
,	,	,
in	IN	in
addition	NN	addition
to	TO	to
getting	VBG	get
a	DT	a
pro-Palestinian	NP	pro-Palestinian
voice	NN	voice
on	IN	on
stage	NN	stage
,	,	,
especially	RB	especially
after	IN	after
the	DT	the
family	NN	family
of	IN	of
an	DT	an
Israeli	NP	Israeli
American	NP	American
kidnapped	VBD	kidnap
by	IN	by
Hamas	NP	<unknown>
was	VBD	be
given	VBN	give
time	NN	time
to	TO	to
speak	VB	speak
at	IN	at
the	DT	the
DNC	NN	DNC
on	IN	on
Wednesday	NP	Wednesday
,	,	,
but	CC	but
the	DT	the
group	NN	group
has	VBZ	have
been	VBN	be
told	VBN	tell
that	WDT	that
is	VBZ	be
n't	RB	n't
going	VBG	go
to	TO	to
happen	VB	happen
.	SENT	.
<p>
"	''	"
We	PP	we
got	VBD	get
a	DT	a
call	JJ	call
last	JJ	last
night	NN	night
saying	VBG	say
the	DT	the
answer	NN	answer
is	VBZ	be
no	UH	no
.	SENT	.
When	WRB	when
we	PP	we
asked	VBD	ask
why	WRB	why
,	,	,
they	PP	they
said	VBD	say
the	DT	the
answer	NN	answer
is	VBZ	be
no	UH	no
,	,	,
"	''	"
Alawieh	NP	<unknown>
said	VBD	say
.	SENT	.
"	``	"
We	PP	we
think	VBP	think
excluding	VBG	exclude
a	DT	a
Palestinian	JJ	Palestinian
American	NP	American
from	IN	from
the	DT	the
stage	NN	stage
would	MD	would
be	VB	be
a	DT	a
silencing	VBG	silence
and	CC	and
exclusion	NN	exclusion
that	WDT	that
is	VBZ	be
not	RB	not
in	IN	in
line	NN	line
with	IN	with
who	WP	who
we	PP	we
are	VBP	be
as	IN	as
Democrats	NNS	democrat
.	SENT	.
"	''	"
<p>
Many	JJ	many
supporters	NNS	supporter
of	IN	of
the	DT	the
uncommitted	JJ	uncommitted
delegate	NN	delegate
movement	NN	movement
continued	VBN	continue
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
events	NNS	event
Thursday	NP	Thursday
morning	NN	morning
at	IN	at
McCormick	NP	McCormick
Place	NP	Place
.	SENT	.
<p>
They	PP	they
said	VBD	say
Democratic	JJ	Democratic
Party	NP	Party
leaders	NNS	leader
are	VBP	be
missing	VBG	miss
an	DT	an
opportunity	NN	opportunity
to	TO	to
bring	VB	bring
the	DT	the
party	NN	party
together	RB	together
,	,	,
something	NN	something
that	WDT	that
could	MD	could
be	VB	be
pivotal	JJ	pivotal
in	IN	in
November	NP	November
.	SENT	.
<p>
"	``	"
It	PP	it
'	POS	'
s	NNS	<unknown>
wrong	JJ	wrong
on	IN	on
so	RB	so
many	JJ	many
levels	NNS	level
,	,	,
and	CC	and
enough	RB	enough
is	VBZ	be
enough	JJ	enough
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ll	NNS	<unknown>
do	VB	do
whatever	WDT	whatever
it	PP	it
takes	VBZ	take
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
our	PP$	our
voices	NNS	voice
are	VBP	be
heard	VBN	hear
,	,	,
"	''	"
said	VBD	say
June	NP	June
Rose	NP	Rose
,	,	,
an	DT	an
uncommitted	JJ	uncommitted
delegate	NN	delegate
from	IN	from
Rhode	NP	Rhode
Island	NP	Island
.	SENT	.
<p>
"	``	"
If	IN	if
we	PP	we
want	VBP	want
the	DT	the
war	NN	war
in	IN	in
Gaza	NP	Gaza
to	TO	to
end	VB	end
,	,	,
we	PP	we
ca	MD	ca
n't	RB	n't
put	VB	put
our	PP$	our
heads	NNS	head
in	IN	in
the	DT	the
sand	NN	sand
or	CC	or
ignore	VB	ignore
the	DT	the
voices	NNS	voice
of	IN	of
the	DT	the
Palestinian	NP	Palestinian
Americans	NPS	Americans
in	IN	in
the	DT	the
Democratic	JJ	Democratic
Party	NN	party
,	,	,
"	''	"
the	DT	the
UAW	NP	UAW
said	VBD	say
in	IN	in
a	DT	a
post	NN	post
on	IN	on
X.	NP	X.
"	``	"
If	IN	if
we	PP	we
want	VBP	want
peace	NN	peace
,	,	,
if	IN	if
we	PP	we
want	VBP	want
real	JJ	real
democracy	NN	democracy
,	,	,
and	CC	and
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
win	VB	win
this	DT	this
election	NN	election
,	,	,
the	DT	the
Democratic	NP	Democratic
Party	NP	Party
must	MD	must
allow	VB	allow
a	DT	a
Palestinian	JJ	Palestinian
American	JJ	American
speaker	NN	speaker
to	TO	to
be	VB	be
heard	VBN	hear
from	IN	from
the	DT	the
DNC	NN	DNC
stage	NN	stage
tonight	NN	tonight
.	SENT	.
"	''	"
<p>
Representatives	NNS	representative
for	IN	for
the	DT	the
DNC	NN	DNC
and	CC	and
the	DT	the
Harris	NP	Harris
campaign	NN	campaign
said	VBD	say
they	PP	they
have	VBP	have
had	VBD	have
plenty	NN	plenty
of	IN	of
engagement	NN	engagement
with	IN	with
the	DT	the
uncommitted	JJ	uncommitted
delegates	NNS	delegate
over	IN	over
the	DT	the
past	JJ	past
couple	NN	couple
of	IN	of
months	NNS	month
,	,	,
but	CC	but
would	MD	would
not	RB	not
specify	VB	specify
why	WRB	why
they	PP	they
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
convention	NN	convention
.	SENT	.
<p>
The	DT	the
Harris	NP	Harris
campaign	NN	campaign
said	VBD	say
it	PP	it
'	''	'
s	NNS	<unknown>
not	RB	not
taking	VBG	take
the	DT	the
Arab-American	JJ	Arab-American
vote	NN	vote
for	IN	for
granted	VBN	grant
.	SENT	.
They	PP	they
insisted	VBD	insist
they	PP	they
are	VBP	be
committed	VBN	commit
to	TO	to
ending	VBG	end
the	DT	the
conflict	NN	conflict
and	CC	and
advocating	VBG	advocate
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
in	IN	in
Gaza	NP	Gaza
.	SENT	.
<p>
The	DT	the
uncommitted	JJ	uncommitted
delegates	NNS	delegate
said	VBD	say
they	PP	they
have	VBP	have
no	DT	no
plans	NNS	plan
on	IN	on
ending	VBG	end
their	PP$	their
sit-in	NN	sit-in
,	,	,
and	CC	and
will	MD	will
remain	VB	remain
at	IN	at
the	DT	the
United	NP	United
Center	NP	Center
until	IN	until
they	PP	they
get	VBP	get
a	DT	a
call	NN	call
that	IN	that
a	DT	a
Palestinian	NP	Palestinian
American	NP	American
can	MD	can
speak	VB	speak
.	SENT	.
